osmid,ref,highway,oneway,reversed,length,geometry,bridge,name
72112743,S-9,trunk,False,False,140.121,"LINESTRING (71.7625263 34.1904376, 71.7630201 34.1892455)",,
72112743,S-9,trunk,False,True,42.56,"LINESTRING (71.7625263 34.1904376, 71.7623688 34.1907975)",,
72112743,S-9,trunk,False,True,127.501,"LINESTRING (71.7632467 34.1837045, 71.7634613 34.1843365, 71.7635988 34.1848133)",,
692876759,,residential,False,False,270.70799999999997,"LINESTRING (71.7632467 34.1837045, 71.7628026 34.1838407, 71.7625344 34.1837076, 71.7621159 34.1834768, 71.7618585 34.1833969, 71.7613113 34.1834236, 71.7611933 34.1836011, 71.7610967 34.1837608, 71.7607393 34.1838392)",,
"[70952968, 70952964, 70952965]",,secondary,False,False,301.03999999999996,"LINESTRING (71.7637549 34.186577, 71.7643745 34.1864684, 71.7656936 34.1860879, 71.765994 34.1860169, 71.7664124 34.1859104, 71.7668845 34.185795)",yes,
72112743,S-9,trunk,False,False,49.824999999999996,"LINESTRING (71.7637549 34.186577, 71.7637874 34.1862535, 71.7637824 34.1861301)",,
72112743,S-9,trunk,False,True,96.126,"LINESTRING (71.7637549 34.186577, 71.7637274 34.1868499, 71.76361 34.1874325)",,
70952968,,secondary,False,False,178.591,"LINESTRING (71.7668845 34.185795, 71.7676677 34.1855288, 71.7687094 34.1852501)",,
"[70952968, 70952964, 70952965]",,secondary,False,True,301.03999999999996,"LINESTRING (71.7668845 34.185795, 71.7664124 34.1859104, 71.765994 34.1860169, 71.7656936 34.1860879, 71.7643745 34.1864684, 71.7637549 34.186577)",yes,
692876761,,residential,False,False,202.695,"LINESTRING (71.7668845 34.185795, 71.7667079 34.185598, 71.7663753 34.1852874, 71.766268 34.1850122, 71.7662358 34.1846483, 71.7662573 34.1844442, 71.7662144 34.1841425)",,
72112743,S-9,trunk,False,True,140.121,"LINESTRING (71.7630201 34.1892455, 71.7625263 34.1904376)",,
72112743,S-9,trunk,False,False,75.43,"LINESTRING (71.7630201 34.1892455, 71.7631094 34.1890296, 71.7632857 34.1886037)",,
73073416,,tertiary,False,False,150.395,"LINESTRING (71.7630201 34.1892455, 71.7619684 34.1887692, 71.7616358 34.1885359)",,
73073416,,tertiary,False,False,125.43,"LINESTRING (71.7616358 34.1885359, 71.7611468 34.1885283, 71.7602732 34.1884941)",,
73073416,,tertiary,False,True,150.395,"LINESTRING (71.7616358 34.1885359, 71.7619684 34.1887692, 71.7630201 34.1892455)",,
427878191,,residential,False,False,105.593,"LINESTRING (71.7616358 34.1885359, 71.7619814 34.188271, 71.7623013 34.1877776)",,
73073416,,tertiary,False,True,125.43,"LINESTRING (71.7602732 34.1884941, 71.7611468 34.1885283, 71.7616358 34.1885359)",,
427878189,,residential,False,False,96.75800000000001,"LINESTRING (71.7602732 34.1884941, 71.7604131 34.1880083, 71.7603272 34.1876444)",,
73074500,,residential,False,False,158.401,"LINESTRING (71.7606702 34.1913606, 71.7609599 34.1911476, 71.7611745 34.1909878, 71.7621404 34.1913195)",,
72112743,S-9,trunk,False,False,61.728,"LINESTRING (71.7621404 34.1913195, 71.7623688 34.1907975)",,
73074500,,residential,False,True,158.401,"LINESTRING (71.7621404 34.1913195, 71.7611745 34.1909878, 71.7609599 34.1911476, 71.7606702 34.1913606)",,
72112743,S-9,trunk,False,False,42.56,"LINESTRING (71.7623688 34.1907975, 71.7625263 34.1904376)",,
72112743,S-9,trunk,False,True,61.728,"LINESTRING (71.7623688 34.1907975, 71.7621404 34.1913195)",,
73812817,,unclassified,False,False,71.72,"LINESTRING (71.7623688 34.1907975, 71.7628072 34.1910278, 71.7629528 34.1912064)",,ejara road
900237605,,residential,False,False,167.045,"LINESTRING (71.7661123 34.191136, 71.7655866 34.1906701, 71.7648726 34.1902652, 71.7649048 34.1901187)",,Sultan Khan Street
900237605,,residential,False,False,163.724,"LINESTRING (71.7649048 34.1901187, 71.764245 34.1898125, 71.7643523 34.1893378, 71.7645293 34.1890049)",,Sultan Khan Street
900237605,,residential,False,True,167.04500000000002,"LINESTRING (71.7649048 34.1901187, 71.7648726 34.1902652, 71.7655866 34.1906701, 71.7661123 34.191136)",,Sultan Khan Street
900237606,,residential,False,True,46.826,"LINESTRING (71.7645293 34.1890049, 71.7640542 34.1888536)",,
427878187,,residential,False,False,181.989,"LINESTRING (71.7645293 34.1890049, 71.7654395 34.1892197, 71.7657775 34.1892197, 71.7664695 34.1891754)",,
900237605,,residential,False,True,163.724,"LINESTRING (71.7645293 34.1890049, 71.7643523 34.1893378, 71.764245 34.1898125, 71.7649048 34.1901187)",,Sultan Khan Street
73812817,,unclassified,False,True,71.72,"LINESTRING (71.7629528 34.1912064, 71.7628072 34.1910278, 71.7623688 34.1907975)",,ejara road
427878186,,residential,False,False,286.404,"LINESTRING (71.7629528 34.1912064, 71.7632187 34.1910568, 71.7633635 34.1906131, 71.7636264 34.1899031, 71.7640542 34.1888536)",,
900237606,,residential,False,False,46.826,"LINESTRING (71.7640542 34.1888536, 71.7645293 34.1890049)",,
900237606,,residential,False,True,75.952,"LINESTRING (71.7640542 34.1888536, 71.7632857 34.1886037)",,
427878186,,residential,False,True,286.404,"LINESTRING (71.7640542 34.1888536, 71.7636264 34.1899031, 71.7633635 34.1906131, 71.7632187 34.1910568, 71.7629528 34.1912064)",,
900237606,,residential,False,False,75.952,"LINESTRING (71.7632857 34.1886037, 71.7640542 34.1888536)",,
72112743,S-9,trunk,False,False,62.084,"LINESTRING (71.7632857 34.1886037, 71.7634269 34.1882628, 71.7634709 34.1880682)",,
72112743,S-9,trunk,False,True,75.43,"LINESTRING (71.7632857 34.1886037, 71.7631094 34.1890296, 71.7630201 34.1892455)",,
427878187,,residential,False,True,181.989,"LINESTRING (71.7664695 34.1891754, 71.7657775 34.1892197, 71.7654395 34.1892197, 71.7645293 34.1890049)",,
427878189,,residential,False,False,183.299,"LINESTRING (71.7603272 34.1876444, 71.7611212 34.1876089, 71.7617113 34.1876888, 71.7623013 34.1877776)",,
427878189,,residential,False,True,96.75800000000001,"LINESTRING (71.7603272 34.1876444, 71.7604131 34.1880083, 71.7602732 34.1884941)",,
427878191,,residential,False,False,40.623,"LINESTRING (71.7623013 34.1877776, 71.7625844 34.1874972)",,
427878189,,residential,False,False,115.50800000000001,"LINESTRING (71.7623013 34.1877776, 71.7627305 34.1880083, 71.7634709 34.1880682)",,
427878189,,residential,False,True,183.29899999999998,"LINESTRING (71.7623013 34.1877776, 71.7617113 34.1876888, 71.7611212 34.1876089, 71.7603272 34.1876444)",,
427878191,,residential,False,True,105.593,"LINESTRING (71.7623013 34.1877776, 71.7619814 34.188271, 71.7616358 34.1885359)",,
72112743,S-9,trunk,False,False,71.838,"LINESTRING (71.7634709 34.1880682, 71.7635729 34.1876167, 71.76361 34.1874325)",,
72112743,S-9,trunk,False,True,62.084,"LINESTRING (71.7634709 34.1880682, 71.7634269 34.1882628, 71.7632857 34.1886037)",,
427878189,,residential,False,True,115.50800000000001,"LINESTRING (71.7634709 34.1880682, 71.7627305 34.1880083, 71.7623013 34.1877776)",,
692876755,,residential,False,True,357.192,"LINESTRING (71.7607393 34.1838392, 71.7608231 34.1843333, 71.7608929 34.1847903, 71.7610592 34.1848037, 71.761601 34.1848702, 71.7619014 34.1848702, 71.762293 34.1848037, 71.7626417 34.1848258, 71.7631835 34.1848392, 71.7635988 34.1848133)",,
692876759,,residential,False,True,270.708,"LINESTRING (71.7607393 34.1838392, 71.7610967 34.1837608, 71.7611933 34.1836011, 71.7613113 34.1834236, 71.7618585 34.1833969, 71.7621159 34.1834768, 71.7625344 34.1837076, 71.7628026 34.1838407, 71.7632467 34.1837045)",,
72112743,S-9,trunk,False,False,127.501,"LINESTRING (71.7635988 34.1848133, 71.7634613 34.1843365, 71.7632467 34.1837045)",,
72112743,S-9,trunk,False,True,147.744,"LINESTRING (71.7635988 34.1848133, 71.7636415 34.1849613, 71.7637617 34.1856216, 71.7637824 34.1861301)",,
692876755,,residential,False,False,357.192,"LINESTRING (71.7635988 34.1848133, 71.7631835 34.1848392, 71.7626417 34.1848258, 71.762293 34.1848037, 71.7619014 34.1848702, 71.761601 34.1848702, 71.7610592 34.1848037, 71.7608929 34.1847903, 71.7608231 34.1843333, 71.7607393 34.1838392)",,
427878191,,residential,False,True,40.623,"LINESTRING (71.7625844 34.1874972, 71.7623013 34.1877776)",,
692876758,,residential,False,True,94.81200000000001,"LINESTRING (71.7625844 34.1874972, 71.7626588 34.1875043, 71.76307 34.1874578, 71.76361 34.1874325)",,Muhallah Sadat
72112743,S-9,trunk,False,False,96.126,"LINESTRING (71.76361 34.1874325, 71.7637274 34.1868499, 71.7637549 34.186577)",,
72112743,S-9,trunk,False,True,71.838,"LINESTRING (71.76361 34.1874325, 71.7635729 34.1876167, 71.7634709 34.1880682)",,
692876758,,residential,False,False,94.812,"LINESTRING (71.76361 34.1874325, 71.76307 34.1874578, 71.7626588 34.1875043, 71.7625844 34.1874972)",,Muhallah Sadat
72112743,S-9,trunk,False,False,147.744,"LINESTRING (71.7637824 34.1861301, 71.7637617 34.1856216, 71.7636415 34.1849613, 71.7635988 34.1848133)",,
72112743,S-9,trunk,False,True,49.824999999999996,"LINESTRING (71.7637824 34.1861301, 71.7637874 34.1862535, 71.7637549 34.186577)",,
70952968,,secondary,False,True,178.591,"LINESTRING (71.7687094 34.1852501, 71.7676677 34.1855288, 71.7668845 34.185795)",,
692876762,,residential,False,True,367.96299999999997,"LINESTRING (71.7687094 34.1852501, 71.7686391 34.1848702, 71.7686283 34.1845241, 71.7686391 34.1840537, 71.7685211 34.1839827, 71.7679953 34.1837963, 71.7676842 34.1838762, 71.7672229 34.1839649, 71.7662144 34.1841425)",,
692876761,,residential,False,True,202.695,"LINESTRING (71.7662144 34.1841425, 71.7662573 34.1844442, 71.7662358 34.1846483, 71.766268 34.1850122, 71.7663753 34.1852874, 71.7667079 34.185598, 71.7668845 34.185795)",,
