osmid,oneway,highway,reversed,length,lanes,name,geometry
783844246,False,residential,True,172.093,,,"LINESTRING (68.4303454 25.8188005, 68.4287417 25.8182426)"
73304672,False,tertiary,False,30.272,2,Dargah Road,"LINESTRING (68.4224626 25.8149806, 68.422763 25.815012)"
73304672,False,tertiary,False,111.991,2,Dargah Road,"LINESTRING (68.422763 25.815012, 68.4238817 25.8150261)"
73304672,False,tertiary,True,30.272,2,Dargah Road,"LINESTRING (68.422763 25.815012, 68.4224626 25.8149806)"
719466984,False,residential,False,34.549,,,"LINESTRING (68.422763 25.815012, 68.4227806 25.8147017)"
73304672,False,tertiary,False,143.255,2,Dargah Road,"LINESTRING (68.4244904 25.8150337, 68.4259205 25.8150829)"
73304672,False,tertiary,True,60.936,2,Dargah Road,"LINESTRING (68.4244904 25.8150337, 68.4238817 25.8150261)"
573537476,False,residential,False,187.803,,Allied Bank,"LINESTRING (68.4244904 25.8150337, 68.4243469 25.8133497)"
73304672,False,tertiary,True,482.938,2,Dargah Road,"LINESTRING (68.4306594 25.8153777, 68.430638 25.8153017, 68.4305683 25.8152583, 68.4304118 25.8152373, 68.4259205 25.8150829)"
573533330,False,tertiary,False,372.002,,,"LINESTRING (68.4306594 25.8153777, 68.4302652 25.815915, 68.4287417 25.8182426)"
719466967,False,residential,True,74.539,,,"LINESTRING (68.4226937 25.8117495, 68.4232162 25.8118509, 68.4234226 25.8118864)"
"[719466992, 573534161]",False,residential,"[False, True]",181.769,,,"LINESTRING (68.4281227 25.8122666, 68.4278675 25.8122883, 68.4263123 25.8121838)"
719466978,False,residential,True,128.173,,,"LINESTRING (68.4259659 25.8132935, 68.4260676 25.8129612, 68.4263123 25.8121838)"
719466978,False,residential,False,128.173,,,"LINESTRING (68.4263123 25.8121838, 68.4260676 25.8129612, 68.4259659 25.8132935)"
"[719466992, 573534161]",False,residential,"[False, True]",181.769,,,"LINESTRING (68.4263123 25.8121838, 68.4278675 25.8122883, 68.4281227 25.8122666)"
719466992,False,residential,True,204.874,,,"LINESTRING (68.4263123 25.8121838, 68.4261459 25.8121713, 68.4242784 25.8119789)"
73304672,False,tertiary,True,143.255,2,Dargah Road,"LINESTRING (68.4259205 25.8150829, 68.4244904 25.8150337)"
73304672,False,tertiary,False,482.93800000000005,2,Dargah Road,"LINESTRING (68.4259205 25.8150829, 68.4304118 25.8152373, 68.4305683 25.8152583, 68.430638 25.8153017, 68.4306594 25.8153777)"
719466980,False,residential,True,573.324,,,"LINESTRING (68.4259205 25.8150829, 68.4259307 25.8176341, 68.4276903 25.8180688, 68.4287417 25.8182426)"
783844246,False,residential,False,172.093,,,"LINESTRING (68.4287417 25.8182426, 68.4303454 25.8188005)"
573533330,False,tertiary,True,372.002,,,"LINESTRING (68.4287417 25.8182426, 68.4302652 25.815915, 68.4306594 25.8153777)"
719466980,False,residential,False,573.324,,,"LINESTRING (68.4287417 25.8182426, 68.4276903 25.8180688, 68.4259307 25.8176341, 68.4259205 25.8150829)"
719466984,False,residential,False,91.486,,,"LINESTRING (68.4228049 25.8145715, 68.4237099 25.8144566)"
719466984,False,residential,True,14.681,,,"LINESTRING (68.4228049 25.8145715, 68.4227806 25.8147017)"
784006168,False,residential,False,185.56900000000002,,,"LINESTRING (68.4228049 25.8145715, 68.422843 25.8140181, 68.4228295 25.8139876, 68.4227822 25.8139511, 68.4217008 25.8136287)"
573537476,False,residential,True,187.803,,Allied Bank,"LINESTRING (68.4243469 25.8133497, 68.4244904 25.8150337)"
719466985,False,residential,True,35.755,,Makhdoom Fazul Hussain  Bungalow,"LINESTRING (68.4243469 25.8133497, 68.4239969 25.8132855)"
573537476,False,residential,False,152.617,,Allied Bank,"LINESTRING (68.4243469 25.8133497, 68.4243107 25.8129306, 68.4242784 25.8119789)"
719466985,False,residential,False,35.755,,Makhdoom Fazul Hussain  Bungalow,"LINESTRING (68.4239969 25.8132855, 68.4243469 25.8133497)"
719466985,False,residential,True,133.373,,Makhdoom Fazul Hussain  Bungalow,"LINESTRING (68.4239969 25.8132855, 68.4238279 25.8139254, 68.4237099 25.8144566)"
784006159,False,residential,False,40.538,,Ansari Street,"LINESTRING (68.4239969 25.8132855, 68.423675 25.8132011, 68.4236053 25.8132011)"
719466984,False,residential,True,91.486,,,"LINESTRING (68.4237099 25.8144566, 68.4228049 25.8145715)"
719466985,False,residential,True,65.619,,Makhdoom Fazul Hussain  Bungalow,"LINESTRING (68.4237099 25.8144566, 68.4238817 25.8150261)"
719466985,False,residential,False,133.373,,Makhdoom Fazul Hussain  Bungalow,"LINESTRING (68.4237099 25.8144566, 68.4238279 25.8139254, 68.4239969 25.8132855)"
73304672,False,tertiary,False,60.936,2,Dargah Road,"LINESTRING (68.4238817 25.8150261, 68.4244904 25.8150337)"
73304672,False,tertiary,True,111.991,2,Dargah Road,"LINESTRING (68.4238817 25.8150261, 68.422763 25.815012)"
719466985,False,residential,False,65.619,,Makhdoom Fazul Hussain  Bungalow,"LINESTRING (68.4238817 25.8150261, 68.4237099 25.8144566)"
719466992,False,residential,False,86.282,,,"LINESTRING (68.4234226 25.8118864, 68.4242784 25.8119789)"
719466967,False,residential,False,74.539,,,"LINESTRING (68.4234226 25.8118864, 68.4232162 25.8118509, 68.4226937 25.8117495)"
719466992,False,residential,True,86.282,,,"LINESTRING (68.4242784 25.8119789, 68.4234226 25.8118864)"
573537476,False,residential,True,152.617,,Allied Bank,"LINESTRING (68.4242784 25.8119789, 68.4243107 25.8129306, 68.4243469 25.8133497)"
