osmid,highway,oneway,reversed,length,bridge,geometry,maxspeed,lanes,ref,name
690579995,tertiary,False,True,11.892,,"LINESTRING (69.5787513 28.4307165, 69.5787549 28.4306096)",,,,
"[690579992, 690579996, 690579997]",tertiary,False,"[False, True]",116.36099999999999,yes,"LINESTRING (69.5787513 28.4307165, 69.5789614 28.4308855, 69.5792063 28.431144, 69.5794354 28.4315571)",,,,
393057401,tertiary,False,True,21.952,,"LINESTRING (69.5794354 28.4315571, 69.5794682 28.4317524)",,,,
393057397,tertiary,False,False,165.02599999999998,,"LINESTRING (69.5794354 28.4315571, 69.5795726 28.4313742, 69.5797734 28.4312387, 69.580119 28.4310333, 69.5805463 28.4308218, 69.5807985 28.4307191)",60,,,
"[690579992, 690579996, 690579997]",tertiary,False,"[False, True]",116.361,yes,"LINESTRING (69.5794354 28.4315571, 69.5792063 28.431144, 69.5789614 28.4308855, 69.5787513 28.4307165)",,,,
393057397,tertiary,False,True,24.975,,"LINESTRING (69.5842146 28.430904, 69.5839992 28.4307833)",60,,,
393057903,tertiary,False,False,19.418,,"LINESTRING (69.5842146 28.430904, 69.584366 28.430791)",,,,
690579998,residential,False,False,300.193,,"LINESTRING (69.5842146 28.430904, 69.5846816 28.4312941, 69.585242 28.4319306, 69.58566 28.4324727, 69.5860569 28.4330485)",,,,
690579998,residential,False,True,300.193,,"LINESTRING (69.5860569 28.4330485, 69.58566 28.4324727, 69.585242 28.4319306, 69.5846816 28.4312941, 69.5842146 28.430904)",,,,
393057398,trunk,True,False,248.452,,"LINESTRING (69.5788437 28.4356073, 69.5785996 28.4355412, 69.5782897 28.4354458, 69.5778275 28.4352887, 69.5774855 28.4351559, 69.5771373 28.4349907, 69.5765253 28.4347064)",70,2,N-55,قومی شاہراہ 55
393057401,tertiary,False,False,168.607,,"LINESTRING (69.5788437 28.4356073, 69.5790085 28.4345637, 69.5790872 28.4341062)",,,,
393057408,residential,False,False,93.409,,"LINESTRING (69.5808026 28.432816, 69.580785 28.4319761)",,,,
393057408,residential,False,True,32.575,,"LINESTRING (69.5808026 28.432816, 69.5807964 28.4331089)",,,,
393057402,residential,False,False,104.08500000000001,,"LINESTRING (69.5808026 28.432816, 69.5812507 28.4328367, 69.5818608 28.4329098)",,,,
393057406,tertiary,False,True,67.359,,"LINESTRING (69.5818608 28.4329098, 69.581642 28.4334842)",,,,
393057402,residential,False,True,104.08500000000001,,"LINESTRING (69.5818608 28.4329098, 69.5812507 28.4328367, 69.5808026 28.432816)",,,,
393057406,tertiary,False,False,144.291,,"LINESTRING (69.5818608 28.4329098, 69.5820456 28.4325766, 69.5822582 28.4323029, 69.5826816 28.4318382)",,,,
393057401,tertiary,False,False,138.623,,"LINESTRING (69.5792033 28.4334456, 69.5793522 28.4328494, 69.5794679 28.4323865, 69.5794995 28.4322266)",,,,
393057401,tertiary,False,True,74.33500000000001,,"LINESTRING (69.5792033 28.4334456, 69.5791955 28.4334769, 69.5790872 28.4341062)",,,,
393057404,residential,False,False,117.544,,"LINESTRING (69.5792033 28.4334456, 69.5800275 28.4335844, 69.5803817 28.433654)",,,,
393057404,residential,False,True,27.352,,"LINESTRING (69.5806547 28.4337076, 69.5803817 28.433654)",,,,
393057408,residential,False,False,68.615,,"LINESTRING (69.5806547 28.4337076, 69.5807286 28.4335695, 69.5807964 28.4331089)",,,,
393057408,residential,False,True,87.928,,"LINESTRING (69.5806547 28.4337076, 69.5806239 28.4337971, 69.5813783 28.4340117)",,,,
393057406,tertiary,False,False,67.359,,"LINESTRING (69.581642 28.4334842, 69.5818608 28.4329098)",,,,
393057406,tertiary,False,True,15.788,,"LINESTRING (69.581642 28.4334842, 69.5815763 28.4336139)",,,,
1020948685,residential,False,True,113.126,,"LINESTRING (69.581642 28.4334842, 69.5827112 28.4330956)",,,,
393057397,tertiary,False,False,24.975,,"LINESTRING (69.5839992 28.4307833, 69.5842146 28.430904)",60,,,
393057397,tertiary,False,True,316.473,,"LINESTRING (69.5839992 28.4307833, 69.5838223 28.4306842, 69.5836075 28.4306678, 69.5817138 28.430674, 69.58106 28.4306925, 69.5807985 28.4307191)",60,,,
393057406,tertiary,False,True,174.239,,"LINESTRING (69.5839992 28.4307833, 69.5830832 28.4315199, 69.5826816 28.4318382)",,,,
393057408,residential,False,False,87.928,,"LINESTRING (69.5813783 28.4340117, 69.5806239 28.4337971, 69.5806547 28.4337076)",,,,
1016295539,tertiary,False,False,48.286,,"LINESTRING (69.5813783 28.4340117, 69.5814541 28.4338554, 69.5815763 28.4336139)",,,,
1016295539,tertiary,False,True,58.991,,"LINESTRING (69.5813783 28.4340117, 69.5812846 28.4342049, 69.5811799 28.4343512, 69.5810745 28.4344661)",,,,
393057408,residential,False,False,32.575,,"LINESTRING (69.5807964 28.4331089, 69.5808026 28.432816)",,,,
393057408,residential,False,True,68.615,,"LINESTRING (69.5807964 28.4331089, 69.5807286 28.4335695, 69.5806547 28.4337076)",,,,
1016295538,unclassified,False,True,101.17999999999998,,"LINESTRING (69.5807964 28.4331089, 69.5810429 28.4331062, 69.58116 28.433201, 69.5813849 28.433453, 69.5815763 28.4336139)",,,,
393057397,tertiary,False,False,316.47299999999996,,"LINESTRING (69.5807985 28.4307191, 69.58106 28.4306925, 69.5817138 28.430674, 69.5836075 28.4306678, 69.5838223 28.4306842, 69.5839992 28.4307833)",60,,,
393057397,tertiary,False,True,165.02599999999998,,"LINESTRING (69.5807985 28.4307191, 69.5805463 28.4308218, 69.580119 28.4310333, 69.5797734 28.4312387, 69.5795726 28.4313742, 69.5794354 28.4315571)",60,,,
393057408,residential,False,True,139.823,,"LINESTRING (69.5807985 28.4307191, 69.5808056 28.43128, 69.5807841 28.4317, 69.5807841 28.431933, 69.580785 28.4319761)",,,,
393057406,tertiary,False,False,15.788,,"LINESTRING (69.5815763 28.4336139, 69.581642 28.4334842)",,,,
393057410,tertiary,False,True,272.40999999999997,,"LINESTRING (69.5815763 28.4336139, 69.5820281 28.4337992, 69.5824616 28.433977, 69.5837003 28.4345933, 69.5840387 28.4347563)",,,,
1016295538,unclassified,False,False,101.17999999999999,,"LINESTRING (69.5815763 28.4336139, 69.5813849 28.433453, 69.58116 28.433201, 69.5810429 28.4331062, 69.5807964 28.4331089)",,,,
1016295539,tertiary,False,True,48.286,,"LINESTRING (69.5815763 28.4336139, 69.5814541 28.4338554, 69.5813783 28.4340117)",,,,
393057406,tertiary,False,False,174.239,,"LINESTRING (69.5826816 28.4318382, 69.5830832 28.4315199, 69.5839992 28.4307833)",,,,
393057406,tertiary,False,True,144.291,,"LINESTRING (69.5826816 28.4318382, 69.5822582 28.4323029, 69.5820456 28.4325766, 69.5818608 28.4329098)",,,,
393057412,residential,False,False,186.091,,"LINESTRING (69.5826816 28.4318382, 69.5818008 28.4318978, 69.580785 28.4319761)",,,,
393057408,residential,False,True,93.409,,"LINESTRING (69.580785 28.4319761, 69.5808026 28.432816)",,,,
393057412,residential,False,False,125.354,,"LINESTRING (69.580785 28.4319761, 69.579504 28.4320198)",,,,
393057408,residential,False,False,139.823,,"LINESTRING (69.580785 28.4319761, 69.5807841 28.431933, 69.5807841 28.4317, 69.5808056 28.43128, 69.5807985 28.4307191)",,,,
393057412,residential,False,True,186.091,,"LINESTRING (69.580785 28.4319761, 69.5818008 28.4318978, 69.5826816 28.4318382)",,,,
393057412,residential,False,True,125.354,,"LINESTRING (69.579504 28.4320198, 69.580785 28.4319761)",,,,
