osmid,highway,oneway,reversed,length,geometry,maxspeed,bridge
1043834489,tertiary,False,True,13.445,"LINESTRING (71.7657703 30.6825734, 71.7657682 30.6826943)",,
1043834489,tertiary,False,False,191.46800000000002,"LINESTRING (71.7657703 30.6825734, 71.7657099 30.6820694, 71.7655337 30.6815067, 71.7653056 30.6809054)",,
1043834489,tertiary,False,False,13.445,"LINESTRING (71.7657682 30.6826943, 71.7657703 30.6825734)",,
1043834489,tertiary,False,True,79.861,"LINESTRING (71.7657682 30.6826943, 71.7657344 30.6830586, 71.7657107 30.683296, 71.7657371 30.6834082)",,
1247021166,residential,False,False,198.73800000000003,"LINESTRING (71.7657682 30.6826943, 71.7649745 30.6827001, 71.7642507 30.6827294, 71.7639143 30.6827752, 71.763695 30.6827733)",,
1043834489,tertiary,False,True,44.281,"LINESTRING (71.7657371 30.6834082, 71.7658635 30.6837913)",,
1043834489,tertiary,False,False,79.861,"LINESTRING (71.7657371 30.6834082, 71.7657107 30.683296, 71.7657344 30.6830586, 71.7657682 30.6826943)",,
1043834491,tertiary,False,True,213.75900000000001,"LINESTRING (71.7657371 30.6834082, 71.7644644 30.6835689, 71.7635183 30.6836325)",50,
1043834489,tertiary,False,False,44.281,"LINESTRING (71.7658635 30.6837913, 71.7657371 30.6834082)",,
1189915888,unclassified,False,True,220.53500000000003,"LINESTRING (71.7658635 30.6837913, 71.7655398 30.6844761, 71.7653133 30.6849182, 71.7653026 30.6852026, 71.7652738 30.6854902, 71.7651983 30.6856664)",,
1043834491,tertiary,False,True,218.348,"LINESTRING (71.7611927 30.6838249, 71.758924 30.6840468)",50,
276368659,tertiary,False,False,163.75900000000001,"LINESTRING (71.7611927 30.6838249, 71.7612893 30.6840085, 71.7613808 30.6843146, 71.7615079 30.6845157, 71.7615333 30.6846688, 71.761505 30.6852399)",,
1043834491,tertiary,False,False,223.44799999999998,"LINESTRING (71.7611927 30.6838249, 71.7624403 30.683705, 71.7635183 30.6836325)",50,
1043834491,tertiary,False,False,218.348,"LINESTRING (71.758924 30.6840468, 71.7611927 30.6838249)",50,
1043834491,tertiary,False,True,68.707,"LINESTRING (71.758924 30.6840468, 71.7582107 30.6841209)",50,
1247021171,residential,False,False,60.093,"LINESTRING (71.758924 30.6840468, 71.7589172 30.6845872)",,
276368659,tertiary,False,False,8.751,"LINESTRING (71.761505 30.6852399, 71.7615043 30.6853186)",,
1043832957,residential,False,True,206.156,"LINESTRING (71.761505 30.6852399, 71.7636607 30.6852621)",,
276368659,tertiary,False,True,163.75900000000001,"LINESTRING (71.761505 30.6852399, 71.7615333 30.6846688, 71.7615079 30.6845157, 71.7613808 30.6843146, 71.7612893 30.6840085, 71.7611927 30.6838249)",,
"[1043832956, 1043832958]",residential,False,False,62.037000000000006,"LINESTRING (71.7651983 30.6856664, 71.7650261 30.6856599, 71.765004 30.6856529, 71.7649886 30.6856368, 71.7649074 30.6852749)",,
1189915888,unclassified,False,False,220.53499999999997,"LINESTRING (71.7651983 30.6856664, 71.7652738 30.6854902, 71.7653026 30.6852026, 71.7653133 30.6849182, 71.7655398 30.6844761, 71.7658635 30.6837913)",,
1189915888,unclassified,False,True,105.55499999999999,"LINESTRING (71.7651983 30.6856664, 71.7651803 30.6857622, 71.7652738 30.686294, 71.7653367 30.6866037)",,
1189915888,unclassified,False,False,28.91,"LINESTRING (71.7653888 30.6868598, 71.7653367 30.6866037)",,
1189915888,unclassified,False,True,71.908,"LINESTRING (71.7653888 30.6868598, 71.7654679 30.6875029)",,
276368659,tertiary,False,True,273.953,"LINESTRING (71.7623173 30.6870761, 71.7614976 30.6870723, 71.761513 30.6870561, 71.7614927 30.6865839, 71.7615043 30.6853186)",,
1189915888,unclassified,False,False,71.908,"LINESTRING (71.7654679 30.6875029, 71.7653888 30.6868598)",,
1043832957,residential,False,False,119.225,"LINESTRING (71.7649074 30.6852749, 71.7636607 30.6852621)",,
1043832958,residential,False,False,53.836,"LINESTRING (71.7649074 30.6852749, 71.7648008 30.6847995)",,
"[1043832956, 1043832958]",residential,False,True,62.037000000000006,"LINESTRING (71.7649074 30.6852749, 71.7649886 30.6856368, 71.765004 30.6856529, 71.7650261 30.6856599, 71.7651983 30.6856664)",,
1043832958,residential,False,True,53.836,"LINESTRING (71.7648008 30.6847995, 71.7649074 30.6852749)",,
1043834491,tertiary,False,False,68.707,"LINESTRING (71.7582107 30.6841209, 71.758924 30.6840468)",50,
"[1043834490, 1043834491, 276368668]",tertiary,False,True,16.047,"LINESTRING (71.7582107 30.6841209, 71.7581758 30.6841259, 71.7580807 30.684136, 71.7580443 30.6841394)",50,yes
1227203653,tertiary,False,True,230.855,"LINESTRING (71.7582107 30.6841209, 71.758553 30.6830595, 71.7588686 30.6821234)",,
1189915888,unclassified,False,True,28.91,"LINESTRING (71.7653367 30.6866037, 71.7653888 30.6868598)",,
1189915888,unclassified,False,False,105.55499999999999,"LINESTRING (71.7653367 30.6866037, 71.7652738 30.686294, 71.7651803 30.6857622, 71.7651983 30.6856664)",,
1043834489,tertiary,False,True,191.46800000000002,"LINESTRING (71.7653056 30.6809054, 71.7655337 30.6815067, 71.7657099 30.6820694, 71.7657703 30.6825734)",,
1247021163,residential,False,False,13.791,"LINESTRING (71.7592956 30.6803355, 71.7594398 30.6803338)",,yes
1227203652,tertiary,False,True,439.60400000000004,"LINESTRING (71.7592956 30.6803355, 71.7586689 30.6823238, 71.7580443 30.6841394)",,
"[1043834490, 1043834491, 276368668]",tertiary,False,False,16.047,"LINESTRING (71.7580443 30.6841394, 71.7580807 30.684136, 71.7581758 30.6841259, 71.7582107 30.6841209)",50,yes
1227203652,tertiary,False,False,439.60400000000004,"LINESTRING (71.7580443 30.6841394, 71.7586689 30.6823238, 71.7592956 30.6803355)",,
1227203653,tertiary,False,False,206.356,"LINESTRING (71.7594398 30.6803338, 71.7588686 30.6821234)",,
1247021161,residential,False,True,121.264,"LINESTRING (71.7594398 30.6803338, 71.7607078 30.6803429)",,
1247021163,residential,False,True,13.791,"LINESTRING (71.7594398 30.6803338, 71.7592956 30.6803355)",,yes
1227203653,tertiary,False,True,206.356,"LINESTRING (71.7588686 30.6821234, 71.7594398 30.6803338)",,
1227203653,tertiary,False,False,230.855,"LINESTRING (71.7588686 30.6821234, 71.758553 30.6830595, 71.7582107 30.6841209)",,
1247021167,residential,False,False,228.09,"LINESTRING (71.7588686 30.6821234, 71.7596065 30.6823486, 71.7596616 30.6823464, 71.7597038 30.682313, 71.7597427 30.6821509, 71.7597714 30.6821248, 71.759817 30.682119, 71.7609896 30.6823734)",,
1247021159,residential,False,False,104.801,"LINESTRING (71.7636958 30.6818308, 71.763695 30.6827733)",,
1043832957,residential,False,False,206.156,"LINESTRING (71.7636607 30.6852621, 71.761505 30.6852399)",,
1043832957,residential,False,True,119.225,"LINESTRING (71.7636607 30.6852621, 71.7649074 30.6852749)",,
1247021160,residential,False,True,182.328,"LINESTRING (71.7636607 30.6852621, 71.7636636 30.6846842, 71.7636341 30.684149, 71.7635183 30.6836325)",,
1043834491,tertiary,False,False,213.75900000000001,"LINESTRING (71.7635183 30.6836325, 71.7644644 30.6835689, 71.7657371 30.6834082)",50,
1043834491,tertiary,False,True,223.44799999999998,"LINESTRING (71.7635183 30.6836325, 71.7624403 30.683705, 71.7611927 30.6838249)",50,
1247021160,residential,False,False,182.32800000000003,"LINESTRING (71.7635183 30.6836325, 71.7636341 30.684149, 71.7636636 30.6846842, 71.7636607 30.6852621)",,
1247021161,residential,False,False,70.136,"LINESTRING (71.7613563 30.680474, 71.761332 30.680396, 71.7612638 30.6803548, 71.7607078 30.6803429)",,
1247021161,residential,False,False,121.264,"LINESTRING (71.7607078 30.6803429, 71.7594398 30.6803338)",,
1247021161,residential,False,True,70.136,"LINESTRING (71.7607078 30.6803429, 71.7612638 30.6803548, 71.761332 30.680396, 71.7613563 30.680474)",,
1247021162,residential,False,True,215.08999999999997,"LINESTRING (71.7607078 30.6803429, 71.7607392 30.6808914, 71.7607506 30.6809128, 71.7607775 30.6809242, 71.7613207 30.6809092, 71.7613757 30.6809357, 71.7614022 30.6809791, 71.7614066 30.6817443)",,
1247021164,residential,False,False,67.988,"LINESTRING (71.7614066 30.6817443, 71.7621175 30.6817371)",,
1247021162,residential,False,False,215.08999999999997,"LINESTRING (71.7614066 30.6817443, 71.7614022 30.6809791, 71.7613757 30.6809357, 71.7613207 30.6809092, 71.7607775 30.6809242, 71.7607506 30.6809128, 71.7607392 30.6808914, 71.7607078 30.6803429)",,
1247021164,residential,False,True,106.436,"LINESTRING (71.7614066 30.6817443, 71.7610431 30.681748, 71.7610109 30.6817633, 71.7609975 30.6817858, 71.7609896 30.6823734)",,
