osmid,highway,oneway,reversed,length,geometry,lanes,name,maxspeed
450089547,residential,False,False,29.574,"LINESTRING (72.48387 30.9743954, 72.4841547 30.9742898)",,,
450089547,residential,False,True,237.244,"LINESTRING (72.48387 30.9743954, 72.4820577 30.9758575)",,,
450088698,residential,False,False,156.34799999999998,"LINESTRING (72.48387 30.9743954, 72.4828289 30.973443, 72.4827502 30.9733682)",,,
450088710,residential,False,False,65.66,"LINESTRING (72.4843865 30.9781534, 72.4849115 30.9777712)",,,
450088710,residential,False,True,66.45,"LINESTRING (72.4843865 30.9781534, 72.4838676 30.9785524)",,,
450088843,residential,False,False,44.473,"LINESTRING (72.4843865 30.9781534, 72.4846592 30.9784779)",,,
542348750,residential,False,True,33.952,"LINESTRING (72.4843865 30.9781534, 72.4841551 30.9779213)",2,Islampura Road,30
450088701,residential,False,True,58.762,"LINESTRING (72.4827523 30.9757348, 72.4822785 30.9760728)",,,
450088702,residential,False,True,46.654,"LINESTRING (72.4855548 30.9740658, 72.4851828 30.9743384)",,,
450088703,residential,False,False,133.261,"LINESTRING (72.4837972 30.9757546, 72.4848748 30.9749913)",,,
450088703,residential,False,True,132.084,"LINESTRING (72.4837972 30.9757546, 72.4827572 30.9765394)",,,
542348758,residential,False,False,33.641,"LINESTRING (72.4837972 30.9757546, 72.4840203 30.975989)",,,
542348758,residential,False,True,35.112,"LINESTRING (72.4837972 30.9757546, 72.4835451 30.9755244)",,,
450088703,residential,False,True,72.304,"LINESTRING (72.4859682 30.9741261, 72.4854111 30.9745673)",,,
542348754,residential,False,False,35.512,"LINESTRING (72.4859682 30.9741261, 72.4862026 30.9743743)",,,
542348754,residential,False,True,56.39,"LINESTRING (72.4859682 30.9741261, 72.4858537 30.9739618, 72.4856043 30.9737295)",,,
450088704,residential,False,False,71.091,"LINESTRING (72.4862026 30.9743743, 72.4856512 30.9748047)",,,
450088704,residential,False,True,63.946,"LINESTRING (72.4862026 30.9743743, 72.4866883 30.9739777)",,,
542348754,residential,False,False,34.989,"LINESTRING (72.4862026 30.9743743, 72.4864326 30.9746195)",,,
542348754,residential,False,True,35.512,"LINESTRING (72.4862026 30.9743743, 72.4859682 30.9741261)",,,
450088704,residential,False,True,35.661,"LINESTRING (72.4808627 30.9784177, 72.4811392 30.9782017)",,,
