osmid,oneway,name,highway,reversed,length,lanes,maxspeed,access,geometry,junction
"[355333265, 155117602]",True,"['Rua General Netto', 'Rua Francisco Campello']",tertiary,False,236.075,2,40,yes,"LINESTRING (-52.0991365 -32.0290212, -52.0990258 -32.0290473, -52.097573 -32.0292986, -52.0975395 -32.0293418, -52.0975274 -32.0294112, -52.09754 -32.0296496, -52.0975706 -32.0300569)",
112737452,False,Rua Riachuelo,tertiary,False,90.29599999999999,2,,,"LINESTRING (-52.0951391 -32.0296642, -52.0947837 -32.0296931, -52.0941922 -32.0297825)",
"[618977919, 306919807]",True,"['Largo Gaspar Silveira Martins', 'Rua Riachuelo']",tertiary,False,96.179,,,,"LINESTRING (-52.0951391 -32.0296642, -52.0956381 -32.0296667, -52.095663 -32.0301081)",
112737452,False,Rua Riachuelo,tertiary,True,90.29599999999999,2,,,"LINESTRING (-52.0941922 -32.0297825, -52.0947837 -32.0296931, -52.0951391 -32.0296642)",
355333263,True,Rua General Osório,residential,False,167.738,1,,,"LINESTRING (-52.1002811 -32.0299099, -52.1017475 -32.0298244, -52.1018605 -32.0298165, -52.1019805 -32.0298114, -52.1020563 -32.0298159)",
155117579,True,Rua General Canabarro,residential,False,158.809,1,,,"LINESTRING (-52.1031993 -32.0299203, -52.1029034 -32.0313263)",
155117594,True,Rua Conselheiro Pinto Lima,residential,False,103.263,1,,,"LINESTRING (-52.0991056 -32.0299495, -52.0991365 -32.0290212)",
355333262,True,Rua Conselheiro Pinto Lima,residential,False,110.008,,,,"LINESTRING (-52.0991056 -32.0299495, -52.0990072 -32.0309353)",
355333263,True,Rua General Osório,residential,False,110.899,1,,,"LINESTRING (-52.0991056 -32.0299495, -52.1002811 -32.0299099)",
171175079,False,Rua General Osório,residential,False,49.649,,,,"LINESTRING (-52.0951455 -32.0302312, -52.0956714 -32.0302069)",
434690293,True,Rua Andradas,residential,False,12.043,2,,,"LINESTRING (-52.0951455 -32.0302312, -52.0951443 -32.0301229)",
355333262,True,Rua Conselheiro Pinto Lima,residential,False,64.686,,,,"LINESTRING (-52.0990072 -32.0309353, -52.0989878 -32.0315168)",
155117561,True,Rua Marechal Floriano Peixoto,secondary,False,125.845,2,40,,"LINESTRING (-52.0990072 -32.0309353, -52.0984232 -32.0309222, -52.0976735 -32.0309563)",
306919804,True,Rua General Netto,tertiary,False,60.981,2,40,yes,"LINESTRING (-52.0976735 -32.0309563, -52.0977781 -32.0314975)",
155117561,True,Rua Marechal Floriano Peixoto,secondary,False,122.021,2,40,,"LINESTRING (-52.0976735 -32.0309563, -52.0976182 -32.0309574, -52.0975431 -32.0309622, -52.0974704 -32.0309637, -52.0972618 -32.0309619, -52.0963794 -32.030971)",
155117554,True,Rua Duque de Caxias,residential,False,34.923,,,,"LINESTRING (-52.0963794 -32.030971, -52.0964053 -32.0312843)",
155117561,True,Rua Marechal Floriano Peixoto,secondary,False,8.601,2,40,,"LINESTRING (-52.0963794 -32.030971, -52.0962882 -32.0309688)",
155117561,True,Rua Marechal Floriano Peixoto,secondary,False,63.828,2,40,,"LINESTRING (-52.0951697 -32.0309824, -52.0944938 -32.0310165)",
434690293,True,Rua Andradas,residential,False,83.561,2,,,"LINESTRING (-52.0951697 -32.0309824, -52.0951455 -32.0302312)",
434690294,True,Rua Andradas,residential,False,129.099,,,,"LINESTRING (-52.0951697 -32.0309824, -52.0951486 -32.0316599, -52.095181 -32.0321424)",
155117561,True,Rua Marechal Floriano Peixoto,secondary,False,27.055,2,40,,"LINESTRING (-52.0944938 -32.0310165, -52.0942068 -32.0310165)",
155117569,True,Rua Ewbank,residential,False,137.222,,,,"LINESTRING (-52.0942068 -32.0310165, -52.0941922 -32.0297825)",
155117596,True,Rua 24 de maio,tertiary,False,139.306,,,,"LINESTRING (-52.0998029 -32.0310953, -52.1002811 -32.0299099)",
155117561,True,Rua Marechal Floriano Peixoto,secondary,False,77.105,2,40,,"LINESTRING (-52.0998029 -32.0310953, -52.099501 -32.0310416, -52.0990072 -32.0309353)",
155117555,True,Rua General Bacelar,residential,False,114.054,,,,"LINESTRING (-52.0977781 -32.0314975, -52.0989878 -32.0315168)",
306919801,True,Rua General Netto,tertiary,False,71.90899999999999,2,40,yes,"LINESTRING (-52.0977781 -32.0314975, -52.0978358 -32.0316657, -52.0978761 -32.0318055, -52.0979485 -32.0321273)",
