osmid,lanes,ref,highway,oneway,reversed,length,geometry,name
418760008,2,BA-263,trunk,False,True,96.704,"LINESTRING (-40.6299392 -15.2446675, -40.6299861 -15.243799)",
781762845,,,residential,False,False,16.0,"LINESTRING (-40.6299392 -15.2446675, -40.629791 -15.2446514)",
418760008,2,BA-263,trunk,False,False,62.415000000000006,"LINESTRING (-40.6299392 -15.2446675, -40.6299211 -15.2449626, -40.6299043 -15.2452278)",
744760848,2,,tertiary,False,False,15.09,"LINESTRING (-40.6296469 -15.247333, -40.629508 -15.2473116)",Rua Rio Pardo
418760008,2,BA-263,trunk,False,True,67.143,"LINESTRING (-40.6296469 -15.247333, -40.6297429 -15.2470327, -40.6298137 -15.2467513)",
812414543,,,unclassified,False,True,179.82100000000003,"LINESTRING (-40.6296469 -15.247333, -40.6302349 -15.2474352, -40.6306481 -15.2474958, -40.6310892 -15.2475452, -40.6313058 -15.2475513)",
307618055,,,residential,False,True,198.423,"LINESTRING (-40.622533 -15.246415, -40.6243663 -15.2466511)",Avenida Governador João Durval Carneiro
504501582,,,residential,False,False,51.821,"LINESTRING (-40.622533 -15.246415, -40.6224109 -15.2468659)",Avenida Encruzilhada
1102995746,,,residential,False,True,41.677,"LINESTRING (-40.622533 -15.246415, -40.6226443 -15.2460559)",Avenida Encruzilhada
307618056,2,,residential,False,False,51.715,"LINESTRING (-40.6275608 -15.2458735, -40.627305 -15.2462677)",Avenida Governador João Carneiro
407236022,,,residential,False,False,95.23,"LINESTRING (-40.6275608 -15.2458735, -40.6283594 -15.2462474)",
407236022,,,residential,False,True,87.187,"LINESTRING (-40.6275608 -15.2458735, -40.6268346 -15.2455215)",
456875896,,,residential,False,False,84.543,"LINESTRING (-40.6275608 -15.2458735, -40.6279725 -15.2452252)",
307618056,2,,residential,False,True,34.38,"LINESTRING (-40.6268607 -15.2469895, -40.6270307 -15.2467274)",Avenida Governador João Carneiro
744760848,2,,tertiary,False,False,76.081,"LINESTRING (-40.6268607 -15.2469895, -40.6266577 -15.2469684, -40.6261556 -15.2469163)",Rua Rio Pardo
744760848,2,,tertiary,False,True,219.127,"LINESTRING (-40.6268607 -15.2469895, -40.62824 -15.2471402, -40.6284171 -15.2471615, -40.6288885 -15.2472249)",Rua Rio Pardo
781759523,2,,tertiary,False,False,71.459,"LINESTRING (-40.6268607 -15.2469895, -40.6267229 -15.2471645, -40.6266424 -15.2472576, -40.6264282 -15.2474773)",Avenida Governador João Carneiro
307618060,2,,tertiary,False,False,78.561,"LINESTRING (-40.6252031 -15.2465049, -40.6245507 -15.246184)",
318072238,,,residential,False,False,30.688,"LINESTRING (-40.6252031 -15.2465049, -40.6250757 -15.246752)",
318072238,,,residential,False,True,72.455,"LINESTRING (-40.6252031 -15.2465049, -40.6255035 -15.2459213)",
307618060,2,,tertiary,False,True,86.25899999999999,"LINESTRING (-40.6252031 -15.2465049, -40.6256852 -15.2467291, -40.625755 -15.2467698, -40.6259119 -15.2468685)",
318072175,,,residential,False,False,82.232,"LINESTRING (-40.6283721 -15.2446054, -40.627774 -15.2441429)",
456875896,,,residential,False,False,119.503,"LINESTRING (-40.6283721 -15.2446054, -40.6289401 -15.2436809)",
456875896,,,residential,False,True,81.164,"LINESTRING (-40.6283721 -15.2446054, -40.6279725 -15.2452252)",
318072175,,,residential,False,True,129.231,"LINESTRING (-40.6268285 -15.2434228, -40.627774 -15.2441429)",
318072187,,,residential,False,False,9.883,"LINESTRING (-40.6268285 -15.2434228, -40.6267675 -15.2434894)",
318072187,,,residential,False,True,41.598,"LINESTRING (-40.6268285 -15.2434228, -40.6270907 -15.2431472)",
318072186,,,residential,False,False,87.415,"LINESTRING (-40.6252279 -15.242169, -40.6247284 -15.2427901)",
565887156,,,residential,False,False,51.37,"LINESTRING (-40.6252279 -15.242169, -40.625525 -15.2418067)",
781764802,,,residential,False,True,79.434,"LINESTRING (-40.6252279 -15.242169, -40.6257811 -15.2426438)",Rua José Teixeira
456875895,,,residential,False,False,71.239,"LINESTRING (-40.6270297 -15.2399162, -40.6265174 -15.2395086)",
