osmid,name,highway,oneway,reversed,length,geometry,bridge,junction
204581650,Rua Capitão Alberto Aguiar Weissohn,residential,False,True,95.379,"LINESTRING (-46.0419765 -23.4122453, -46.0415488 -23.4114826)",,
582390231,Rua Dona Laurinda,secondary,False,False,106.852,"LINESTRING (-46.0419765 -23.4122453, -46.0413773 -23.4122518, -46.0412166 -23.41227, -46.0411067 -23.4122982, -46.0409487 -23.4123603)",,
582390232,Rua Capitão Alberto Aguiar Weissohn,residential,False,False,93.137,"LINESTRING (-46.0419765 -23.4122453, -46.0419964 -23.4123499, -46.0421703 -23.4130637)",,
440557185,Rua Professor Raul Brasil,residential,True,False,58.257,"LINESTRING (-46.0402358 -23.4126311, -46.040564 -23.4130598)",,
582390231,Rua Dona Laurinda,secondary,False,True,78.73,"LINESTRING (-46.0402358 -23.4126311, -46.0409487 -23.4123603)",,
582390231,Rua Dona Laurinda,secondary,False,False,94.878,"LINESTRING (-46.0402358 -23.4126311, -46.0401555 -23.4126538, -46.03948 -23.4128453, -46.0393474 -23.4128829)",,
876031471,Rua Vinte e Três de Maio,secondary,True,False,78.456,"LINESTRING (-46.0373123 -23.4134883, -46.0370158 -23.4128373)",,
582390231,Rua Dona Laurinda,secondary,False,True,72.132,"LINESTRING (-46.0373123 -23.4134883, -46.0379038 -23.4133084, -46.0379833 -23.4132842)",,
876032279,Rua Dona Laurinda,residential,False,False,56.006,"LINESTRING (-46.0373123 -23.4134883, -46.037195 -23.4135217, -46.0367881 -23.4136376)",,
876031471,Rua Vinte e Três de Maio,secondary,True,False,84.228,"LINESTRING (-46.0370158 -23.4128373, -46.0366944 -23.4121396)",,
204581695,Rua Rangel Júnior,residential,False,False,56.609,"LINESTRING (-46.0370158 -23.4128373, -46.0369201 -23.4128741, -46.0365042 -23.4130342)",,
204581695,Rua Rangel Júnior,residential,False,True,72.832,"LINESTRING (-46.0370158 -23.4128373, -46.0371348 -23.4127936, -46.0375822 -23.4126291, -46.0376784 -23.4125938)",,
440557184,Rua Padre Luís Martini,residential,True,False,57.221,"LINESTRING (-46.0393474 -23.4128829, -46.0391245 -23.4124107)",,
582390231,Rua Dona Laurinda,secondary,False,False,146.169,"LINESTRING (-46.0393474 -23.4128829, -46.0392618 -23.4129081, -46.0386982 -23.4130739, -46.0380993 -23.4132501, -46.0379833 -23.4132842)",,
582390231,Rua Dona Laurinda,secondary,False,True,94.878,"LINESTRING (-46.0393474 -23.4128829, -46.03948 -23.4128453, -46.0401555 -23.4126538, -46.0402358 -23.4126311)",,
204581682,Rua Lucas Nogueira Garcez,residential,False,False,144.714,"LINESTRING (-46.0391245 -23.4124107, -46.0390449 -23.4124409, -46.037905 -23.4128737, -46.037814 -23.4129082)",,
204581682,Rua Lucas Nogueira Garcez,residential,False,True,80.971,"LINESTRING (-46.0391245 -23.4124107, -46.0392585 -23.412359, -46.0397741 -23.4121601, -46.039856 -23.4121285)",,
440557184,Rua Padre Luís Martini,residential,True,False,138.269,"LINESTRING (-46.0391245 -23.4124107, -46.0390677 -23.4122888, -46.0385919 -23.4112673)",,
155974260,Rua Doutor Silva Pinto,residential,True,False,117.074,"LINESTRING (-46.0362362 -23.4138276, -46.0366973 -23.4147917)",,
876032279,Rua Dona Laurinda,residential,False,True,60.147999999999996,"LINESTRING (-46.0362362 -23.4138276, -46.0363349 -23.4137936, -46.0367881 -23.4136376)",,
"[876431729, 876431730]","['Rua Marcondes Flores', 'Rua Dona Laurinda']",residential,True,False,133.947,"LINESTRING (-46.0362362 -23.4138276, -46.0361274 -23.4138694, -46.0356705 -23.4140448, -46.0355714 -23.4140828, -46.0357865 -23.414589)",,
204581489,Rua Marcondes Flores,residential,False,False,83.781,"LINESTRING (-46.0388977 -23.4153829, -46.0389816 -23.4153372, -46.0391295 -23.4152515, -46.0392358 -23.4151655, -46.0395109 -23.4148904)",,
204581489,Rua Marcondes Flores,residential,False,True,109.682,"LINESTRING (-46.0388977 -23.4153829, -46.0387509 -23.4154343, -46.0386075 -23.4154724, -46.0384526 -23.4155079, -46.0383025 -23.4155251, -46.0380729 -23.4155221, -46.0378487 -23.4154843)",,
204581707,Rua Peixoto,secondary,True,False,45.238,"LINESTRING (-46.037814 -23.4129082, -46.0379833 -23.4132842)",,
