osmid,name,highway,oneway,reversed,length,lanes,ref,geometry
67328482,Rua Severino Cecílio da Cunha,residential,False,False,61.358,,,"LINESTRING (-35.0908229 -6.1883474, -35.0904717 -6.1879201)"
67328482,Rua Severino Cecílio da Cunha,residential,False,True,66.219,,,"LINESTRING (-35.0908229 -6.1883474, -35.0911712 -6.1888319)"
444339259,Rua Três Poderes,secondary,False,True,65.271,2,RN-003,"LINESTRING (-35.0908229 -6.1883474, -35.0903118 -6.1886413)"
444339259,Rua Três Poderes,secondary,False,False,183.964,2,RN-003,"LINESTRING (-35.0908229 -6.1883474, -35.0911032 -6.1881834, -35.0916718 -6.1878487, -35.0922627 -6.187518)"
28662343,Rua Professor José Mamede,residential,False,False,106.188,,,"LINESTRING (-35.0933868 -6.1869251, -35.0926378 -6.1863272)"
444339258,Rua Professor José Mamede,secondary,False,False,28.533,2,RN-003,"LINESTRING (-35.0933868 -6.1869251, -35.0935965 -6.1870747)"
444339259,Rua Três Poderes,secondary,False,True,21.081,2,RN-003,"LINESTRING (-35.0933868 -6.1869251, -35.0933388 -6.1869494, -35.0932141 -6.1870054)"
28662343,Rua Professor José Mamede,residential,False,True,106.188,,,"LINESTRING (-35.0926378 -6.1863272, -35.0933868 -6.1869251)"
94120508,Rua José Inácio Rodrigues,residential,False,False,6.512,,,"LINESTRING (-35.0926378 -6.1863272, -35.0925888 -6.1863597)"
444339259,Rua Três Poderes,secondary,False,False,114.711,2,RN-003,"LINESTRING (-35.0923021 -6.1874975, -35.0932141 -6.1870054)"
444339259,Rua Três Poderes,secondary,False,True,4.916,2,RN-003,"LINESTRING (-35.0923021 -6.1874975, -35.0922627 -6.187518)"
789874878,Rua Vila Dona Isabel,tertiary,False,True,71.1,,,"LINESTRING (-35.0923021 -6.1874975, -35.0919435 -6.1869667)"
67328482,Rua Severino Cecílio da Cunha,residential,False,False,24.565,,,"LINESTRING (-35.0904717 -6.1879201, -35.0903366 -6.1877447)"
67328482,Rua Severino Cecílio da Cunha,residential,False,True,61.358,,,"LINESTRING (-35.0904717 -6.1879201, -35.0908229 -6.1883474)"
67328490,Rua Doutor Hélio Galvão,tertiary,False,True,66.789,,,"LINESTRING (-35.0904717 -6.1879201, -35.0900625 -6.188362)"
67328490,Rua Doutor Hélio Galvão,tertiary,False,False,29.248,,,"LINESTRING (-35.0904717 -6.1879201, -35.0905359 -6.1878312, -35.0906413 -6.1877189)"
94120434,Rua Vila Dona Isabel,tertiary,True,False,13.069,,,"LINESTRING (-35.0918983 -6.1868581, -35.0919435 -6.1869667)"
94120508,Rua José Inácio Rodrigues,residential,False,True,94.33,,,"LINESTRING (-35.0918983 -6.1868581, -35.0925888 -6.1863597)"
94121008,Rua Doutor Hélio Galvão,tertiary,True,False,6.173,,,"LINESTRING (-35.0918983 -6.1868581, -35.091854 -6.1868919)"
67328482,Rua Severino Cecílio da Cunha,residential,False,True,43.541,,,"LINESTRING (-35.0900994 -6.1874321, -35.0903366 -6.1877447)"
444339257,Rua Antônio Florêncio,secondary,False,True,7.099,2,RN-003,"LINESTRING (-35.089429 -6.189105, -35.0893819 -6.1891484)"
444339256,Rua Antônio Florêncio,tertiary,False,False,108.483,,,"LINESTRING (-35.089429 -6.189105, -35.0895447 -6.1889481, -35.0896454 -6.1888114, -35.0899015 -6.1885447, -35.0900625 -6.188362)"
444339259,Rua Três Poderes,secondary,False,False,60.378,2,RN-003,"LINESTRING (-35.089429 -6.189105, -35.0895925 -6.1890221, -35.0899156 -6.1888584)"
67328484,Avenida Governador Aluizio Alves,tertiary,True,False,78.315,,,"LINESTRING (-35.0912441 -6.186006, -35.0916638 -6.1865734)"
94120652,Travessa Feliciana,residential,False,False,72.99,,,"LINESTRING (-35.0912441 -6.186006, -35.0918119 -6.185671)"
94120652,Travessa Feliciana,residential,False,True,8.696,,,"LINESTRING (-35.0912441 -6.186006, -35.0911786 -6.1860493)"
"[444339266, 67328484]",Avenida Governador Aluizio Alves,tertiary,True,False,125.779,,,"LINESTRING (-35.0902725 -6.1836068, -35.090206 -6.1837675, -35.0900444 -6.1843162, -35.0900363 -6.1843868, -35.090039 -6.1844382, -35.0900477 -6.1844588, -35.09009 -6.1845302, -35.0901731 -6.1846648)"
734026806,,residential,False,False,92.987,,,"LINESTRING (-35.0902725 -6.1836068, -35.0906797 -6.183893, -35.0907857 -6.1839676, -35.0909548 -6.1840957)"
67328490,Rua Doutor Hélio Galvão,tertiary,False,True,29.248,,,"LINESTRING (-35.0906413 -6.1877189, -35.0905359 -6.1878312, -35.0904717 -6.1879201)"
94120881,Rua Doutor Hélio Galvão,tertiary,True,False,56.826,,,"LINESTRING (-35.0906413 -6.1877189, -35.0906465 -6.1876587, -35.0906626 -6.1876121, -35.0906874 -6.1875741, -35.0909465 -6.1873283)"
67332424,,residential,False,True,31.118,,,"LINESTRING (-35.0905506 -6.1875629, -35.0903366 -6.1877447)"
67328482,Rua Severino Cecílio da Cunha,residential,False,False,43.541,,,"LINESTRING (-35.0903366 -6.1877447, -35.0900994 -6.1874321)"
67328482,Rua Severino Cecílio da Cunha,residential,False,True,24.565,,,"LINESTRING (-35.0903366 -6.1877447, -35.0904717 -6.1879201)"
67332424,,residential,False,False,31.118,,,"LINESTRING (-35.0903366 -6.1877447, -35.0905506 -6.1875629)"
94120465,Rua Vereador Antônio Galvão,residential,False,False,8.02,,,"LINESTRING (-35.0922617 -6.1882495, -35.0922243 -6.1881877)"
94120465,Rua Vereador Antônio Galvão,residential,False,True,73.451,,,"LINESTRING (-35.0922617 -6.1882495, -35.0925882 -6.1888248)"
94120945,Rua Tabelião Rivaldo Rodrigues,residential,True,False,39.199,,,"LINESTRING (-35.0922617 -6.1882495, -35.091957 -6.1884298)"
94121015,Rua Fábio Inácio,residential,False,True,85.155,,,"LINESTRING (-35.0894398 -6.1843372, -35.0900273 -6.1848325)"
67328482,Rua Severino Cecílio da Cunha,residential,False,False,66.219,,,"LINESTRING (-35.0911712 -6.1888319, -35.0908229 -6.1883474)"
67328482,Rua Severino Cecílio da Cunha,residential,False,True,7.398,,,"LINESTRING (-35.0911712 -6.1888319, -35.0912093 -6.1888866)"
94120778,Rua Tabelião Rivaldo Rodrigues,residential,True,False,58.136,,,"LINESTRING (-35.0911712 -6.1888319, -35.0916169 -6.1885544)"
305095554,Rua Tabelião Rivaldo Rodrigues,residential,False,False,117.799,,,"LINESTRING (-35.0911712 -6.1888319, -35.090282 -6.1894157)"
561911275,Rua Fábio Inácio 2,residential,False,True,107.77,,,"LINESTRING (-35.0896937 -6.1851615, -35.0903376 -6.1858892)"
94120381,,residential,False,False,50.85099999999999,,,"LINESTRING (-35.0896937 -6.1851615, -35.0895306 -6.1850917, -35.0894094 -6.1850115, -35.0893054 -6.1849231)"
561911274,Rua Modesto Inácio Rodrigues,residential,False,False,60.70399999999999,,,"LINESTRING (-35.0896937 -6.1851615, -35.0894737 -6.1853568, -35.0892913 -6.1855328)"
561911274,Rua Modesto Inácio Rodrigues,residential,False,True,52.069,,,"LINESTRING (-35.0896937 -6.1851615, -35.0897875 -6.1850821, -35.0899082 -6.1849715, -35.0900273 -6.1848325)"
94120405,Rua Iva Camilo,residential,False,True,7.228,,,"LINESTRING (-35.0929905 -6.1877337, -35.093021 -6.1877912)"
94120778,Rua Tabelião Rivaldo Rodrigues,residential,True,False,89.33500000000001,,,"LINESTRING (-35.0929905 -6.1877337, -35.0934729 -6.1874447, -35.0936811 -6.1873165)"
94120778,Rua Tabelião Rivaldo Rodrigues,residential,True,False,51.596,,,"LINESTRING (-35.0925932 -6.1879772, -35.0929905 -6.1877337)"
94120822,Rua Prefeito Nivaldo Rodrigues,residential,False,False,7.152,,,"LINESTRING (-35.0925932 -6.1879772, -35.09263 -6.1880301)"
94120822,Rua Prefeito Nivaldo Rodrigues,residential,False,True,62.786,,,"LINESTRING (-35.0925932 -6.1879772, -35.0922627 -6.187518)"
94120456,Rua das Guarairas,residential,False,True,8.735,,,"LINESTRING (-35.0937315 -6.187377, -35.0936811 -6.1873165)"
94120945,Rua Tabelião Rivaldo Rodrigues,residential,True,False,91.052,,,"LINESTRING (-35.0937315 -6.187377, -35.093021 -6.1877912)"
402031070,,residential,False,False,92.498,,,"LINESTRING (-35.0884719 -6.1862821, -35.0890422 -6.1868908)"
561911274,Rua Modesto Inácio Rodrigues,residential,False,True,61.801,,,"LINESTRING (-35.0884719 -6.1862821, -35.0888836 -6.1859061)"
"[561911274, 94120852]",Rua Modesto Inácio Rodrigues,residential,False,False,274.81600000000003,,,"LINESTRING (-35.0884719 -6.1862821, -35.0880441 -6.1866581, -35.0878188 -6.1868594, -35.0878024 -6.1868748, -35.0877963 -6.1868981, -35.0877973 -6.1869201, -35.0878057 -6.1869421, -35.0878215 -6.1869648, -35.0878899 -6.1870421, -35.0881608 -6.1873394, -35.0882091 -6.1873914, -35.0882439 -6.1874394, -35.0882439 -6.1874901, -35.0882225 -6.1875354, -35.0881648 -6.1875901, -35.0880897 -6.1876474, -35.0879462 -6.1877487, -35.0878041 -6.1878647, -35.0876279 -6.1879928)"
94120462,Rua dos Potiguares,residential,False,False,37.463,,,"LINESTRING (-35.0923091 -6.1890159, -35.0925882 -6.1888248)"
94120462,Rua dos Potiguares,residential,False,True,38.665,,,"LINESTRING (-35.0923091 -6.1890159, -35.0920148 -6.1892038)"
94120518,Rua Prefeito João Minervino de Moura,residential,False,False,75.91,,,"LINESTRING (-35.0923091 -6.1890159, -35.091957 -6.1884298)"
94120465,Rua Vereador Antônio Galvão,residential,False,True,8.02,,,"LINESTRING (-35.0922243 -6.1881877, -35.0922617 -6.1882495)"
94120778,Rua Tabelião Rivaldo Rodrigues,residential,True,False,47.021,,,"LINESTRING (-35.0922243 -6.1881877, -35.0925932 -6.1879772)"
94120375,Rua Vereador Febronio Soares de Lira,residential,False,False,76.306,,,"LINESTRING (-35.0916556 -6.1886178, -35.0920148 -6.1892038)"
94120375,Rua Vereador Febronio Soares de Lira,residential,False,True,8.246,,,"LINESTRING (-35.0916556 -6.1886178, -35.0916169 -6.1885544)"
94120945,Rua Tabelião Rivaldo Rodrigues,residential,True,False,57.685,,,"LINESTRING (-35.0916556 -6.1886178, -35.0912093 -6.1888866)"
561911275,Rua Fábio Inácio 2,residential,False,False,107.77,,,"LINESTRING (-35.0903376 -6.1858892, -35.0896937 -6.1851615)"
94120375,Rua Vereador Febronio Soares de Lira,residential,False,True,76.306,,,"LINESTRING (-35.0920148 -6.1892038, -35.0916556 -6.1886178)"
94120462,Rua dos Potiguares,residential,False,False,38.665,,,"LINESTRING (-35.0920148 -6.1892038, -35.0923091 -6.1890159)"
94120462,Rua dos Potiguares,residential,False,True,48.532,,,"LINESTRING (-35.0920148 -6.1892038, -35.0916534 -6.1894516)"
94120518,Rua Prefeito João Minervino de Moura,residential,False,False,7.59,,,"LINESTRING (-35.091957 -6.1884298, -35.0919258 -6.188369)"
94120518,Rua Prefeito João Minervino de Moura,residential,False,True,75.91,,,"LINESTRING (-35.091957 -6.1884298, -35.0923091 -6.1890159)"
94120945,Rua Tabelião Rivaldo Rodrigues,residential,True,False,39.334,,,"LINESTRING (-35.091957 -6.1884298, -35.0916556 -6.1886178)"
67328482,Rua Severino Cecílio da Cunha,residential,False,False,79.732,,,"LINESTRING (-35.0916534 -6.1894516, -35.0912093 -6.1888866)"
67328482,Rua Severino Cecílio da Cunha,residential,False,True,48.407,,,"LINESTRING (-35.0916534 -6.1894516, -35.0919116 -6.1898032)"
94120462,Rua dos Potiguares,residential,False,False,48.532,,,"LINESTRING (-35.0916534 -6.1894516, -35.0920148 -6.1892038)"
94120822,Rua Prefeito Nivaldo Rodrigues,residential,False,False,62.786,,,"LINESTRING (-35.0922627 -6.187518, -35.0925932 -6.1879772)"
444339259,Rua Três Poderes,secondary,False,False,4.916,2,RN-003,"LINESTRING (-35.0922627 -6.187518, -35.0923021 -6.1874975)"
444339259,Rua Três Poderes,secondary,False,True,183.964,2,RN-003,"LINESTRING (-35.0922627 -6.187518, -35.0916718 -6.1878487, -35.0911032 -6.1881834, -35.0908229 -6.1883474)"
402031070,,residential,False,True,92.498,,,"LINESTRING (-35.0890422 -6.1868908, -35.0884719 -6.1862821)"
94120937,,residential,False,False,110.167,,,"LINESTRING (-35.0892913 -6.1855328, -35.0899553 -6.1862716)"
561911274,Rua Modesto Inácio Rodrigues,residential,False,False,61.273,,,"LINESTRING (-35.0892913 -6.1855328, -35.0888836 -6.1859061)"
561911274,Rua Modesto Inácio Rodrigues,residential,False,True,60.70399999999999,,,"LINESTRING (-35.0892913 -6.1855328, -35.0894737 -6.1853568, -35.0896937 -6.1851615)"
94120352,,tertiary,False,False,30.578,,,"LINESTRING (-35.0913383 -6.1869235, -35.091519 -6.1871317)"
