osmid,name,highway,oneway,reversed,length,geometry,width
199700014,Rua Manoel Marques de Araújo,tertiary,False,True,189.513,"LINESTRING (-35.7614059 -5.893378, -35.7631126 -5.8932276)",
726590624,Rua Potengi,tertiary,False,True,87.191,"LINESTRING (-35.7614059 -5.893378, -35.7615582 -5.8935354, -35.7617 -5.8936495, -35.7617309 -5.8936692, -35.7617684 -5.8936838, -35.7617989 -5.8936902, -35.7618371 -5.8936948, -35.7620767 -5.8937001)",
199680178,Rua Potengi,tertiary,False,True,82.003,"LINESTRING (-35.7625019 -5.8937014, -35.7632429 -5.8937252)",
199680539,Rua Coronel Freire,residential,False,True,64.828,"LINESTRING (-35.7625019 -5.8937014, -35.7626687 -5.8942603)",
726590624,Rua Potengi,tertiary,False,False,47.03,"LINESTRING (-35.7625019 -5.8937014, -35.7620767 -5.8937001)",
199680539,Rua Coronel Freire,residential,False,False,8.995,"LINESTRING (-35.7629496 -5.8956252, -35.7629671 -5.8955462)",
199680541,Rua Manoel Joaquim de Araújo,residential,False,True,46.049,"LINESTRING (-35.7629496 -5.8956252, -35.7627417 -5.895984)",
199831826,Rua João Guilherme,residential,False,False,12.922,"LINESTRING (-35.7629496 -5.8956252, -35.7630636 -5.8955998)",
199680539,Rua Coronel Freire,residential,False,True,8.995,"LINESTRING (-35.7629671 -5.8955462, -35.7629496 -5.8956252)",
199832055,Rua Paulino Barbosa,residential,False,True,136.22,"LINESTRING (-35.7629671 -5.8955462, -35.7617376 -5.8954753)",
199680539,Rua Coronel Freire,residential,False,False,33.629000000000005,"LINESTRING (-35.7629671 -5.8955462, -35.7629819 -5.8954502, -35.7629819 -5.8953702, -35.7629658 -5.8953061, -35.762947 -5.8952499)",
199680541,Rua Manoel Joaquim de Araújo,residential,False,False,48.893,"LINESTRING (-35.7619251 -5.8985931, -35.7620322 -5.8981665)",
205324969,Rua Manoel Luiz,residential,False,False,36.788,"LINESTRING (-35.7619251 -5.8985931, -35.7615934 -5.8985687)",
199680541,Rua Manoel Joaquim de Araújo,residential,False,False,29.615,"LINESTRING (-35.7622898 -5.8972593, -35.7623582 -5.8970018)",
199680541,Rua Manoel Joaquim de Araújo,residential,False,True,53.196,"LINESTRING (-35.7622898 -5.8972593, -35.7621409 -5.8977142)",
205324952,Rua José Francisco de Azevedo,residential,False,False,97.171,"LINESTRING (-35.7622898 -5.8972593, -35.7614129 -5.8972061)",
199680541,Rua Manoel Joaquim de Araújo,residential,False,True,29.615,"LINESTRING (-35.7623582 -5.8970018, -35.7622898 -5.8972593)",
205324954,Rua Luiz Marques,residential,False,False,167.946,"LINESTRING (-35.7623582 -5.8970018, -35.7608419 -5.8969223)",
