osmid,oneway,name,highway,maxspeed,reversed,length,geometry,lanes,ref,access,junction
176713731,True,Rua Coronel Afonso,secondary,30,False,113.963,"LINESTRING (-48.0461845 -23.5877712, -48.0461759 -23.5878069, -48.0461673 -23.5878425, -48.0459562 -23.5887153, -48.0459402 -23.5887713)",,,,
612743261,False,Rua Doutor Virgílio de Rezende,secondary,30,False,113.83,"LINESTRING (-48.0461845 -23.5877712, -48.0462556 -23.587787, -48.0471975 -23.587997, -48.0472699 -23.5880131)",,,,
612743261,False,Rua Doutor Virgílio de Rezende,secondary,30,True,118.82199999999999,"LINESTRING (-48.0461845 -23.5877712, -48.0461084 -23.5877542, -48.0460827 -23.5877484, -48.045128 -23.5875347, -48.0450899 -23.5875261, -48.0450518 -23.5875176)",,,,
750082703,True,Rua Lopes de Oliveira,residential,30,False,65.299,"LINESTRING (-48.0493281 -23.587029, -48.0491757 -23.5875994)",,,,
750082704,True,Rua Benjamin Constant,residential,30,False,122.109,"LINESTRING (-48.0493281 -23.587029, -48.0481534 -23.5868123)",,,,
176704900,False,Rua Coronel Frederico de Camargo e Souza,residential,30,False,61.408,"LINESTRING (-48.0477863 -23.592766, -48.0483764 -23.592878)",,,,
176704900,False,Rua Coronel Frederico de Camargo e Souza,residential,30,True,59.235,"LINESTRING (-48.0477863 -23.592766, -48.0472173 -23.592657)",,,,
545363869,True,Rua Campos Salles,tertiary,30,False,56.882,"LINESTRING (-48.0489731 -23.5884757, -48.0495106 -23.5886137)",,,,
750082703,True,Rua Lopes de Oliveira,residential,30,False,70.813,"LINESTRING (-48.0489731 -23.5884757, -48.048813 -23.5890954)",,,,
591446007,True,Rua Aristides Lobo,residential,40,False,63.302,"LINESTRING (-48.0494307 -23.5891557, -48.048813 -23.5890954)",,,,
733753324,True,Rua General Glicério,residential,30,False,60.815,"LINESTRING (-48.0494307 -23.5891557, -48.0495106 -23.5886137)",,,,
176703129,True,Rua Saldanha Marinho,residential,30,False,86.169,"LINESTRING (-48.0531308 -23.5902052, -48.05229 -23.5901227)",,,,
176713732,True,Rua Dom Joaquim,residential,,False,70.219,"LINESTRING (-48.0531308 -23.5902052, -48.0531731 -23.5895749)",,,,
471217754,True,Rua Monsenhor Soares,residential,30,False,118.299,"LINESTRING (-48.0443765 -23.5901297, -48.0455355 -23.5901906)",,,,
718208462,True,Rua Pedro Marques,residential,30,False,95.689,"LINESTRING (-48.0443765 -23.5901297, -48.0444029 -23.5900234, -48.0444247 -23.5899356, -48.0444383 -23.589881, -48.0445518 -23.5894239, -48.0445684 -23.5893572, -48.0445849 -23.5892906)",,,,
176704914,False,Rua Doutor Leonce Pinheiro,residential,,False,112.68,"LINESTRING (-48.0441032 -23.5912547, -48.0441522 -23.5912649, -48.0451812 -23.5914804)",,,,
718208462,True,Rua Pedro Marques,residential,30,False,84.929,"LINESTRING (-48.0441032 -23.5912547, -48.0441112 -23.5912203, -48.0442569 -23.5905952, -48.0442759 -23.5905075)",,,,
176704913,True,Rua Silva Jardim,residential,30,False,123.991,"LINESTRING (-48.0478811 -23.5878222, -48.0490565 -23.5881104)",,,,
854344999,True,Avenida Peixoto Gomide,residential,,False,53.742,"LINESTRING (-48.0478811 -23.5878222, -48.0480076 -23.587353)",,,,
176704900,False,Rua Coronel Frederico de Camargo e Souza,residential,30,False,50.304,"LINESTRING (-48.0467376 -23.5925502, -48.0472173 -23.592657)",,,,
176713736,False,Rua Fortunato Mazzei,residential,,False,50.332,"LINESTRING (-48.0467376 -23.5925502, -48.0463206 -23.5927928)",,,,
176713736,False,Rua Fortunato Mazzei,residential,,True,116.345,"LINESTRING (-48.0467376 -23.5925502, -48.0474076 -23.5921593, -48.0477151 -23.592011)",,,,
333112635,False,Rua Marechal Deodoro da Fonseca,residential,,True,84.68,"LINESTRING (-48.0515875 -23.5912187, -48.0514663 -23.5919721)",,,,
