osmid,oneway,name,highway,reversed,length,junction,geometry,lanes
538362942,True,Avenida 7 de Junho,primary,False,23.542,,"LINESTRING (-38.0005079 -11.1852449, -38.0006143 -11.1854291)",
825754554,True,,primary,False,22.180999999999997,roundabout,"LINESTRING (-38.0005079 -11.1852449, -38.0005047 -11.185283, -38.0004901 -11.1853119, -38.0004655 -11.1853333, -38.0004346 -11.1853441, -38.0004017 -11.1853427, -38.0003718 -11.1853293)",
274900148,False,Rua Monsenhor João de Barros,residential,False,41.092,,"LINESTRING (-38.0008277 -11.1847592, -38.0011145 -11.1849988)",
274900148,False,Rua Monsenhor João de Barros,residential,True,5.121,,"LINESTRING (-38.0008277 -11.1847592, -38.0007902 -11.1847315)",
825754552,True,Praça Cruzeiro,secondary,False,16.687,,"LINESTRING (-38.0008277 -11.1847592, -38.000713 -11.1848585)",
467759438,False,Travessa Efrem Menezes,residential,False,44.493,,"LINESTRING (-38.0015141 -11.187007, -38.0018478 -11.1867769)",
538362942,True,Avenida 7 de Junho,primary,False,51.873,,"LINESTRING (-38.0015141 -11.187007, -38.0017291 -11.1874231)",
475699875,True,Travessa Nivaldo Oliveira,residential,False,57.277,,"LINESTRING (-38.0024014 -11.1886063, -38.0028756 -11.1883851)",
538362942,True,Avenida 7 de Junho,primary,False,43.525,,"LINESTRING (-38.0024014 -11.1886063, -38.0025512 -11.1889691)",
274897880,False,Avenida Engenheiro Leandro Marciel,residential,False,29.473,,"LINESTRING (-38.0014266 -11.1892242, -38.0015417 -11.189464)",
274900313,False,Travessa Enelas Amado,residential,False,58.707,,"LINESTRING (-38.0014266 -11.1892242, -38.0009488 -11.1894672)",
538364645,False,Travessa Enelas Amado,residential,True,55.82,,"LINESTRING (-38.0014266 -11.1892242, -38.0018804 -11.1889922)",
274897880,False,Avenida Engenheiro Leandro Marciel,residential,True,212.553,,"LINESTRING (-38.0014266 -11.1892242, -38.0012664 -11.1888888, -38.000624 -11.1874824)",
274897880,False,Avenida Engenheiro Leandro Marciel,residential,False,55.034,,"LINESTRING (-38.0026556 -11.191951, -38.0031079 -11.1921703)",
274897880,False,Avenida Engenheiro Leandro Marciel,residential,True,31.175,,"LINESTRING (-38.0026556 -11.191951, -38.002544 -11.1916929)",
274900199,False,,residential,False,59.577,,"LINESTRING (-38.0026556 -11.191951, -38.0022595 -11.1923199)",
283893319,False,Largo Vicente Matos,primary,True,55.282,,"LINESTRING (-38.0034354 -11.1922056, -38.0039001 -11.1920072)",
927176687,False,Avenida Getulio Vargas,tertiary,False,91.749,,"LINESTRING (-38.0034354 -11.1922056, -38.0030578 -11.1914683)",2
274897880,False,Avenida Engenheiro Leandro Marciel,residential,True,35.948,,"LINESTRING (-38.0034354 -11.1922056, -38.0032418 -11.1921885, -38.0031079 -11.1921703)",
274900344,False,Rua José Messias,residential,False,27.584,,"LINESTRING (-37.9991226 -11.1833989, -37.9989242 -11.1835527)",
274900358,False,Rua Riachão,residential,False,68.385,,"LINESTRING (-37.9991226 -11.1833989, -37.9994798 -11.1839043)",
274900280,False,Travessa Pedro da Silva,residential,False,25.985,,"LINESTRING (-38.0027453 -11.1834918, -38.0025347 -11.183601)",
274900442,False,Rua Carlos Lemos,residential,True,16.004,,"LINESTRING (-38.0027453 -11.1834918, -38.0027991 -11.1836257)",
274900442,False,Rua Carlos Lemos,residential,False,16.004,,"LINESTRING (-38.0027991 -11.1836257, -38.0027453 -11.1834918)",
274900442,False,Rua Carlos Lemos,residential,True,59.813,,"LINESTRING (-38.0027991 -11.1836257, -38.0029857 -11.1841315)",
274900280,False,Travessa Pedro da Silva,residential,True,25.985,,"LINESTRING (-38.0025347 -11.183601, -38.0027453 -11.1834918)",
274900280,False,Travessa Pedro da Silva,residential,False,45.69,,"LINESTRING (-38.0025347 -11.183601, -38.0023386 -11.1837158, -38.0022407 -11.1837737, -38.0021777 -11.1838157)",
274900344,False,Rua José Messias,residential,False,4.405,,"LINESTRING (-37.9989242 -11.1835527, -37.998894 -11.183579)",
274900344,False,Rua José Messias,residential,True,27.584,,"LINESTRING (-37.9989242 -11.1835527, -37.9991226 -11.1833989)",
380870514,True,Avenida Prefeito Doutor José Airton Andrade,primary,False,69.673,,"LINESTRING (-37.9989242 -11.1835527, -37.9990268 -11.1836079, -37.9994056 -11.1839598)",
274900271,False,Largo João de Andrade Garcez,residential,True,101.613,,"LINESTRING (-37.9985331 -11.1835607, -37.9992612 -11.1841307)",
274900279,False,,residential,True,26.017,,"LINESTRING (-37.9985331 -11.1835607, -37.9987436 -11.1834507)",
380870474,False,Rua José Jeremias,residential,True,62.998,,"LINESTRING (-38.0049147 -11.183718, -38.00448 -11.184091)",
380870477,False,Rua Manoel Oliveira Cezar,residential,True,71.388,,"LINESTRING (-38.0042692 -11.1837118, -38.0036469 -11.1839105)",
380870488,False,Travessa José Jeremias,residential,True,24.765,,"LINESTRING (-38.0042692 -11.1837118, -38.0043603 -11.1839158)",
274900132,False,Rua Josefina Nogueira,residential,True,19.812,,"LINESTRING (-38.0042692 -11.1837118, -38.0043503 -11.1836737, -38.0043879 -11.1836556, -38.0044053 -11.1836408, -38.0044237 -11.1836217)",
274900410,False,Travessa Santa Luiza,residential,True,116.309,,"LINESTRING (-38.0009941 -11.1835797, -38.0000788 -11.1841162)",
481398686,False,Avenida Governador João Alves Filho,residential,False,53.333,,"LINESTRING (-38.0009941 -11.1835797, -38.0013442 -11.1839145)",
380870484,False,Travessa Daniel Xima,residential,True,52.433,,"LINESTRING (-37.99986 -11.1836158, -37.9994798 -11.1839043)",
380870470,False,Rua Domingos Martins,residential,False,106.383,,"LINESTRING (-38.0021777 -11.1838157, -38.0027004 -11.1846234)",
274900280,False,Travessa Pedro da Silva,residential,True,45.69,,"LINESTRING (-38.0021777 -11.1838157, -38.0022407 -11.1837737, -38.0023386 -11.1837158, -38.0025347 -11.183601)",
899644669,False,Travessa São Vicente,residential,True,67.032,,"LINESTRING (-38.0021777 -11.1838157, -38.002061 -11.1839486, -38.001945 -11.1840822, -38.0017736 -11.1842698)",
274900228,False,Travessa Tiburcio José do Nascimento,residential,False,82.142,,"LINESTRING (-38.0036469 -11.1839105, -38.0040431 -11.1845387)",
