osmid,oneway,name,highway,reversed,length,geometry,lanes,ref,bridge
547504714,True,Avenida Doutor Antônio de Souza Melo,tertiary,False,61.559,"LINESTRING (-46.3999562 -21.4710932, -46.3997135 -21.4712124, -46.3996115 -21.4712486, -46.399409 -21.4713048)",,,
824021903,True,,residential,False,17.374,"LINESTRING (-46.3999562 -21.4710932, -46.3999414 -21.4710751, -46.3999213 -21.4710527, -46.3999046 -21.4710308, -46.3998912 -21.4710121, -46.3998764 -21.4709922, -46.3998603 -21.4709653)",,,
297426532,False,,residential,False,15.713,"LINESTRING (-46.3979003 -21.4727762, -46.3978265 -21.4726527)",,,
297412298,True,Avenida Oscar Ornelas,tertiary,False,104.793,"LINESTRING (-46.3979003 -21.4727762, -46.3977474 -21.4729422, -46.3975436 -21.4730845, -46.3971013 -21.4733442)",,,
835766020,False,Travessa Dom Pedro II,residential,True,60.257999999999996,"LINESTRING (-46.3979003 -21.4727762, -46.398196 -21.4730077, -46.3983066 -21.4730941, -46.3983481 -21.4731225)",,,
297421096,False,,residential,True,16.576,"LINESTRING (-46.3948473 -21.4744158, -46.3949324 -21.4745421)",,,
297426538,True,Avenida Prefeito Pedro Cândido de Souza,tertiary,False,91.42200000000001,"LINESTRING (-46.3948473 -21.4744158, -46.3952308 -21.4741924, -46.3954708 -21.4740527, -46.3955947 -21.4739774)",,,
824021904,False,Avenida Doutor Antônio de Souza Melo,tertiary,True,4.9,"LINESTRING (-46.3982147 -21.4723974, -46.3982477 -21.4723658)",,,
297412298,True,Avenida Oscar Ornelas,tertiary,False,53.414,"LINESTRING (-46.3982147 -21.4723974, -46.3981631 -21.4724867, -46.3979003 -21.4727762)",,,
824021904,False,Avenida Doutor Antônio de Souza Melo,tertiary,False,49.131,"LINESTRING (-46.399409 -21.4713048, -46.3990563 -21.4716006)",,,
297421020,True,Avenida Doutor Antônio de Souza Melo,tertiary,False,60.058,"LINESTRING (-46.399409 -21.4713048, -46.3996437 -21.4711338, -46.3997993 -21.471014, -46.3998603 -21.4709653)",,,
304753520,False,,residential,True,44.798,"LINESTRING (-46.3998603 -21.4709653, -46.3995847 -21.4706546)",,,
297421020,True,Avenida Doutor Antônio de Souza Melo,tertiary,False,89.43299999999999,"LINESTRING (-46.3998603 -21.4709653, -46.4000139 -21.4708642, -46.4003009 -21.4706558, -46.400557 -21.4704898)",,,
304753520,False,,residential,False,44.798,"LINESTRING (-46.3995847 -21.4706546, -46.3998603 -21.4709653)",,,
