osmid,oneway,ref,highway,reversed,length,geometry,name,junction,bridge
31485590,False,CE-362;CE-240,primary,False,4.226,"LINESTRING (-40.3421191 -3.5265953, -40.3421398 -3.5266272)",,,
140909430,True,CE-362;CE-240,primary,False,30.066999999999997,"LINESTRING (-40.3421191 -3.5265953, -40.3420537 -3.5265197, -40.3420322 -3.5264768, -40.3420168 -3.5264407, -40.3419897 -3.5263619)",,,
818436002,False,,primary_link,True,9.401,"LINESTRING (-40.3457156 -3.522676, -40.3457585 -3.5227489)",,,
294611738,True,CE-362;CE-240;CE-232,primary,False,73.68599999999999,"LINESTRING (-40.3457156 -3.522676, -40.3457914 -3.5226224, -40.3462851 -3.522336)",Avenida Senador Ozires Pontes,,
294611738,True,CE-362;CE-240;CE-232,primary,False,54.869,"LINESTRING (-40.3421481 -3.5261686, -40.3424963 -3.5258183)",Avenida Senador Ozires Pontes,,
140909429,True,CE-362;CE-240;CE-232,primary,False,12.617,"LINESTRING (-40.3421481 -3.5261686, -40.3421812 -3.526187, -40.3422077 -3.5262141, -40.3422254 -3.5262475)",,roundabout,
285549112,False,CE-232,secondary,False,29.169,"LINESTRING (-40.3420285 -3.5261817, -40.3418399 -3.525999)",Rua Amadeu Albuquerque,,
140909429,True,CE-362;CE-240;CE-232,primary,False,13.809999999999999,"LINESTRING (-40.3420285 -3.5261817, -40.3420663 -3.5261646, -40.3421075 -3.5261601, -40.3421481 -3.5261686)",,roundabout,
140909429,True,CE-362;CE-240;CE-232,primary,False,19.871,"LINESTRING (-40.3422254 -3.5262475, -40.342233 -3.5262915, -40.3422254 -3.5263356, -40.3422035 -3.5263745, -40.3421698 -3.5264039)",,roundabout,
140909429,True,CE-362;CE-240;CE-232,primary,False,3.789,"LINESTRING (-40.3419897 -3.5263619, -40.3419753 -3.526331)",,roundabout,
140909429,True,CE-362;CE-240;CE-232,primary,False,22.66,"LINESTRING (-40.3421698 -3.5264039, -40.3421321 -3.5264195, -40.3420914 -3.5264228, -40.3420516 -3.5264135, -40.3420166 -3.5263926, -40.3419897 -3.5263619)",,roundabout,
140909431,True,CE-362;CE-240,primary,False,22.049,"LINESTRING (-40.3421698 -3.5264039, -40.3421496 -3.5264856, -40.3421405 -3.5265335, -40.3421191 -3.5265953)",,,
285549104,True,,residential,False,35.255,"LINESTRING (-40.3412681 -3.5224549, -40.3414945 -3.5226773)",Rua Major José Paulino,,
446169334,False,,residential,False,8.281,"LINESTRING (-40.3412681 -3.5224549, -40.3412143 -3.5225065)",Rua Major Felinto Aguiar,,
446169334,False,,residential,True,108.521,"LINESTRING (-40.3412681 -3.5224549, -40.3419581 -3.5217634)",Rua Major Felinto Aguiar,,
230115550,False,,residential,False,99.158,"LINESTRING (-40.3401997 -3.5235454, -40.3408404 -3.5241669)",Rua Prefeito Beto Lira,,
230115550,False,,residential,True,111.503,"LINESTRING (-40.3401997 -3.5235454, -40.3394816 -3.5228441)",Rua Prefeito Beto Lira,,
446169334,False,,residential,False,68.182,"LINESTRING (-40.3401997 -3.5235454, -40.3397762 -3.5239896)",Rua Major Felinto Aguiar,,
446169334,False,,residential,True,94.861,"LINESTRING (-40.3401997 -3.5235454, -40.3407963 -3.5229345)",Rua Major Felinto Aguiar,,
285549087,False,,tertiary,True,6.844,"LINESTRING (-40.3400109 -3.5213196, -40.3400556 -3.5212772)",Rua João Sigefredo Arruda,,
