osmid,ref,highway,junction,oneway,reversed,length,geometry,lanes,name,maxspeed,bridge
220841515,BA-148,primary,roundabout,True,False,29.244,"LINESTRING (-41.8077521 -13.5835856, -41.8077215 -13.5835423, -41.8077051 -13.5834921, -41.8077046 -13.5834395, -41.8077198 -13.583389, -41.8077494 -13.583345)",,,,
298911729,BA-148,primary,,True,False,59.888,"LINESTRING (-41.8077521 -13.5835856, -41.8075781 -13.5835867, -41.807425 -13.5836281, -41.8072351 -13.5837383)",,,,
238091092,,primary,,True,False,71.433,"LINESTRING (-41.8072351 -13.5837383, -41.807374 -13.5835867, -41.8075157 -13.5834792, -41.8076433 -13.5833938, -41.8077494 -13.583345)",,,,
238091093,,primary,,True,False,91.23400000000001,"LINESTRING (-41.8085621 -13.5841428, -41.8084734 -13.584099, -41.8083748 -13.5840469, -41.8082642 -13.5839615, -41.8081423 -13.5838403, -41.8080544 -13.5837411, -41.8079768 -13.5836803, -41.8079046 -13.5836417)",2,Via Contorno,,
297771498,BA-148,primary,,False,False,205.22400000000002,"LINESTRING (-41.8085621 -13.5841428, -41.8088822 -13.5842942, -41.8093742 -13.584429, -41.81003 -13.5845802, -41.8103745 -13.5846734)",,Via Contorno,50,
254126600,,tertiary,,False,True,22.333,"LINESTRING (-41.8129336 -13.5789188, -41.8130574 -13.5790796)",,Rua Comendador Souza,,
222695272,,tertiary,,False,True,59.91799999999999,"LINESTRING (-41.8129336 -13.5789188, -41.8128255 -13.5789406, -41.8125569 -13.5789923, -41.8123894 -13.5790213)",,,,
254291590,,residential,,False,False,112.645,"LINESTRING (-41.8129336 -13.5789188, -41.8126891 -13.5784924, -41.8125117 -13.5781834, -41.8124809 -13.578129, -41.812443 -13.5780265)",,Praça do Landim,,
254126600,,tertiary,,False,False,22.333,"LINESTRING (-41.8130574 -13.5790796, -41.8129336 -13.5789188)",,Rua Comendador Souza,,
254126600,,tertiary,,False,True,70.477,"LINESTRING (-41.8130574 -13.5790796, -41.8131928 -13.5796996)",,Rua Comendador Souza,,
