osmid,oneway,name,highway,maxspeed,reversed,length,geometry,ref
296530697,True,Avenida Piauí,residential,40,False,120.348,"LINESTRING (-51.9804117 -6.6396659, -51.9793235 -6.6397211)",
297017785,False,Rua Manoel de Moura,tertiary,,False,82.539,"LINESTRING (-51.9804117 -6.6396659, -51.9803677 -6.6389249)",
297017785,False,Rua Manoel de Moura,tertiary,,True,81.374,"LINESTRING (-51.9804117 -6.6396659, -51.9804443 -6.640397)",
296530697,True,Avenida Piauí,residential,40,False,242.627,"LINESTRING (-51.9782784 -6.6397559, -51.9760835 -6.6398449)",
296657290,False,Rua Leônidas,residential,,False,80.784,"LINESTRING (-51.9782784 -6.6397559, -51.9782298 -6.639031)",
296657290,False,Rua Leônidas,residential,,True,81.523,"LINESTRING (-51.9782784 -6.6397559, -51.9783095 -6.6404884)",
296530697,True,Avenida Piauí,residential,40,False,120.878,"LINESTRING (-51.9760835 -6.6398449, -51.9749918 -6.6399215)",
296657294,False,Rua do Matadouro,residential,,False,76.593,"LINESTRING (-51.9760835 -6.6398449, -51.9760231 -6.6391587)",
296657294,False,Rua do Matadouro,residential,,True,82.398,"LINESTRING (-51.9760835 -6.6398449, -51.9761245 -6.6405848)",
296629704,False,Rua Aureliano Chaves,tertiary,,False,77.389,"LINESTRING (-51.9749918 -6.6399215, -51.974934 -6.6392279)",
296629704,False,Rua Aureliano Chaves,tertiary,,True,79.522,"LINESTRING (-51.9749918 -6.6399215, -51.9750378 -6.6406352)",
296557768,False,Avenida Ceará,residential,,False,120.596,"LINESTRING (-51.9825347 -6.6388387, -51.9814445 -6.6388986)",
296577802,False,Rua América,residential,,False,84.07,"LINESTRING (-51.9825347 -6.6388387, -51.982463 -6.638086)",
296577802,False,Rua América,residential,,True,79.512,"LINESTRING (-51.9825347 -6.6388387, -51.9825721 -6.6395528)",
296557768,False,Avenida Ceará,residential,,True,120.596,"LINESTRING (-51.9814445 -6.6388986, -51.9825347 -6.6388387)",
296577221,False,Rua Tiradentes,residential,,False,78.81,"LINESTRING (-51.9814445 -6.6388986, -51.9813864 -6.6381922)",
296577221,False,Rua Tiradentes,residential,,True,78.822,"LINESTRING (-51.9814445 -6.6388986, -51.9814836 -6.6396064)",
