osmid,lanes,ref,highway,maxspeed,oneway,reversed,length,name,geometry
31534011,2,BR-110,primary,60,False,False,12.023,,"LINESTRING (-38.3284425 -11.3626676, -38.3285194 -11.3625901)"
31534011,2,BR-110,primary,60,False,True,96.74,,"LINESTRING (-38.3284425 -11.3626676, -38.3278129 -11.3632807)"
821320115,,,residential,,True,False,12.659,Avenida Leonor Bahia Dantas,"LINESTRING (-38.3284425 -11.3626676, -38.3283741 -11.3625756)"
173253277,,BR-349,primary,,False,True,70.588,,"LINESTRING (-38.323417 -11.3645893, -38.3229183 -11.3641844)"
823836398,,BR-349,primary,,True,False,12.231,,"LINESTRING (-38.323417 -11.3645893, -38.3235274 -11.3646089)"
386693527,,,residential,,False,False,75.043,Travessa José Batista e Silva,"LINESTRING (-38.3224013 -11.3596426, -38.3228941 -11.3601138)"
386693402,,,residential,,True,False,88.788,Rua Duque de Caxias,"LINESTRING (-38.3250793 -11.3596419, -38.3255486 -11.3589893)"
386693562,,,residential,,False,False,7.975,Rua Professora Eunice de Souza Oliveira,"LINESTRING (-38.3250793 -11.3596419, -38.3251396 -11.3596825)"
386693562,,,residential,,False,True,58.78,Rua Professora Eunice de Souza Oliveira,"LINESTRING (-38.3250793 -11.3596419, -38.3246355 -11.3593417)"
386693562,,,residential,,False,True,7.975,Rua Professora Eunice de Souza Oliveira,"LINESTRING (-38.3251396 -11.3596825, -38.3250793 -11.3596419)"
821426985,,,residential,,True,False,129.379,Rua Duque de Caxias,"LINESTRING (-38.3251396 -11.3596825, -38.3245315 -11.3605566, -38.3244626 -11.3606376)"
386693554,,,residential,,False,False,58.11,Rua Cândido de Farias,"LINESTRING (-38.3275408 -11.3599449, -38.327265 -11.3603921)"
854965887,,,residential,,False,False,47.975,Rua Pedro Borges de Santana,"LINESTRING (-38.3275408 -11.3599449, -38.3279289 -11.3601483)"
386693554,,,residential,,False,True,170.187,Rua Cândido de Farias,"LINESTRING (-38.3275408 -11.3599449, -38.328164 -11.3588957, -38.3283319 -11.3586255)"
386693236,,,residential,,True,False,11.803,Rua Princesa Isabel,"LINESTRING (-38.3266268 -11.3599301, -38.3267089 -11.3599993)"
823701537,,,secondary,,True,False,225.20899999999997,Avenida Otávio Mangabeira,"LINESTRING (-38.3266268 -11.3599301, -38.3267431 -11.3597154, -38.3271427 -11.3590856, -38.327472 -11.3586175, -38.327738 -11.3582242)"
386693293,,,secondary,,True,False,8.101,Avenida Otávio Mangabeira,"LINESTRING (-38.3265851 -11.3599904, -38.3266268 -11.3599301)"
821331766,,,residential,,True,False,10.707,Rua Presidente Médici,"LINESTRING (-38.3265851 -11.3599904, -38.326545 -11.3599025)"
386693337,,,residential,,False,False,80.097,,"LINESTRING (-38.3240003 -11.3599944, -38.3235338 -11.3594379)"
386693634,,,residential,,True,False,99.58699999999999,Rua Rui Bacelar,"LINESTRING (-38.3240003 -11.3599944, -38.3244812 -11.3594197, -38.3245773 -11.3593001)"
386693236,,,residential,,True,False,74.719,Rua Princesa Isabel,"LINESTRING (-38.3267089 -11.3599993, -38.327265 -11.3603921)"
386693399,,,secondary,,True,False,8.574,Avenida Otávio Mangabeira,"LINESTRING (-38.3267089 -11.3599993, -38.3266674 -11.3600648)"
386693399,,,secondary,,True,False,143.418,Avenida Otávio Mangabeira,"LINESTRING (-38.3266674 -11.3600648, -38.3259512 -11.3611467)"
386693638,,,residential,,True,False,12.204,Rua Princesa Isabel,"LINESTRING (-38.3266674 -11.3600648, -38.3265851 -11.3599904)"
386693527,,,residential,,False,True,75.043,Travessa José Batista e Silva,"LINESTRING (-38.3228941 -11.3601138, -38.3224013 -11.3596426)"
386693636,,,residential,,False,True,102.543,Rua Presidente Castelo Branco,"LINESTRING (-38.3228941 -11.3601138, -38.3233447 -11.3596273, -38.3235338 -11.3594379)"
386693576,,,residential,,False,False,166.46,Rua Porfiro de Santana,"LINESTRING (-38.3279289 -11.3601483, -38.328742 -11.3588812)"
854965887,,,residential,,False,False,27.72,Rua Pedro Borges de Santana,"LINESTRING (-38.3279289 -11.3601483, -38.3281531 -11.3602659)"
854965887,,,residential,,False,True,47.975,Rua Pedro Borges de Santana,"LINESTRING (-38.3279289 -11.3601483, -38.3275408 -11.3599449)"
386693454,,,residential,,False,False,58.319,Rua Presidente Costa e Silva,"LINESTRING (-38.3281531 -11.3602659, -38.3278656 -11.3607082)"
386693454,,,residential,,False,True,166.531,Rua Presidente Costa e Silva,"LINESTRING (-38.3281531 -11.3602659, -38.3289713 -11.3590012)"
854965887,,,residential,,False,False,73.368,Rua Pedro Borges de Santana,"LINESTRING (-38.3281531 -11.3602659, -38.3287466 -11.360577)"
854965887,,,residential,,False,True,27.72,Rua Pedro Borges de Santana,"LINESTRING (-38.3281531 -11.3602659, -38.3279289 -11.3601483)"
386693554,,,residential,,False,False,10.118,Rua Cândido de Farias,"LINESTRING (-38.327265 -11.3603921, -38.3272149 -11.3604687)"
386693554,,,residential,,False,True,58.11,Rua Cândido de Farias,"LINESTRING (-38.327265 -11.3603921, -38.3275408 -11.3599449)"
386693236,,,residential,,True,False,68.867,Rua Princesa Isabel,"LINESTRING (-38.327265 -11.3603921, -38.3273225 -11.3604382, -38.327772 -11.3607614)"
386693554,,,residential,,False,False,134.045,Rua Cândido de Farias,"LINESTRING (-38.3272149 -11.3604687, -38.3265799 -11.361501)"
386693554,,,residential,,False,True,10.118,Rua Cândido de Farias,"LINESTRING (-38.3272149 -11.3604687, -38.327265 -11.3603921)"
386693638,,,residential,,True,False,74.696,Rua Princesa Isabel,"LINESTRING (-38.3272149 -11.3604687, -38.3266674 -11.3600648)"
854965887,,,residential,,False,False,8.693,Rua Pedro Borges de Santana,"LINESTRING (-38.3287466 -11.360577, -38.3288107 -11.3606235)"
854965887,,,residential,,False,True,73.368,Rua Pedro Borges de Santana,"LINESTRING (-38.3287466 -11.360577, -38.3281531 -11.3602659)"
"[823712845, 386693247]",,,residential,,True,False,103.15899999999999,Avenida ACM,"LINESTRING (-38.3287466 -11.360577, -38.3290836 -11.359996, -38.3291271 -11.3599242, -38.3291661 -11.3598638, -38.3292518 -11.3598019)"
386693600,,,residential,,False,False,41.655,Rua Joaquim Barreto Borges,"LINESTRING (-38.3315191 -11.3606191, -38.3312514 -11.3608864)"
823712847,,,residential,,True,False,79.748,Avenida ACM,"LINESTRING (-38.3288107 -11.3606235, -38.3284232 -11.3612318)"
854965887,,,residential,,False,False,136.02,Rua Pedro Borges de Santana,"LINESTRING (-38.3288107 -11.3606235, -38.3298086 -11.3613578)"
854965887,,,residential,,False,True,8.693,Rua Pedro Borges de Santana,"LINESTRING (-38.3288107 -11.3606235, -38.3287466 -11.360577)"
821426981,,,residential,,True,False,7.611,Rua Duque de Caxias,"LINESTRING (-38.3244626 -11.3606376, -38.3244003 -11.3606685)"
821426983,,,residential,,False,False,7.675,Travessa Vigilio Neves de Araújo,"LINESTRING (-38.3244626 -11.3606376, -38.3244043 -11.3605989)"
821426984,,,residential,,False,False,77.094,Travessa Vigilio Neves de Araújo,"LINESTRING (-38.3244626 -11.3606376, -38.3251108 -11.3609148)"
31534011,2,BR-110,primary,60,False,True,11.119,,"LINESTRING (-38.3305089 -11.3606768, -38.3304378 -11.3607485)"
821320117,,,residential,,True,False,74.118,Avenida Salvador,"LINESTRING (-38.3305089 -11.3606768, -38.3310067 -11.3611308)"
31534011,2,BR-110,primary,60,False,False,11.119,,"LINESTRING (-38.3304378 -11.3607485, -38.3305089 -11.3606768)"
31534011,2,BR-110,primary,60,False,True,96.412,,"LINESTRING (-38.3304378 -11.3607485, -38.3298086 -11.3613578)"
823672537,,,residential,,False,True,9.396,Rua Presidente Castelo Branco,"LINESTRING (-38.3271656 -11.3557304, -38.3271327 -11.3558085)"
386693239,,,residential,,False,True,7.814,Rua Professora Benigna de Carvalho,"LINESTRING (-38.3271656 -11.3557304, -38.327189 -11.3557559, -38.3272137 -11.3557825)"
386693460,,,residential,,False,False,70.499,Rua Duque de Caxias,"LINESTRING (-38.3281817 -11.3557818, -38.3276709 -11.3561706)"
386693554,,,residential,,False,False,38.980000000000004,Rua Cândido de Farias,"LINESTRING (-38.3305778 -11.3557758, -38.3304063 -11.3559367, -38.3303208 -11.3560195)"
386693260,,,residential,,True,False,7.57,Rua Antônio Borges de Santana,"LINESTRING (-38.3259115 -11.3557896, -38.3259568 -11.3558412)"
