osmid,oneway,ref,highway,reversed,length,geometry,name,bridge
836800966,False,BR-163,trunk,True,171.216,"LINESTRING (-54.8391357 -18.9138971, -54.8387645 -18.9153963)",,
836800967,False,BR-163,trunk,False,63.365,"LINESTRING (-54.8391357 -18.9138971, -54.8392737 -18.9133424)",,
497913185,True,,trunk_link,False,44.03,"LINESTRING (-54.8391357 -18.9138971, -54.839093 -18.9137437, -54.8390777 -18.9135068)",,
319764733,True,,tertiary,False,14.889,"LINESTRING (-54.8386411 -18.9165963, -54.8387262 -18.9167033)",Avenida Eurico Sebastião Ferreira,
836800963,True,,secondary,False,26.055,"LINESTRING (-54.8386411 -18.9165963, -54.8385818 -18.9168238)",,
319764753,False,,residential,False,70.779,"LINESTRING (-54.8443648 -18.9148903, -54.844864 -18.9144635)",Rua Santos Dumont,
319764753,False,,residential,True,92.52,"LINESTRING (-54.8443648 -18.9148903, -54.8437163 -18.9154524)",Rua Santos Dumont,
907323488,True,,residential,False,119.95,"LINESTRING (-54.8443648 -18.9148903, -54.8452207 -18.9156031)",Rua Porfírio Gonçalves,
319764744,True,,tertiary,False,120.551,"LINESTRING (-54.8421351 -18.9153507, -54.8429089 -18.9161504)",Avenida Barão do Rio Branco,
319764751,False,,residential,False,116.448,"LINESTRING (-54.8421351 -18.9153507, -54.8429581 -18.9146503)",Rua Antônio Raposo,
319764751,False,,residential,True,7.581,"LINESTRING (-54.8421351 -18.9153507, -54.842082 -18.9153968)",Rua Antônio Raposo,
319764745,True,,tertiary,False,139.69,"LINESTRING (-54.842082 -18.9153968, -54.8411939 -18.9144628)",Avenida Barão do Rio Branco,
319764751,False,,residential,False,7.581,"LINESTRING (-54.842082 -18.9153968, -54.8421351 -18.9153507)",Rua Antônio Raposo,
319764751,False,,residential,True,116.617,"LINESTRING (-54.842082 -18.9153968, -54.8412647 -18.9161054)",Rua Antônio Raposo,
319764749,False,,residential,False,119.648,"LINESTRING (-54.8437163 -18.9154524, -54.8429581 -18.9146503)",Rua José Bonifácio,
319764749,False,,residential,True,119.379,"LINESTRING (-54.8437163 -18.9154524, -54.8444789 -18.9162475)",Rua José Bonifácio,
319764753,False,,residential,False,92.52,"LINESTRING (-54.8437163 -18.9154524, -54.8443648 -18.9148903)",Rua Santos Dumont,
319764753,False,,residential,True,115.053,"LINESTRING (-54.8437163 -18.9154524, -54.8429089 -18.9161504)",Rua Santos Dumont,
319764757,False,,residential,True,105.939,"LINESTRING (-54.8452207 -18.9156031, -54.8444789 -18.9162475)",Rua Almirante Barroso,
319764743,False,,residential,False,118.982,"LINESTRING (-54.8412647 -18.9161054, -54.8419744 -18.9169386)",Rua Almirante Tamandaré,
319764751,False,,residential,False,116.617,"LINESTRING (-54.8412647 -18.9161054, -54.842082 -18.9153968)",Rua Antônio Raposo,
319764751,False,,residential,True,118.321,"LINESTRING (-54.8412647 -18.9161054, -54.8404354 -18.9168243)",Rua Antônio Raposo,
319764743,False,,residential,True,138.282,"LINESTRING (-54.8412647 -18.9161054, -54.8404205 -18.9152198, -54.8403844 -18.9151818)",Rua Almirante Tamandaré,
319764744,True,,tertiary,False,119.543,"LINESTRING (-54.8429089 -18.9161504, -54.8436179 -18.9169906)",Avenida Barão do Rio Branco,
319764753,False,,residential,False,115.053,"LINESTRING (-54.8429089 -18.9161504, -54.8437163 -18.9154524)",Rua Santos Dumont,
319764753,False,,residential,True,8.315,"LINESTRING (-54.8429089 -18.9161504, -54.8428505 -18.9162008)",Rua Santos Dumont,
319764753,False,,residential,False,8.315,"LINESTRING (-54.8428505 -18.9162008, -54.8429089 -18.9161504)",Rua Santos Dumont,
319764753,False,,residential,True,123.383,"LINESTRING (-54.8428505 -18.9162008, -54.8419744 -18.9169386)",Rua Santos Dumont,
319764745,True,,tertiary,False,120.53,"LINESTRING (-54.8428505 -18.9162008, -54.8425384 -18.9158743, -54.842082 -18.9153968)",Avenida Barão do Rio Branco,
319764749,False,,residential,False,119.379,"LINESTRING (-54.8444789 -18.9162475, -54.8437163 -18.9154524)",Rua José Bonifácio,
319764749,False,,residential,True,119.753,"LINESTRING (-54.8444789 -18.9162475, -54.8451903 -18.9170883)",Rua José Bonifácio,
319764757,False,,residential,False,105.939,"LINESTRING (-54.8444789 -18.9162475, -54.8452207 -18.9156031)",Rua Almirante Barroso,
319764757,False,,residential,True,122.598,"LINESTRING (-54.8444789 -18.9162475, -54.8436179 -18.9169906)",Rua Almirante Barroso,
836800962,True,,secondary,False,24.087,"LINESTRING (-54.8385818 -18.9168238, -54.83853 -18.9170348)",Avenida Euclides Goes,
864241721,True,,secondary_link,False,18.122,"LINESTRING (-54.8385818 -18.9168238, -54.8384514 -18.9168401, -54.8384107 -18.9168382)",Avenida Eurico Sebastião Ferreira,
319764746,False,,residential,False,120.357,"LINESTRING (-54.8404354 -18.9168243, -54.8411281 -18.9176858)",Rua Oswaldo Cruz,
319764746,False,,residential,True,135.995,"LINESTRING (-54.8404354 -18.9168243, -54.8395695 -18.9159161)",Rua Oswaldo Cruz,
319764751,False,,residential,False,118.321,"LINESTRING (-54.8404354 -18.9168243, -54.8412647 -18.9161054)",Rua Antônio Raposo,
319764751,False,,residential,True,124.031,"LINESTRING (-54.8404354 -18.9168243, -54.8395655 -18.9175773)",Rua Antônio Raposo,
319764743,False,,residential,False,121.107,"LINESTRING (-54.8419744 -18.9169386, -54.8427536 -18.9177404)",Rua Almirante Tamandaré,
319764743,False,,residential,True,118.982,"LINESTRING (-54.8419744 -18.9169386, -54.8412647 -18.9161054)",Rua Almirante Tamandaré,
319764753,False,,residential,False,123.383,"LINESTRING (-54.8419744 -18.9169386, -54.8428505 -18.9162008)",Rua Santos Dumont,
319764753,False,,residential,True,121.77,"LINESTRING (-54.8419744 -18.9169386, -54.8411281 -18.9176858)",Rua Santos Dumont,
319764744,True,,tertiary,False,119.999,"LINESTRING (-54.8436179 -18.9169906, -54.8443716 -18.9178007)",Avenida Barão do Rio Branco,
319764757,False,,residential,False,122.598,"LINESTRING (-54.8436179 -18.9169906, -54.8444789 -18.9162475)",Rua Almirante Barroso,
319764757,False,,residential,True,8.575,"LINESTRING (-54.8436179 -18.9169906, -54.8435596 -18.9170445)",Rua Almirante Barroso,
319764745,True,,tertiary,False,119.854,"LINESTRING (-54.8435596 -18.9170445, -54.8428505 -18.9162008)",Avenida Barão do Rio Branco,
319764757,False,,residential,False,8.575,"LINESTRING (-54.8435596 -18.9170445, -54.8436179 -18.9169906)",Rua Almirante Barroso,
319764757,False,,residential,True,114.786,"LINESTRING (-54.8435596 -18.9170445, -54.8427536 -18.9177404)",Rua Almirante Barroso,
319764729,False,,residential,True,117.01,"LINESTRING (-54.8451903 -18.9170883, -54.8443716 -18.9178007)",Rua Joaquim Murtinho,
319764749,False,,residential,False,119.753,"LINESTRING (-54.8451903 -18.9170883, -54.8444789 -18.9162475)",Rua José Bonifácio,
319764751,False,,residential,False,124.031,"LINESTRING (-54.8395655 -18.9175773, -54.8404354 -18.9168243)",Rua Antônio Raposo,
319764751,False,,residential,True,13.902,"LINESTRING (-54.8395655 -18.9175773, -54.839468 -18.9176617)",Rua Antônio Raposo,
319764733,True,,tertiary,False,120.102,"LINESTRING (-54.8395655 -18.9175773, -54.8398907 -18.917916, -54.8403332 -18.9183768)",Avenida Eurico Sebastião Ferreira,
319764746,False,,residential,False,119.425,"LINESTRING (-54.8411281 -18.9176858, -54.8418953 -18.9184775)",Rua Oswaldo Cruz,
319764746,False,,residential,True,120.357,"LINESTRING (-54.8411281 -18.9176858, -54.8404354 -18.9168243)",Rua Oswaldo Cruz,
319764753,False,,residential,False,121.77,"LINESTRING (-54.8411281 -18.9176858, -54.8419744 -18.9169386)",Rua Santos Dumont,
319764753,False,,residential,True,113.557,"LINESTRING (-54.8411281 -18.9176858, -54.8403332 -18.9183768)",Rua Santos Dumont,
319764751,False,,residential,False,13.902,"LINESTRING (-54.839468 -18.9176617, -54.8395655 -18.9175773)",Rua Antônio Raposo,
998788108,True,,tertiary,False,84.84,"LINESTRING (-54.839468 -18.9176617, -54.8389248 -18.9170977)",Avenida Eurico Sebastião Ferreira,
998788109,False,,residential,True,118.776,"LINESTRING (-54.839468 -18.9176617, -54.8386407 -18.9183887)",Rua Delamare,
319764743,False,,residential,False,120.596,"LINESTRING (-54.8427536 -18.9177404, -54.8435167 -18.9185498)",Rua Almirante Tamandaré,
319764743,False,,residential,True,121.107,"LINESTRING (-54.8427536 -18.9177404, -54.8419744 -18.9169386)",Rua Almirante Tamandaré,
319764757,False,,residential,False,114.786,"LINESTRING (-54.8427536 -18.9177404, -54.8435596 -18.9170445)",Rua Almirante Barroso,
319764757,False,,residential,True,121.938,"LINESTRING (-54.8427536 -18.9177404, -54.8418953 -18.9184775)",Rua Almirante Barroso,
319764729,False,,residential,False,117.01,"LINESTRING (-54.8443716 -18.9178007, -54.8451903 -18.9170883)",Rua Joaquim Murtinho,
319764729,False,,residential,True,6.793,"LINESTRING (-54.8443716 -18.9178007, -54.8443227 -18.9178406)",Rua Joaquim Murtinho,
319764744,True,,tertiary,False,198.969,"LINESTRING (-54.8443716 -18.9178007, -54.8456383 -18.9191296)",Avenida Barão do Rio Branco,
319764729,False,,residential,False,6.793,"LINESTRING (-54.8443227 -18.9178406, -54.8443716 -18.9178007)",Rua Joaquim Murtinho,
319764729,False,,residential,True,115.788,"LINESTRING (-54.8443227 -18.9178406, -54.8435167 -18.9185498)",Rua Joaquim Murtinho,
319764745,True,,tertiary,False,119.497,"LINESTRING (-54.8443227 -18.9178406, -54.8435596 -18.9170445)",Avenida Barão do Rio Branco,
319764733,True,,tertiary,False,66.879,"LINESTRING (-54.8403332 -18.9183768, -54.8407607 -18.918822)",Avenida Eurico Sebastião Ferreira,
319764753,False,,residential,False,113.557,"LINESTRING (-54.8403332 -18.9183768, -54.8411281 -18.9176858)",Rua Santos Dumont,
