osmid,name,highway,oneway,reversed,length,geometry,bridge,junction,maxspeed
375321427,Rua Francisco Antonio da Luz,residential,False,True,55.651,"LINESTRING (-46.9818126 -21.1858571, -46.9823078 -21.185664)",,,
375737603,Rua Francisco Antonio da Luz,residential,False,False,73.839,"LINESTRING (-46.9818126 -21.1858571, -46.9811519 -21.186105)",,,
375736858,Rua Fabiano Soares,tertiary,False,True,129.845,"LINESTRING (-46.9818126 -21.1858571, -46.9820346 -21.1863019, -46.9820814 -21.1864288, -46.9821171 -21.1865653, -46.982157 -21.186966)",,,
375311231,Rua Mocoquinha,residential,False,False,216.074,"LINESTRING (-46.9847934 -21.1875331, -46.9845711 -21.1877427, -46.9841888 -21.1880908, -46.9832281 -21.1888123)",,,
375311231,Rua Mocoquinha,residential,False,True,44.529,"LINESTRING (-46.982908 -21.1890793, -46.9832281 -21.1888123)",,,
375321987,Rua Fabiano Soares,residential,False,False,20.759,"LINESTRING (-46.982908 -21.1890793, -46.9829579 -21.1892601)",,,
375321987,Rua Fabiano Soares,residential,False,True,121.579,"LINESTRING (-46.982908 -21.1890793, -46.982456 -21.1880704)",,,
375317285,Rua Benedito Albertini,residential,False,False,108.596,"LINESTRING (-46.9823078 -21.185664, -46.9826345 -21.1865919)",,,
375321427,Rua Francisco Antonio da Luz,residential,False,False,55.651,"LINESTRING (-46.9823078 -21.185664, -46.9818126 -21.1858571)",,,
375321427,Rua Francisco Antonio da Luz,residential,False,True,52.713,"LINESTRING (-46.9823078 -21.185664, -46.9827532 -21.1854354)",,,
375321306,Avenida Vital Paulino da Costa,residential,True,False,25.564,"LINESTRING (-46.9831497 -21.186434, -46.982993 -21.1866115)",,,
"[836374700, 836355262]","['Avenida Vital Paulino da Costa', 'Rua Esméria E de Moraes']",residential,False,True,25.482,"LINESTRING (-46.9831497 -21.186434, -46.9830906 -21.1863207, -46.9830096 -21.1862504)",,,
375321987,Rua Fabiano Soares,residential,False,False,67.892,"LINESTRING (-46.9821946 -21.1871628, -46.9823514 -21.1877556)",,,
375736857,Avenida Vital Paulino da Costa,tertiary,True,False,139.16,"LINESTRING (-46.9821946 -21.1871628, -46.9809263 -21.1875724)",,,
375288627,Rua Lamana,residential,False,False,22.259999999999998,"LINESTRING (-46.9821946 -21.1871628, -46.9821707 -21.1870684, -46.982157 -21.186966)",yes,,
375326592,Rua Marechal Teodoro da Fonseca,residential,False,False,61.176,"LINESTRING (-46.9799398 -21.1879302, -46.980153 -21.1884432)",,,
375326592,Rua Marechal Teodoro da Fonseca,residential,False,True,25.327,"LINESTRING (-46.9799398 -21.1879302, -46.9798607 -21.1877147)",,,
375736857,Avenida Vital Paulino da Costa,tertiary,True,False,122.759,"LINESTRING (-46.9799398 -21.1879302, -46.9788152 -21.1882756)",,,
375736857,Avenida Vital Paulino da Costa,tertiary,True,False,9.764,"LINESTRING (-46.9767217 -21.188836, -46.9766285 -21.1888486)",,,
375941682,Avenida Coronel Antonio Paulino da Costa,tertiary,True,False,114.46199999999999,"LINESTRING (-46.9767217 -21.188836, -46.9768429 -21.1897114, -46.9768584 -21.1898574)",,,
375321992,Rua João Coelho Monte Alegre,residential,False,False,106.893,"LINESTRING (-46.9811195 -21.1881085, -46.980153 -21.1884432)",,,
375321992,Rua João Coelho Monte Alegre,residential,False,True,133.613,"LINESTRING (-46.9811195 -21.1881085, -46.9823514 -21.1877556)",,,
375321993,Rua Coronel Adolfo Santana,residential,False,False,63.342,"LINESTRING (-46.9811195 -21.1881085, -46.9813407 -21.1886395)",,,
375321993,Rua Coronel Adolfo Santana,residential,False,True,62.887,"LINESTRING (-46.9811195 -21.1881085, -46.9809263 -21.1875724)",,,
375321992,Rua João Coelho Monte Alegre,residential,False,True,106.893,"LINESTRING (-46.980153 -21.1884432, -46.9811195 -21.1881085)",,,
375326592,Rua Marechal Teodoro da Fonseca,residential,False,False,8.452,"LINESTRING (-46.980153 -21.1884432, -46.9801785 -21.1885154)",,,
375326592,Rua Marechal Teodoro da Fonseca,residential,False,True,61.176,"LINESTRING (-46.980153 -21.1884432, -46.9799398 -21.1879302)",,,
375317356,Rua Esméria E de Moraes,residential,False,False,94.443,"LINESTRING (-46.9827532 -21.1854354, -46.9830096 -21.1862504)",,,
375321427,Rua Francisco Antonio da Luz,residential,False,False,52.713,"LINESTRING (-46.9827532 -21.1854354, -46.9823078 -21.185664)",,,
375322802,Rua Goiás,residential,False,False,128.862,"LINESTRING (-46.9811519 -21.186105, -46.9816437 -21.1871693)",,,
375737603,Rua Francisco Antonio da Luz,residential,False,False,49.109,"LINESTRING (-46.9811519 -21.186105, -46.9807131 -21.1862713)",,,
375737603,Rua Francisco Antonio da Luz,residential,False,True,73.839,"LINESTRING (-46.9811519 -21.186105, -46.9818126 -21.1858571)",,,
375321993,Rua Coronel Adolfo Santana,residential,False,False,62.887,"LINESTRING (-46.9809263 -21.1875724, -46.9811195 -21.1881085)",,,
375736857,Avenida Vital Paulino da Costa,tertiary,True,False,109.744,"LINESTRING (-46.9809263 -21.1875724, -46.9799398 -21.1879302)",,,
375322908,Avenida Doutor Aristides Cunha,residential,True,False,75.446,"LINESTRING (-46.9812987 -21.1894134, -46.9811905 -21.189471, -46.9811624 -21.1894777, -46.981127 -21.1894821, -46.9805944 -21.1895555)",,,
682176412,Avenida Doutor Aristides Cunha,residential,False,True,38.027,"LINESTRING (-46.9812987 -21.1894134, -46.9813505 -21.1893973, -46.9814497 -21.1893573, -46.9816246 -21.1892592)",,,
375321987,Rua Fabiano Soares,residential,False,False,36.646,"LINESTRING (-46.9823514 -21.1877556, -46.982456 -21.1880704)",,,
375321987,Rua Fabiano Soares,residential,False,True,67.892,"LINESTRING (-46.9823514 -21.1877556, -46.9821946 -21.1871628)",,,
375321992,Rua João Coelho Monte Alegre,residential,False,False,133.613,"LINESTRING (-46.9823514 -21.1877556, -46.9811195 -21.1881085)",,,
