osmid,oneway,lanes,ref,name,highway,reversed,length,geometry
193614279,False,2,RN-117,Rua Manoel Salviano,primary,True,5.711,"LINESTRING (-37.5211629 -5.4578505, -37.5212047 -5.4578806)"
193614279,False,2,RN-117,Rua Manoel Salviano,primary,False,96.42,"LINESTRING (-37.5211629 -5.4578505, -37.5209961 -5.457729, -37.5208399 -5.4575849, -37.5207688 -5.4575001, -37.5205638 -5.4572295)"
1088947597,True,,,Rua Machado Aguiar,residential,False,69.142,"LINESTRING (-37.5211629 -5.4578505, -37.5214521 -5.4574507, -37.5215279 -5.4573459)"
259929810,False,,,,residential,True,42.374,"LINESTRING (-37.5220542 -5.4594826, -37.5224284 -5.459563)"
566235616,False,2,RN-117,Rua Santídio Gurgel,primary,True,12.13,"LINESTRING (-37.5220542 -5.4594826, -37.5220395 -5.4595907)"
566235616,False,2,RN-117,Rua Santídio Gurgel,primary,False,99.0,"LINESTRING (-37.5220542 -5.4594826, -37.5220737 -5.4593658, -37.5220871 -5.4592897, -37.5221086 -5.4591649, -37.5221468 -5.4588578, -37.5221583 -5.4586536, -37.5221556 -5.4585996)"
259858195,True,,,,primary,False,14.01,"LINESTRING (-37.5220395 -5.4595907, -37.522073 -5.4597122)"
566235616,False,2,RN-117,Rua Santídio Gurgel,primary,False,12.13,"LINESTRING (-37.5220395 -5.4595907, -37.5220542 -5.4594826)"
259858292,False,,,Rua Manoel Rego,residential,True,6.22,"LINESTRING (-37.5221556 -5.4585996, -37.5222076 -5.4585784)"
566235616,False,2,RN-117,Rua Santídio Gurgel,primary,False,6.107,"LINESTRING (-37.5221556 -5.4585996, -37.522143 -5.4585777, -37.5221263 -5.4585531)"
566235616,False,2,RN-117,Rua Santídio Gurgel,primary,True,98.99999999999999,"LINESTRING (-37.5221556 -5.4585996, -37.5221583 -5.4586536, -37.5221468 -5.4588578, -37.5221086 -5.4591649, -37.5220871 -5.4592897, -37.5220737 -5.4593658, -37.5220542 -5.4594826)"
193615084,False,,RN-117,,primary,True,61.226,"LINESTRING (-37.5223173 -5.4609771, -37.5223552 -5.4611695, -37.5224115 -5.4615196)"
259858198,True,,,,primary,False,66.703,"LINESTRING (-37.5223173 -5.4609771, -37.5222038 -5.460594, -37.522191 -5.4605453, -37.5221576 -5.4603989)"
566235613,True,,,,primary,False,21.315,"LINESTRING (-37.5220381 -5.4599085, -37.5220206 -5.4597176)"
259929825,False,,,,residential,False,53.822,"LINESTRING (-37.5220381 -5.4599085, -37.5220066 -5.460074, -37.5219677 -5.4602876, -37.5219483 -5.4603842)"
259929411,False,,,Rua Padre Florêncio,residential,False,5.158,"LINESTRING (-37.5220206 -5.4597176, -37.5219825 -5.4596909)"
259929411,False,,,Rua Padre Florêncio,residential,True,5.831,"LINESTRING (-37.5220206 -5.4597176, -37.522073 -5.4597122)"
566235613,True,,,,primary,False,14.265,"LINESTRING (-37.5220206 -5.4597176, -37.5220395 -5.4595907)"
259858195,True,,,,primary,False,48.316,"LINESTRING (-37.5222635 -5.4605459, -37.5223173 -5.4609771)"
485382905,False,,,Rua Baixada Fluminense,residential,False,47.567,"LINESTRING (-37.5222635 -5.4605459, -37.5226827 -5.46064)"
259858217,False,,,Rua Santídio Gurgel,residential,False,34.823,"LINESTRING (-37.5209029 -5.4546545, -37.5210444 -5.4549342)"
259858217,False,,,Rua Santídio Gurgel,residential,True,75.105,"LINESTRING (-37.5209029 -5.4546545, -37.5205888 -5.4540558)"
