osmid,ref,highway,oneway,reversed,length,name,maxspeed,geometry
788550229,CE-354;CE-162,secondary,False,True,10.178,,,"LINESTRING (-39.2714353 -3.7909953, -39.2714419 -3.7910866)"
380310934,CE-341,primary,True,False,30.942999999999998,Avenida Quinze de Novembro,40,"LINESTRING (-39.2626772 -3.7973478, -39.262661 -3.7973087, -39.2626493 -3.7972711, -39.2626392 -3.7972328, -39.2626067 -3.7970792)"
231829804,,residential,False,False,155.581,Rua Florêncio Pinheiro,,"LINESTRING (-39.2707142 -3.7939702, -39.2700473 -3.795201)"
231833056,,residential,False,False,46.433,Rua Salustiano Sales Mota,,"LINESTRING (-39.2707142 -3.7939702, -39.2707019 -3.7935528)"
231833056,,residential,False,True,126.856,Rua Salustiano Sales Mota,,"LINESTRING (-39.2707142 -3.7939702, -39.270746 -3.7951106)"
231829804,,residential,False,False,134.435,Rua Florêncio Pinheiro,,"LINESTRING (-39.2700473 -3.795201, -39.2694199 -3.7962353)"
231829804,,residential,False,True,155.581,Rua Florêncio Pinheiro,,"LINESTRING (-39.2700473 -3.795201, -39.2707142 -3.7939702)"
231833051,,residential,False,False,111.446,Rua Antônio Moreira,,"LINESTRING (-39.2700473 -3.795201, -39.2692055 -3.7946542)"
231833051,,residential,False,True,91.845,Rua Antônio Moreira,,"LINESTRING (-39.2700473 -3.795201, -39.2707658 -3.7956112)"
231833055,,residential,False,True,69.139,Rua Salustiano Sales Mota,,"LINESTRING (-39.2708257 -3.7962301, -39.2707658 -3.7956112)"
542518274,,residential,False,True,159.61299999999997,Rua Eufrazio Lopes se Sales,,"LINESTRING (-39.2708257 -3.7962301, -39.2696742 -3.7963422, -39.2696158 -3.7963396, -39.2695744 -3.7963275, -39.2694199 -3.7962353)"
231829804,,residential,False,False,124.525,Rua Florêncio Pinheiro,,"LINESTRING (-39.2694199 -3.7962353, -39.2688455 -3.7971974)"
231829804,,residential,False,True,134.435,Rua Florêncio Pinheiro,,"LINESTRING (-39.2694199 -3.7962353, -39.2700473 -3.795201)"
542518274,,residential,False,False,159.613,Rua Eufrazio Lopes se Sales,,"LINESTRING (-39.2694199 -3.7962353, -39.2695744 -3.7963275, -39.2696158 -3.7963396, -39.2696742 -3.7963422, -39.2708257 -3.7962301)"
603380078,,residential,False,True,115.04499999999999,Rua Aderlon Pinheiro,,"LINESTRING (-39.2694199 -3.7962353, -39.2688786 -3.7958919, -39.2685438 -3.7956819)"
231829804,,residential,False,True,124.525,Rua Florêncio Pinheiro,,"LINESTRING (-39.2688455 -3.7971974, -39.2694199 -3.7962353)"
542433711,,residential,False,True,117.35499999999999,Rua Nossa Senhora de Fátima,,"LINESTRING (-39.2688455 -3.7971974, -39.2682382 -3.7968163, -39.2679594 -3.7966216)"
231830534,,residential,False,False,7.138,Rua Francisco Moreira,,"LINESTRING (-39.2699288 -3.7933631, -39.2699864 -3.7933917)"
542972971,CE-354;CE-162,secondary,True,False,85.433,Avenida Doutor José de Borba,,"LINESTRING (-39.2699288 -3.7933631, -39.2703436 -3.7927158)"
231830534,,residential,False,True,92.849,Rua Francisco Moreira,,"LINESTRING (-39.2715378 -3.7935131, -39.2707019 -3.7935528)"
231833058,,residential,False,False,91.833,Rua Adolfo Carneiro,,"LINESTRING (-39.2715378 -3.7935131, -39.2714997 -3.7926881)"
231830534,,residential,False,False,92.849,Rua Francisco Moreira,,"LINESTRING (-39.2707019 -3.7935528, -39.2715378 -3.7935131)"
231833056,,residential,False,False,91.19,Rua Salustiano Sales Mota,,"LINESTRING (-39.2707019 -3.7935528, -39.2706735 -3.7927332)"
231833056,,residential,False,True,46.433,Rua Salustiano Sales Mota,,"LINESTRING (-39.2707019 -3.7935528, -39.2707142 -3.7939702)"
231830534,,residential,False,True,83.451,Rua Francisco Moreira,,"LINESTRING (-39.2707019 -3.7935528, -39.2703952 -3.7935522, -39.2703208 -3.7935462, -39.270253 -3.7935301, -39.270184 -3.7935033, -39.2699864 -3.7933917)"
826812439,,residential,False,True,67.816,Rua Padre Sinval Facunda,,"LINESTRING (-39.2675713 -3.7909853, -39.2669848 -3.7908136)"
