osmid,ref,highway,oneway,reversed,length,junction,geometry,name,bridge
396334162,PB-063,secondary,False,True,72.592,,"LINESTRING (-35.463459 -7.0303478, -35.4632503 -7.0309669)",,
782172140,PB-063;PB-067,secondary,True,False,15.519,roundabout,"LINESTRING (-35.463459 -7.0303478, -35.4634321 -7.0303462, -35.4634188 -7.0303437, -35.4634027 -7.030338, -35.463381 -7.0303228, -35.4633644 -7.0303002, -35.4633556 -7.0302735)",,
325125181,PB-067,tertiary,False,True,28.432,,"LINESTRING (-35.4612797 -7.0271781, -35.461358 -7.0269345)",Avenida Manoel Onofre,
325125180,,tertiary,False,False,86.306,,"LINESTRING (-35.4612797 -7.0271781, -35.4612107 -7.0275722, -35.4611506 -7.0279436)",Avenida Manoel Onofre,
396334165,PB-067,tertiary,False,False,124.25399999999999,,"LINESTRING (-35.4612797 -7.0271781, -35.4616383 -7.0273125, -35.4617549 -7.0274137, -35.4618126 -7.0275454, -35.4619058 -7.0279428, -35.4619135 -7.0279735)",Rua Francisco de Aquino,
292968873,,residential,False,True,138.748,,"LINESTRING (-35.4623174 -7.0285414, -35.4625006 -7.0287527, -35.4627185 -7.0289753, -35.4628097 -7.0291005, -35.4629974 -7.029569)",Rua Antônio de Aquino,
325125189,PB-067,tertiary,False,False,163.39,,"LINESTRING (-35.4623174 -7.0285414, -35.462632 -7.0287633, -35.4628762 -7.0288991, -35.4631148 -7.0290209, -35.4631698 -7.0290948, -35.4632083 -7.029223, -35.4632912 -7.0295287)",Rua Francisco de Aquino,
325125189,PB-067,tertiary,False,True,68.688,,"LINESTRING (-35.4623174 -7.0285414, -35.4621911 -7.0283848, -35.4619556 -7.0280393)",Rua Francisco de Aquino,
325125181,PB-067,tertiary,False,False,28.432,,"LINESTRING (-35.461358 -7.0269345, -35.4612797 -7.0271781)",Avenida Manoel Onofre,
325125190,PB-067,tertiary,True,False,34.333,,"LINESTRING (-35.463715 -7.0303153, -35.464006 -7.0304245)",Rua João Pessoa,
1038251737,,residential,False,False,31.078,,"LINESTRING (-35.463715 -7.0303153, -35.4638048 -7.0300504)",Beco João Pessoa,
1038251737,,residential,False,True,6.815,,"LINESTRING (-35.463715 -7.0303153, -35.4636969 -7.0303739)",Beco João Pessoa,
292968844,,residential,False,True,35.451,,"LINESTRING (-35.465388 -7.029896, -35.4650702 -7.0298495)",Rua Manoel José de Almeida,
763455159,,residential,False,True,27.756,,"LINESTRING (-35.465388 -7.029896, -35.4653032 -7.030131)",Travessa João Pessoa,
"[292968846, 763455159]",,residential,False,False,117.54400000000001,,"LINESTRING (-35.465388 -7.029896, -35.4654899 -7.0298069, -35.4655634 -7.0297943, -35.466402 -7.0299582)",Travessa João Pessoa,
292968844,,residential,False,False,35.451,,"LINESTRING (-35.4650702 -7.0298495, -35.465388 -7.029896)",Rua Manoel José de Almeida,
292968845,,residential,False,False,99.618,,"LINESTRING (-35.4650702 -7.0298495, -35.4651744 -7.0289596)",Rua José Tomaz Sobrinho,
292968844,,residential,False,True,79.197,,"LINESTRING (-35.4650702 -7.0298495, -35.4648851 -7.0298481, -35.4648435 -7.0298747, -35.4646651 -7.0301276, -35.4645941 -7.0301489, -35.4644963 -7.03015)",Rua Manoel José de Almeida,
292968845,,residential,False,True,99.618,,"LINESTRING (-35.4651744 -7.0289596, -35.4650702 -7.0298495)",Rua José Tomaz Sobrinho,
782172138,PB-067,tertiary,True,False,16.261,,"LINESTRING (-35.4650404 -7.0307803, -35.4648933 -7.0307718)",Rua João Pessoa,
782172139,PB-067,tertiary,False,False,5.629,,"LINESTRING (-35.4650404 -7.0307803, -35.4650904 -7.0307903)",Rua João Pessoa,
292968868,,residential,False,False,115.814,,"LINESTRING (-35.4653032 -7.030131, -35.4663106 -7.0304228)",Rua Tereza Monteiro de Souza,
763455159,,residential,False,False,27.756,,"LINESTRING (-35.4653032 -7.030131, -35.465388 -7.029896)",Travessa João Pessoa,
763455159,,residential,False,True,76.981,,"LINESTRING (-35.4653032 -7.030131, -35.4650904 -7.0307903)",Travessa João Pessoa,
292968846,,residential,False,True,56.698,,"LINESTRING (-35.4666926 -7.0292871, -35.4665976 -7.0297882)",,
292968846,,residential,False,False,56.698,,"LINESTRING (-35.4665976 -7.0297882, -35.4666926 -7.0292871)",,
292968846,,residential,False,True,34.875,,"LINESTRING (-35.4665976 -7.0297882, -35.4665561 -7.0299253, -35.466536 -7.0299493, -35.4665038 -7.0299692, -35.466402 -7.0299582)",,
"[971020502, 292968847]",,residential,False,"[False, True]",57.007,,"LINESTRING (-35.4665976 -7.0297882, -35.4667475 -7.0298195, -35.4671031 -7.0298937)",,
325125188,PB-067,tertiary,False,False,6.799,,"LINESTRING (-35.4677088 -7.031436, -35.4677591 -7.0314713)",Rua 7 de Setembro,
292968848,,residential,True,False,121.465,,"LINESTRING (-35.4677088 -7.031436, -35.4677987 -7.0312717, -35.4678103 -7.031209, -35.4676969 -7.0303749)",Rua Horacio Montenegro,
782172139,PB-067,tertiary,False,True,37.122,,"LINESTRING (-35.4677088 -7.031436, -35.4675257 -7.0313375, -35.467405 -7.0312949)",Rua João Pessoa,
292968849,,residential,False,True,9.359,,"LINESTRING (-35.4676969 -7.0303749, -35.4677817 -7.0303742)",,
"[292968848, 782177570]",,residential,True,False,190.27800000000002,,"LINESTRING (-35.4676969 -7.0303749, -35.4675919 -7.0295717, -35.4675961 -7.0295637, -35.4676039 -7.0295594, -35.4676552 -7.029555, -35.4676625 -7.029559, -35.4676659 -7.029567, -35.4677817 -7.0303742)",Rua Horacio Montenegro,
292968849,,residential,False,False,130.079,,"LINESTRING (-35.4676969 -7.0303749, -35.4671811 -7.0304131, -35.467053 -7.0303872, -35.4670107 -7.0303559, -35.467004 -7.030298, -35.4671031 -7.0298937)",,
292968849,,residential,False,True,20.073,,"LINESTRING (-35.4671461 -7.0297183, -35.4671031 -7.0298937)",,
292968850,,residential,False,False,236.427,,"LINESTRING (-35.4684658 -7.0317894, -35.4686056 -7.0296677)",Rua Odilon de Azevedo Pequeno,
325125188,PB-067,tertiary,False,False,18.815,,"LINESTRING (-35.4684658 -7.0317894, -35.4686308 -7.031832)",Rua 7 de Setembro,
325125188,PB-067,tertiary,False,True,88.53399999999999,,"LINESTRING (-35.4684658 -7.0317894, -35.4680387 -7.0317022, -35.4679522 -7.031655, -35.4677591 -7.0314713)",Rua 7 de Setembro,
292968850,,residential,False,True,236.427,,"LINESTRING (-35.4686056 -7.0296677, -35.4684658 -7.0317894)",Rua Odilon de Azevedo Pequeno,
325125188,PB-067,tertiary,False,True,18.815,,"LINESTRING (-35.4686308 -7.031832, -35.4684658 -7.0317894)",Rua 7 de Setembro,
292968851,,residential,False,False,248.62900000000002,,"LINESTRING (-35.4686308 -7.031832, -35.4688373 -7.0311252, -35.4688501 -7.0310986, -35.4689822 -7.0309935, -35.4690003 -7.0309609, -35.4691171 -7.0297009)",Rua Monte Alegre,
292968851,,residential,False,True,248.62900000000002,,"LINESTRING (-35.4691171 -7.0297009, -35.4690003 -7.0309609, -35.4689822 -7.0309935, -35.4688501 -7.0310986, -35.4688373 -7.0311252, -35.4686308 -7.031832)",Rua Monte Alegre,
292968852,,tertiary,False,True,39.746,,"LINESTRING (-35.4663965 -7.0317714, -35.4662222 -7.0320842)",Rua Clovis Marinho Falcão,
292968862,,tertiary,False,False,57.363,,"LINESTRING (-35.4663965 -7.0317714, -35.4669021 -7.0316517)",Rua do Cruziero,
292968862,,tertiary,False,True,70.692,,"LINESTRING (-35.4663965 -7.0317714, -35.4657634 -7.0316746)",Rua do Cruziero,
292968864,,residential,False,True,85.644,,"LINESTRING (-35.4663965 -7.0317714, -35.4670617 -7.0321681)",Rua João Alves Cabral,
292968854,,residential,False,False,393.156,,"LINESTRING (-35.4619108 -7.0347889, -35.465439 -7.0352787)",,
292968854,,residential,False,True,21.844,,"LINESTRING (-35.4619108 -7.0347889, -35.4617129 -7.034785)",,
292968854,,residential,False,False,73.668,,"LINESTRING (-35.465439 -7.0352787, -35.4660991 -7.0353773)",,
292968854,,residential,False,True,393.156,,"LINESTRING (-35.465439 -7.0352787, -35.4619108 -7.0347889)",,
1038252544,,tertiary,False,False,45.84,,"LINESTRING (-35.465439 -7.0352787, -35.4654631 -7.0351575, -35.4655181 -7.034874)",Rua Clovis Marinho Falcão,
292968852,,tertiary,False,False,39.746,,"LINESTRING (-35.4662222 -7.0320842, -35.4663965 -7.0317714)",Rua Clovis Marinho Falcão,
292968852,,tertiary,False,True,8.233,,"LINESTRING (-35.4662222 -7.0320842, -35.4661766 -7.0321428)",Rua Clovis Marinho Falcão,
1038251203,,residential,False,True,41.007,,"LINESTRING (-35.4662222 -7.0320842, -35.4665057 -7.0323226)",Rua Jornalista José Leal,
821527538,,residential,False,False,7.88,,"LINESTRING (-35.4666123 -7.0341373, -35.4665413 -7.0341298)",Rua Doutor Achilles Leal,
"[821527536, 821527538]",,residential,False,True,184.795,,"LINESTRING (-35.4666123 -7.0341373, -35.4669276 -7.0342032, -35.4669732 -7.0341846, -35.4669946 -7.0341473, -35.4672736 -7.0329281)","['Rua Doutor Achilles Leal', 'Rua Alfredo Carneiro']",
782099073,,residential,True,False,117.955,,"LINESTRING (-35.4669462 -7.0326625, -35.4667115 -7.0336974)",Rua Francisco Camilo Pereira,
1038251203,,residential,False,False,12.726,,"LINESTRING (-35.4669462 -7.0326625, -35.4668552 -7.0325922)",Rua Jornalista José Leal,
1038251203,,residential,False,True,46.666,,"LINESTRING (-35.4669462 -7.0326625, -35.4672736 -7.0329281)",Rua Jornalista José Leal,
1038251203,,residential,False,False,46.666,,"LINESTRING (-35.4672736 -7.0329281, -35.4669462 -7.0326625)",Rua Jornalista José Leal,
