osmid,oneway,ref,highway,reversed,length,geometry,name,maxspeed,bridge,junction
202621866,False,,residential,True,79.212,"LINESTRING (-39.3032358 -7.3091828, -39.3026574 -7.3096051)",Rua Neroly Filgueira,,,
202621728,True,CE-060,primary,False,24.494,"LINESTRING (-39.3032358 -7.3091828, -39.3032685 -7.3092285, -39.3033877 -7.3093425)",Rua Pero Coelho,,,
202621728,True,CE-060,primary,False,10.659,"LINESTRING (-39.3033877 -7.3093425, -39.303481 -7.3093675)",Rua Pero Coelho,,,
202622009,True,CE-060,primary,False,47.771,"LINESTRING (-39.303481 -7.3093675, -39.3033947 -7.3097885)",Avenida Coronel João Coelho,,,
769532531,False,,tertiary,False,70.191,"LINESTRING (-39.303481 -7.3093675, -39.3041116 -7.3094526)",Rua Pinto Madeira,,,
449020096,True,CE-060;CE-293,trunk,False,245.054,"LINESTRING (-39.3066848 -7.3093622, -39.3057427 -7.3087975, -39.3054825 -7.308598, -39.3053229 -7.3083878, -39.3052344 -7.3081896, -39.3051445 -7.307897)",Avenida Luiz Roberto Correia Sampaio,,,
202621969,False,,residential,True,49.142,"LINESTRING (-39.3041116 -7.3094526, -39.3040352 -7.309888)",Rua do Video,,,
769532531,False,,tertiary,True,70.191,"LINESTRING (-39.3041116 -7.3094526, -39.303481 -7.3093675)",Rua Pinto Madeira,,,
769532531,False,,tertiary,False,51.870000000000005,"LINESTRING (-39.3041116 -7.3094526, -39.3043381 -7.3095017, -39.3045651 -7.3095741)",Rua Pinto Madeira,,,
202621684,False,,residential,True,67.645,"LINESTRING (-39.3017759 -7.3094368, -39.3021216 -7.3099393)",Rua Doze,,,
202622012,False,,residential,False,27.754,"LINESTRING (-39.3017759 -7.3094368, -39.3015693 -7.3095793)",Rua Nezinho de Sá,,,
202622012,False,,residential,True,56.04,"LINESTRING (-39.3017759 -7.3094368, -39.3021739 -7.3091235)",Rua Nezinho de Sá,,,
681306069,False,,residential,False,40.699,"LINESTRING (-39.2992167 -7.3095675, -39.299435 -7.3098626)",Rua Adão Apolinário,,,
202621884,False,,residential,True,39.803,"LINESTRING (-39.3015693 -7.3095793, -39.3017422 -7.3098935)",Rua Treze,,,
202622012,False,,residential,False,34.806,"LINESTRING (-39.3015693 -7.3095793, -39.3013257 -7.3097783)",Rua Nezinho de Sá,,,
202622012,False,,residential,True,27.754,"LINESTRING (-39.3015693 -7.3095793, -39.3017759 -7.3094368)",Rua Nezinho de Sá,,,
769532531,False,,tertiary,False,57.228,"LINESTRING (-39.3045651 -7.3095741, -39.3049832 -7.3098789)",Rua Pinto Madeira,,,
202621831,False,,residential,False,76.344,"LINESTRING (-39.3045651 -7.3095741, -39.304659 -7.3091195, -39.3047269 -7.3089074)",Travessa dos Tabajaras,,,
769532531,False,,tertiary,True,51.870000000000005,"LINESTRING (-39.3045651 -7.3095741, -39.3043381 -7.3095017, -39.3041116 -7.3094526)",Rua Pinto Madeira,,,
202621866,False,,residential,False,79.212,"LINESTRING (-39.3026574 -7.3096051, -39.3032358 -7.3091828)",Rua Neroly Filgueira,,,
449019933,False,CE-060,primary,True,10.39,"LINESTRING (-39.3026574 -7.3096051, -39.3025749 -7.3096502)",Rua Senador Alencar,,,
202621817,False,,residential,True,59.438,"LINESTRING (-39.3025749 -7.3096502, -39.3021216 -7.3099393)",Travessa Três de Outubro,,,
449019933,False,CE-060,primary,False,10.39,"LINESTRING (-39.3025749 -7.3096502, -39.3026574 -7.3096051)",Rua Senador Alencar,,,
202621960,False,CE-060,primary,True,73.39,"LINESTRING (-39.3025749 -7.3096502, -39.3024697 -7.3095126, -39.3021739 -7.3091235)",Rua Senador Alencar,,,
449019934,True,CE-060,primary,False,74.11,"LINESTRING (-39.3033096 -7.3097655, -39.3026574 -7.3096051)",Rua Senador Alencar,,,
762884792,True,CE-060,primary,False,47.818,"LINESTRING (-39.3033096 -7.3097655, -39.3033877 -7.3093425)",Avenida Coronel João Coelho,,,
202621731,False,,residential,True,47.689,"LINESTRING (-39.3013257 -7.3097783, -39.3017422 -7.3098935)",Rua Treze,,,
202622012,False,,residential,False,175.264,"LINESTRING (-39.3013257 -7.3097783, -39.3000108 -7.3106634)",Rua Nezinho de Sá,,,
202622012,False,,residential,True,34.806,"LINESTRING (-39.3013257 -7.3097783, -39.3015693 -7.3095793)",Rua Nezinho de Sá,,,
681306069,False,,residential,False,109.371,"LINESTRING (-39.299435 -7.3098626, -39.3000108 -7.3106634)",Rua Adão Apolinário,,,
681306069,False,,residential,True,40.699,"LINESTRING (-39.299435 -7.3098626, -39.2992167 -7.3095675)",Rua Adão Apolinário,,,
202621833,False,,residential,True,64.041,"LINESTRING (-39.299435 -7.3098626, -39.2995897 -7.3096662, -39.299756 -7.3093842)",Rua Padre Ibiapina,,,
202621684,False,,residential,False,67.645,"LINESTRING (-39.3021216 -7.3099393, -39.3017759 -7.3094368)",Rua Doze,,,
202621817,False,,residential,False,59.438,"LINESTRING (-39.3021216 -7.3099393, -39.3025749 -7.3096502)",Travessa Três de Outubro,,,
202621817,False,,residential,True,36.68,"LINESTRING (-39.3021216 -7.3099393, -39.3020503 -7.3102615)",Travessa Três de Outubro,,,
681306068,False,,residential,True,33.94,"LINESTRING (-39.3021216 -7.3099393, -39.3018887 -7.3101388)",Rua dos Cariris,,,
202621969,False,,residential,False,49.142,"LINESTRING (-39.3040352 -7.309888, -39.3041116 -7.3094526)",Rua do Video,,,
202621969,False,,residential,True,80.189,"LINESTRING (-39.3040352 -7.309888, -39.3039012 -7.3105968)",Rua do Video,,,
202621981,True,,residential,False,71.503,"LINESTRING (-39.3040352 -7.309888, -39.3033947 -7.3097885)",Rua Senador Alencar,,,
202621731,False,,residential,False,47.689,"LINESTRING (-39.3017422 -7.3098935, -39.3013257 -7.3097783)",Rua Treze,,,
202621884,False,,residential,False,39.803,"LINESTRING (-39.3017422 -7.3098935, -39.3015693 -7.3095793)",Rua Treze,,,
202621884,False,,residential,True,31.703,"LINESTRING (-39.3017422 -7.3098935, -39.3018887 -7.3101388)",Rua Treze,,,
449019967,False,,tertiary_link,True,7.578,"LINESTRING (-39.3055187 -7.309883, -39.3055362 -7.3098171)",,,,
225002218,True,,tertiary,False,29.479999999999997,"LINESTRING (-39.3055187 -7.309883, -39.3053967 -7.3098624, -39.3052532 -7.3098657)",Avenida Salustino Canuto de Sousa,,,
202621767,False,,secondary_link,False,14.779,"LINESTRING (-39.3071515 -7.3097041, -39.3071257 -7.3096932, -39.3070252 -7.3096599)",,,,
503094318,True,CE-293,secondary,False,49.297000000000004,"LINESTRING (-39.3071515 -7.3097041, -39.3070892 -7.309859, -39.3070496 -7.3100227, -39.3070399 -7.3101305)",,,,
449019939,False,,tertiary_link,True,7.417,"LINESTRING (-39.306371 -7.3100599, -39.3063475 -7.3101224)",,,,
202621928,True,,tertiary,False,53.192,"LINESTRING (-39.306371 -7.3100599, -39.3066171 -7.3101277, -39.306842 -7.3101573)",Avenida Salustino Canuto de Sousa,,,
202621817,False,,residential,False,36.68,"LINESTRING (-39.3020503 -7.3102615, -39.3021216 -7.3099393)",Travessa Três de Outubro,,,
202621884,False,,residential,False,22.446,"LINESTRING (-39.3020503 -7.3102615, -39.3018887 -7.3101388)",Rua Treze,,,
202621964,False,,residential,True,143.162,"LINESTRING (-39.3020503 -7.3102615, -39.3017349 -7.3115104)",Rua Princesa Isabel,,,
449019966,False,,residential,True,123.712,"LINESTRING (-39.3020503 -7.3102615, -39.3031541 -7.3104594)",Rua Santos Dumont,,,
202621979,True,,tertiary,False,30.401,"LINESTRING (-39.304727 -7.3104792, -39.304623 -7.3107324)",Rua Divino Salvador,,,
449019932,False,,residential,True,145.641,"LINESTRING (-39.304727 -7.3104792, -39.3057098 -7.311354)",Rua Senador Alencar,,,
202621981,True,,residential,False,102.314,"LINESTRING (-39.304727 -7.3104792, -39.3042691 -7.3100004, -39.3042085 -7.3099535, -39.3040352 -7.309888)",Rua Senador Alencar,,,
449019920,True,CE-293,secondary,False,37.882,"LINESTRING (-39.3080353 -7.31058, -39.3079552 -7.310574, -39.307702 -7.3105029)",Avenida Doutor Antônio Lyrio Calou,,,
202621919,False,,tertiary,False,74.272,"LINESTRING (-39.3039012 -7.3105968, -39.3032393 -7.3104738)",Rua Santos Dumont,,,
202621919,False,,tertiary,True,81.023,"LINESTRING (-39.3039012 -7.3105968, -39.304623 -7.3107324)",Rua Santos Dumont,,,
202621969,False,,residential,False,80.189,"LINESTRING (-39.3039012 -7.3105968, -39.3040352 -7.309888)",Rua do Video,,,
202621969,False,,residential,True,147.139,"LINESTRING (-39.3039012 -7.3105968, -39.3036413 -7.3118947)",Rua do Video,,,
202622012,False,,residential,False,115.436,"LINESTRING (-39.3000108 -7.3106634, -39.2991612 -7.3112697)",Rua Nezinho de Sá,,,
202622012,False,,residential,True,175.264,"LINESTRING (-39.3000108 -7.3106634, -39.3013257 -7.3097783)",Rua Nezinho de Sá,,,
681306069,False,,residential,False,75.295,"LINESTRING (-39.3000108 -7.3106634, -39.300415 -7.3112091)",Rua Adão Apolinário,,,
681306069,False,,residential,True,109.371,"LINESTRING (-39.3000108 -7.3106634, -39.299435 -7.3098626)",Rua Adão Apolinário,,,
202621919,False,,tertiary,False,81.023,"LINESTRING (-39.304623 -7.3107324, -39.3039012 -7.3105968)",Rua Santos Dumont,,,
449019926,True,,residential,False,46.568,"LINESTRING (-39.304623 -7.3107324, -39.3045384 -7.3111427)",Rua Divino Salvador,,,
202621939,False,,residential,True,55.019,"LINESTRING (-39.3060806 -7.311023, -39.3057098 -7.311354)",Rua Padre Erfo Roters,,,
202621637,False,,residential,False,183.45600000000005,"LINESTRING (-39.3060806 -7.311023, -39.3065272 -7.3114686, -39.3066835 -7.311585, -39.3069953 -7.3117077, -39.3071321 -7.3117426, -39.3073158 -7.3117386, -39.3074869 -7.3117071)",Rua Pinto Madeira,,,
202621637,False,,residential,True,167.40800000000002,"LINESTRING (-39.3060806 -7.311023, -39.3052008 -7.3100996, -39.3050375 -7.3099293)",Rua Pinto Madeira,,,
202621778,False,,residential,True,7.206,"LINESTRING (-39.300415 -7.3112091, -39.3004781 -7.3112259)",Rua Sete de Setembro,,,
681306068,False,,residential,False,201.449,"LINESTRING (-39.300415 -7.3112091, -39.3018887 -7.3101388)",Rua dos Cariris,,,
681306068,False,,residential,True,122.555,"LINESTRING (-39.300415 -7.3112091, -39.2995287 -7.3118739)",Rua dos Cariris,,,
681306069,False,,residential,True,75.295,"LINESTRING (-39.300415 -7.3112091, -39.3000108 -7.3106634)",Rua Adão Apolinário,,,
449019926,True,,residential,False,103.695,"LINESTRING (-39.3045384 -7.3111427, -39.3043474 -7.3120558)",Rua Divino Salvador,,,
202621797,False,,residential,False,113.523,"LINESTRING (-39.3045384 -7.3111427, -39.3047878 -7.3112105, -39.3049689 -7.311313, -39.3053717 -7.311702)",Rua da Saudade,,,
202622012,False,,residential,True,115.436,"LINESTRING (-39.2991612 -7.3112697, -39.3000108 -7.3106634)",Rua Nezinho de Sá,,,
202621646,True,,tertiary,False,80.388,"LINESTRING (-39.2991612 -7.3112697, -39.2992222 -7.3115098, -39.2992779 -7.3116575, -39.2993369 -7.3117885, -39.2994268 -7.3119381)",Avenida General Costa Cavalcante,60,,
202621778,False,,residential,False,65.884,"LINESTRING (-39.3010623 -7.3113496, -39.3004781 -7.3112259)",Rua Sete de Setembro,,,
202621778,False,,residential,True,76.306,"LINESTRING (-39.3010623 -7.3113496, -39.3017349 -7.3115104)",Rua Sete de Setembro,,,
202621787,False,,residential,True,93.902,"LINESTRING (-39.3010623 -7.3113496, -39.3009075 -7.31218)",Travessa Maria Angélica Sampaio Cardoso,,,
202621939,False,,residential,False,55.019,"LINESTRING (-39.3057098 -7.311354, -39.3060806 -7.311023)",Rua Padre Erfo Roters,,,
202621939,False,,residential,True,53.739,"LINESTRING (-39.3057098 -7.311354, -39.3053717 -7.311702)",Rua Padre Erfo Roters,,,
449019932,False,,residential,False,145.641,"LINESTRING (-39.3057098 -7.311354, -39.304727 -7.3104792)",Rua Senador Alencar,,,
202621778,False,,residential,False,76.306,"LINESTRING (-39.3017349 -7.3115104, -39.3010623 -7.3113496)",Rua Sete de Setembro,,,
202621964,False,,residential,False,143.162,"LINESTRING (-39.3017349 -7.3115104, -39.3020503 -7.3102615)",Rua Princesa Isabel,,,
202621964,False,,residential,True,90.749,"LINESTRING (-39.3017349 -7.3115104, -39.3015533 -7.3123064)",Rua Princesa Isabel,,,
202621637,False,,residential,True,183.45600000000002,"LINESTRING (-39.3074869 -7.3117071, -39.3073158 -7.3117386, -39.3071321 -7.3117426, -39.3069953 -7.3117077, -39.3066835 -7.311585, -39.3065272 -7.3114686, -39.3060806 -7.311023)",Rua Pinto Madeira,,,
202622003,False,,residential,False,228.142,"LINESTRING (-39.3074869 -7.3117071, -39.3062308 -7.3128906, -39.3060793 -7.3131247, -39.3060605 -7.3131766)",Rua Tristão Gonçalves,,,
202622003,False,,residential,True,140.182,"LINESTRING (-39.3074869 -7.3117071, -39.3076082 -7.3115557, -39.3076625 -7.3114187, -39.3076524 -7.3108594, -39.3076658 -7.3106758, -39.3076822 -7.3106064, -39.307702 -7.3105029)",Rua Tristão Gonçalves,,,
449019964,False,,residential,True,10.095,"LINESTRING (-39.3028924 -7.3117286, -39.3029825 -7.3117446)",,,,
762884792,True,CE-060,primary,False,72.535,"LINESTRING (-39.3028924 -7.3117286, -39.3030261 -7.3110899)",Avenida Coronel João Coelho,,,
202621939,False,,residential,False,53.739,"LINESTRING (-39.3053717 -7.311702, -39.3057098 -7.311354)",Rua Padre Erfo Roters,,,
202621797,False,,residential,True,113.52300000000001,"LINESTRING (-39.3053717 -7.311702, -39.3049689 -7.311313, -39.3047878 -7.3112105, -39.3045384 -7.3111427)",Rua da Saudade,,,
202621939,False,,residential,True,64.086,"LINESTRING (-39.3053717 -7.311702, -39.305276 -7.311861, -39.3051687 -7.3122374)",Rua Padre Erfo Roters,,,
449019930,False,,residential,False,84.803,"LINESTRING (-39.2995287 -7.3118739, -39.3002799 -7.3120366)",Rua Major Sampaio,,,
681306068,False,,residential,False,122.555,"LINESTRING (-39.2995287 -7.3118739, -39.300415 -7.3112091)",Rua dos Cariris,,,
681306068,False,,residential,True,13.314,"LINESTRING (-39.2995287 -7.3118739, -39.2994268 -7.3119381)",Rua dos Cariris,,,
202622005,False,,residential,False,62.95,"LINESTRING (-39.3035389 -7.3118708, -39.3029825 -7.3117446)",Rua Sete de Setembro,,,
202622005,False,,residential,True,11.602,"LINESTRING (-39.3035389 -7.3118708, -39.3036413 -7.3118947)",Rua Sete de Setembro,,,
202621969,False,,residential,False,147.139,"LINESTRING (-39.3036413 -7.3118947, -39.3039012 -7.3105968)",Rua do Video,,,
202622005,False,,residential,False,11.602,"LINESTRING (-39.3036413 -7.3118947, -39.3035389 -7.3118708)",Rua Sete de Setembro,,,
202622005,False,,residential,True,16.194,"LINESTRING (-39.3036413 -7.3118947, -39.3037841 -7.3119286)",Rua Sete de Setembro,,,
681306068,False,,residential,False,13.314,"LINESTRING (-39.2994268 -7.3119381, -39.2995287 -7.3118739)",Rua dos Cariris,,,
202621646,True,,tertiary,False,132.852,"LINESTRING (-39.2994268 -7.3119381, -39.2999028 -7.3125327, -39.3000316 -7.3127436, -39.3000929 -7.3129225)",Avenida General Costa Cavalcante,60,,
202621843,False,,residential,True,16.908,"LINESTRING (-39.2994268 -7.3119381, -39.2993831 -7.3119726, -39.2993067 -7.3120326)",Rua dos Cariris,,yes,
202621803,True,,residential,False,46.534,"LINESTRING (-39.3037841 -7.3119286, -39.3037166 -7.3123417)",Rua Oito,,,
202622005,False,,residential,False,16.194,"LINESTRING (-39.3037841 -7.3119286, -39.3036413 -7.3118947)",Rua Sete de Setembro,,,
202622005,False,,residential,True,63.717,"LINESTRING (-39.3037841 -7.3119286, -39.3043474 -7.3120558)",Rua Sete de Setembro,,,
202621843,False,,residential,False,16.908,"LINESTRING (-39.2993067 -7.3120326, -39.2993831 -7.3119726, -39.2994268 -7.3119381)",Rua dos Cariris,,yes,
202621668,False,,residential,True,95.469,"LINESTRING (-39.3002799 -7.3120366, -39.3001047 -7.3128774)",Avenida Presidente Médici,,,
449019930,False,,residential,False,71.031,"LINESTRING (-39.3002799 -7.3120366, -39.3009075 -7.31218)",Rua Major Sampaio,,,
449019930,False,,residential,True,84.803,"LINESTRING (-39.3002799 -7.3120366, -39.2995287 -7.3118739)",Rua Major Sampaio,,,
202621668,False,,residential,False,92.762,"LINESTRING (-39.3002799 -7.3120366, -39.3004569 -7.3113237, -39.3004781 -7.3112259)",Avenida Presidente Médici,,,
202622005,False,,residential,False,63.717,"LINESTRING (-39.3043474 -7.3120558, -39.3037841 -7.3119286)",Rua Sete de Setembro,,,
202622005,False,,residential,True,92.805,"LINESTRING (-39.3043474 -7.3120558, -39.3051687 -7.3122374)",Rua Sete de Setembro,,,
449019926,True,,residential,False,44.421,"LINESTRING (-39.3043474 -7.3120558, -39.3042579 -7.3124453)",Rua Divino Salvador,,,
202622005,False,,residential,False,92.805,"LINESTRING (-39.3051687 -7.3122374, -39.3043474 -7.3120558)",Rua Sete de Setembro,,,
202622005,False,,residential,True,30.655,"LINESTRING (-39.3051687 -7.3122374, -39.3054416 -7.3122897)",Rua Sete de Setembro,,,
202621939,False,,residential,False,64.086,"LINESTRING (-39.3051687 -7.3122374, -39.305276 -7.311861, -39.3053717 -7.311702)",Rua Padre Erfo Roters,,,
202622005,False,,residential,False,30.655,"LINESTRING (-39.3054416 -7.3122897, -39.3051687 -7.3122374)",Rua Sete de Setembro,,,
449019930,False,,residential,True,131.134,"LINESTRING (-39.3027226 -7.3125201, -39.3015533 -7.3123064)",Rua Major Sampaio,,,
449019943,False,,tertiary,False,9.977,"LINESTRING (-39.3027226 -7.3125201, -39.3028103 -7.3125421)",,,,
762884792,True,CE-060,primary,False,89.981,"LINESTRING (-39.3027226 -7.3125201, -39.3028924 -7.3117286)",Avenida Coronel João Coelho,,,
449019928,False,,tertiary,False,61.535,"LINESTRING (-39.3028103 -7.3125421, -39.3033569 -7.3126531)",Rua Major Sampaio,,,
449019943,False,,tertiary,True,9.977,"LINESTRING (-39.3028103 -7.3125421, -39.3027226 -7.3125201)",,,,
762884791,True,CE-060,primary,False,101.448,"LINESTRING (-39.3028103 -7.3125421, -39.3026162 -7.3134339)",Avenida Coronel João Coelho,,,
202621756,True,,residential,False,89.274,"LINESTRING (-39.3033569 -7.3126531, -39.3035389 -7.3118708)",Rua Nove,,,
449019928,False,,tertiary,False,10.456,"LINESTRING (-39.3033569 -7.3126531, -39.3034494 -7.3126737)",Rua Major Sampaio,,,
449019928,False,,tertiary,True,61.535,"LINESTRING (-39.3033569 -7.3126531, -39.3028103 -7.3125421)",Rua Major Sampaio,,,
449019928,False,,tertiary,True,10.456,"LINESTRING (-39.3034494 -7.3126737, -39.3033569 -7.3126531)",Rua Major Sampaio,,,
769203367,False,,tertiary,False,6.594,"LINESTRING (-39.3034494 -7.3126737, -39.3035068 -7.3126903)",Rua Major Sampaio,,,
202621898,True,,tertiary,False,100.842,"LINESTRING (-39.3035068 -7.3126903, -39.3033246 -7.313579)",Rua Zuca Sampaio,,,
449019929,False,,residential,False,14.044,"LINESTRING (-39.3035068 -7.3126903, -39.3036324 -7.3127111)",Rua Major Sampaio,,,
769203367,False,,tertiary,True,6.594,"LINESTRING (-39.3035068 -7.3126903, -39.3034494 -7.3126737)",Rua Major Sampaio,,,
449019929,False,,residential,False,60.062,"LINESTRING (-39.3036324 -7.3127111, -39.3041655 -7.3128214)",Rua Major Sampaio,,,
449019929,False,,residential,True,14.044,"LINESTRING (-39.3036324 -7.3127111, -39.3035068 -7.3126903)",Rua Major Sampaio,,,
202621631,False,,residential,False,111.171,"LINESTRING (-39.3041655 -7.3128214, -39.3051566 -7.3130036)",Rua Major Sampaio,,,
449019927,False,,residential,False,103.782,"LINESTRING (-39.3041655 -7.3128214, -39.3039499 -7.3137299)",Rua Divino Salvador,,,
449019929,False,,residential,True,60.062,"LINESTRING (-39.3041655 -7.3128214, -39.3036324 -7.3127111)",Rua Major Sampaio,,,
202621646,True,,tertiary,False,71.461,"LINESTRING (-39.3000929 -7.3129225, -39.3002616 -7.313543)",Avenida General Costa Cavalcante,60,,
202621668,False,,residential,False,5.181,"LINESTRING (-39.3000929 -7.3129225, -39.3001047 -7.3128774)",Avenida Presidente Médici,,,
202621853,False,,residential,True,32.741,"LINESTRING (-39.3000929 -7.3129225, -39.3000195 -7.3132078)",,,yes,
202621787,False,,residential,False,98.597,"LINESTRING (-39.3006331 -7.3130239, -39.3009075 -7.31218)",Travessa Maria Angélica Sampaio Cardoso,,,
202621918,False,,residential,True,80.916,"LINESTRING (-39.3006331 -7.3130239, -39.3013473 -7.3131904)",Rua Coronel João da Cruz,,,
202621918,False,,residential,False,60.554,"LINESTRING (-39.3006331 -7.3130239, -39.3004694 -7.3129882, -39.3001047 -7.3128774)",Rua Coronel João da Cruz,,,
202621631,False,,residential,False,101.531,"LINESTRING (-39.3051566 -7.3130036, -39.3060605 -7.3131766)",Rua Major Sampaio,,,
202621631,False,,residential,True,111.171,"LINESTRING (-39.3051566 -7.3130036, -39.3041655 -7.3128214)",Rua Major Sampaio,,,
202621958,False,,residential,False,109.576,"LINESTRING (-39.3051566 -7.3130036, -39.3049323 -7.3139636)",Rua Padre Jatahy,,,
202621846,False,,residential,False,8.335,"LINESTRING (-39.3000195 -7.3132078, -39.2999941 -7.3132784)",Rua Antônio Miranda Sampaio,,,
202621853,False,,residential,False,32.741,"LINESTRING (-39.3000195 -7.3132078, -39.3000929 -7.3129225)",,,yes,
202621642,True,,tertiary,False,154.41,"LINESTRING (-39.3000195 -7.3132078, -39.2999089 -7.312852, -39.299819 -7.3126844, -39.2993067 -7.3120326)",Avenida General Costa Cavalcante,,,
