osmid,oneway,highway,reversed,length,geometry,name,lanes,ref,maxspeed,junction
455695284,True,secondary,False,30.843000000000004,"LINESTRING (-38.502112 -4.2991976, -38.5019752 -4.2992913, -38.5019296 -4.2993254, -38.5018881 -4.2993617)",,,,,
381865528,False,residential,False,5.607,"LINESTRING (-38.4975463 -4.3017059, -38.4975967 -4.30171)",Rua Luís Félix Pereira,,,,
381865528,False,residential,True,68.828,"LINESTRING (-38.4975463 -4.3017059, -38.4969258 -4.3016888)",Rua Luís Félix Pereira,,,,
153714050,True,secondary,False,79.212,"LINESTRING (-38.4975463 -4.3017059, -38.4975616 -4.301636, -38.4975763 -4.3015694, -38.4976138 -4.3014304, -38.4976575 -4.3012905, -38.4977163 -4.3011523, -38.4977726 -4.3010328)",Avenida Raimundo Simplicio de Carvalho,2,,,
831922436,False,trunk,False,25.478,"LINESTRING (-38.5016527 -4.2990042, -38.5017186 -4.2992237)",Rodovia Santos Dumont,2,BR-116,80,
617691528,False,trunk,True,117.74,"LINESTRING (-38.5016527 -4.2990042, -38.5016203 -4.2988652, -38.501412 -4.2979729)",Rodovia Santos Dumont,2,BR-116,80,
"[822419345, 455695283]",True,trunk_link,False,31.266,"LINESTRING (-38.5016527 -4.2990042, -38.5017462 -4.2991205, -38.5018235 -4.2992278)",,,,,
161960363,True,tertiary,False,34.944,"LINESTRING (-38.5015186 -4.2996544, -38.5016236 -4.2993581)",Rua Antônio Saraiva,,,,
161960368,False,tertiary,True,39.316,"LINESTRING (-38.5015186 -4.2996544, -38.5012584 -4.2998946)",Rua Antônio Saraiva,,,,
617691484,True,secondary,False,5.652,"LINESTRING (-38.4981658 -4.3001638, -38.4981857 -4.300117)",Avenida Raimundo Simplicio de Carvalho,2,,,
822430594,True,residential,False,57.371,"LINESTRING (-38.4981658 -4.3001638, -38.4981096 -4.300155, -38.4976589 -4.3002493)",Rua Antônio Saraiva,,,,
161960368,False,tertiary,False,78.878,"LINESTRING (-38.5006374 -4.300214, -38.5007038 -4.300206, -38.5007923 -4.3001866, -38.5008916 -4.3001458, -38.5010169 -4.3000789, -38.501145 -4.299988, -38.5012309 -4.2999191, -38.5012584 -4.2998946)",Rua Antônio Saraiva,,,,
161960368,False,tertiary,True,30.969,"LINESTRING (-38.5006374 -4.300214, -38.5004932 -4.3002247, -38.5003585 -4.300224)",Rua Antônio Saraiva,,,,
483500049,False,residential,True,67.24799999999999,"LINESTRING (-38.5006374 -4.300214, -38.500736 -4.300367, -38.500979 -4.3007136)",,,,,
161960368,False,tertiary,False,52.581,"LINESTRING (-38.4993426 -4.300208, -38.4998167 -4.300218)",Rua Antônio Saraiva,,,,
161960368,False,tertiary,True,13.018,"LINESTRING (-38.4993426 -4.300208, -38.4992252 -4.300208)",Rua Antônio Saraiva,,,,
