osmid,oneway,name,highway,reversed,length,junction,geometry,maxspeed
171823909,True,Rua Porto Alegre,tertiary,False,107.202,,"LINESTRING (-53.0581948 -26.0759338, -53.0571629 -26.0756685)",
215137581,False,Rua Palmas,secondary,False,96.623,,"LINESTRING (-53.0495143 -26.0801262, -53.0501716 -26.0807638)",
388307980,True,,secondary,False,10.832,roundabout,"LINESTRING (-53.0495143 -26.0801262, -53.0494901 -26.0801371, -53.0494631 -26.08014, -53.0494368 -26.0801344, -53.0494141 -26.080121)",
221290154,False,Rua Maranhão,residential,True,120.534,,"LINESTRING (-53.050081 -26.0756091, -53.0510982 -26.0750258)",
227783137,False,Rua Maranhão,residential,True,187.101,,"LINESTRING (-53.050081 -26.0756091, -53.0487084 -26.0767542)",
443660637,True,Rua Tenente Camargo,tertiary,False,103.925,,"LINESTRING (-53.050081 -26.0756091, -53.0508059 -26.0762796)",
282926406,False,Avenida Luiz Antonio Faedo,secondary,False,99.098,,"LINESTRING (-53.053509 -26.0749224, -53.0528512 -26.0755896)",
215137580,False,Rua Palmas,tertiary,False,48.462,,"LINESTRING (-53.0490643 -26.079685, -53.0487356 -26.0793644)",
282926406,False,Avenida Luiz Antonio Faedo,secondary,True,197.76,,"LINESTRING (-53.0490643 -26.079685, -53.0503339 -26.0783202)",
946644056,False,Rua Palmas,secondary,True,51.589,,"LINESTRING (-53.0490643 -26.079685, -53.049397 -26.0800399)",
1253205571,True,,tertiary,False,8.178,,"LINESTRING (-53.0551632 -26.0752705, -53.0552013 -26.0752054)",
1253463641,True,Rua Antonina,residential,False,106.092,,"LINESTRING (-53.0551632 -26.0752705, -53.0558833 -26.0759719)",
227383160,True,Travessa Frey Deodato,tertiary,False,103.412,,"LINESTRING (-53.0530053 -26.0798177, -53.0522999 -26.0791369)",
227383161,True,Rua São Paulo,residential,False,83.736,,"LINESTRING (-53.0530053 -26.0798177, -53.0523939 -26.080333)",
171823909,True,Rua Porto Alegre,tertiary,False,104.606,,"LINESTRING (-53.0571629 -26.0756685, -53.056152 -26.0754225)",
227383161,True,Rua São Paulo,residential,False,135.154,,"LINESTRING (-53.0571629 -26.0756685, -53.0570614 -26.0760932, -53.0569248 -26.0765407, -53.0568348 -26.076665, -53.0567016 -26.0767841)",
202568786,False,Rua Antonina,residential,True,107.414,,"LINESTRING (-53.0567016 -26.0767841, -53.0559766 -26.0760706)",
202568786,False,Rua Antonina,residential,False,106.868,,"LINESTRING (-53.0567016 -26.0767841, -53.0570564 -26.0771338, -53.0574224 -26.0774944)",
227383161,True,Rua São Paulo,residential,False,194.19299999999998,,"LINESTRING (-53.0567016 -26.0767841, -53.0555698 -26.0777146, -53.055267 -26.0779629)",
221290152,False,Rua Ponta Grossa,residential,False,103.502,,"LINESTRING (-53.055267 -26.0779629, -53.0545657 -26.0772776)",
221290152,False,Rua Ponta Grossa,residential,True,107.333,,"LINESTRING (-53.055267 -26.0779629, -53.0560072 -26.0786627)",
227383161,True,Rua São Paulo,residential,False,195.565,,"LINESTRING (-53.055267 -26.0779629, -53.0544852 -26.0786063, -53.0538036 -26.0791311)",
227383161,True,Rua São Paulo,residential,False,110.388,,"LINESTRING (-53.0538036 -26.0791311, -53.0530053 -26.0798177)",
227383164,True,Rua Tenente Camargo,tertiary,False,110.774,,"LINESTRING (-53.0538036 -26.0791311, -53.0545581 -26.0798613)",
227383161,True,Rua São Paulo,residential,False,193.532,,"LINESTRING (-53.0509749 -26.081534, -53.0495761 -26.0827385)",
384370180,False,Rua Palmas,tertiary,False,108.623,,"LINESTRING (-53.0509749 -26.081534, -53.0517125 -26.0822519)",
384370180,False,Rua Palmas,tertiary,True,102.167,,"LINESTRING (-53.0509749 -26.081534, -53.0502811 -26.0808588)",
384370177,False,Rua Uniao da Vitoria,residential,False,106.808,,"LINESTRING (-53.0495761 -26.0827385, -53.050317 -26.0834312)",
384370177,False,Rua Uniao da Vitoria,residential,True,103.427,,"LINESTRING (-53.0495761 -26.0827385, -53.048865 -26.0820623)",
227383162,True,Rua Tenente Camargo,tertiary,False,106.872,,"LINESTRING (-53.0515623 -26.0769807, -53.0523013 -26.0776758)",
282926406,False,Avenida Luiz Antonio Faedo,secondary,False,112.949,,"LINESTRING (-53.0515623 -26.0769807, -53.0508348 -26.0777584)",
282926406,False,Avenida Luiz Antonio Faedo,secondary,True,201.243,,"LINESTRING (-53.0515623 -26.0769807, -53.0528512 -26.0755896)",
202568786,False,Rua Antonina,residential,False,14.397,,"LINESTRING (-53.0558833 -26.0759719, -53.0559766 -26.0760706)",
384176783,True,Avenida Julio Assis Cavalheiro,tertiary,False,65.479,,"LINESTRING (-53.0558833 -26.0759719, -53.0559754 -26.0756659, -53.056045 -26.0754013)",
221290152,False,Rua Ponta Grossa,residential,True,103.502,,"LINESTRING (-53.0545657 -26.0772776, -53.055267 -26.0779629)",
384176789,True,,tertiary,False,7.083,roundabout,"LINESTRING (-53.0545657 -26.0772776, -53.0545466 -26.0772901, -53.0545243 -26.0772972, -53.0545007 -26.0772982)",
388306686,True,Avenida Julio Assis Cavalheiro,tertiary,False,12.513,,"LINESTRING (-53.0522999 -26.0791369, -53.0522074 -26.0792128)",
227383160,True,Travessa Frey Deodato,tertiary,False,13.280999999999999,,"LINESTRING (-53.0522999 -26.0791369, -53.0522498 -26.0790878, -53.05221 -26.0790489)",
227783140,False,Rua Bahia,residential,True,93.604,,"LINESTRING (-53.0493656 -26.0749498, -53.0486956 -26.0755384)",
443660637,True,Rua Tenente Camargo,tertiary,False,102.371,,"LINESTRING (-53.0493656 -26.0749498, -53.050081 -26.0756091)",
283467137,True,Rua Curitiba,tertiary,False,110.314,,"LINESTRING (-53.0494621 -26.0774794, -53.0487084 -26.0767542)",
443660653,False,Rua Pernambuco,residential,False,102.311,,"LINESTRING (-53.0494621 -26.0774794, -53.0487128 -26.0781068)",
227783147,True,Rua Pernambuco,residential,False,204.83,,"LINESTRING (-53.0525343 -26.0752881, -53.0508059 -26.0762796)",
384176786,False,Rua Ponta Grossa,residential,False,46.106,,"LINESTRING (-53.0525343 -26.0752881, -53.0528512 -26.0755896)",
384176786,False,Rua Ponta Grossa,residential,True,34.221,,"LINESTRING (-53.0525343 -26.0752881, -53.0523168 -26.0750503)",
227783147,True,Rua Pernambuco,residential,False,189.24,,"LINESTRING (-53.0508059 -26.0762796, -53.0494621 -26.0774794)",
443660637,True,Rua Tenente Camargo,tertiary,False,108.558,,"LINESTRING (-53.0508059 -26.0762796, -53.0515623 -26.0769807)",
227383158,True,Rua Antônio de Paiva Cantelmo,tertiary,False,21.847,,"LINESTRING (-53.0514813 -26.0783782, -53.0516396 -26.0782426)",
227783148,True,Travessa Frey Deodato,residential,False,94.44,,"LINESTRING (-53.0514813 -26.0783782, -53.0508348 -26.0777584)",
388307979,False,Rua Antônio de Paiva Cantelmo,tertiary,True,79.988,,"LINESTRING (-53.0514813 -26.0783782, -53.0513853 -26.0784864, -53.0509239 -26.0788936)",
282926406,False,Avenida Luiz Antonio Faedo,secondary,False,80.032,,"LINESTRING (-53.0508348 -26.0777584, -53.0503339 -26.0783202)",
282926406,False,Avenida Luiz Antonio Faedo,secondary,True,112.949,,"LINESTRING (-53.0508348 -26.0777584, -53.0515623 -26.0769807)",
202568786,False,Rua Antonina,residential,False,109.003,,"LINESTRING (-53.0574224 -26.0774944, -53.0581576 -26.0782189)",
202568786,False,Rua Antonina,residential,True,106.868,,"LINESTRING (-53.0574224 -26.0774944, -53.0570564 -26.0771338, -53.0567016 -26.0767841)",
549647395,True,Rua Vereador Romeu Lauro Werlang,residential,False,195.67600000000002,,"LINESTRING (-53.0574224 -26.0774944, -53.0578333 -26.0771361, -53.0581948 -26.0759338)",
221290152,False,Rua Ponta Grossa,residential,False,107.333,,"LINESTRING (-53.0560072 -26.0786627, -53.055267 -26.0779629)",
221290152,False,Rua Ponta Grossa,residential,True,104.098,,"LINESTRING (-53.0560072 -26.0786627, -53.0566719 -26.0793838)",
549647395,True,Rua Vereador Romeu Lauro Werlang,residential,False,191.975,,"LINESTRING (-53.0560072 -26.0786627, -53.0574224 -26.0774944)",
227383164,True,Rua Tenente Camargo,tertiary,False,103.087,,"LINESTRING (-53.0545581 -26.0798613, -53.0552461 -26.0805524)",
549647395,True,Rua Vereador Romeu Lauro Werlang,residential,False,196.746,,"LINESTRING (-53.0545581 -26.0798613, -53.0560072 -26.0786627)",
283467137,True,Rua Curitiba,tertiary,False,107.367,,"LINESTRING (-53.053138 -26.0810299, -53.0523939 -26.080333)",
549647395,True,Rua Vereador Romeu Lauro Werlang,residential,False,192.356,,"LINESTRING (-53.053138 -26.0810299, -53.0545581 -26.0798613)",
384370180,False,Rua Palmas,tertiary,False,103.769,,"LINESTRING (-53.0517125 -26.0822519, -53.0524059 -26.0829469)",
384370180,False,Rua Palmas,tertiary,True,108.623,,"LINESTRING (-53.0517125 -26.0822519, -53.0509749 -26.081534)",
