osmid,oneway,name,highway,reversed,length,geometry,maxspeed
31608846,False,Avenida Santa Cruz,residential,False,194.589,"LINESTRING (-47.2803101 -20.6351477, -47.2812984 -20.6366333)",
66758452,False,Avenida Santa Cruz,tertiary,True,94.132,"LINESTRING (-47.2803101 -20.6351477, -47.2796777 -20.6345424)",
66758450,False,Rua Franca,tertiary,True,41.576,"LINESTRING (-47.2803101 -20.6351477, -47.2805509 -20.6350359, -47.2806656 -20.6349772)",
31608846,False,Avenida Santa Cruz,residential,True,36.088,"LINESTRING (-47.2815028 -20.6382855, -47.2816885 -20.6380114)",
66758460,False,Rua Expedicionário Sapucaienses,residential,False,56.079,"LINESTRING (-47.2815028 -20.6382855, -47.2811844 -20.6386924)",
67057476,False,Rua Voluntários Paulistas,residential,True,39.463,"LINESTRING (-47.2815028 -20.6382855, -47.2818467 -20.6384351)",
300875890,False,Travessa José Coelho de Freitas,residential,True,84.308,"LINESTRING (-47.2798456 -20.6394014, -47.2802673 -20.6400488)",
66758460,False,Rua Expedicionário Sapucaienses,residential,False,197.582,"LINESTRING (-47.2798456 -20.6394014, -47.2797773 -20.6395243, -47.2792849 -20.6399531, -47.2792152 -20.6400448, -47.2791561 -20.6401463, -47.2788143 -20.6407508, -47.2787828 -20.6408431)",
66758460,False,Rua Expedicionário Sapucaienses,residential,True,86.173,"LINESTRING (-47.2798456 -20.6394014, -47.2802278 -20.6392175, -47.2805757 -20.6390359)",
66758459,False,Avenida Carlos Gomes,residential,False,61.727,"LINESTRING (-47.2787061 -20.640901, -47.2781937 -20.6411807)",
66758459,False,Avenida Carlos Gomes,residential,True,10.254,"LINESTRING (-47.2787061 -20.640901, -47.2787828 -20.6408431)",
300875894,False,Rua Dez de Março,residential,False,100.536,"LINESTRING (-47.2787061 -20.640901, -47.2795499 -20.6413414)",
300875893,False,Rua Dez de Março,residential,False,83.735,"LINESTRING (-47.2787061 -20.640901, -47.2786389 -20.6408582, -47.2779958 -20.6405482)",
66758459,False,Avenida Carlos Gomes,residential,False,98.955,"LINESTRING (-47.2813238 -20.6394175, -47.2805285 -20.6399054)",
292667637,True,Rua Pio Avelino,residential,False,88.72,"LINESTRING (-47.2813238 -20.6394175, -47.2809582 -20.6401383)",30
300875887,False,Rua Major Álvaro,residential,False,69.582,"LINESTRING (-47.2813238 -20.6394175, -47.2819196 -20.6397016)",
300875887,False,Rua Major Álvaro,residential,True,88.659,"LINESTRING (-47.2813238 -20.6394175, -47.2805757 -20.6390359)",
997224347,True,Avenida Major Alvarenga,secondary,False,65.761,"LINESTRING (-47.2840541 -20.63564, -47.2842662 -20.6361971)",
920687249,False,Avenida Major Alvarenga,secondary,False,137.951,"LINESTRING (-47.2840541 -20.63564, -47.2839584 -20.6352573, -47.2838674 -20.6348576, -47.2837454 -20.6344338)",
66758446,False,Rua Rio de Janeiro,residential,False,35.326,"LINESTRING (-47.276471 -20.642122, -47.2762972 -20.6423949)",
66758459,False,Avenida Carlos Gomes,residential,False,119.033,"LINESTRING (-47.276471 -20.642122, -47.2754795 -20.6426559)",
66758459,False,Avenida Carlos Gomes,residential,True,106.414,"LINESTRING (-47.276471 -20.642122, -47.277358 -20.6416457)",
66758450,False,Rua Franca,tertiary,False,89.12100000000001,"LINESTRING (-47.2836212 -20.6338928, -47.283534 -20.633946, -47.2834504 -20.6339891, -47.2832599 -20.6340594, -47.2828286 -20.6341863)",
920687249,False,Avenida Major Alvarenga,secondary,True,61.556,"LINESTRING (-47.2836212 -20.6338928, -47.2836668 -20.6340556, -47.2837454 -20.6344338)",
66758442,False,Rua Lourival Faleiros,residential,False,130.144,"LINESTRING (-47.2789039 -20.6423436, -47.2795499 -20.6413414)",
300875907,False,Rua Tenente Joaquim Cândido,residential,False,82.411,"LINESTRING (-47.2789039 -20.6423436, -47.279609 -20.6426811)",
300875907,False,Rua Tenente Joaquim Cândido,residential,True,96.353,"LINESTRING (-47.2789039 -20.6423436, -47.2780699 -20.6419671)",
31608846,False,Avenida Santa Cruz,residential,False,77.763,"LINESTRING (-47.2816539 -20.6373159, -47.2816985 -20.6376042, -47.2817071 -20.6377779, -47.2816885 -20.6380114)",
31608846,False,Avenida Santa Cruz,residential,True,78.566,"LINESTRING (-47.2816539 -20.6373159, -47.2814287 -20.636857, -47.2813429 -20.6366721)",
535320630,False,Rua Capitão João Novato,residential,True,96.655,"LINESTRING (-47.2816539 -20.6373159, -47.2823949 -20.6369561, -47.2824819 -20.6369227)",
66758462,True,Rua Cônego Peregrino,secondary,False,61.144,"LINESTRING (-47.2826856 -20.6394358, -47.2824234 -20.6399279)",
67057478,False,Rua Coronel José Cândido,residential,False,84.703,"LINESTRING (-47.2826856 -20.6394358, -47.2834225 -20.6397594)",
67057478,False,Rua Coronel José Cândido,residential,True,57.42,"LINESTRING (-47.2826856 -20.6394358, -47.2821895 -20.6392097)",
997224346,False,Rua Coronel Antono Jacinto,secondary,False,111.001,"LINESTRING (-47.283169 -20.6374007, -47.2836226 -20.6364972)",
66758462,True,Rua Cônego Peregrino,secondary,False,179.298,"LINESTRING (-47.283169 -20.6374007, -47.2832083 -20.638308, -47.283213 -20.6384453, -47.2831629 -20.6385347, -47.282937 -20.6389501)",
66758444,True,Rua Coronel Antono Jacinto,secondary,False,62.734,"LINESTRING (-47.2821895 -20.6392097, -47.282457 -20.6387041)",
67057478,False,Rua Coronel José Cândido,residential,False,57.42,"LINESTRING (-47.2821895 -20.6392097, -47.2826856 -20.6394358)",
67057478,False,Rua Coronel José Cândido,residential,True,70.951,"LINESTRING (-47.2821895 -20.6392097, -47.2815879 -20.6389094)",
66758462,True,Rua Cônego Peregrino,secondary,False,60.01,"LINESTRING (-47.282937 -20.6389501, -47.2826856 -20.6394358)",
67057476,False,Rua Voluntários Paulistas,residential,False,56.948,"LINESTRING (-47.282937 -20.6389501, -47.282457 -20.6387041)",
67057476,False,Rua Voluntários Paulistas,residential,True,85.505,"LINESTRING (-47.282937 -20.6389501, -47.2836804 -20.6392777)",
66758444,True,Rua Coronel Antono Jacinto,secondary,False,162.771,"LINESTRING (-47.282457 -20.6387041, -47.283169 -20.6374007)",
67057476,False,Rua Voluntários Paulistas,residential,False,70.199,"LINESTRING (-47.282457 -20.6387041, -47.2818467 -20.6384351)",
67057476,False,Rua Voluntários Paulistas,residential,True,56.948,"LINESTRING (-47.282457 -20.6387041, -47.282937 -20.6389501)",
258223667,False,Rua Prudente de Moraes,residential,True,102.452,"LINESTRING (-47.2757656 -20.6417801, -47.2753204 -20.6426019)",
731232633,False,Rua Quintino Bocaiuva,residential,True,205.967,"LINESTRING (-47.2757656 -20.6417801, -47.2776618 -20.6412488)",
292667634,False,Rua Álvaro Morgan de Aguiar,residential,False,62.361,"LINESTRING (-47.2768385 -20.6426356, -47.2762972 -20.6423949)",
300875904,False,Rua Minas Gerais,residential,True,122.935,"LINESTRING (-47.2768385 -20.6426356, -47.2774256 -20.6416762)",
300875907,False,Rua Tenente Joaquim Cândido,residential,True,82.411,"LINESTRING (-47.279609 -20.6426811, -47.2789039 -20.6423436)",
292667639,True,Travessa Alferes Balduino de Andrade,secondary,False,54.513,"LINESTRING (-47.2842662 -20.6361971, -47.2837937 -20.6364088)",
997224345,True,Rua Coronel Antono Jacinto,secondary,False,17.477,"LINESTRING (-47.2836226 -20.6364972, -47.2836966 -20.6363561)",
997224346,False,Rua Coronel Antono Jacinto,secondary,True,111.001,"LINESTRING (-47.2836226 -20.6364972, -47.283169 -20.6374007)",
66758450,False,Rua Franca,tertiary,True,106.907,"LINESTRING (-47.281871 -20.6345345, -47.2828286 -20.6341863)",
730906199,False,Rua Altinópolis,residential,False,93.892,"LINESTRING (-47.281871 -20.6345345, -47.2820608 -20.63536)",
66758450,False,Rua Franca,tertiary,False,111.745,"LINESTRING (-47.281871 -20.6345345, -47.2811477 -20.6348012, -47.2808748 -20.6349095)",
66758450,False,Rua Franca,tertiary,False,106.907,"LINESTRING (-47.2828286 -20.6341863, -47.281871 -20.6345345)",
292667737,False,Rua Batatais,residential,True,71.621,"LINESTRING (-47.2828286 -20.6341863, -47.2830499 -20.6347962)",
