osmid,name,highway,oneway,reversed,length,geometry,junction,bridge,maxspeed,lanes,ref
455365027,Rua Engenheiro Pedro Pereira Rio Branco,tertiary,False,False,40.917,"LINESTRING (-45.3075771 -23.2264779, -45.3079294 -23.226303)",,,,,
455365026,Rua Coronel Domingues de Castro,tertiary,False,False,78.317,"LINESTRING (-45.3075771 -23.2264779, -45.3074467 -23.2262164, -45.3074247 -23.2261501, -45.307416 -23.2260921, -45.3074122 -23.2260366, -45.3074142 -23.2258034)",,,,,
455365027,Rua Engenheiro Pedro Pereira Rio Branco,tertiary,False,True,40.917,"LINESTRING (-45.3079294 -23.226303, -45.3075771 -23.2264779)",,,,,
47995022,Avenida Nelson Ferreira Pinto,residential,False,False,118.365,"LINESTRING (-45.3128843 -23.2235135, -45.3120984 -23.2242955)",,,,,
263988619,,secondary,True,False,8.73,"LINESTRING (-45.3128843 -23.2235135, -45.3128866 -23.223473, -45.3128948 -23.2234358)",roundabout,,,,
47995016,Rua Monsenhor Ignácio Gióia,tertiary,True,False,114.591,"LINESTRING (-45.3105125 -23.223484, -45.3100471 -23.2225464)",,,,,
1125565185,Rua Monsenhor Ignácio Giolia,tertiary,True,False,84.774,"LINESTRING (-45.3105125 -23.223484, -45.3108616 -23.2241756)",,,,,
455131995,Rua Barão do Paraitinga,tertiary,True,False,97.285,"LINESTRING (-45.3112718 -23.2221279, -45.3117073 -23.2229059)",,,,,
"[455365017, 263988678]","['Praça Doutor Oswaldo Cruz', 'Rua 31 de Março']",residential,True,False,70.80799999999999,"LINESTRING (-45.3112718 -23.2221279, -45.3109939 -23.2222526, -45.3107851 -23.222344, -45.3107708 -23.2223488, -45.310756 -23.2223493, -45.3107413 -23.2223452, -45.3106864 -23.2222608)",,,,,
263988682,Avenida Celestino Campos Coelho,tertiary,False,False,19.677,"LINESTRING (-45.3109527 -23.2215201, -45.3109949 -23.2216096, -45.3110323 -23.2216812)",,,,,
"[455132003, 919089636, 919089635]",Rua dos Presottos,tertiary,False,False,365.9040000000001,"LINESTRING (-45.3109527 -23.2215201, -45.3109963 -23.221505, -45.3111536 -23.2214594, -45.3112432 -23.2214323, -45.31167 -23.2213782, -45.3117344 -23.2213806, -45.311802 -23.2214022, -45.3118597 -23.2214311, -45.3118931 -23.2214698, -45.3119193 -23.2215091, -45.3119343 -23.2215531, -45.3119378 -23.2216023, -45.3119127 -23.2222353, -45.3119236 -23.2223678, -45.3119597 -23.2225525, -45.3119695 -23.2227131, -45.3119679 -23.2227676, -45.3119591 -23.2228137, -45.3119528 -23.222896, -45.3119301 -23.2231309, -45.3119062 -23.2233043, -45.3118417 -23.223496, -45.3117068 -23.2237991)",,,,,
"[455131996, 455131997, 1087567150]",Avenida Celestino Campos Coelho,tertiary,False,True,67.304,"LINESTRING (-45.3109527 -23.2215201, -45.3109206 -23.2214531, -45.31069 -23.2210102, -45.310672 -23.2209726)",,yes,,,
263988682,Avenida Celestino Campos Coelho,tertiary,False,True,19.677,"LINESTRING (-45.3110323 -23.2216812, -45.3109949 -23.2216096, -45.3109527 -23.2215201)",,,,,
455131995,Rua Barão do Paraitinga,tertiary,True,False,55.394000000000005,"LINESTRING (-45.3110323 -23.2216812, -45.3110467 -23.2217163, -45.3110597 -23.2217399, -45.3111478 -23.2219009, -45.3112374 -23.2220645, -45.3112649 -23.2221151, -45.3112718 -23.2221279)",,,,,
47995020,Via de Acesso João Roman,secondary,False,True,213.30299999999997,"LINESTRING (-45.3106874 -23.2199258, -45.3107286 -23.2199177, -45.3108466 -23.2198966, -45.31097 -23.2198917, -45.3110853 -23.2199176, -45.3113441 -23.2200593, -45.3117605 -23.2203539, -45.3118618 -23.2204321, -45.3119288 -23.2205147, -45.3121367 -23.2208543, -45.3122393 -23.2209987)",,,,,
1006006435,,secondary,True,False,11.579,"LINESTRING (-45.3106874 -23.2199258, -45.3106902 -23.2199405, -45.3106876 -23.2199553, -45.3106798 -23.2199684, -45.3106678 -23.2199784, -45.3106529 -23.2199843, -45.3106367 -23.2199854, -45.3106214 -23.2199816)",roundabout,,,,
456281540,Rua Monsenhor Ignácio Giolia,residential,True,False,43.112,"LINESTRING (-45.3099036 -23.2222554, -45.3097165 -23.2219079)",,,,,
47995017,Praça José Maria Domingos,tertiary,True,False,42.062,"LINESTRING (-45.3099036 -23.2222554, -45.3099385 -23.2222409, -45.3099893 -23.2222233, -45.3100657 -23.2221952, -45.3101477 -23.222146, -45.3101892 -23.2221189, -45.3102034 -23.2221058, -45.3102181 -23.2220845, -45.3102397 -23.2220532)",,,,,
455131999,Rua Coronel Domingues de Castro,residential,False,True,25.558,"LINESTRING (-45.3117073 -23.2229059, -45.3118561 -23.2228627, -45.3119429 -23.2228294)",,,,,
455132006,Rua Coronel Domingues de Castro,tertiary,True,False,137.983,"LINESTRING (-45.3117073 -23.2229059, -45.3111633 -23.2231651, -45.3105125 -23.223484)",,,,,
"[1093597249, 247134377]",Estrada São Luís,secondary,False,False,647.1719999999999,"LINESTRING (-45.3152281 -23.225202, -45.3138377 -23.2252165, -45.3136116 -23.2252258, -45.3134407 -23.2252454, -45.3133039 -23.2252805, -45.3131934 -23.2253165, -45.313082 -23.2253782, -45.3129766 -23.2254578, -45.3128984 -23.2255406, -45.3127888 -23.225707, -45.3126842 -23.2258703, -45.3125796 -23.2259968, -45.3124615 -23.2261023, -45.3123484 -23.2261859, -45.3121087 -23.2263429, -45.312005 -23.226403, -45.3119277 -23.2264272, -45.311852 -23.2264218, -45.3117891 -23.2264007, -45.3117424 -23.2263499, -45.3117186 -23.2263054, -45.3117084 -23.2262726, -45.311722 -23.2262007, -45.3117696 -23.2261124, -45.3118469 -23.2260226, -45.3124334 -23.2254493, -45.3125821 -23.2252969, -45.3128954 -23.2249712, -45.3130172 -23.2248212, -45.3130693 -23.224715)",,,30,,
258995808,Estrada São Luís,secondary,True,False,61.271,"LINESTRING (-45.3156472 -23.2255392, -45.3156117 -23.2254383, -45.3155836 -23.2253782, -45.3155428 -23.2253336, -45.3154493 -23.2252704, -45.3153642 -23.2252398, -45.3152281 -23.225202)",,,40,,
230710061,Rodovia Oswaldo Cruz,primary,True,False,91.3,"LINESTRING (-45.3153127 -23.2262958, -45.3154192 -23.2261063, -45.3154828 -23.2259929, -45.3155717 -23.2258094, -45.315604 -23.2257219, -45.3156472 -23.2255392)",,,40,2,SP-125;BR-383
230713084,Rua Coronel Manoel Bento,tertiary,True,False,95.979,"LINESTRING (-45.3117068 -23.2237991, -45.3108616 -23.2241756)",,,,,
"[455132003, 919089635, 919089636]",Rua dos Presottos,tertiary,False,True,365.90400000000005,"LINESTRING (-45.3117068 -23.2237991, -45.3118417 -23.223496, -45.3119062 -23.2233043, -45.3119301 -23.2231309, -45.3119528 -23.222896, -45.3119591 -23.2228137, -45.3119679 -23.2227676, -45.3119695 -23.2227131, -45.3119597 -23.2225525, -45.3119236 -23.2223678, -45.3119127 -23.2222353, -45.3119378 -23.2216023, -45.3119343 -23.2215531, -45.3119193 -23.2215091, -45.3118931 -23.2214698, -45.3118597 -23.2214311, -45.311802 -23.2214022, -45.3117344 -23.2213806, -45.31167 -23.2213782, -45.3112432 -23.2214323, -45.3111536 -23.2214594, -45.3109963 -23.221505, -45.3109527 -23.2215201)",,,,,
1087764867,Rua dos Presottos,tertiary,False,False,115.55,"LINESTRING (-45.3117068 -23.2237991, -45.3116451 -23.2239377, -45.3116014 -23.224026, -45.3115348 -23.2241284, -45.311277 -23.2245088, -45.3111372 -23.2246935)",,,,,
230713084,Rua Coronel Manoel Bento,tertiary,True,False,123.654,"LINESTRING (-45.3108616 -23.2241756, -45.3097983 -23.2247065)",,,,,
1125565186,Rua Monsenhor Ignácio Giolia,tertiary,True,False,64.105,"LINESTRING (-45.3108616 -23.2241756, -45.3111372 -23.2246935)",,,,,
455132002,Rua Benedito Pião Sobrinho,tertiary,False,False,133.471,"LINESTRING (-45.3111372 -23.2246935, -45.3108522 -23.2250347, -45.3106042 -23.2252847, -45.310309 -23.2256208)",,,,,
1087764867,Rua dos Presottos,tertiary,False,True,115.55,"LINESTRING (-45.3111372 -23.2246935, -45.311277 -23.2245088, -45.3115348 -23.2241284, -45.3116014 -23.224026, -45.3116451 -23.2239377, -45.3117068 -23.2237991)",,,,,
230713080,Rua Abraão Abdala,residential,False,True,114.277,"LINESTRING (-45.3097983 -23.2247065, -45.310309 -23.2256208)",,,,,
230713084,Rua Coronel Manoel Bento,tertiary,True,False,106.75,"LINESTRING (-45.3097983 -23.2247065, -45.3090032 -23.2250906, -45.3089564 -23.2251132, -45.3089147 -23.2251333, -45.3088736 -23.2251532)",,,,,
230713082,Rua Capitão Roberto Carlos,residential,False,False,81.172,"LINESTRING (-45.3088736 -23.2251532, -45.3092531 -23.2257945)",,,,,
230713082,Rua Capitão Roberto Carlos,residential,False,True,89.315,"LINESTRING (-45.3088736 -23.2251532, -45.3084459 -23.2244527)",,,,,
230713084,Rua Coronel Manoel Bento,tertiary,True,False,166.218,"LINESTRING (-45.3088736 -23.2251532, -45.307712 -23.2257142, -45.3075547 -23.2257745, -45.3074142 -23.2258034)",,,,,
230713080,Rua Abraão Abdala,residential,False,False,114.277,"LINESTRING (-45.310309 -23.2256208, -45.3097983 -23.2247065)",,,,,
455132002,Rua Benedito Pião Sobrinho,tertiary,False,True,133.471,"LINESTRING (-45.310309 -23.2256208, -45.3106042 -23.2252847, -45.3108522 -23.2250347, -45.3111372 -23.2246935)",,,,,
455132004,Rua Coronel Domingues de Castro,tertiary,True,False,14.985,"LINESTRING (-45.3074142 -23.2258034, -45.3074188 -23.2256687)",,,,,
455365026,Rua Coronel Domingues de Castro,tertiary,False,True,78.31700000000001,"LINESTRING (-45.3074142 -23.2258034, -45.3074122 -23.2260366, -45.307416 -23.2260921, -45.3074247 -23.2261501, -45.3074467 -23.2262164, -45.3075771 -23.2264779)",,,,,
455365020,Rua Bernardo Joaquim Dias,tertiary,False,True,193.16899999999998,"LINESTRING (-45.3064746 -23.2184355, -45.3065933 -23.2185249, -45.3067052 -23.2185976, -45.3069077 -23.2187067, -45.3071304 -23.2188305, -45.3072504 -23.2189051, -45.3073496 -23.2189847, -45.3079414 -23.2195172)",,,,,
"[455365016, 263988626]",Rua Antônio Benildo Vaz de Campos,unclassified,False,False,171.469,"LINESTRING (-45.3106621 -23.2191719, -45.3105299 -23.2190354, -45.3103333 -23.2188587, -45.3102449 -23.2188065, -45.3101619 -23.2187864, -45.3098986 -23.2187622, -45.3097752 -23.2187142, -45.3096999 -23.218659, -45.3094749 -23.2184271, -45.3093252 -23.2183349)",,,,,
1005668263,Avenida Celestino Campos Coelho,secondary,False,False,80.789,"LINESTRING (-45.3106621 -23.2191719, -45.3106253 -23.2196994, -45.3106263 -23.2198592, -45.3106365 -23.2198962)",,,30,,
263988683,Rua Professor Elpídio dos Santos,residential,False,False,69.658,"LINESTRING (-45.3079414 -23.2195172, -45.3074747 -23.2199738)",,,,,
455365020,Rua Bernardo Joaquim Dias,tertiary,False,True,117.444,"LINESTRING (-45.3079414 -23.2195172, -45.3087846 -23.2202349)",,,,,
