osmid,oneway,name,highway,maxspeed,reversed,length,ref,geometry,lanes
861217798,True,Avenida Marechal Rondon,primary,60,False,79.364,,"LINESTRING (-61.1865017 -11.6812205, -61.1868471 -11.680592)",
194761065,False,,primary,,True,9.693,RO-010,"LINESTRING (-61.1877175 -11.6797128, -61.1877941 -11.6797572)",
255501019,True,Avenida Marechal Rondon,primary,60,False,126.95100000000001,,"LINESTRING (-61.1877175 -11.6797128, -61.1874989 -11.6801764, -61.1873902 -11.6804101, -61.1872937 -11.6806058, -61.1872172 -11.6807437)",
693769798,True,Avenida Turíbio Odilon Ribeiro,residential,,False,19.096,,"LINESTRING (-61.1841461 -11.6795565, -61.1843124 -11.679611)",
194790486,False,Avenida dos Expedicionários,residential,,True,125.794,,"LINESTRING (-61.1841461 -11.6795565, -61.1839456 -11.6798664, -61.1838061 -11.6800943, -61.1835574 -11.6805295)",
693769798,True,Avenida Turíbio Odilon Ribeiro,residential,,False,89.41,,"LINESTRING (-61.186084 -11.6802952, -61.1868471 -11.680592)",
673044054,False,Avenida Riachuelo,residential,,True,116.178,,"LINESTRING (-61.1823303 -11.678842, -61.1818112 -11.6797548)",
693769798,True,Avenida Turíbio Odilon Ribeiro,residential,,False,125.093,,"LINESTRING (-61.1823303 -11.678842, -61.1828975 -11.6790679, -61.1831255 -11.6791572, -61.1833937 -11.6792675)",
861217798,True,Avenida Marechal Rondon,primary,60,False,121.416,,"LINESTRING (-61.1868471 -11.680592, -61.1869839 -11.6803386, -61.1870892 -11.6801212, -61.1872018 -11.6798933, -61.1873225 -11.6796051)",
194787040,True,Avenida Presidente Kennedy,residential,,False,125.18,,"LINESTRING (-61.1890452 -11.6729293, -61.188622 -11.673976)",
194789888,False,Rua Casemiro de Abreu,residential,,False,70.397,,"LINESTRING (-61.1890452 -11.6729293, -61.1896473 -11.6731598)",
194789888,False,Rua Casemiro de Abreu,residential,,True,105.362,,"LINESTRING (-61.1890452 -11.6729293, -61.1881386 -11.6725983)",
255871182,True,Avenida Cunha Bueno,residential,,False,125.97,,"LINESTRING (-61.1899397 -11.676914, -61.1903554 -11.6758568)",
290763899,False,Rua Prudente de Morais,residential,,True,102.48,,"LINESTRING (-61.1899397 -11.676914, -61.1890713 -11.6765588)",
747085643,False,Rua Prudente de Morais,residential,,True,8.757,,"LINESTRING (-61.1899397 -11.676914, -61.1900134 -11.6769455)",
194761065,False,,primary,,False,107.556,RO-010,"LINESTRING (-61.1887059 -11.6801291, -61.1877941 -11.6797572)",
194761065,False,,primary,,True,107.266,RO-010,"LINESTRING (-61.1887059 -11.6801291, -61.18962 -11.6804886)",
747085665,False,Avenida Cunha Bueno,residential,,False,122.071,,"LINESTRING (-61.1887059 -11.6801291, -61.1883169 -11.6811587)",
747085665,False,Avenida Cunha Bueno,residential,,True,114.567,,"LINESTRING (-61.1887059 -11.6801291, -61.1890861 -11.6791684)",
747085645,False,Rua Santos Dumont,residential,,False,8.645,,"LINESTRING (-61.1907806 -11.6748153, -61.1908543 -11.6748442)",
747085661,False,Rua Santos Dumont,residential,,True,96.592,,"LINESTRING (-61.1907806 -11.6748153, -61.1899564 -11.6744942)",
290765429,True,Rua Rolim de Moura,residential,,False,104.054,,"LINESTRING (-61.1822391 -11.6739064, -61.1831228 -11.6742624)",
946657748,False,Avenida Presidente Hemes,residential,,False,124.582,,"LINESTRING (-61.1822391 -11.6739064, -61.1826608 -11.6728649)",
194789888,False,Rua Casemiro de Abreu,residential,,True,70.397,,"LINESTRING (-61.1896473 -11.6731598, -61.1890452 -11.6729293)",
