osmid,oneway,lanes,ref,name,highway,reversed,length,bridge,geometry,junction
696047633,True,,,Rua Juvelino Pires Curuca,residential,False,167.455,,"LINESTRING (-51.1488327 -27.0078647, -51.1487643 -27.0086647, -51.1487737 -27.0087782, -51.1488394 -27.0088988, -51.1491375 -27.0092692)",
696048135,True,,,Rua Arthur Formigheri,residential,False,65.443,,"LINESTRING (-51.1485471 -27.0065474, -51.1485098 -27.007135)",
99370120,True,,,Rua Padre Fidelis,residential,False,192.52999999999997,,"LINESTRING (-51.1485471 -27.0065474, -51.1488287 -27.0065653, -51.1493598 -27.006533, -51.1499459 -27.0064482, -51.150033 -27.0064124, -51.1500867 -27.0063658, -51.1501993 -27.0061674, -51.1502305 -27.0060692)",
167217821,True,2,,Rua Brasil,primary,False,31.547,,"LINESTRING (-51.1534674 -27.0048718, -51.1531787 -27.0047521)",
102361574,False,,,Rua Oswaldo Cruz,residential,False,450.45400000000006,,"LINESTRING (-51.1534674 -27.0048718, -51.1537841 -27.0042496, -51.1539947 -27.0039652, -51.1541609 -27.0037944, -51.1541905 -27.0037778, -51.1543064 -27.0037127, -51.1547121 -27.0035327, -51.1548395 -27.0034204, -51.1549401 -27.0032758, -51.1556067 -27.0018335, -51.1556388 -27.0016113, -51.1556335 -27.001481)",
696048136,False,,,Rua Victor Meirelles,secondary,True,105.55199999999999,,"LINESTRING (-51.1508672 -27.0072733, -51.151517 -27.0073037, -51.1519314 -27.0073187)",
945327552,False,,,Rua Victor Meirelles,residential,True,234.052,,"LINESTRING (-51.1508672 -27.0072733, -51.148875 -27.0071566, -51.1485098 -27.007135)",
945327553,True,,,Rua Celedônia Selbach,secondary,False,76.202,,"LINESTRING (-51.1508672 -27.0072733, -51.1508635 -27.0073992, -51.1508547 -27.0079585)",
496185729,False,,,Rua Luiz Ferlin Senior,residential,True,104.773,,"LINESTRING (-51.1493878 -27.0051389, -51.1493591 -27.0060808)",
103925184,False,,,Rua Veneriano dos Passos,residential,True,295.683,,"LINESTRING (-51.1493878 -27.0051389, -51.1515663 -27.0047221, -51.1516503 -27.004698, -51.1516946 -27.0046716, -51.1517478 -27.0046092, -51.1517853 -27.0045616, -51.1520715 -27.0042389)",
"[458364284, 458364287]",True,,,Rua Veneriano dos Passos,residential,False,100.50399999999999,,"LINESTRING (-51.1493878 -27.0051389, -51.1487912 -27.0052617, -51.1486705 -27.0052856, -51.1485773 -27.005291, -51.1484767 -27.0052653, -51.1484039 -27.0052348)",
99370102,True,2,SC-355,Rua Saul Brandalise,primary,False,139.853,,"LINESTRING (-51.1502305 -27.0060692, -51.1503661 -27.0060674, -51.1514961 -27.0060523, -51.151642 -27.0060504)",
99370089,True,,,Rua Arthur Formigheri,residential,False,78.974,,"LINESTRING (-51.1485098 -27.007135, -51.1484648 -27.0078441)",
945327552,False,,,Rua Victor Meirelles,residential,False,234.052,,"LINESTRING (-51.1485098 -27.007135, -51.148875 -27.0071566, -51.1508672 -27.0072733)",
157964297,True,1,,Rua Pedro Andreazza,secondary,False,222.32700000000003,,"LINESTRING (-51.1540925 -27.0061206, -51.1521808 -27.0055072, -51.1521426 -27.0054864, -51.1520668 -27.0054182, -51.1520494 -27.0053979, -51.1520326 -27.0053746)",
305933406,True,3,SC-355,Avenida Dom Pedro II,primary,False,97.397,,"LINESTRING (-51.1540925 -27.0061206, -51.1541122 -27.0060511, -51.1543334 -27.0052714)",
103925178,False,,,Rua Juvelino Pires Curuca,residential,False,92.752,,"LINESTRING (-51.1497192 -27.0099228, -51.1491375 -27.0092692)",
99370097,False,2,,Rua Lauro Müller,tertiary,True,134.363,,"LINESTRING (-51.1497192 -27.0099228, -51.1495423 -27.0098883, -51.1485908 -27.0096296, -51.1484187 -27.0095815)",
103925179,True,2,,Rua Brasil,primary,False,121.792,,"LINESTRING (-51.1520715 -27.0042389, -51.1519334 -27.0042281, -51.1508431 -27.0042018)",
103925184,False,,,Rua Veneriano dos Passos,residential,False,295.683,,"LINESTRING (-51.1520715 -27.0042389, -51.1517853 -27.0045616, -51.1517478 -27.0046092, -51.1516946 -27.0046716, -51.1516503 -27.004698, -51.1515663 -27.0047221, -51.1493878 -27.0051389)",
320316414,False,2,,Rua Coronel Schmidt,secondary,True,132.98,,"LINESTRING (-51.1531787 -27.0047521, -51.1520326 -27.0053746)",
"[696268769, 103925179]",True,2,,Rua Brasil,primary,False,79.286,,"LINESTRING (-51.1531787 -27.0047521, -51.1528448 -27.0045937, -51.1524685 -27.0044235)",
99370144,False,,,Rua Victor Meirelles,residential,True,76.557,,"LINESTRING (-51.1527018 -27.0073539, -51.1526227 -27.0073378, -51.1519314 -27.0073187)",
253703832,True,,,Rua Padre Anchieta,secondary,False,125.995,,"LINESTRING (-51.1527018 -27.0073539, -51.1525328 -27.0078653, -51.1524349 -27.0079477, -51.1523478 -27.0079776, -51.1522284 -27.0079884, -51.1519032 -27.0079782)",
99370103,False,,,Rua Vereador Luiz Golin,residential,False,8.187,,"LINESTRING (-51.1518481 -27.0093687, -51.1517655 -27.0093663)",
"[320316411, 280408435]",True,2,,Avenida Dom Pedro II,secondary,False,335.327,,"LINESTRING (-51.1532926 -27.0094766, -51.1534669 -27.0092063, -51.153542 -27.0090748, -51.1535906 -27.0089444, -51.1537631 -27.0073563, -51.1538051 -27.0070599, -51.1538756 -27.0067893, -51.1539189 -27.0066537, -51.1539582 -27.0065537)",
103925196,True,,,Rua Padre Anchieta,secondary,False,193.624,,"LINESTRING (-51.151642 -27.0060504, -51.1516477 -27.0060993, -51.1516635 -27.0061519, -51.1517636 -27.0062447, -51.152701 -27.0069802, -51.1527511 -27.0070496, -51.1527665 -27.0071614, -51.1527018 -27.0073539)",
157964296,False,2,,Rua Coronel Schmidt,secondary,False,90.445,,"LINESTRING (-51.151642 -27.0060504, -51.1517161 -27.0057289, -51.151751 -27.0056046, -51.1517885 -27.0055174, -51.1518952 -27.0054294, -51.1520326 -27.0053746)",
"[320316417, 320316422, 320316415]",True,2,SC-355,Rua Saul Brandalise,primary,False,243.47400000000002,,"LINESTRING (-51.151642 -27.0060504, -51.1518049 -27.0060594, -51.1518501 -27.0060622, -51.1520553 -27.0061272, -51.1526368 -27.0063695, -51.1537986 -27.0066383, -51.1538586 -27.0066213, -51.1539128 -27.0065926, -51.1539582 -27.0065537)",
99370092,True,,,Rua Luiz Ferlin Senior,residential,False,135.527,,"LINESTRING (-51.1498788 -27.0041875, -51.1496467 -27.0042622, -51.1494778 -27.0042986, -51.1493878 -27.0051389)",
103925188,True,2,,Rua Coronel Fagundes,primary,False,127.81299999999999,,"LINESTRING (-51.1498788 -27.0041875, -51.1495891 -27.004188, -51.1485887 -27.0041899)",
99370140,False,,,Rua Celedônia Selbach,residential,False,96.548,,"LINESTRING (-51.1508547 -27.0079585, -51.1508304 -27.0086121, -51.1508224 -27.0088263)",
945327551,True,,,Rua Padre Anchieta,secondary,False,200.588,,"LINESTRING (-51.1508547 -27.0079585, -51.1500019 -27.0079188, -51.1495246 -27.0078967, -51.1488327 -27.0078647)",
99370093,False,,,Rua Campos Novos,secondary,False,73.387,,"LINESTRING (-51.1519314 -27.0073187, -51.151917 -27.0076549, -51.1519058 -27.0079191, -51.1519032 -27.0079782)",
99370144,False,,,Rua Victor Meirelles,residential,False,76.557,,"LINESTRING (-51.1519314 -27.0073187, -51.1526227 -27.0073378, -51.1527018 -27.0073539)",
696048136,False,,,Rua Victor Meirelles,secondary,False,105.55199999999999,,"LINESTRING (-51.1519314 -27.0073187, -51.151517 -27.0073037, -51.1508672 -27.0072733)",
103925178,False,,,Rua Juvelino Pires Curuca,residential,True,92.752,,"LINESTRING (-51.1491375 -27.0092692, -51.1497192 -27.0099228)",
99370124,False,,,,residential,True,36.229,,"LINESTRING (-51.1508224 -27.0088263, -51.1511879 -27.0088371)",
"[99370140, 99370103]",False,,,"['Rua Celedônia Selbach', 'Rua Vereador Luiz Golin']",residential,"[False, True]",152.283,,"LINESTRING (-51.1508224 -27.0088263, -51.1508096 -27.0091712, -51.1508064 -27.0092583, -51.1508034 -27.0093379, -51.1517655 -27.0093663)",
99370140,False,,,Rua Celedônia Selbach,residential,True,96.548,,"LINESTRING (-51.1508224 -27.0088263, -51.1508304 -27.0086121, -51.1508547 -27.0079585)",
99370124,False,,,,residential,False,36.229,,"LINESTRING (-51.1511879 -27.0088371, -51.1508224 -27.0088263)",
565175435,False,,,,residential,False,19.704,,"LINESTRING (-51.1511879 -27.0088371, -51.1511945 -27.00866)",
565175435,False,,,,residential,True,24.265,,"LINESTRING (-51.1511879 -27.0088371, -51.1511798 -27.0090552)",
99429213,True,2,,Rua Antônio Fávero,secondary,False,12.583,,"LINESTRING (-51.1542973 -27.0062168, -51.1542386 -27.0062592, -51.1542002 -27.0062897)",
313365849,True,2,,Rua Pedro Andreazza,secondary,False,22.989,,"LINESTRING (-51.1542973 -27.0062168, -51.1541852 -27.006172, -51.1540925 -27.0061206)",
562907984,False,,,Rua Marechal Floriano Peixoto,residential,False,136.108,,"LINESTRING (-51.1568284 -27.0068461, -51.1569572 -27.0065976, -51.1571664 -27.0060192, -51.15722 -27.0056799)",
562907984,False,,,Rua Marechal Floriano Peixoto,residential,False,159.377,,"LINESTRING (-51.1576545 -27.004485, -51.1577967 -27.0040692, -51.1581776 -27.00313)",
562907984,False,,,Rua Marechal Floriano Peixoto,residential,True,139.692,,"LINESTRING (-51.1576545 -27.004485, -51.1573246 -27.0053573, -51.15722 -27.0056799)",
99631687,True,,,Rua Clerio Nicolau Barros,residential,False,113.21199999999999,,"LINESTRING (-51.1572763 -27.0076873, -51.1572455 -27.007385, -51.1572079 -27.0071424, -51.1571597 -27.0070385, -51.1570805 -27.0069656, -51.1570068 -27.0069166, -51.1568284 -27.0068461)",
1152323331,True,,,Rua Bulcão Viana,tertiary,False,106.708,,"LINESTRING (-51.1572763 -27.0076873, -51.1575888 -27.0072786, -51.1578919 -27.0068999)",
103925182,False,,,Rua Ademar Caldart,residential,True,25.424,,"LINESTRING (-51.1571402 -27.0080129, -51.1568922 -27.0079541)",
696268777,False,,,Rua Bulcão Viana,tertiary,False,24.586,,"LINESTRING (-51.1571402 -27.0080129, -51.1570639 -27.0082233)",
1152323331,True,,,Rua Bulcão Viana,tertiary,False,38.641999999999996,,"LINESTRING (-51.1571402 -27.0080129, -51.1572113 -27.0078328, -51.1572763 -27.0076873)",
99631677,True,1,,Rua Santa Catarina,residential,False,90.831,,"LINESTRING (-51.15722 -27.0056799, -51.1563724 -27.0053685)",
562907984,False,,,Rua Marechal Floriano Peixoto,residential,False,139.692,,"LINESTRING (-51.15722 -27.0056799, -51.1573246 -27.0053573, -51.1576545 -27.004485)",
562907984,False,,,Rua Marechal Floriano Peixoto,residential,True,136.108,,"LINESTRING (-51.15722 -27.0056799, -51.1571664 -27.0060192, -51.1569572 -27.0065976, -51.1568284 -27.0068461)",
99429224,True,2,SC-355,Rua XV de Novembro,primary,False,169.46800000000002,,"LINESTRING (-51.1572548 -27.0028193, -51.1567884 -27.004164, -51.1567579 -27.0042774)",
99631544,True,,,Rua Marechal Floriano Peixoto,residential,False,258.77700000000004,,"LINESTRING (-51.155836 -27.0089981, -51.1565575 -27.0074131, -51.1567679 -27.0069457, -51.1568284 -27.0068461)",
99643286,False,,,Rua XV de Novembro,primary,False,335.05500000000006,,"LINESTRING (-51.155836 -27.0089981, -51.155785 -27.008873, -51.1557263 -27.0087199, -51.1556885 -27.0085691, -51.1556784 -27.0084962, -51.1556771 -27.0084131, -51.1556713 -27.0082412, -51.1556804 -27.0081401, -51.1557367 -27.0076777, -51.1557649 -27.0074184, -51.1558011 -27.007146, -51.1558642 -27.0066525, -51.1558816 -27.0064375, -51.1559433 -27.0062582, -51.1560439 -27.0060419)",
435213346,False,,,Rua XV de Novembro,primary,True,170.749,,"LINESTRING (-51.155836 -27.0089981, -51.1558991 -27.0090457, -51.1560012 -27.0091157, -51.1561146 -27.0091776, -51.1562402 -27.0092135, -51.1563658 -27.0092333, -51.1565401 -27.0092095, -51.15665 -27.0091521, -51.1567399 -27.0090948, -51.1568069 -27.0090028, -51.156882 -27.0088857, -51.1569263 -27.0087567, -51.1570068 -27.0085183)",
99631654,True,,,Rua 7 de Setembro,residential,False,91.778,,"LINESTRING (-51.1567579 -27.0042774, -51.1576545 -27.004485)",
99429224,True,2,SC-355,Rua XV de Novembro,primary,False,127.28900000000002,,"LINESTRING (-51.1567579 -27.0042774, -51.1565971 -27.004806, -51.1563724 -27.0053685)",
99631649,True,,,Rua Duque de Caxias,residential,False,97.734,,"LINESTRING (-51.1581776 -27.00313, -51.1572548 -27.0028193)",
562907984,False,,,Rua Marechal Floriano Peixoto,residential,True,159.377,,"LINESTRING (-51.1581776 -27.00313, -51.1577967 -27.0040692, -51.1576545 -27.004485)",
99429224,True,2,SC-355,Rua XV de Novembro,primary,False,45.478,,"LINESTRING (-51.1563724 -27.0053685, -51.1561861 -27.0057423)",
"[99631560, 696268778, 696268779]",True,,,Rua Padres Salvatorianos,tertiary,False,223.692,,"LINESTRING (-51.1578919 -27.0068999, -51.1580314 -27.007232, -51.158132 -27.0075427, -51.1581655 -27.0077912, -51.1581454 -27.0079017, -51.1580984 -27.0079824, -51.1580381 -27.0080308, -51.157973 -27.0080565, -51.1578946 -27.0080666, -51.1571402 -27.0080129)",
102361495,False,,,Rua Antônio Marafon,residential,False,58.06,,"LINESTRING (-51.1524685 -27.0044235, -51.1529286 -27.0041001)",
103925179,True,2,,Rua Brasil,primary,False,44.49,,"LINESTRING (-51.1524685 -27.0044235, -51.15216 -27.0042664, -51.1520715 -27.0042389)",
102361493,False,,,Rua José Boiteux,residential,False,69.176,,"LINESTRING (-51.1542656 -27.0030308, -51.1536124 -27.002811)",
102361495,False,,,Rua Antônio Marafon,residential,False,279.775,,"LINESTRING (-51.1542656 -27.0030308, -51.154806 -27.0021143, -51.1548422 -27.0020343, -51.1548489 -27.0019853, -51.1548355 -27.0019411, -51.1544001 -27.0016484, -51.1536714 -27.0011584)",
102361495,False,,,Rua Antônio Marafon,residential,True,179.187,,"LINESTRING (-51.1542656 -27.0030308, -51.1541516 -27.0032017, -51.1539665 -27.0033535, -51.1529286 -27.0041001)",
102361540,False,,,Rua Carlos Putkamer,residential,False,86.706,,"LINESTRING (-51.1507197 -27.002805, -51.1503401 -27.0035076)",
102361493,False,,,Rua José Boiteux,residential,True,298.667,,"LINESTRING (-51.1507197 -27.002805, -51.1514197 -27.0030619, -51.151519 -27.0030774, -51.1516142 -27.0030679, -51.1525221 -27.0029448, -51.1526884 -27.002909, -51.153245 -27.0027381, -51.1533442 -27.0027309, -51.1534207 -27.0027476, -51.1536124 -27.002811)",
102361535,False,,,Rua Alto Quirino Schuller,residential,False,54.113,,"LINESTRING (-51.1521043 -27.0018109, -51.1519082 -27.0013567)",
102361508,False,,,Rua Antônio Dal Pizzol,residential,True,48.163,,"LINESTRING (-51.1534381 -27.0015384, -51.1536714 -27.0011584)",
102361589,False,,,Rua Quirino Schuller,residential,False,25.436,,"LINESTRING (-51.1534381 -27.0015384, -51.1532289 -27.0014058)",
102361589,False,,,Rua Quirino Schuller,residential,True,159.474,,"LINESTRING (-51.1534381 -27.0015384, -51.1537975 -27.001873, -51.1538404 -27.0019877, -51.1538324 -27.0021024, -51.1536124 -27.002811)",
102361571,False,,,Rua Antônio Fantin,residential,True,4.414,,"LINESTRING (-51.1527213 -27.0015474, -51.1527159 -27.0015868)",
102361457,False,,,Rua Augusto Benetti,residential,True,104.035,,"LINESTRING (-51.1527213 -27.0015474, -51.153194 -27.0017618, -51.1532544 -27.0017654, -51.153304 -27.0017356, -51.1533295 -27.0016627, -51.1533295 -27.0015838, -51.1532986 -27.0015049, -51.1532289 -27.0014058)",
102361540,False,,,Rua Carlos Putkamer,residential,True,86.706,,"LINESTRING (-51.1503401 -27.0035076, -51.1507197 -27.002805)",
102361554,False,,,Rua Afonso Berwanger,residential,True,267.03700000000003,,"LINESTRING (-51.1503401 -27.0035076, -51.1506727 -27.0036068, -51.1508511 -27.0036414, -51.1520353 -27.0037669, -51.1522137 -27.0038159, -51.1529286 -27.0041001)",
103925188,True,2,,Rua Coronel Fagundes,primary,False,95.548,,"LINESTRING (-51.1508431 -27.0042018, -51.1498788 -27.0041875)",
102361574,False,,,Rua Oswaldo Cruz,residential,True,450.454,,"LINESTRING (-51.1556335 -27.001481, -51.1556388 -27.0016113, -51.1556067 -27.0018335, -51.1549401 -27.0032758, -51.1548395 -27.0034204, -51.1547121 -27.0035327, -51.1543064 -27.0037127, -51.1541905 -27.0037778, -51.1541609 -27.0037944, -51.1539947 -27.0039652, -51.1537841 -27.0042496, -51.1534674 -27.0048718)",
102361508,False,,,Rua Antônio Dal Pizzol,residential,False,48.163,,"LINESTRING (-51.1536714 -27.0011584, -51.1534381 -27.0015384)",
102361495,False,,,Rua Antônio Marafon,residential,True,279.775,,"LINESTRING (-51.1536714 -27.0011584, -51.1544001 -27.0016484, -51.1548355 -27.0019411, -51.1548489 -27.0019853, -51.1548422 -27.0020343, -51.154806 -27.0021143, -51.1542656 -27.0030308)",
102361493,False,,,Rua José Boiteux,residential,True,69.176,,"LINESTRING (-51.1536124 -27.002811, -51.1542656 -27.0030308)",
102361493,False,,,Rua José Boiteux,residential,False,298.66700000000003,,"LINESTRING (-51.1536124 -27.002811, -51.1534207 -27.0027476, -51.1533442 -27.0027309, -51.153245 -27.0027381, -51.1526884 -27.002909, -51.1525221 -27.0029448, -51.1516142 -27.0030679, -51.151519 -27.0030774, -51.1514197 -27.0030619, -51.1507197 -27.002805)",
102361589,False,,,Rua Quirino Schuller,residential,False,159.474,,"LINESTRING (-51.1536124 -27.002811, -51.1538324 -27.0021024, -51.1538404 -27.0019877, -51.1537975 -27.001873, -51.1534381 -27.0015384)",
102361535,False,,,Rua Alto Quirino Schuller,residential,True,54.113,,"LINESTRING (-51.1519082 -27.0013567, -51.1521043 -27.0018109)",
102361535,False,,,Rua Alto Quirino Schuller,residential,False,84.602,,"LINESTRING (-51.1519082 -27.0013567, -51.15193 -27.0013514, -51.1519763 -27.0013526, -51.1526126 -27.0015503, -51.1527159 -27.0015868)",
259000165,False,,,Rua Simão Bellozupko,residential,False,230.102,,"LINESTRING (-51.1519082 -27.0013567, -51.1518797 -27.0013878, -51.1517657 -27.0015981, -51.1516906 -27.0017726, -51.1516061 -27.0018586, -51.151468 -27.001916, -51.1509067 -27.0019053, -51.1504461 -27.0018383, -51.150094 -27.0017607, -51.1499653 -27.0017272)",
102361571,False,,,Rua Antônio Fantin,residential,False,70.108,,"LINESTRING (-51.1525999 -27.0022087, -51.1526576 -27.0019267, -51.1527159 -27.0015868)",
102361589,False,,,Rua Quirino Schuller,residential,True,25.436,,"LINESTRING (-51.1532289 -27.0014058, -51.1534381 -27.0015384)",
102361457,False,,,Rua Augusto Benetti,residential,False,104.035,,"LINESTRING (-51.1532289 -27.0014058, -51.1532986 -27.0015049, -51.1533295 -27.0015838, -51.1533295 -27.0016627, -51.153304 -27.0017356, -51.1532544 -27.0017654, -51.153194 -27.0017618, -51.1527213 -27.0015474)",
102361495,False,,,Rua Antônio Marafon,residential,True,58.06,,"LINESTRING (-51.1529286 -27.0041001, -51.1524685 -27.0044235)",
102361495,False,,,Rua Antônio Marafon,residential,False,179.187,,"LINESTRING (-51.1529286 -27.0041001, -51.1539665 -27.0033535, -51.1541516 -27.0032017, -51.1542656 -27.0030308)",
102361554,False,,,Rua Afonso Berwanger,residential,False,267.037,,"LINESTRING (-51.1529286 -27.0041001, -51.1522137 -27.0038159, -51.1520353 -27.0037669, -51.1508511 -27.0036414, -51.1506727 -27.0036068, -51.1503401 -27.0035076)",
99370102,True,2,SC-355,Rua Saul Brandalise,primary,False,95.316,,"LINESTRING (-51.1484049 -27.0060945, -51.148449 -27.0061107, -51.1485018 -27.0061249, -51.1485525 -27.0061285, -51.1485969 -27.0061269, -51.1493591 -27.0060808)",
103925182,False,,,Rua Ademar Caldart,residential,False,25.424,,"LINESTRING (-51.1568922 -27.0079541, -51.1571402 -27.0080129)",
259000165,False,,,Rua Simão Bellozupko,residential,True,230.102,,"LINESTRING (-51.1499653 -27.0017272, -51.150094 -27.0017607, -51.1504461 -27.0018383, -51.1509067 -27.0019053, -51.151468 -27.001916, -51.1516061 -27.0018586, -51.1516906 -27.0017726, -51.1517657 -27.0015981, -51.1518797 -27.0013878, -51.1519082 -27.0013567)",
320316413,True,2,,Rua Brasil,primary,False,96.619,,"LINESTRING (-51.1543334 -27.0052714, -51.1534674 -27.0048718)",
99370105,True,1,SC-355,Rua Vitória,primary,False,58.821999999999996,,"LINESTRING (-51.1543334 -27.0052714, -51.1544829 -27.0053039, -51.1546603 -27.0053423, -51.1547815 -27.0053686, -51.1549103 -27.0053965)",
99370126,True,2,,Rua Nicolau Cavon,primary,False,46.567,,"LINESTRING (-51.1543334 -27.0052714, -51.1544311 -27.005251, -51.1545385 -27.0052575, -51.1546089 -27.0052564, -51.154631 -27.0052524, -51.1546518 -27.0052449, -51.1546669 -27.0052333, -51.1546803 -27.0052205, -51.1547363 -27.0051392)",
320316414,False,2,,Rua Coronel Schmidt,secondary,False,132.98,,"LINESTRING (-51.1520326 -27.0053746, -51.1531787 -27.0047521)",
157964296,False,2,,Rua Coronel Schmidt,secondary,True,90.445,,"LINESTRING (-51.1520326 -27.0053746, -51.1518952 -27.0054294, -51.1517885 -27.0055174, -51.151751 -27.0056046, -51.1517161 -27.0057289, -51.151642 -27.0060504)",
320316419,True,2,SC-355,Rua Vitória,primary,False,31.08,,"LINESTRING (-51.1561861 -27.0057423, -51.1561381 -27.0057858, -51.1560901 -27.0058111, -51.1560446 -27.0058204, -51.155997 -27.0058165, -51.1559037 -27.0058006)",
320316420,True,1,,Rua XV de Novembro,primary,False,36.182,,"LINESTRING (-51.1561861 -27.0057423, -51.1561277 -27.0058759, -51.1560439 -27.0060419)",
99643286,False,,,Rua XV de Novembro,primary,True,335.055,,"LINESTRING (-51.1560439 -27.0060419, -51.1559433 -27.0062582, -51.1558816 -27.0064375, -51.1558642 -27.0066525, -51.1558011 -27.007146, -51.1557649 -27.0074184, -51.1557367 -27.0076777, -51.1556804 -27.0081401, -51.1556713 -27.0082412, -51.1556771 -27.0084131, -51.1556784 -27.0084962, -51.1556885 -27.0085691, -51.1557263 -27.0087199, -51.155785 -27.008873, -51.155836 -27.0089981)",
320316418,True,1,,Rua Vitória,primary,False,32.352000000000004,,"LINESTRING (-51.1560439 -27.0060419, -51.1560452 -27.0059625, -51.1560231 -27.0058998, -51.1559775 -27.005855, -51.1559037 -27.0058006)",
320316410,True,4,SC-355,Avenida Dom Pedro II,primary,False,35.919,,"LINESTRING (-51.1539582 -27.0065537, -51.1540566 -27.0062428)",
635015880,True,1,,Rua Hermann Kolberg,primary,False,12.19,,"LINESTRING (-51.1572233 -27.0083789, -51.1571018 -27.0083962)",
635015878,True,,,Rua Bulcão Viana,tertiary,False,13.683,,"LINESTRING (-51.1570639 -27.0082233, -51.157094 -27.0083434)",
696268777,False,,,Rua Bulcão Viana,tertiary,True,24.586,,"LINESTRING (-51.1570639 -27.0082233, -51.1571402 -27.0080129)",
99370097,False,2,,Rua Lauro Müller,tertiary,False,134.363,,"LINESTRING (-51.1484187 -27.0095815, -51.1485908 -27.0096296, -51.1495423 -27.0098883, -51.1497192 -27.0099228)",
458017705,True,,,,residential,False,19.083999999999996,,"LINESTRING (-51.1483365 -27.0051222, -51.148366 -27.0051215, -51.1483955 -27.0051322, -51.1484171 -27.0051528, -51.1484271 -27.0051798, -51.1484227 -27.0052097, -51.1484039 -27.0052348)",roundabout
99370102,True,2,SC-355,Rua Saul Brandalise,primary,False,86.339,,"LINESTRING (-51.1493591 -27.0060808, -51.1502305 -27.0060692)",
496185729,False,,,Rua Luiz Ferlin Senior,residential,False,104.773,,"LINESTRING (-51.1493591 -27.0060808, -51.1493878 -27.0051389)",
635015875,True,,,Rua Bulcão Viana,primary,False,15.803,,"LINESTRING (-51.1570068 -27.0085183, -51.1570096 -27.0083762)",
435213346,False,,,Rua XV de Novembro,primary,False,170.74900000000002,,"LINESTRING (-51.1570068 -27.0085183, -51.1569263 -27.0087567, -51.156882 -27.0088857, -51.1568069 -27.0090028, -51.1567399 -27.0090948, -51.15665 -27.0091521, -51.1565401 -27.0092095, -51.1563658 -27.0092333, -51.1562402 -27.0092135, -51.1561146 -27.0091776, -51.1560012 -27.0091157, -51.1558991 -27.0090457, -51.155836 -27.0089981)",
99429217,True,1,SC-355,Rua XV de Novembro,primary,False,25.957,,"LINESTRING (-51.1579442 -27.0018975, -51.1577678 -27.0020701)",
560202162,True,1,,Rua Farroupilha,tertiary,False,10.458,,"LINESTRING (-51.1568348 -27.0010085, -51.1569008 -27.0010819)",
565175435,False,,,,residential,False,24.265,,"LINESTRING (-51.1511798 -27.0090552, -51.1511879 -27.0088371)",
565175435,False,,,,residential,True,19.704,,"LINESTRING (-51.1511945 -27.00866, -51.1511879 -27.0088371)",
635015879,True,1,,Rua Hermann Kolberg,primary,False,12.126,,"LINESTRING (-51.1571037 -27.0083557, -51.1572233 -27.0083789)",
635015874,True,,,,primary,False,4.657,,"LINESTRING (-51.1571037 -27.0083557, -51.1571079 -27.0083692, -51.1571072 -27.0083831, -51.1571018 -27.0083962)",roundabout
635015874,True,,,,primary,False,1.557,,"LINESTRING (-51.1571018 -27.0083962, -51.1570918 -27.008407)",roundabout
