osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,access,width,bridge
375197103,Rua 19 de Novembro,residential,True,False,97.353,2,,"LINESTRING (-42.8026717 -5.0883387, -42.8022464 -5.0891049)",,,
375197102,Rua Heitor Castelo Branco,residential,True,False,96.687,2,,"LINESTRING (-42.8026717 -5.0883387, -42.8029533 -5.0884737, -42.8034583 -5.0887158)",,,
375197101,Rua Paissandu,residential,True,False,94.808,2,,"LINESTRING (-42.8030683 -5.0875468, -42.8038396 -5.0879166)",,,
375197103,Rua 19 de Novembro,residential,True,False,98.404,2,,"LINESTRING (-42.8030683 -5.0875468, -42.8026717 -5.0883387)",,,
375197103,Rua 19 de Novembro,residential,True,False,89.485,2,,"LINESTRING (-42.8034135 -5.0868192, -42.8030683 -5.0875468)",,,
1034253949,Avenida Frei Serafim,primary,True,False,47.467999999999996,3,40,"LINESTRING (-42.8034135 -5.0868192, -42.8031087 -5.0866729, -42.8030274 -5.0866339)",yes,,
375197133,Rua Monsenhor Gil,residential,False,True,79.031,,,"LINESTRING (-42.8021166 -5.0871203, -42.801473 -5.0868134)",,,
204232292,Rua Magalhães Filho,residential,True,False,90.746,,,"LINESTRING (-42.8071008 -5.0885956, -42.8067564 -5.0893361)",,,
329164840,Avenida Frei Serafim,primary,True,False,88.748,4,60,"LINESTRING (-42.8071008 -5.0885956, -42.8065158 -5.0883137, -42.8063812 -5.0882446)",,,
167668281,Rua 1º de Maio,residential,True,False,86.093,2,40,"LINESTRING (-42.8049197 -5.0875589, -42.8045942 -5.088262)",,,
329164237,Avenida Frei Serafim,primary,True,False,89.838,4,60,"LINESTRING (-42.8049197 -5.0875589, -42.8041922 -5.0872016)",yes,,
416440518,,primary_link,True,False,69.65899999999999,,,"LINESTRING (-42.8027562 -5.086236, -42.8029651 -5.0863002, -42.8030006 -5.0863019, -42.8030383 -5.0862928, -42.8030804 -5.0862711, -42.8031063 -5.0862477, -42.8031857 -5.0861626, -42.8032745 -5.0860587)",,,
1000819594,Avenida Frei Serafim,primary,True,False,38.061,4,60,"LINESTRING (-42.8027562 -5.086236, -42.8030036 -5.0863677, -42.8030593 -5.0863973)",,,
329164231,Avenida Miguel Rosa,primary,True,False,253.54899999999998,3,60,"LINESTRING (-42.8032745 -5.0860587, -42.8040646 -5.084802, -42.8040922 -5.0847587, -42.8044798 -5.0841202)",,,
500798581,Rua Professor José Amável,residential,False,False,94.90299999999999,,,"LINESTRING (-42.802077 -5.0830813, -42.8019921 -5.0832012, -42.8015832 -5.0837788)",,,
500798581,Rua Professor José Amável,residential,False,True,99.126,,,"LINESTRING (-42.8006757 -5.085261, -42.8011094 -5.0844812)",,,
329165582,Avenida Frei Serafim,primary,True,False,254.662,4,60,"LINESTRING (-42.8006757 -5.085261, -42.8017062 -5.0857439, -42.8017765 -5.0857769, -42.8027562 -5.086236)",,,
911019613,Rua Coelho Rodrigues,residential,True,False,67.432,2,,"LINESTRING (-42.8041888 -5.084764, -42.8047219 -5.0850569)",,,
329164074,Avenida Miguel Rosa,primary,True,False,114.39699999999999,3,60,"LINESTRING (-42.8041888 -5.084764, -42.8041553 -5.0848174, -42.8041354 -5.0848485, -42.803638 -5.0856343)",,,
972789335,Rua Taumaturgo de Azevedo,residential,False,False,94.915,2,,"LINESTRING (-42.8029687 -5.0916749, -42.8021894 -5.0913198)",,,
167668279,Rua Governador Raimundo Artur de Vasconcelos,tertiary,True,False,112.707,4,,"LINESTRING (-42.8021894 -5.0913198, -42.802632 -5.0904071)",,,
972789335,Rua Taumaturgo de Azevedo,residential,False,False,85.395,2,,"LINESTRING (-42.8021894 -5.0913198, -42.8014898 -5.090997)",,,
972789335,Rua Taumaturgo de Azevedo,residential,False,True,94.915,2,,"LINESTRING (-42.8021894 -5.0913198, -42.8029687 -5.0916749)",,,
375197102,Rua Heitor Castelo Branco,residential,True,False,68.283,2,,"LINESTRING (-42.8021136 -5.0880778, -42.8026717 -5.0883387)",,,
329164229,Avenida Miguel Rosa,primary,True,False,96.109,3,60,"LINESTRING (-42.8021136 -5.0880778, -42.8018431 -5.0885434, -42.8018114 -5.0886131, -42.8017955 -5.0886446, -42.8017027 -5.0888383)",,,
329164073,,residential,True,False,10.438,,,"LINESTRING (-42.80456 -5.0841695, -42.8044798 -5.0841202)",,,
329164074,Avenida Miguel Rosa,primary,True,False,77.847,3,60,"LINESTRING (-42.80456 -5.0841695, -42.8041888 -5.084764)",,,
329164072,Avenida Miguel Rosa,primary,True,False,38.177,3,60,"LINESTRING (-42.8047331 -5.0838726, -42.80456 -5.0841695)",,,
"[138743066, 138743085]",Praça Marechal Floriano Peixoto,residential,True,False,115.36600000000001,,,"LINESTRING (-42.8047331 -5.0838726, -42.8052326 -5.0841351, -42.8053022 -5.0842153, -42.8053102 -5.0842554, -42.8052968 -5.0843168, -42.8052653 -5.084377, -42.8052217 -5.0844344, -42.8051708 -5.0844603, -42.8051021 -5.0844594)",,,
204236971,Rua Desembargador Pires de Castro,secondary,True,False,88.081,4,50,"LINESTRING (-42.8068684 -5.0853487, -42.80704 -5.0849804, -42.8072006 -5.084629)",yes,,
704095229,Rua Eliseu Martins,residential,True,False,88.298,2,50,"LINESTRING (-42.8068684 -5.0853487, -42.8066512 -5.0852352, -42.8061606 -5.0849833)",,,
911019611,Rua Eliseu Martins,residential,True,False,61.845,2,50,"LINESTRING (-42.8061606 -5.0849833, -42.8056601 -5.0847367)",,,
911019615,Rua Primeiro de Maio,residential,False,False,79.881,2,40,"LINESTRING (-42.8061606 -5.0849833, -42.8061456 -5.0850147, -42.8058499 -5.0856316)",yes,,
139083298,Rua Honório Paiva,residential,False,False,137.603,,,"LINESTRING (-42.8015405 -5.0887531, -42.8014712 -5.0887636, -42.8014253 -5.0887583, -42.8013539 -5.0887193, -42.8012959 -5.088726, -42.8012578 -5.0887431, -42.8008537 -5.0895934)",,,
"[706453049, 139083251, 638667780]",Rua São Pedro,tertiary,True,False,99.74699999999999,2,,"LINESTRING (-42.8015405 -5.0887531, -42.8013117 -5.0886115, -42.8012618 -5.0885844, -42.8011399 -5.0885051, -42.800768 -5.0882925)",,,yes
329164235,Avenida Frei Serafim,primary,True,False,135.466,4,60,"LINESTRING (-42.8029373 -5.0865885, -42.8028751 -5.0865587, -42.8018352 -5.0860602)",,,
329164236,Avenida Miguel Rosa,primary,True,False,25.191000000000003,3,60,"LINESTRING (-42.8029373 -5.0865885, -42.8030382 -5.0864308, -42.8030593 -5.0863973)",,,
329164230,Avenida Frei Serafim,primary,True,False,11.183,4,60,"LINESTRING (-42.8030274 -5.0866339, -42.8029373 -5.0865885)",,,
329164229,Avenida Miguel Rosa,primary,True,False,89.99,3,60,"LINESTRING (-42.8030274 -5.0866339, -42.8029791 -5.0867088, -42.8025881 -5.0873147)",,,
329164234,Avenida Miguel Rosa,primary,True,False,25.617,3,60,"LINESTRING (-42.8031483 -5.0864375, -42.8030274 -5.0866339)",,,
329164233,Avenida Frei Serafim,primary,True,False,67.718,4,60,"LINESTRING (-42.8031483 -5.0864375, -42.8032158 -5.0864732, -42.8036958 -5.0867085)",yes,,
329164232,Avenida Frei Serafim,primary,True,False,10.824,4,60,"LINESTRING (-42.8030593 -5.0863973, -42.8031483 -5.0864375)",,,
329164231,Avenida Miguel Rosa,primary,True,False,44.561,3,60,"LINESTRING (-42.8030593 -5.0863973, -42.8030977 -5.0863369, -42.8032745 -5.0860587)",,,
