osmid,name,highway,oneway,reversed,length,geometry,junction,lanes
242669854,Rua Rio Branco,residential,False,False,105.875,"LINESTRING (-50.3764498 -16.5166168, -50.3756553 -16.5171881)",,
242669905,Avenida da Exposição,residential,False,True,78.388,"LINESTRING (-50.3764498 -16.5166168, -50.3768826 -16.5171867)",,
242737142,Rua R 3,residential,False,True,73.532,"LINESTRING (-50.3752532 -16.5166508, -50.3756553 -16.5171881)",,
367861221,Rua Zeca Neto,residential,False,True,105.38,"LINESTRING (-50.3752532 -16.5166508, -50.3744488 -16.5172016)",,
242669878,Rua Rio Preto,residential,False,False,124.917,"LINESTRING (-50.3714366 -16.5166551, -50.3704922 -16.5173201)",,
1252875726,Rua São Domingos,residential,False,True,85.098,"LINESTRING (-50.3714366 -16.5166551, -50.3719024 -16.5172766)",,
242669855,Rua R2,residential,False,True,60.565,"LINESTRING (-50.3741148 -16.516761, -50.3744488 -16.5172016)",,
894872980,Rua Rio Doce,tertiary,False,False,100.522,"LINESTRING (-50.3741148 -16.516761, -50.3733325 -16.5172657)",,
699062470,Rua Rio Claro,tertiary,True,False,24.491,"LINESTRING (-50.3701058 -16.5167879, -50.370237 -16.5169687)",,
242669881,Rua Rio verde,residential,False,False,103.228,"LINESTRING (-50.370237 -16.5169687, -50.369458 -16.5175201)",,
699062470,Rua Rio Claro,tertiary,True,False,47.612,"LINESTRING (-50.370237 -16.5169687, -50.3704922 -16.5173201)",,
242669863,Rua Rio Corrente,residential,False,False,106.767,"LINESTRING (-50.3768826 -16.5171867, -50.3760821 -16.5177637)",,
242669905,Avenida da Exposição,residential,False,False,78.388,"LINESTRING (-50.3768826 -16.5171867, -50.3764498 -16.5166168)",,
242669854,Rua Rio Branco,residential,False,False,108.177,"LINESTRING (-50.3756553 -16.5171881, -50.3748428 -16.5177709)",,
242669854,Rua Rio Branco,residential,False,True,105.875,"LINESTRING (-50.3756553 -16.5171881, -50.3764498 -16.5166168)",,
242737142,Rua R 3,residential,False,False,73.532,"LINESTRING (-50.3756553 -16.5171881, -50.3752532 -16.5166508)",,
