osmid,ref,highway,oneway,reversed,length,name,width,geometry,lanes,maxspeed,bridge
101883958,SE-429,tertiary,False,False,37.566,,,"LINESTRING (-37.162022 -10.8079079, -37.1623492 -10.8078038)",,,
163101356,,residential,False,True,58.043,Rua Francisco Bragança,,"LINESTRING (-37.1684995 -10.8049643, -37.1684667 -10.8044433)",,,
383197874,,tertiary,False,False,79.765,Rua José do Prado Franco,10,"LINESTRING (-37.1684995 -10.8049643, -37.168194 -10.8050471, -37.1679595 -10.8051076, -37.1677911 -10.8051363)",,,
383197874,,tertiary,False,True,71.851,Rua José do Prado Franco,10,"LINESTRING (-37.1684995 -10.8049643, -37.1685921 -10.8049604, -37.168698 -10.8049611, -37.1688073 -10.8049703, -37.1689139 -10.8049946, -37.1691405 -10.8050726)",,,
163097268,,tertiary,False,True,21.726,Praça da Independência,,"LINESTRING (-37.1666388 -10.8050383, -37.1665087 -10.8048905)",,,
163097269,,tertiary,False,True,64.604,Praça Doutor Heraclito Diniz Gonçalves,8,"LINESTRING (-37.1666388 -10.8050383, -37.1670762 -10.8054294)",,,
163099560,,residential,False,False,56.413,Praça Coronel José do Faro,,"LINESTRING (-37.1666388 -10.8050383, -37.167046 -10.8047262)",,,
813345935,,residential,False,False,47.895,Praça Doutor Heraclito Diniz Gonçalves,,"LINESTRING (-37.1666388 -10.8050383, -37.1662667 -10.8052662)",,,
163099565,,residential,False,False,38.958,Praça Augusto Maynard,,"LINESTRING (-37.1673411 -10.8052936, -37.1674733 -10.8049682)",,,
383197874,,tertiary,False,False,32.688,Rua José do Prado Franco,10,"LINESTRING (-37.1673411 -10.8052936, -37.1671964 -10.8053585, -37.1670762 -10.8054294)",,,
383197874,,tertiary,False,True,52.203,Rua José do Prado Franco,10,"LINESTRING (-37.1673411 -10.8052936, -37.1674718 -10.8052444, -37.1675854 -10.8052018, -37.1676667 -10.8051719, -37.1677911 -10.8051363)",,,
101883958,SE-429,tertiary,False,True,37.566,,,"LINESTRING (-37.1623492 -10.8078038, -37.162022 -10.8079079)",,,
101883958,SE-429,tertiary,False,False,270.94800000000004,,,"LINESTRING (-37.1623492 -10.8078038, -37.1626671 -10.8077103, -37.1629004 -10.8076194, -37.1631177 -10.8075009, -37.1633832 -10.8073033, -37.1636541 -10.8071069, -37.1640521 -10.8067602, -37.1641771 -10.8066371, -37.1643724 -10.8064532)",,,
315994652,,residential,False,False,312.06399999999996,Rua Boquim,,"LINESTRING (-37.1623492 -10.8078038, -37.1624123 -10.8076471, -37.1624619 -10.8075338, -37.1625095 -10.8074475, -37.1625685 -10.8073797, -37.1627174 -10.8072492, -37.1628883 -10.8071254, -37.1630318 -10.8070003, -37.1632129 -10.8068211, -37.1633993 -10.806667, -37.163575 -10.8065405, -37.1637587 -10.8064351, -37.1639438 -10.8063587, -37.1641678 -10.8062889, -37.1645619 -10.8062312)",,,
163099571,,residential,False,False,262.213,Rua Alto Xavier,,"LINESTRING (-37.1691405 -10.8050726, -37.1690909 -10.8054981, -37.1690333 -10.8055224, -37.1689718 -10.805525, -37.1685932 -10.8055644, -37.1684555 -10.8055831, -37.1682628 -10.8056316, -37.167831 -10.8058305, -37.1675534 -10.8059761, -37.1674206 -10.8060584, -37.1672831 -10.8061618)",,,
383197874,,tertiary,False,False,71.851,Rua José do Prado Franco,10,"LINESTRING (-37.1691405 -10.8050726, -37.1689139 -10.8049946, -37.1688073 -10.8049703, -37.168698 -10.8049611, -37.1685921 -10.8049604, -37.1684995 -10.8049643)",,,
383197914,,residential,False,False,67.959,Travessa Ovídeo Maia,,"LINESTRING (-37.1659152 -10.8054553, -37.1653524 -10.8057159)",,,
813345937,,residential,False,False,31.223,Praça da Independência,,"LINESTRING (-37.1659152 -10.8054553, -37.1658156 -10.8051921)",,,
813345938,,residential,False,True,43.773,Praça da Independência,,"LINESTRING (-37.1659152 -10.8054553, -37.1662667 -10.8052662)",,,
1097797792,,residential,False,False,147.912,Rua Horacio Hora,,"LINESTRING (-37.1659152 -10.8054553, -37.1663937 -10.8066997)",,,
813345935,,residential,False,True,47.895,Praça Doutor Heraclito Diniz Gonçalves,,"LINESTRING (-37.1662667 -10.8052662, -37.1666388 -10.8050383)",,,
813345938,,residential,False,False,43.773,Praça da Independência,,"LINESTRING (-37.1662667 -10.8052662, -37.1659152 -10.8054553)",,,
813345934,,residential,False,False,71.92699999999999,Praça Doutor Heraclito Diniz Gonçalves,,"LINESTRING (-37.1662667 -10.8052662, -37.1665355 -10.8056566, -37.1665885 -10.8057304, -37.1666515 -10.805789)",,,
163101571,,residential,False,True,65.892,Rua Cambota,,"LINESTRING (-37.1666515 -10.805789, -37.1671662 -10.8060981)",,,
163099572,,residential,False,False,90.927,Rua Jackson Figueredo,,"LINESTRING (-37.1666515 -10.805789, -37.1666448 -10.8058595, -37.1666468 -10.8059616, -37.1666609 -10.8061104, -37.1666837 -10.8062764, -37.1667132 -10.806416, -37.1667712 -10.8065923)",,,
813345933,,residential,False,False,62.42100000000001,Praça Doutor Heraclito Diniz Gonçalves,,"LINESTRING (-37.1666515 -10.805789, -37.1666656 -10.8057455, -37.1666884 -10.8057113, -37.166732 -10.8056671, -37.1670762 -10.8054294)",,,
813345934,,residential,False,True,71.92699999999999,Praça Doutor Heraclito Diniz Gonçalves,,"LINESTRING (-37.1666515 -10.805789, -37.1665885 -10.8057304, -37.1665355 -10.8056566, -37.1662667 -10.8052662)",,,
163097269,,tertiary,False,False,64.604,Praça Doutor Heraclito Diniz Gonçalves,8,"LINESTRING (-37.1670762 -10.8054294, -37.1666388 -10.8050383)",,,
383197874,,tertiary,False,True,32.688,Rua José do Prado Franco,10,"LINESTRING (-37.1670762 -10.8054294, -37.1671964 -10.8053585, -37.1673411 -10.8052936)",,,
813345933,,residential,False,True,62.42100000000001,Praça Doutor Heraclito Diniz Gonçalves,,"LINESTRING (-37.1670762 -10.8054294, -37.166732 -10.8056671, -37.1666884 -10.8057113, -37.1666656 -10.8057455, -37.1666515 -10.805789)",,,
163101356,,residential,False,False,23.696,Rua Francisco Bragança,,"LINESTRING (-37.1684502 -10.8040149, -37.1684513 -10.804228)",,,
