osmid,oneway,ref,name,highway,reversed,length,maxspeed,geometry
231926048,False,MG-226,Rua Cinco,secondary,True,95.414,,"LINESTRING (-49.2016051 -18.7265834, -49.2008633 -18.7270761)"
231926051,False,,Rua Cinco,residential,True,95.143,,"LINESTRING (-49.2016051 -18.7265834, -49.2023631 -18.7261178)"
231926065,False,,Rua Dezesseis,tertiary,True,134.816,,"LINESTRING (-49.2016051 -18.7265834, -49.2009114 -18.7255644)"
231926061,False,,Rua Dez,residential,True,86.0,60,"LINESTRING (-49.1992772 -18.7184293, -49.1997106 -18.7190848)"
231926072,False,,Rua Doze,residential,False,137.569,60,"LINESTRING (-49.1982357 -18.7185235, -49.1989406 -18.7195651)"
696658352,False,,Rua Dezenove,residential,False,45.744,60,"LINESTRING (-49.1982357 -18.7185235, -49.1978659 -18.7187393)"
231926067,False,,Rua Dezessete,residential,False,96.386,60,"LINESTRING (-49.2004777 -18.718612, -49.1997106 -18.7190848)"
231926089,False,,Rua Oito,residential,False,133.479,60,"LINESTRING (-49.2004777 -18.718612, -49.201163 -18.7196218)"
231926043,False,,Rua B,residential,False,43.603,60,"LINESTRING (-49.2058602 -18.7186164, -49.2060992 -18.7189366)"
231926113,False,,Rua Quatro,residential,True,135.014,60,"LINESTRING (-49.202655 -18.7186852, -49.2033599 -18.7196994)"
231926114,False,,Rua Quinze,residential,False,95.22,60,"LINESTRING (-49.202655 -18.7186852, -49.2019015 -18.7191585)"
231926031,False,,Rua A,residential,True,136.61,60,"LINESTRING (-49.2048543 -18.7187561, -49.2056022 -18.7197599)"
231926134,False,,Rua Treze,residential,False,43.261,60,"LINESTRING (-49.2048543 -18.7187561, -49.2045155 -18.7189761)"
231926043,False,,Rua B,residential,False,43.841,60,"LINESTRING (-49.2060992 -18.7189366, -49.2063011 -18.7192814)"
231926043,False,,Rua B,residential,True,43.603,60,"LINESTRING (-49.2060992 -18.7189366, -49.2058602 -18.7186164)"
231926071,False,,Rua Dois A,residential,True,136.655,60,"LINESTRING (-49.2045155 -18.7189761, -49.2052349 -18.7199989)"
231926134,False,,Rua Treze,residential,False,51.508,60,"LINESTRING (-49.2045155 -18.7189761, -49.204102 -18.7192235)"
231926134,False,,Rua Treze,residential,True,43.261,60,"LINESTRING (-49.2045155 -18.7189761, -49.2048543 -18.7187561)"
231926111,False,,Rua Quatorze,residential,True,66.441,60,"LINESTRING (-49.1974854 -18.7189782, -49.1978261 -18.7194811)"
696658352,False,,Rua Dezenove,residential,True,48.077,60,"LINESTRING (-49.1974854 -18.7189782, -49.1978659 -18.7187393)"
231926061,False,,Rua Dez,residential,False,86.0,60,"LINESTRING (-49.1997106 -18.7190848, -49.1992772 -18.7184293)"
231926061,False,,Rua Dez,residential,True,133.904,60,"LINESTRING (-49.1997106 -18.7190848, -49.2004114 -18.7200896)"
231926067,False,,Rua Dezessete,residential,False,97.098,60,"LINESTRING (-49.1997106 -18.7190848, -49.1989406 -18.7195651)"
231926067,False,,Rua Dezessete,residential,True,96.386,60,"LINESTRING (-49.1997106 -18.7190848, -49.2004777 -18.718612)"
231926114,False,,Rua Quinze,residential,False,93.288,60,"LINESTRING (-49.2019015 -18.7191585, -49.201163 -18.7196218)"
231926114,False,,Rua Quinze,residential,True,95.22,60,"LINESTRING (-49.2019015 -18.7191585, -49.202655 -18.7186852)"
231926122,False,,Rua Seis,residential,False,135.462,60,"LINESTRING (-49.2019015 -18.7191585, -49.202609 -18.7201759)"
231926070,False,,Rua Dois,residential,False,135.732,60,"LINESTRING (-49.204102 -18.7192235, -49.2048087 -18.7202443)"
231926134,False,,Rua Treze,residential,False,94.383,60,"LINESTRING (-49.204102 -18.7192235, -49.2033599 -18.7196994)"
231926134,False,,Rua Treze,residential,True,51.508,60,"LINESTRING (-49.204102 -18.7192235, -49.2045155 -18.7189761)"
231926212,False,,Rua 17 A,residential,False,34.317,60,"LINESTRING (-49.1980958 -18.7193079, -49.1978261 -18.7194811)"
231926043,False,,Rua B,residential,True,43.841,60,"LINESTRING (-49.2063011 -18.7192814, -49.2060992 -18.7189366)"
383596147,False,,Rua Onze,tertiary,False,90.821,60,"LINESTRING (-49.2063011 -18.7192814, -49.2056022 -18.7197599)"
231926111,False,,Rua Quatorze,residential,False,66.441,60,"LINESTRING (-49.1978261 -18.7194811, -49.1974854 -18.7189782)"
231926111,False,,Rua Quatorze,residential,True,69.686,60,"LINESTRING (-49.1978261 -18.7194811, -49.1981804 -18.7200104)"
231926212,False,,Rua 17 A,residential,True,34.317,60,"LINESTRING (-49.1978261 -18.7194811, -49.1980958 -18.7193079)"
231926067,False,,Rua Dezessete,residential,False,94.134,60,"LINESTRING (-49.1989406 -18.7195651, -49.1981804 -18.7200104)"
231926067,False,,Rua Dezessete,residential,True,97.098,60,"LINESTRING (-49.1989406 -18.7195651, -49.1997106 -18.7190848)"
231926072,False,,Rua Doze,residential,False,67.438,60,"LINESTRING (-49.1989406 -18.7195651, -49.1992933 -18.7200713)"
231926072,False,,Rua Doze,residential,True,137.569,60,"LINESTRING (-49.1989406 -18.7195651, -49.1982357 -18.7185235)"
231926089,False,,Rua Oito,residential,False,134.709,60,"LINESTRING (-49.201163 -18.7196218, -49.2018644 -18.7206349)"
231926089,False,,Rua Oito,residential,True,133.479,60,"LINESTRING (-49.201163 -18.7196218, -49.2004777 -18.718612)"
231926114,False,,Rua Quinze,residential,False,94.715,60,"LINESTRING (-49.201163 -18.7196218, -49.2004114 -18.7200896)"
231926114,False,,Rua Quinze,residential,True,93.288,60,"LINESTRING (-49.201163 -18.7196218, -49.2019015 -18.7191585)"
231926113,False,,Rua Quatro,residential,False,135.014,60,"LINESTRING (-49.2033599 -18.7196994, -49.202655 -18.7186852)"
231926113,False,,Rua Quatro,residential,True,136.389,60,"LINESTRING (-49.2033599 -18.7196994, -49.2040654 -18.720728)"
231926134,False,,Rua Treze,residential,False,95.189,60,"LINESTRING (-49.2033599 -18.7196994, -49.202609 -18.7201759)"
231926134,False,,Rua Treze,residential,True,94.383,60,"LINESTRING (-49.2033599 -18.7196994, -49.204102 -18.7192235)"
231926031,False,,Rua A,residential,False,136.61,60,"LINESTRING (-49.2056022 -18.7197599, -49.2048543 -18.7187561)"
383596147,False,,Rua Onze,tertiary,False,46.931,60,"LINESTRING (-49.2056022 -18.7197599, -49.2052349 -18.7199989)"
383596147,False,,Rua Onze,tertiary,True,90.821,60,"LINESTRING (-49.2056022 -18.7197599, -49.2063011 -18.7192814)"
231926071,False,,Rua Dois A,residential,False,136.655,60,"LINESTRING (-49.2052349 -18.7199989, -49.2045155 -18.7189761)"
383596147,False,,Rua Onze,tertiary,False,52.528,60,"LINESTRING (-49.2052349 -18.7199989, -49.2048087 -18.7202443)"
383596147,False,,Rua Onze,tertiary,True,46.931,60,"LINESTRING (-49.2052349 -18.7199989, -49.2056022 -18.7197599)"
231926067,False,,Rua Dezessete,residential,False,95.214,60,"LINESTRING (-49.1981804 -18.7200104, -49.1974183 -18.7204711)"
231926067,False,,Rua Dezessete,residential,True,94.134,60,"LINESTRING (-49.1981804 -18.7200104, -49.1989406 -18.7195651)"
231926111,False,,Rua Quatorze,residential,False,69.686,60,"LINESTRING (-49.1981804 -18.7200104, -49.1978261 -18.7194811)"
231926111,False,,Rua Quatorze,residential,True,45.209,60,"LINESTRING (-49.1981804 -18.7200104, -49.1984185 -18.7203487)"
231926061,False,,Rua Dez,residential,False,133.904,60,"LINESTRING (-49.2004114 -18.7200896, -49.1997106 -18.7190848)"
231926061,False,,Rua Dez,residential,True,133.835,60,"LINESTRING (-49.2004114 -18.7200896, -49.2010784 -18.7211141)"
231926114,False,,Rua Quinze,residential,False,96.574,60,"LINESTRING (-49.2004114 -18.7200896, -49.1996406 -18.7205601)"
231926114,False,,Rua Quinze,residential,True,94.715,60,"LINESTRING (-49.2004114 -18.7200896, -49.201163 -18.7196218)"
231926122,False,,Rua Seis,residential,False,134.129,60,"LINESTRING (-49.202609 -18.7201759, -49.203283 -18.7211994)"
231926122,False,,Rua Seis,residential,True,135.462,60,"LINESTRING (-49.202609 -18.7201759, -49.2019015 -18.7191585)"
231926134,False,,Rua Treze,residential,False,93.563,60,"LINESTRING (-49.202609 -18.7201759, -49.2018644 -18.7206349)"
