osmid,name,highway,oneway,reversed,length,geometry,ref,lanes,bridge
172800749,Rua João Primário de Lima,residential,False,False,9.995,"LINESTRING (-37.6364083 -7.7437465, -37.6363431 -7.743684)",,,
1116721873,Rua Isidio Leite,residential,False,True,28.092,"LINESTRING (-37.6364083 -7.7437465, -37.6363988 -7.7438248, -37.636416 -7.7439082, -37.6364417 -7.743958, -37.6364605 -7.7439849)",,,
172800760,Rua Josué Martins,tertiary,False,True,13.499,"LINESTRING (-37.63684 -7.7438925, -37.6369616 -7.7439073)",,,
609052756,Avenida Artur Padilha,primary,False,False,23.649,"LINESTRING (-37.63684 -7.7438925, -37.6367871 -7.7439975, -37.6367529 -7.7440866)",PE-292,,
172800760,Rua Josué Martins,tertiary,False,False,12.24,"LINESTRING (-37.6376357 -7.7439287, -37.6375247 -7.7439242)",,,
172800767,Rua Gustavo Fittipaldi,residential,False,False,105.539,"LINESTRING (-37.6376357 -7.7439287, -37.6376196 -7.7448777)",,,
172800760,Rua Josué Martins,tertiary,False,True,73.963,"LINESTRING (-37.6376357 -7.7439287, -37.63799 -7.7439331, -37.6383069 -7.7439394)",,,
172800740,Rua Antônio de Oliveira,residential,False,False,77.297,"LINESTRING (-37.6383069 -7.7439394, -37.6383057 -7.744178, -37.638294 -7.7446344)",,,
172800760,Rua Josué Martins,tertiary,False,False,73.963,"LINESTRING (-37.6383069 -7.7439394, -37.63799 -7.7439331, -37.6376357 -7.7439287)",,,
172800760,Rua Josué Martins,tertiary,False,True,60.191,"LINESTRING (-37.6383069 -7.7439394, -37.6386177 -7.7439492, -37.638853 -7.7439528)",,,
172800760,Rua Josué Martins,tertiary,False,False,60.191,"LINESTRING (-37.638853 -7.7439528, -37.6386177 -7.7439492, -37.6383069 -7.7439394)",,,
1116721871,Rua Isidio Leite,residential,False,False,34.144,"LINESTRING (-37.6367529 -7.7440866, -37.6364605 -7.7439849)",,,
609052756,Avenida Artur Padilha,primary,False,False,86.53399999999999,"LINESTRING (-37.6367529 -7.7440866, -37.6366737 -7.7443151, -37.6365168 -7.7448287)",PE-292,,
609052756,Avenida Artur Padilha,primary,False,True,23.649,"LINESTRING (-37.6367529 -7.7440866, -37.6367871 -7.7439975, -37.63684 -7.7438925)",PE-292,,
172800762,Rua Mestre Quitério,residential,False,True,49.368,"LINESTRING (-37.6365168 -7.7448287, -37.6369648 -7.744836)",,,
172800762,Rua Mestre Quitério,residential,False,False,70.74300000000001,"LINESTRING (-37.6365168 -7.7448287, -37.6362426 -7.744836, -37.636034 -7.7448261, -37.6359762 -7.7448174, -37.6359247 -7.7448061, -37.6358791 -7.7447922)",,,
609052756,Avenida Artur Padilha,primary,False,False,77.10600000000001,"LINESTRING (-37.6365168 -7.7448287, -37.6363908 -7.7452334, -37.6363747 -7.7452852, -37.636317 -7.7454932)",PE-292,,
609052756,Avenida Artur Padilha,primary,False,True,86.53399999999999,"LINESTRING (-37.6365168 -7.7448287, -37.6366737 -7.7443151, -37.6367529 -7.7440866)",PE-292,,
172800762,Rua Mestre Quitério,residential,False,False,45.999,"LINESTRING (-37.6376196 -7.7448777, -37.6372035 -7.744844)",,,
