osmid,oneway,highway,reversed,length,geometry,lanes,ref,name,maxspeed,bridge
825285324,True,trunk_link,False,202.598,"LINESTRING (-50.7596936 -24.4486472, -50.7597066 -24.4484852, -50.7598615 -24.4479602, -50.7599017 -24.447699, -50.759958 -24.4473693, -50.7600734 -24.4468615)",,,,,
825285327,False,primary,True,412.755,"LINESTRING (-50.758394 -24.447665, -50.7582682 -24.447434, -50.7581985 -24.4473291, -50.7581036 -24.4472296, -50.7579619 -24.4470967, -50.7578339 -24.4470032, -50.7577117 -24.4469286, -50.7576025 -24.4468865, -50.7573513 -24.4468142, -50.7566703 -24.4467062, -50.7553203 -24.4464538, -50.7547836 -24.4463497)",2,PR-160,Rodovia do Papel,60,
825285332,True,primary,False,57.119,"LINESTRING (-50.758394 -24.447665, -50.7584547 -24.4477527, -50.7585987 -24.44806, -50.758634 -24.4481288)",2,PR-160,Rodovia do Papel,60,
825285333,True,primary,False,64.475,"LINESTRING (-50.758579 -24.4482192, -50.7585311 -24.4480774, -50.7584132 -24.4477554, -50.758394 -24.447665)",2,PR-160,Rodovia do Papel,60,
825285333,True,primary,False,48.589,"LINESTRING (-50.7588843 -24.4485513, -50.7587577 -24.4484486, -50.7586635 -24.4483517, -50.758579 -24.4482192)",2,PR-160,Rodovia do Papel,60,
825285334,False,primary,False,409.514,"LINESTRING (-50.7588843 -24.4485513, -50.7593757 -24.4490399, -50.7597181 -24.4494148, -50.7598543 -24.4495997, -50.7599533 -24.4498042, -50.7599987 -24.4500304, -50.760009 -24.4501333, -50.7600147 -24.4503174, -50.7600224 -24.4505875, -50.7600093 -24.4508992, -50.7599746 -24.451094, -50.7599258 -24.4511759, -50.7598758 -24.4512423, -50.7597917 -24.4513151, -50.7597127 -24.4513737, -50.7596174 -24.4514177, -50.759456 -24.451459, -50.7592716 -24.4514614)",2,PR-160,Rodovia do Papel,60,
825285335,True,motorway,False,216.266,"LINESTRING (-50.7588894 -24.4503415, -50.757658 -24.4519309)",2,BR-376,Rodovia do Café Governador Ney Braga,80,
219334177,True,trunk_link,False,154.445,"LINESTRING (-50.7588894 -24.4503415, -50.7587235 -24.4506997, -50.7587021 -24.4508651, -50.7587368 -24.4510209, -50.7588518 -24.4511961, -50.7589227 -24.4512712, -50.7590336 -24.4513494, -50.7592716 -24.4514614)",1,PR-160,Rodovia do Papel,,
219334178,True,trunk_link,False,186.846,"LINESTRING (-50.7592716 -24.4514614, -50.7587796 -24.4513744, -50.7586095 -24.4513693, -50.7583921 -24.4513968, -50.7582087 -24.4514605, -50.7579989 -24.4515964, -50.757658 -24.4519309)",1,PR-160,Rodovia do Papel,,
825285334,False,primary,True,409.51400000000007,"LINESTRING (-50.7592716 -24.4514614, -50.759456 -24.451459, -50.7596174 -24.4514177, -50.7597127 -24.4513737, -50.7597917 -24.4513151, -50.7598758 -24.4512423, -50.7599258 -24.4511759, -50.7599746 -24.451094, -50.7600093 -24.4508992, -50.7600224 -24.4505875, -50.7600147 -24.4503174, -50.760009 -24.4501333, -50.7599987 -24.4500304, -50.7599533 -24.4498042, -50.7598543 -24.4495997, -50.7597181 -24.4494148, -50.7593757 -24.4490399, -50.7588843 -24.4485513)",2,PR-160,Rodovia do Papel,60,
601420166,False,residential,True,74.404,"LINESTRING (-50.7515673 -24.4432058, -50.7514853 -24.4436348, -50.7514353 -24.443864)",,,Rua Janeiro,,
633497017,False,residential,True,154.142,"LINESTRING (-50.7515673 -24.4432058, -50.752605 -24.4435639, -50.7529855 -24.44371)",,,Rua Jamuru,,
269965259,False,residential,True,61.463,"LINESTRING (-50.7532353 -24.4432062, -50.7529855 -24.44371)",,,Rua Willy Gibson,,
601420168,False,residential,True,113.09599999999999,"LINESTRING (-50.7532353 -24.4432062, -50.7534429 -24.4430374, -50.7535335 -24.4429668, -50.7535777 -24.4429461, -50.7536259 -24.442955, -50.7540298 -24.4433841)",,,Rua Orquídea,,
"[269965264, 269965250, 269965219]",False,residential,"[False, True]",263.717,"LINESTRING (-50.7540298 -24.4433841, -50.7541325 -24.4432399, -50.7542235 -24.443197, -50.7542964 -24.4432041, -50.7547089 -24.4436292, -50.7547398 -24.4436591, -50.7547403 -24.4437153, -50.7544231 -24.444086, -50.7540843 -24.4444921, -50.7537648 -24.44476)",,,"['Rua Benedito Borges', 'Rua Dirceu Marcovi', 'Rua José Rodakoski']",,
269965264,False,residential,True,124.46000000000001,"LINESTRING (-50.7540298 -24.4433841, -50.7539138 -24.4435471, -50.7533551 -24.4443198)",,,Rua José Rodakoski,,
