osmid,ref,name,highway,oneway,reversed,length,lanes,maxspeed,geometry
31515207,BR-110;PE-275,Rua Vinte Cinco de Agosto,primary,False,False,29.712,,,"LINESTRING (-37.2746768 -7.4688269, -37.274664 -7.46856)"
234903136,BR-110;PE-275,Rua Vinte e Cinco de Agosto,primary,True,False,31.594,2,40,"LINESTRING (-37.2746768 -7.4688269, -37.2746989 -7.468915, -37.2747137 -7.4690234, -37.274719 -7.4691072)"
234903136,BR-110;PE-275,Rua Vinte e Cinco de Agosto,primary,True,False,160.947,2,40,"LINESTRING (-37.274682 -7.4697742, -37.2744536 -7.4712038)"
680793871,,Rua Professora Carminha Gomes,residential,False,False,125.241,,,"LINESTRING (-37.274682 -7.4697742, -37.2757936 -7.4700062)"
680793871,,Rua Professora Carminha Gomes,residential,False,True,14.874,,,"LINESTRING (-37.274682 -7.4697742, -37.2745505 -7.4697443)"
680793871,,Rua Professora Carminha Gomes,residential,False,False,14.874,,,"LINESTRING (-37.2745505 -7.4697443, -37.274682 -7.4697742)"
680793869,BR-110;PE-275,Rua Vinte e Cinco de Agosto,primary,True,False,102.97800000000001,2,40,"LINESTRING (-37.2745505 -7.4697443, -37.2746077 -7.4693299, -37.2746399 -7.469048, -37.2746614 -7.4689084, -37.2746768 -7.4688269)"
"[405592041, 680793871]",,"['Rua Antonio Silva Sobrinho', 'Rua Professora Carminha Gomes']",residential,False,True,117.017,,,"LINESTRING (-37.2745505 -7.4697443, -37.2744601 -7.4697285, -37.2743697 -7.4697392, -37.2735093 -7.4699153)"
405592027,,Rua Professor Sebastião Rabelo,residential,False,True,75.01400000000001,,,"LINESTRING (-37.2760106 -7.4739364, -37.2756692 -7.4738576, -37.27535 -7.4737751)"
405590654,,Rua Tabelião Jose Paulino de Siqueira,residential,False,True,16.523,,,"LINESTRING (-37.2780017 -7.471866, -37.277994 -7.4720144)"
405590665,,Rua Jose G Filho,residential,False,False,33.612,,,"LINESTRING (-37.2780017 -7.471866, -37.2783026 -7.4719146)"
405590665,,Rua Jose G Filho,residential,False,True,62.704,,,"LINESTRING (-37.2780017 -7.471866, -37.2774402 -7.4717763)"
405590665,,Rua Jose G Filho,residential,False,False,14.554,,,"LINESTRING (-37.2743233 -7.4711828, -37.2744536 -7.4712038)"
680793869,BR-110;PE-275,Rua Vinte e Cinco de Agosto,primary,True,False,12.591,2,40,"LINESTRING (-37.2743233 -7.4711828, -37.2743414 -7.471071)"
234903136,BR-110;PE-275,Rua Vinte e Cinco de Agosto,primary,True,False,70.081,2,40,"LINESTRING (-37.2744536 -7.4712038, -37.274334 -7.4718228)"
405590665,,Rua Jose G Filho,residential,False,False,67.302,,,"LINESTRING (-37.2744536 -7.4712038, -37.2750496 -7.4713347)"
405590665,,Rua Jose G Filho,residential,False,True,14.554,,,"LINESTRING (-37.2744536 -7.4712038, -37.2743233 -7.4711828)"
