osmid,name,highway,oneway,reversed,length,maxspeed,geometry,lanes
36857679,Travessa Santo Antônio,residential,False,False,71.783,,"LINESTRING (-51.5216933 -29.1685759, -51.5224323 -29.1685946)",
86979500,Avenida Osvaldo Aranha,secondary,False,False,45.382,40,"LINESTRING (-51.5216933 -29.1685759, -51.5215793 -29.1681801)",
86979500,Avenida Osvaldo Aranha,secondary,False,True,114.844,40,"LINESTRING (-51.5216933 -29.1685759, -51.5219991 -29.1695736)",
36847188,Rua Gilberto Tim,tertiary,False,False,63.404,30,"LINESTRING (-51.5216933 -29.1685759, -51.5211796 -29.1686076, -51.5210777 -29.1686309, -51.5210489 -29.1686444)",
36847189,Rua Augusto Geisel,residential,False,False,111.217,,"LINESTRING (-51.5232597 -29.1686051, -51.5232758 -29.1696052)",
36847189,Rua Augusto Geisel,residential,False,True,110.231,,"LINESTRING (-51.5232597 -29.1686051, -51.5231296 -29.1676203)",
36857679,Travessa Santo Antônio,residential,False,False,105.474,,"LINESTRING (-51.5232597 -29.1686051, -51.524346 -29.1686087)",
36857679,Travessa Santo Antônio,residential,False,True,44.47,,"LINESTRING (-51.5232597 -29.1686051, -51.5228017 -29.1686034)",
36847189,Rua Augusto Geisel,residential,False,False,153.354,,"LINESTRING (-51.5230257 -29.1651711, -51.5230552 -29.16655)",
86979499,Rua Livramento,tertiary,False,False,211.642,40,"LINESTRING (-51.5230257 -29.1651711, -51.5208592 -29.1653801)",
38483125,Rua Livramento,tertiary,False,True,39.056,40,"LINESTRING (-51.5230257 -29.1651711, -51.5232872 -29.1651505, -51.5234259 -29.1651361)",
86979499,Rua Livramento,tertiary,False,True,211.642,40,"LINESTRING (-51.5208592 -29.1653801, -51.5230257 -29.1651711)",
37410204,Rua Doutor Montauri,tertiary,False,False,202.813,40,"LINESTRING (-51.5208592 -29.1653801, -51.519856 -29.1653544, -51.5197183 -29.1653418, -51.5195759 -29.1653251, -51.5187871 -29.1651939)",
86979498,Avenida Osvaldo Aranha,secondary,False,False,63.624,40,"LINESTRING (-51.5208592 -29.1653801, -51.5209249 -29.1651142, -51.5210214 -29.1648261)",2
86979500,Avenida Osvaldo Aranha,secondary,False,True,68.179,40,"LINESTRING (-51.5208592 -29.1653801, -51.5208551 -29.1655944, -51.5208605 -29.1657115, -51.5208793 -29.1658075, -51.5209155 -29.165989)",
41389533,Rua Barão do Rio Branco,secondary,True,False,71.035,40,"LINESTRING (-51.5187871 -29.1651939, -51.518704 -29.1658286)",2
108437652,Rua Doutor Montauri,tertiary,True,False,122.94,40,"LINESTRING (-51.5187871 -29.1651939, -51.5175466 -29.1649725)",2
37410204,Rua Doutor Montauri,tertiary,False,True,202.81300000000002,40,"LINESTRING (-51.5187871 -29.1651939, -51.5195759 -29.1653251, -51.5197183 -29.1653418, -51.519856 -29.1653544, -51.5208592 -29.1653801)",
36857638,Travessa Dom Emílio,residential,False,True,78.244,,"LINESTRING (-51.5215793 -29.1681801, -51.5223851 -29.1681719)",
86979500,Avenida Osvaldo Aranha,secondary,False,False,57.263,40,"LINESTRING (-51.5215793 -29.1681801, -51.5214278 -29.1676824)",
86979500,Avenida Osvaldo Aranha,secondary,False,True,45.382,40,"LINESTRING (-51.5215793 -29.1681801, -51.5216933 -29.1685759)",
