osmid,lanes,highway,maxspeed,oneway,reversed,length,name,geometry,ref
231393678,2,residential,30,False,False,8.912,,"LINESTRING (-45.7630582 -21.235351, -45.7631407 -21.2353736)",
1069006368,,residential,,False,False,11.179,Rua Coronel Carlos Caiafa,"LINESTRING (-45.7630582 -21.235351, -45.7631616 -21.2353224)",
627453799,2,tertiary,40,False,True,66.488,Rua Olímpio de Carvalho,"LINESTRING (-45.7605133 -21.2322335, -45.759907 -21.2320382)",
1069006374,2,residential,30,False,False,85.387,Rua Vinte e Cinco de Dezembro,"LINESTRING (-45.7605133 -21.2322335, -45.7604635 -21.231467)",
1069006374,2,residential,30,False,True,141.406,Rua Vinte e Cinco de Dezembro,"LINESTRING (-45.7605133 -21.2322335, -45.7605952 -21.2335029)",
627453799,2,tertiary,40,False,False,188.145,Rua Olímpio de Carvalho,"LINESTRING (-45.7605133 -21.2322335, -45.7619334 -21.2328027, -45.7620181 -21.2330411)",
231283616,,residential,,False,True,120.94,Rua Nossa Senhora do Carmo,"LINESTRING (-45.7606684 -21.2345823, -45.7595627 -21.2349298)",
231283625,2,tertiary,40,False,False,93.975,Rua Nossa Senhora do Carmo,"LINESTRING (-45.7606684 -21.2345823, -45.7615274 -21.2343118)",
1069102168,2,residential,30,False,True,16.607,Rua Vinte e Cinco de Dezembro,"LINESTRING (-45.7606684 -21.2345823, -45.7606327 -21.2344367)",
231283608,,residential,,False,False,50.288,Rua Coronel Joaquim José de Araújo,"LINESTRING (-45.756918 -21.2346361, -45.7570803 -21.2350623)",
231283608,,residential,,False,True,218.816,Rua Coronel Joaquim José de Araújo,"LINESTRING (-45.756918 -21.2346361, -45.7562368 -21.2327735)",
231283607,2,residential,30,False,True,96.574,Rua Tomé Soares de Oliveira,"LINESTRING (-45.756918 -21.2346361, -45.7574196 -21.2344736, -45.7577991 -21.2343536)",
858791598,,residential,,True,False,17.243,Rua Coronel Joaquim José de Araújo,"LINESTRING (-45.7559632 -21.232171, -45.7558378 -21.2320691)",
231283608,,residential,,False,False,72.787,Rua Coronel Joaquim José de Araújo,"LINESTRING (-45.7559632 -21.232171, -45.7560329 -21.2323022, -45.7562368 -21.2327735)",
231283607,2,residential,30,False,False,21.261,Rua Tomé Soares de Oliveira,"LINESTRING (-45.7605952 -21.2335029, -45.7603994 -21.2335599)",
231283607,2,residential,30,False,True,156.163,Rua Tomé Soares de Oliveira,"LINESTRING (-45.7605952 -21.2335029, -45.7620181 -21.2330411)",
1069006374,2,residential,30,False,False,141.406,Rua Vinte e Cinco de Dezembro,"LINESTRING (-45.7605952 -21.2335029, -45.7605133 -21.2322335)",
1069102167,1,residential,30,True,False,103.907,Rua Vinte e Cinco de Dezembro,"LINESTRING (-45.7605952 -21.2335029, -45.7606327 -21.2344367)",
231283607,2,residential,30,False,False,7.837,Rua Tomé Soares de Oliveira,"LINESTRING (-45.7603994 -21.2335599, -45.7603269 -21.2335799)",
231283607,2,residential,30,False,True,21.261,Rua Tomé Soares de Oliveira,"LINESTRING (-45.7603994 -21.2335599, -45.7605952 -21.2335029)",
231283607,2,residential,30,False,False,107.38,Rua Tomé Soares de Oliveira,"LINESTRING (-45.7587779 -21.2340371, -45.7577991 -21.2343536)",
231283607,2,residential,30,False,True,101.304,Rua Tomé Soares de Oliveira,"LINESTRING (-45.7587779 -21.2340371, -45.7597072 -21.2337548)",
231283613,1,residential,30,True,False,120.205,Rua Dom Othom Motta,"LINESTRING (-45.7587779 -21.2340371, -45.7591159 -21.2350712)",
231283607,2,residential,30,False,True,107.38,Rua Tomé Soares de Oliveira,"LINESTRING (-45.7577991 -21.2343536, -45.7587779 -21.2340371)",
231283614,,residential,,False,False,120.567,Rua Prefeito Jorge de Paula Memberg,"LINESTRING (-45.7577991 -21.2343536, -45.7581706 -21.2353811)",
231283614,,residential,,False,True,377.905,Rua Prefeito Jorge de Paula Memberg,"LINESTRING (-45.7577991 -21.2343536, -45.7566217 -21.2311371)",
231283607,2,residential,30,False,False,96.574,Rua Tomé Soares de Oliveira,"LINESTRING (-45.7577991 -21.2343536, -45.7574196 -21.2344736, -45.756918 -21.2346361)",
231283608,,residential,,False,False,80.428,Rua Coronel Joaquim José de Araújo,"LINESTRING (-45.7575195 -21.2362786, -45.7577603 -21.2369662)",
231283608,,residential,,False,True,72.422,Rua Coronel Joaquim José de Araújo,"LINESTRING (-45.7575195 -21.2362786, -45.7572855 -21.2356649)",
231283615,,residential,,False,True,50.914,Rua Luiz Marques Rabelo,"LINESTRING (-45.7575195 -21.2362786, -45.7570642 -21.2364505)",
231283615,,residential,,False,False,96.221,Rua Luiz Marques Rabelo,"LINESTRING (-45.7575195 -21.2362786, -45.7582605 -21.236013, -45.7583832 -21.2359617)",
231283605,1,tertiary,40,True,False,61.321,Rua Vinte e Cinco de Dezembro,"LINESTRING (-45.7607945 -21.2351211, -45.7606684 -21.2345823)",
231283627,2,residential,30,False,True,195.995,Rua Luiz Marquês Rabelo,"LINESTRING (-45.7607945 -21.2351211, -45.7625658 -21.2345039)",
231283615,,residential,,False,True,165.255,Rua Luiz Marques Rabelo,"LINESTRING (-45.7607945 -21.2351211, -45.7595768 -21.2355461, -45.7592978 -21.235633)",
231283613,1,residential,30,True,False,91.202,Rua Dom Othom Motta,"LINESTRING (-45.7592978 -21.235633, -45.7595412 -21.2364212)",
231283615,,residential,,False,False,165.255,Rua Luiz Marques Rabelo,"LINESTRING (-45.7592978 -21.235633, -45.7595768 -21.2355461, -45.7607945 -21.2351211)",
231283615,,residential,,False,True,101.611,Rua Luiz Marques Rabelo,"LINESTRING (-45.7592978 -21.235633, -45.7588533 -21.2357842, -45.7583832 -21.2359617)",
231283614,,residential,,False,False,83.476,Rua Prefeito Jorge de Paula Memberg,"LINESTRING (-45.7583832 -21.2359617, -45.758662 -21.236666)",
231283614,,residential,,False,True,68.217,Rua Prefeito Jorge de Paula Memberg,"LINESTRING (-45.7583832 -21.2359617, -45.7581706 -21.2353811)",
