osmid,ref,name,highway,oneway,reversed,length,maxspeed,lanes,geometry
218366290,,Rua Benigno Inácio,residential,False,False,91.675,30,,"LINESTRING (-37.8028822 -6.7668004, -37.8028943 -6.7670668, -37.8029144 -6.7673531, -37.8029291 -6.7676235)"
218366306,,Rua João Capuchu,residential,False,False,17.343,,,"LINESTRING (-37.8031641 -6.7714321, -37.8030645 -6.7713115)"
218366306,,Rua João Capuchu,residential,False,True,20.337,,,"LINESTRING (-37.8031641 -6.7714321, -37.8032852 -6.7715699)"
218366307,,Rua João Pessoa,residential,False,False,65.509,,,"LINESTRING (-37.8031641 -6.7714321, -37.8027233 -6.7718264)"
218366290,,Rua Benigno Inácio,residential,False,True,107.78699999999999,30,,"LINESTRING (-37.8028949 -6.7685724, -37.8029104 -6.7685704, -37.8029231 -6.768561, -37.8029285 -6.7685371, -37.8029291 -6.7676235)"
218361434,,Rua Queli Samara Oliveira,residential,False,True,68.079,30,,"LINESTRING (-37.7994484 -6.770903, -37.7993292 -6.7703023)"
428344112,,Rua Coronel João Carneiro,secondary,True,False,37.308,50,2,"LINESTRING (-37.7994484 -6.770903, -37.799783 -6.7708564)"
218366295,,Estrada Municipal,residential,False,False,51.912,,,"LINESTRING (-37.8013052 -6.7737281, -37.8010007 -6.7733724)"
218366295,,Estrada Municipal,residential,False,True,49.497,,,"LINESTRING (-37.8013052 -6.7737281, -37.8015908 -6.7740712)"
218366309,,Rua Argemiro de Sousa,residential,False,True,78.545,,,"LINESTRING (-37.8013052 -6.7737281, -37.8018191 -6.7732397)"
218366304,,,residential,False,False,26.881,,,"LINESTRING (-37.8025509 -6.7741425, -37.8027013 -6.7743326)"
218366304,,,residential,False,True,19.47,,,"LINESTRING (-37.8025509 -6.7741425, -37.8024347 -6.7740108)"
218366307,,Rua João Pessoa,residential,False,False,37.385,,,"LINESTRING (-37.800424 -6.7739053, -37.8001678 -6.7741251)"
218366307,,Rua João Pessoa,residential,False,True,86.984,,,"LINESTRING (-37.800424 -6.7739053, -37.8010007 -6.7733724)"
426935759,,Rua Benjamim Constant,residential,False,False,81.841,,,"LINESTRING (-37.800424 -6.7739053, -37.8005815 -6.7746245)"
426935759,,Rua Benjamim Constant,residential,False,True,47.845,,,"LINESTRING (-37.800424 -6.7739053, -37.8004172 -6.7737695, -37.8004197 -6.7734752)"
218366295,,Estrada Municipal,residential,False,True,51.912,,,"LINESTRING (-37.8010007 -6.7733724, -37.8013052 -6.7737281)"
218366307,,Rua João Pessoa,residential,False,False,86.984,,,"LINESTRING (-37.8010007 -6.7733724, -37.800424 -6.7739053)"
218366307,,Rua João Pessoa,residential,False,True,34.195,,,"LINESTRING (-37.8010007 -6.7733724, -37.8012232 -6.7731585)"
218366317,,,residential,False,False,9.992,,,"LINESTRING (-37.8016398 -6.7713922, -37.8016752 -6.7714749)"
821775984,,Rua Padre Amâncio Leite,residential,True,False,17.564,,,"LINESTRING (-37.8016398 -6.7713922, -37.8017986 -6.771383)"
218366295,,Estrada Municipal,residential,False,False,49.497,,,"LINESTRING (-37.8015908 -6.7740712, -37.8013052 -6.7737281)"
218366295,,Estrada Municipal,residential,False,True,35.398,,,"LINESTRING (-37.8015908 -6.7740712, -37.8018028 -6.77431)"
218366311,,Rua Argemiro de Sousa,residential,False,False,77.221,,,"LINESTRING (-37.8015908 -6.7740712, -37.8021085 -6.7736043)"
218366316,,Rua Felinto Martins de Sousa,residential,False,True,48.921,,,"LINESTRING (-37.8006881 -6.7748922, -37.8008322 -6.77488, -37.8009363 -6.7748648, -37.8011267 -6.7748322)"
426935757,,Rua Benjamim Constant,residential,False,False,35.668,,,"LINESTRING (-37.8006881 -6.7748922, -37.8005373 -6.775002, -37.8004303 -6.7750854)"
"[426935757, 426935759]",,Rua Benjamim Constant,residential,False,True,21.683999999999997,,,"LINESTRING (-37.8006881 -6.7748922, -37.8006133 -6.7747675, -37.8006025 -6.7747188)"
218366309,,Rua Argemiro de Sousa,residential,False,False,121.917,,,"LINESTRING (-37.802633 -6.7724988, -37.8018191 -6.7732397)"
218366309,,Rua Argemiro de Sousa,residential,False,True,57.696,,,"LINESTRING (-37.802633 -6.7724988, -37.8030181 -6.7721481)"
218366317,,,residential,False,True,48.156,,,"LINESTRING (-37.802633 -6.7724988, -37.8023377 -6.7721801)"
218366295,,Estrada Municipal,residential,False,False,89.113,,,"LINESTRING (-37.8027013 -6.7743326, -37.8018979 -6.7744087)"
218366304,,,residential,False,True,26.881,,,"LINESTRING (-37.8027013 -6.7743326, -37.8025509 -6.7741425)"
428366252,,Estrada Municipal,residential,False,True,13.314,,,"LINESTRING (-37.8027013 -6.7743326, -37.802821 -6.7743182)"
428344108,,Rua Benjamin Constant,residential,False,False,5.415,,,"LINESTRING (-37.8005191 -6.7715917, -37.8005245 -6.7716401)"
821775981,,Rua Padre Amâncio Leite,residential,True,False,125.72,,,"LINESTRING (-37.8005191 -6.7715917, -37.8016398 -6.7713922)"
428344108,,Rua Benjamin Constant,residential,False,True,62.654,,,"LINESTRING (-37.8005191 -6.7715917, -37.8004635 -6.7710807, -37.8004541 -6.7710321)"
218366299,,,residential,False,False,51.621,,,"LINESTRING (-37.8021085 -6.7736043, -37.8018191 -6.7732397)"
218366304,,,residential,False,False,57.797,,,"LINESTRING (-37.8021085 -6.7736043, -37.8024347 -6.7740108)"
218366311,,Rua Argemiro de Sousa,residential,False,False,182.147,,,"LINESTRING (-37.8021085 -6.7736043, -37.8033166 -6.7724889)"
218366311,,Rua Argemiro de Sousa,residential,False,True,77.221,,,"LINESTRING (-37.8021085 -6.7736043, -37.8015908 -6.7740712)"
218366296,,Rua Padre Amâncio Leite,residential,False,False,48.699,,,"LINESTRING (-37.8022277 -6.7712818, -37.8017986 -6.771383)"
428366254,,Rua Coronel Francisco de Assis,residential,False,False,81.62,,,"LINESTRING (-37.8022277 -6.7712818, -37.8027233 -6.7718264)"
218366296,,Rua Padre Amâncio Leite,residential,False,True,72.119,,,"LINESTRING (-37.8022277 -6.7712818, -37.8026696 -6.7711, -37.8027494 -6.7710701, -37.8028346 -6.7710428)"
428360948,,,residential,False,True,60.733,,,"LINESTRING (-37.8022277 -6.7712818, -37.802189 -6.7711758, -37.8021043 -6.7707506)"
218366317,,,residential,False,False,50.77,,,"LINESTRING (-37.8020211 -6.771849, -37.8023377 -6.7721801)"
218366317,,,residential,False,True,56.473,,,"LINESTRING (-37.8020211 -6.771849, -37.8016752 -6.7714749)"
218366305,,Rua Coronel José Avelino,residential,False,True,140.1,,,"LINESTRING (-37.8020211 -6.771849, -37.801698 -6.7720156, -37.8016309 -6.7720476, -37.8015478 -6.7720729, -37.8008134 -6.7721874)"
173103672,BR-427,Rua Antônio Fernandes de Almeida,trunk,False,True,97.297,,,"LINESTRING (-37.7956664 -6.7696424, -37.7963787 -6.7701575)"
428360914,BR-427,Rua Antônio Fernandes de Almeida,trunk,False,False,33.294,50,,"LINESTRING (-37.7956664 -6.7696424, -37.7954191 -6.7694711)"
300146711,,,trunk_link,False,False,57.788999999999994,,,"LINESTRING (-37.7956664 -6.7696424, -37.7957717 -6.7696544, -37.7958159 -6.7696531, -37.7958883 -6.7696364, -37.7959279 -6.7696138, -37.7959567 -6.7695885, -37.7959876 -6.7695505, -37.7960271 -6.7694913, -37.7960808 -6.7694147)"
218366308,,Rua Major Saturnino Rodrigues dos Santos,residential,False,False,152.341,,,"LINESTRING (-37.7962931 -6.7713406, -37.7976599 -6.771154)"
218366308,,Rua Major Saturnino Rodrigues dos Santos,residential,False,True,59.809,,,"LINESTRING (-37.7962931 -6.7713406, -37.7957566 -6.7714146)"
218366918,,Rua Engenheiro Francisco Ismael de Lacerda,residential,False,True,37.916,,,"LINESTRING (-37.7962931 -6.7713406, -37.7963301 -6.7716796)"
218366932,,Rua Pedro V Queiroga,residential,False,False,67.731,,,"LINESTRING (-37.798795 -6.7732707, -37.7981816 -6.7732688)"
218366932,,Rua Pedro V Queiroga,residential,False,True,104.049,,,"LINESTRING (-37.798795 -6.7732707, -37.7997373 -6.7732754)"
218366934,,,residential,False,False,53.131,,,"LINESTRING (-37.798795 -6.7732707, -37.7988058 -6.7737484)"
218366920,,Rua Miguel Alves da Silva,residential,False,False,9.404,,,"LINESTRING (-37.7965715 -6.7738931, -37.7966559 -6.7738818)"
218366920,,Rua Miguel Alves da Silva,residential,False,True,110.713,,,"LINESTRING (-37.7965715 -6.7738931, -37.7955769 -6.7740191)"
821775980,,Rua Engenheiro Francisco Ismael de Lacerda,residential,False,False,68.794,,,"LINESTRING (-37.7965715 -6.7738931, -37.7965037 -6.7732781)"
218366932,,Rua Pedro V Queiroga,residential,False,False,9.927,,,"LINESTRING (-37.8004213 -6.7732801, -37.8003314 -6.7732801)"
426935759,,Rua Benjamim Constant,residential,False,False,21.695,,,"LINESTRING (-37.8004213 -6.7732801, -37.8004197 -6.7734752)"
427919138,,Rua Benjamin Constant,residential,False,True,52.775,,,"LINESTRING (-37.8004213 -6.7732801, -37.8004413 -6.7728059)"
218366293,,Rua José Rufino,residential,False,True,180.687,,,"LINESTRING (-37.7997522 -6.7727744, -37.7981373 -6.7730368)"
218366293,,Rua José Rufino,residential,False,False,76.91600000000001,,,"LINESTRING (-37.7997522 -6.7727744, -37.8003367 -6.772704, -37.8004441 -6.7726948)"
218366937,,Rua Francisco F de Almeida Filho,residential,False,True,47.822,,,"LINESTRING (-37.7997522 -6.7727744, -37.79975 -6.7726888, -37.799744 -6.7726102, -37.7997018 -6.7723479)"
218366926,,Rua Davi Almeida de Melo,residential,False,True,85.086,,,"LINESTRING (-37.798287 -6.7751647, -37.7975229 -6.7752637)"
426935747,BR-230,,trunk,False,False,60.620000000000005,50,2,"LINESTRING (-37.798287 -6.7751647, -37.7982477 -6.7748522, -37.7982184 -6.7746238)"
218366914,,Rua Professora Claudete Bezerra de Sousa,residential,False,False,13.37,,,"LINESTRING (-37.7949858 -6.7701485, -37.7949415 -6.7702604)"
218368813,,Rua Francisco Alves Filho,residential,False,True,33.202,,,"LINESTRING (-37.7949858 -6.7701485, -37.7951543 -6.7699012)"
"[218368800, 428344119]",,"['Travessa Antônio Fernandes de Almeida', 'Rua João F dos Santos']",residential,False,True,69.309,,,"LINESTRING (-37.7949858 -6.7701485, -37.7951843 -6.7702923, -37.7952218 -6.770303, -37.795262 -6.7703083, -37.7955618 -6.7702689)"
218366928,,Rua José Guilhermino de Santana,residential,False,False,65.633,,,"LINESTRING (-37.7995039 -6.7742143, -37.7991156 -6.7746612)"
218366928,,Rua José Guilhermino de Santana,residential,False,True,12.725,,,"LINESTRING (-37.7995039 -6.7742143, -37.7995864 -6.7741344)"
218366931,,Rua José Guilheme Santana,residential,False,False,77.812,,,"LINESTRING (-37.7995039 -6.7742143, -37.7987992 -6.7742127)"
218366917,,Rua José G Santana,residential,False,True,159.814,,,"LINESTRING (-37.7981596 -6.7741692, -37.7967253 -6.7743617)"
218366931,,Rua José Guilheme Santana,residential,False,True,18.362,,,"LINESTRING (-37.7981596 -6.7741692, -37.7983178 -6.7742201)"
426935747,BR-230,,trunk,False,False,51.804,50,2,"LINESTRING (-37.7981596 -6.7741692, -37.798104 -6.7737066)"
426935747,BR-230,,trunk,False,True,50.965,50,2,"LINESTRING (-37.7981596 -6.7741692, -37.7982184 -6.7746238)"
218366926,,Rua Davi Almeida de Melo,residential,False,False,75.186,,,"LINESTRING (-37.7951469 -6.7756124, -37.7958205 -6.7755135)"
218366937,,Rua Francisco F de Almeida Filho,residential,False,False,67.665,,,"LINESTRING (-37.7996165 -6.7717453, -37.7997018 -6.7723479)"
722631797,,Rua Padre Amâncio Leite,residential,False,False,183.097,,,"LINESTRING (-37.7996165 -6.7717453, -37.7979745 -6.7719749)"
