osmid,oneway,lanes,name,highway,reversed,length,geometry,bridge,junction
156187732,True,2,Rua Doutor Cícero Jones,secondary,False,61.985,"LINESTRING (-47.3353033 -22.7353559, -47.3352504 -22.7359112)",,
992752364,True,2,Avenida Rafael Vitta,secondary,False,71.229,"LINESTRING (-47.3353033 -22.7353559, -47.3351414 -22.7352482, -47.3347664 -22.7349503)",,
156187739,True,,Rua Doutor Gastão Vidigal,residential,False,44.652,"LINESTRING (-47.3347664 -22.7349503, -47.3343315 -22.7349312)",,
156187732,True,2,Rua Doutor Cícero Jones,secondary,False,23.42,"LINESTRING (-47.3353177 -22.7351457, -47.3353033 -22.7353559)",,
153514466,True,2,Rua Washington Luiz,primary,False,81.614,"LINESTRING (-47.3297007 -22.7395486, -47.3289085 -22.7394786)",,
850585985,False,2,Rua Fernando Camargo,primary,True,116.266,"LINESTRING (-47.3297007 -22.7395486, -47.3295899 -22.7405892)",,
538354754,True,2,Avenida Bandeirantes,primary,False,135.349,"LINESTRING (-47.3259103 -22.7382335, -47.3259151 -22.7384969, -47.3259028 -22.7387517, -47.3258722 -22.7389916, -47.3258129 -22.7392576, -47.325757 -22.7394359)",,
711086638,True,,Rua Marechal Deodoro,residential,False,114.41,"LINESTRING (-47.3276018 -22.7421495, -47.3286654 -22.7424601)",,
565100465,True,2,Rua Dom Pedro II,secondary,False,133.466,"LINESTRING (-47.3276018 -22.7421495, -47.3274207 -22.7427001, -47.327224 -22.7432981)",,
563866938,True,2,Rua Dom Pedro II,secondary,False,114.592,"LINESTRING (-47.3279544 -22.7411716, -47.3276018 -22.7421495)",,
"[989753235, 708250077]",False,3,Rua Rio Branco,primary,True,164.567,"LINESTRING (-47.3279544 -22.7411716, -47.3280268 -22.7411946, -47.3286669 -22.7413982, -47.3294715 -22.741654)",,
155532768,True,,Rua Benjamin Constant,residential,False,112.00399999999999,"LINESTRING (-47.327224 -22.7432981, -47.3266906 -22.743154, -47.3261852 -22.7429883)",,
989752092,True,2,Rua 7 de Setembro,tertiary,False,103.508,"LINESTRING (-47.3316884 -22.7407438, -47.3315874 -22.74167)",,
"[989738753, 850585986]",True,2,Rua Rui Barbosa,primary,False,106.185,"LINESTRING (-47.3316884 -22.7407438, -47.3322911 -22.7407883, -47.33272 -22.7408257)",,
155744549,True,,Rua Joaquim Luiz de Mattos,residential,False,114.309,"LINESTRING (-47.328802 -22.7405019, -47.3288543 -22.7400017, -47.3289085 -22.7394786)",,
850581625,True,3,Rua Rui Barbosa,primary,False,81.513,"LINESTRING (-47.328802 -22.7405019, -47.3289944 -22.7405402, -47.3291967 -22.7405629, -47.3295899 -22.7405892)",,
857643476,True,2,Rua Washington Luiz,primary,False,12.557,"LINESTRING (-47.3282313 -22.7393206, -47.3281158 -22.7392831)",,
857643477,True,3,Avenida Doutor Antônio Lobo,primary,False,103.459,"LINESTRING (-47.3282313 -22.7393206, -47.3281563 -22.7395423, -47.3280488 -22.7398247, -47.327974 -22.7400168, -47.3279079 -22.7402018)",,
153514466,True,2,Rua Washington Luiz,primary,False,113.082,"LINESTRING (-47.3317952 -22.7397613, -47.3307004 -22.7396399)",,
989752092,True,2,Rua 7 de Setembro,tertiary,False,109.799,"LINESTRING (-47.3317952 -22.7397613, -47.331782 -22.7399019, -47.331769 -22.7400196, -47.3317496 -22.7401948, -47.3316884 -22.7407438)",,
153514466,True,2,Rua Washington Luiz,primary,False,71.855,"LINESTRING (-47.3289085 -22.7394786, -47.3287501 -22.7394605, -47.3285815 -22.7394258, -47.3282313 -22.7393206)",,
153514466,True,2,Rua Washington Luiz,primary,False,103.023,"LINESTRING (-47.3307004 -22.7396399, -47.3297007 -22.7395486)",,
"[153514465, 155744227]",True,,"['Rua 30 de Julho', 'Rua Doutor Vieira Bueno']",residential,False,220.007,"LINESTRING (-47.3307004 -22.7396399, -47.3307245 -22.7393803, -47.3307658 -22.7389632, -47.3307845 -22.7387124, -47.3309337 -22.7387235, -47.3319169 -22.7387967)",,
988766234,True,2,Rua Doutor Cândido Cruz,secondary,False,107.035,"LINESTRING (-47.33272 -22.7408257, -47.3328362 -22.7398691)",,
989738753,True,2,Rua Rui Barbosa,primary,False,126.28699999999999,"LINESTRING (-47.33272 -22.7408257, -47.3338036 -22.7409013, -47.3339477 -22.740914)",,
153514464,True,2,Rua Rui Barbosa,primary,False,12.003,"LINESTRING (-47.3277976 -22.7401657, -47.3279079 -22.7402018)",,
850581627,True,3,Avenida Doutor Antônio Lobo,primary,False,103.428,"LINESTRING (-47.3277976 -22.7401657, -47.3278672 -22.7399837, -47.3279343 -22.7397931, -47.3280363 -22.7395087, -47.3281158 -22.7392831)",,
989752092,True,2,Rua 7 de Setembro,tertiary,False,107.982,"LINESTRING (-47.3319169 -22.7387967, -47.3317952 -22.7397613)",,
