osmid,oneway,name,highway,maxspeed,reversed,length,lanes,ref,geometry
372505369,True,Avenida Bernardo Vieira de Melo,residential,30,False,99.2,,,"LINESTRING (-35.2554312 -7.8429177, -35.2554461 -7.8438097)"
451726214,False,Rua Bernardo Vieira de Melo,residential,30,True,127.142,2,,"LINESTRING (-35.2554312 -7.8429177, -35.2554041 -7.8417746)"
772547588,False,Rodovia Coronel Francisco do Heraclio,primary,40,False,223.768,2,PE-090,"LINESTRING (-35.2554312 -7.8429177, -35.2549179 -7.8429673, -35.2534094 -7.843113)"
772547588,False,Rodovia Coronel Francisco do Heraclio,primary,40,True,71.481,2,PE-090,"LINESTRING (-35.2554312 -7.8429177, -35.2558881 -7.8428684, -35.2560763 -7.8428481)"
372505305,False,Avenida Padre Rocha,residential,30,False,137.252,2,,"LINESTRING (-35.2534094 -7.843113, -35.2533312 -7.8418811)"
451606213,False,Rua Padre Rocha,residential,30,True,133.888,,,"LINESTRING (-35.2534094 -7.843113, -35.2534991 -7.8443138)"
772547588,False,Rodovia Coronel Francisco do Heraclio,primary,40,False,164.245,2,PE-090,"LINESTRING (-35.2534094 -7.843113, -35.2531207 -7.8431468, -35.2528546 -7.843178, -35.2519287 -7.8432866)"
772547588,False,Rodovia Coronel Francisco do Heraclio,primary,40,True,223.768,2,PE-090,"LINESTRING (-35.2534094 -7.843113, -35.2549179 -7.8429673, -35.2554312 -7.8429177)"
372505369,True,Avenida Bernardo Vieira de Melo,residential,30,False,22.41,,,"LINESTRING (-35.2554473 -7.844069, -35.2554513 -7.8442705)"
372505385,True,Avenida Presidente Getúlio Vargas,residential,30,False,216.323,,,"LINESTRING (-35.2534991 -7.8443138, -35.2554473 -7.844069)"
451606213,False,Rua Padre Rocha,residential,30,False,133.888,,,"LINESTRING (-35.2534991 -7.8443138, -35.2534094 -7.843113)"
451606213,False,Rua Padre Rocha,residential,30,True,22.95,,,"LINESTRING (-35.2534991 -7.8443138, -35.2535149 -7.8445196)"
372505306,True,Avenida Presidente Getúlio Vargas,residential,30,False,215.094,,,"LINESTRING (-35.2554513 -7.8442705, -35.2535149 -7.8445196)"
372505369,True,Avenida Bernardo Vieira de Melo,residential,30,False,102.034,,,"LINESTRING (-35.2554513 -7.8442705, -35.2555026 -7.8451867)"
372505306,True,Avenida Presidente Getúlio Vargas,residential,30,False,171.839,,,"LINESTRING (-35.2535149 -7.8445196, -35.2519594 -7.8446366)"
451606213,False,Rua Padre Rocha,residential,30,False,22.95,,,"LINESTRING (-35.2535149 -7.8445196, -35.2534991 -7.8443138)"
451606213,False,Rua Padre Rocha,residential,30,True,100.326,,,"LINESTRING (-35.2535149 -7.8445196, -35.2536564 -7.8454109)"
372505376,False,Rua Dom Lustrosa,primary,,False,101.946,,PE-053,"LINESTRING (-35.2504887 -7.844814, -35.2506182 -7.8457218)"
372505376,False,Rua Dom Lustrosa,primary,,True,23.192,,PE-053,"LINESTRING (-35.2504887 -7.844814, -35.2504646 -7.8446068)"
451606214,False,Rua Pastor Francisco Xavier de Brito,residential,30,False,98.416,,,"LINESTRING (-35.2570622 -7.8450362, -35.2569463 -7.8441586)"
772547589,True,Avenida Estácio Coimbra,primary,,False,82.192,2,,"LINESTRING (-35.2570622 -7.8450362, -35.2578045 -7.8449612)"
451606201,True,Avenida Estácio Coimbra,primary,,False,88.165,2,,"LINESTRING (-35.2555026 -7.8451867, -35.2562984 -7.845102)"
749767719,True,Avenida Bernardo Vieira de Melo,residential,30,False,39.601,,,"LINESTRING (-35.2555026 -7.8451867, -35.2554508 -7.8453657, -35.2554086 -7.8455304)"
451606201,True,Avenida Estácio Coimbra,primary,,False,50.549,2,,"LINESTRING (-35.2550492 -7.8452568, -35.2555026 -7.8451867)"
451606201,True,Avenida Estácio Coimbra,primary,,False,154.377,2,,"LINESTRING (-35.2536564 -7.8454109, -35.2550492 -7.8452568)"
451606213,False,Rua Padre Rocha,residential,30,False,100.326,,,"LINESTRING (-35.2536564 -7.8454109, -35.2535149 -7.8445196)"
451606213,False,Rua Padre Rocha,residential,30,True,17.756,,,"LINESTRING (-35.2536564 -7.8454109, -35.2536913 -7.8455125, -35.2537107 -7.8455612)"
372505346,True,Avenida Estácio Coimbra,residential,,False,40.014,,,"LINESTRING (-35.2554086 -7.8455304, -35.2550458 -7.8455125)"
372505353,True,Avenida Jose Otavio,residential,,False,94.816,,,"LINESTRING (-35.2554086 -7.8455304, -35.2553855 -7.8460386, -35.2553781 -7.8463825)"
372505346,True,Avenida Estácio Coimbra,residential,,False,147.273,,,"LINESTRING (-35.2550458 -7.8455125, -35.2545945 -7.8455118, -35.2542499 -7.8455172, -35.2537107 -7.8455612)"
451606199,True,Avenida Bernardo Vieira de Melo,residential,,False,28.436,,,"LINESTRING (-35.2550458 -7.8455125, -35.2550482 -7.8454009, -35.2550492 -7.8452568)"
372505346,True,Avenida Estácio Coimbra,residential,,False,112.924,,,"LINESTRING (-35.2537107 -7.8455612, -35.252693 -7.8456834)"
464453678,False,Rua Jose Batista Ramos,residential,,True,99.112,,,"LINESTRING (-35.2537107 -7.8455612, -35.2538556 -7.8464409)"
451606213,False,Rua Padre Rocha,residential,30,False,17.756,,,"LINESTRING (-35.2537107 -7.8455612, -35.2536913 -7.8455125, -35.2536564 -7.8454109)"
372505350,False,Rua Padre Rinaldi,residential,30,True,106.122,,,"LINESTRING (-35.2519271 -7.8455982, -35.2518298 -7.8446487)"
372505350,False,Rua Padre Rinaldi,residential,30,False,20.017,,,"LINESTRING (-35.2519271 -7.8455982, -35.2519391 -7.8457271, -35.2519418 -7.8457776)"
451606201,True,Avenida Estácio Coimbra,primary,,False,191.625,2,,"LINESTRING (-35.2519271 -7.8455982, -35.2534452 -7.8454335, -35.2536564 -7.8454109)"
372505376,False,Rua Dom Lustrosa,primary,,True,101.946,,PE-053,"LINESTRING (-35.2506182 -7.8457218, -35.2504887 -7.844814)"
451606201,True,Avenida Estácio Coimbra,primary,,False,144.834,2,,"LINESTRING (-35.2506182 -7.8457218, -35.2519271 -7.8455982)"
372505355,False,Avenida Conselheiro João Alfredo,primary,,False,50.289,2,,"LINESTRING (-35.2506182 -7.8457218, -35.2504299 -7.8457501, -35.2501654 -7.8457788)"
372505376,False,Rua Dom Lustrosa,primary,,False,22.215999999999998,,PE-053,"LINESTRING (-35.2506182 -7.8457218, -35.2506302 -7.8458858, -35.2506336 -7.845921)"
372505346,True,Avenida Estácio Coimbra,residential,,False,144.983,,,"LINESTRING (-35.2519418 -7.8457776, -35.2506336 -7.845921)"
372505350,False,Rua Padre Rinaldi,residential,30,True,20.017,,,"LINESTRING (-35.2519418 -7.8457776, -35.2519391 -7.8457271, -35.2519271 -7.8455982)"
372505376,False,Rua Dom Lustrosa,primary,,False,53.898,,PE-053,"LINESTRING (-35.2506336 -7.845921, -35.2506782 -7.8464037)"
372505346,True,Avenida Estácio Coimbra,residential,,False,54.579,,,"LINESTRING (-35.2506336 -7.845921, -35.2505162 -7.8459104, -35.2504863 -7.8459035, -35.2504063 -7.8458852, -35.2502801 -7.8458421, -35.2501654 -7.8457788)"
372505376,False,Rua Dom Lustrosa,primary,,True,22.215999999999998,,PE-053,"LINESTRING (-35.2506336 -7.845921, -35.2506302 -7.8458858, -35.2506182 -7.8457218)"
372505376,False,Rua Dom Lustrosa,primary,,True,53.898,,PE-053,"LINESTRING (-35.2506782 -7.8464037, -35.2506336 -7.845921)"
405999881,False,,primary,,False,91.333,,PE-053,"LINESTRING (-35.2506782 -7.8464037, -35.2514906 -7.8465679)"
405999883,False,Avenida Santos Dumont,residential,30,False,138.391,,,"LINESTRING (-35.2506782 -7.8464037, -35.2508297 -7.8476392)"
459018224,False,Rua Djalma Dutra,residential,30,True,124.33000000000001,,,"LINESTRING (-35.2506782 -7.8464037, -35.2502668 -7.8463289, -35.2501005 -7.8463156, -35.2499134 -7.8463229, -35.2498028 -7.8463448, -35.2497377 -7.8463747, -35.2496801 -7.8464206, -35.249615 -7.846493)"
372505365,False,Rua Marechal Deodoro da Fonseca,primary,,False,98.688,,PE-053,"LINESTRING (-35.2514906 -7.8465679, -35.2515876 -7.8474502)"
372505383,False,Rua Djalma Dutra,residential,,False,148.368,,,"LINESTRING (-35.2514906 -7.8465679, -35.2528183 -7.8467925)"
405999881,False,,primary,,True,91.333,,PE-053,"LINESTRING (-35.2514906 -7.8465679, -35.2506782 -7.8464037)"
746250651,False,Rua São Sebastião,residential,,True,123.414,,,"LINESTRING (-35.2550379 -7.8471254, -35.2539278 -7.8469754)"
746250652,True,Avenida Jose Otavio,residential,,False,82.474,,,"LINESTRING (-35.2550379 -7.8471254, -35.2550204 -7.8463839)"
746250653,False,Rua Martinho Francisco,residential,,False,38.731,,,"LINESTRING (-35.2550379 -7.8471254, -35.255386 -7.8471745)"
746250653,False,Rua Martinho Francisco,residential,,False,105.178,,,"LINESTRING (-35.255386 -7.8471745, -35.2563406 -7.8471951)"
746250653,False,Rua Martinho Francisco,residential,,True,38.731,,,"LINESTRING (-35.255386 -7.8471745, -35.2550379 -7.8471254)"
372505353,True,Avenida Jose Otavio,residential,,False,107.778,,,"LINESTRING (-35.255386 -7.8471745, -35.2553885 -7.8473089, -35.2553794 -7.8481437)"
372505325,False,Avenida da Bandeira,residential,,False,12.355,,,"LINESTRING (-35.2536992 -7.8469481, -35.2537076 -7.8470589)"
746250651,False,Rua São Sebastião,residential,,False,25.363,,,"LINESTRING (-35.2536992 -7.8469481, -35.2539278 -7.8469754)"
746250651,False,Rua São Sebastião,residential,,True,65.389,,,"LINESTRING (-35.2536992 -7.8469481, -35.2531148 -7.8468449)"
372505365,False,Rua Marechal Deodoro da Fonseca,primary,,False,99.584,,PE-053,"LINESTRING (-35.2515876 -7.8474502, -35.2516818 -7.8483409)"
372505365,False,Rua Marechal Deodoro da Fonseca,primary,,True,98.688,,PE-053,"LINESTRING (-35.2515876 -7.8474502, -35.2514906 -7.8465679)"
459018226,False,Rua Dantas Barreto,residential,30,False,86.09,,,"LINESTRING (-35.2515876 -7.8474502, -35.2508297 -7.8476392)"
"[459018226, 464455578]",False,"['Rua Doutor Ramilson', 'Rua Dantas Barreto']",residential,30,True,173.478,,,"LINESTRING (-35.2515876 -7.8474502, -35.2526727 -7.8471898, -35.2527291 -7.8471592, -35.2527666 -7.8471234, -35.2527914 -7.8470815, -35.2528183 -7.8467925)"
372505365,False,Rua Marechal Deodoro da Fonseca,primary,,False,46.287,,PE-053,"LINESTRING (-35.2516818 -7.8483409, -35.2517293 -7.8487545)"
372505365,False,Rua Marechal Deodoro da Fonseca,primary,,True,99.584,,PE-053,"LINESTRING (-35.2516818 -7.8483409, -35.2515876 -7.8474502)"
459018200,False,Rua Padre João Ribeiro,residential,30,False,85.843,,,"LINESTRING (-35.2516818 -7.8483409, -35.2509473 -7.8485989)"
772547588,False,Rodovia Coronel Francisco do Heraclio,primary,40,True,37.387,2,PE-090,"LINESTRING (-35.2503473 -7.8434672, -35.2506842 -7.8434264)"
372505376,False,Rua Dom Lustrosa,primary,,False,73.92,,PE-053,"LINESTRING (-35.2503473 -7.8434672, -35.2503587 -7.8435638, -35.250425 -7.8441275)"
372505376,False,Rua Dom Lustrosa,primary,,False,23.192,,PE-053,"LINESTRING (-35.2504646 -7.8446068, -35.2504887 -7.844814)"
372505376,False,Rua Dom Lustrosa,primary,,True,53.474,,PE-053,"LINESTRING (-35.2504646 -7.8446068, -35.250425 -7.8441275)"
372505385,True,Avenida Presidente Getúlio Vargas,residential,30,False,145.963,,,"LINESTRING (-35.2504646 -7.8446068, -35.2517832 -7.8444772)"
451606217,False,Travessa Nunes Machado,residential,30,False,58.356,,,"LINESTRING (-35.2577277 -7.8426642, -35.257919 -7.8431536)"
772547594,False,Rodovia Coronel Francisco do Heraclio,primary,40,False,111.439,2,PE-090,"LINESTRING (-35.2577277 -7.8426642, -35.2568714 -7.842755, -35.2567218 -7.8427709)"
772547594,False,Rodovia Coronel Francisco do Heraclio,primary,40,False,59.006,2,PE-090,"LINESTRING (-35.2567218 -7.8427709, -35.2561901 -7.8428353)"
451606214,False,Rua Pastor Francisco Xavier de Brito,residential,30,True,107.327,,,"LINESTRING (-35.2567218 -7.8427709, -35.2568317 -7.8433629, -35.256898 -7.8437202)"
772547594,False,Rodovia Coronel Francisco do Heraclio,primary,40,True,111.439,2,PE-090,"LINESTRING (-35.2567218 -7.8427709, -35.2568714 -7.842755, -35.2577277 -7.8426642)"
451606211,False,Rua Nunes Machado,residential,30,False,128.913,,,"LINESTRING (-35.257919 -7.8431536, -35.256898 -7.8437202)"
451606217,False,Travessa Nunes Machado,residential,30,False,54.132,,,"LINESTRING (-35.257919 -7.8431536, -35.2581574 -7.8435793)"
451606217,False,Travessa Nunes Machado,residential,30,True,58.356,,,"LINESTRING (-35.257919 -7.8431536, -35.2577277 -7.8426642)"
772547588,False,Rodovia Coronel Francisco do Heraclio,primary,40,False,68.963,2,PE-090,"LINESTRING (-35.2519287 -7.8432866, -35.2513067 -7.8433571)"
451606212,False,Rua Dom Rinaldi,residential,30,False,130.506,,,"LINESTRING (-35.2519287 -7.8432866, -35.2519373 -7.8434613, -35.2519577 -7.8443049, -35.2519598 -7.8444598)"
772547588,False,Rodovia Coronel Francisco do Heraclio,primary,40,True,164.245,2,PE-090,"LINESTRING (-35.2519287 -7.8432866, -35.2528546 -7.843178, -35.2531207 -7.8431468, -35.2534094 -7.843113)"
451606216,False,Rua da Independência,residential,30,False,148.146,,,"LINESTRING (-35.2581574 -7.8435793, -35.2569463 -7.8441586)"
451606216,False,Rua da Independência,residential,30,True,28.531,,,"LINESTRING (-35.2581574 -7.8435793, -35.2584046 -7.8436559)"
451606217,False,Travessa Nunes Machado,residential,30,True,54.132,,,"LINESTRING (-35.2581574 -7.8435793, -35.257919 -7.8431536)"
451606216,False,Rua da Independência,residential,30,False,28.531,,,"LINESTRING (-35.2584046 -7.8436559, -35.2581574 -7.8435793)"
