osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,lanes,junction,width,bridge
414243097,Rua Princesa Isabel,tertiary,False,False,106.62,,,"LINESTRING (-40.3840041 -3.9125557, -40.384625 -3.9132876)",,,,
1101836808,Rua Princesa Isabel,residential,False,True,55.633,,,"LINESTRING (-40.3840041 -3.9125557, -40.3836702 -3.9121824)",,,,
142774396,Rua Manoel Vicente Melo,secondary,False,False,102.35499999999999,CE-253,40,"LINESTRING (-40.3840041 -3.9125557, -40.3835495 -3.9129156, -40.3832999 -3.9131493)",,,,
142774396,Rua Manoel Vicente Melo,secondary,False,True,80.07400000000001,CE-253,40,"LINESTRING (-40.3840041 -3.9125557, -40.3842415 -3.9123443, -40.3845419 -3.9120754)",,,,
414243090,Avenida Manoel Jerônimo,tertiary,False,True,76.1,,,"LINESTRING (-40.3822042 -3.9141114, -40.3826174 -3.9146577)",,,,
424080896,Rua Monsenhor Linhares,tertiary,False,True,18.64,CE-161,,"LINESTRING (-40.3822042 -3.9141114, -40.3821976 -3.9139439)",,,,
424080896,Rua Monsenhor Linhares,tertiary,False,False,67.3,CE-161,,"LINESTRING (-40.3822042 -3.9141114, -40.3821695 -3.914184, -40.3821373 -3.9142429, -40.382097 -3.9143392, -40.3818932 -3.9146282)",,,,
424080896,Rua Monsenhor Linhares,tertiary,False,False,172.954,CE-161,,"LINESTRING (-40.3818932 -3.9146282, -40.3810631 -3.9159448)",,,,
1103336237,Rua Padre Sancho,residential,False,False,60.623,,,"LINESTRING (-40.3818932 -3.9146282, -40.3823479 -3.9149306)",1,,,
1103336237,Rua Padre Sancho,residential,False,True,49.655,,,"LINESTRING (-40.3818932 -3.9146282, -40.3815134 -3.9143919)",1,,,
424080896,Rua Monsenhor Linhares,tertiary,False,True,67.3,CE-161,,"LINESTRING (-40.3818932 -3.9146282, -40.382097 -3.9143392, -40.3821373 -3.9142429, -40.3821695 -3.914184, -40.3822042 -3.9141114)",,,,
424080896,Rua Monsenhor Linhares,tertiary,False,True,172.954,CE-161,,"LINESTRING (-40.3810631 -3.9159448, -40.3818932 -3.9146282)",,,,
414243114,Rua Paulo Ximenes do Prado,residential,False,True,112.629,,,"LINESTRING (-40.3810631 -3.9159448, -40.380937 -3.9155521, -40.3809169 -3.9154424, -40.3809082 -3.9153688, -40.3809109 -3.9153126, -40.3809263 -3.9152537, -40.3810054 -3.915134, -40.3810924 -3.9150063)",,,,
1103179752,Rua Paulo Ximenes do Prado,tertiary,False,False,75.491,,,"LINESTRING (-40.3810631 -3.9159448, -40.3812334 -3.91629, -40.3813139 -3.9164599, -40.3813447 -3.9165616)",,,,
414243079,Rua Domitília Maria da Conceição,residential,False,False,97.657,,,"LINESTRING (-40.389362 -3.918721, -40.3886993 -3.9192991)",,,,
414243079,Rua Domitília Maria da Conceição,residential,False,True,81.764,,,"LINESTRING (-40.389362 -3.918721, -40.3899052 -3.918224)",,,,
414243097,Rua Princesa Isabel,tertiary,False,False,51.236,,,"LINESTRING (-40.389362 -3.918721, -40.3896519 -3.9190797)",,,,
414243097,Rua Princesa Isabel,tertiary,False,True,81.541,,,"LINESTRING (-40.389362 -3.918721, -40.3888932 -3.9181562)",,,,
414243084,Rua Vereador Domingos de Paiva Neto,residential,False,False,103.633,,,"LINESTRING (-40.3867762 -3.9114773, -40.3873917 -3.9121784)",,,,
414243094,Rua Vereador Marcolino Olavo Parente,residential,False,True,79.107,,,"LINESTRING (-40.3867762 -3.9114773, -40.386575 -3.9116552, -40.3862304 -3.9119349)",,,,
414243115,Rua João Domingos Melo,secondary,True,False,34.288,CE-253,40,"LINESTRING (-40.3888711 -3.9117089, -40.3886618 -3.911482)",2,,,
447340300,,secondary,True,False,7.922000000000001,,40,"LINESTRING (-40.3888711 -3.9117089, -40.3889085 -3.911681, -40.3889319 -3.9116731)",1,roundabout,,
414243066,Rua Antônio Júlio Albuquerque,residential,False,True,39.259,,,"LINESTRING (-40.3879362 -3.9116778, -40.3881674 -3.9119451)",,,,
414243077,Rua Raimundo Nonato Albuquerque,residential,False,True,82.142,,,"LINESTRING (-40.3879362 -3.9116778, -40.3873917 -3.9121784)",,,,
414243099,Avenida São José,residential,False,False,52.095,,,"LINESTRING (-40.3821802 -3.9118653, -40.3824794 -3.9122264)",,,,
424081012,,residential,False,False,22.461,,,"LINESTRING (-40.3821802 -3.9118653, -40.3820186 -3.911987)",,,,
424081012,,residential,False,True,98.912,,,"LINESTRING (-40.3821802 -3.9118653, -40.3828789 -3.9113127)",,,,
414243086,Rua João Guarino Feijão,residential,False,True,103.061,,,"LINESTRING (-40.3862304 -3.9119349, -40.386862 -3.9126146)",,,,
414243094,Rua Vereador Marcolino Olavo Parente,residential,False,True,76.299,,,"LINESTRING (-40.3862304 -3.9119349, -40.3857073 -3.9123804)",,,,
414243094,Rua Vereador Marcolino Olavo Parente,residential,False,False,79.107,,,"LINESTRING (-40.3862304 -3.9119349, -40.386575 -3.9116552, -40.3867762 -3.9114773)",,,,
414243095,Rua Professor Malaquias,tertiary,False,True,61.451,,,"LINESTRING (-40.3888758 -3.9119111, -40.3884597 -3.9122759)",,,,
447340300,,secondary,True,False,24.875999999999998,,40,"LINESTRING (-40.3888758 -3.9119111, -40.3888486 -3.9118755, -40.3888338 -3.9118333, -40.3888327 -3.9117885, -40.3888456 -3.9117457, -40.3888711 -3.9117089)",1,roundabout,,
414243091,Rua Dona Leopoldina,residential,False,True,112.064,,,"LINESTRING (-40.3845419 -3.9120754, -40.3851897 -3.9128487)",,,,
142774396,Rua Manoel Vicente Melo,secondary,False,False,80.07400000000001,CE-253,40,"LINESTRING (-40.3845419 -3.9120754, -40.3842415 -3.9123443, -40.3840041 -3.9125557)",,,,
414243110,,residential,False,True,56.092,,,"LINESTRING (-40.3818248 -3.9121329, -40.3821227 -3.9125405)",,,,
424081012,,residential,False,True,12.131,,,"LINESTRING (-40.3818248 -3.9121329, -40.3819121 -3.9120672)",,,,
424081012,,residential,False,False,50.839,,,"LINESTRING (-40.3818248 -3.9121329, -40.3815901 -3.9122975, -40.3814533 -3.9124005)",,,,
414243077,Rua Raimundo Nonato Albuquerque,residential,False,False,82.142,,,"LINESTRING (-40.3873917 -3.9121784, -40.3879362 -3.9116778)",,,,
414243077,Rua Raimundo Nonato Albuquerque,residential,False,True,76.195,,,"LINESTRING (-40.3873917 -3.9121784, -40.386862 -3.9126146)",,,,
414243084,Rua Vereador Domingos de Paiva Neto,residential,False,True,103.633,,,"LINESTRING (-40.3873917 -3.9121784, -40.3867762 -3.9114773)",,,,
