osmid,highway,oneway,reversed,length,geometry,name,lanes,junction,bridge
265625073,secondary,False,True,51.916,"LINESTRING (-41.4109965 -14.9749891, -41.411089 -14.975259, -41.4111527 -14.9754309)",,,,
338664536,secondary,False,True,67.551,"LINESTRING (-41.4109965 -14.9749891, -41.4105526 -14.9751329, -41.4104037 -14.9751912)",Praça dos Ferraz,,,
467763468,tertiary,False,False,112.38,"LINESTRING (-41.4109965 -14.9749891, -41.4112003 -14.974467, -41.4112486 -14.9743789, -41.4112861 -14.9743244, -41.4113344 -14.9742778, -41.4115155 -14.9741418)",Rua Senhor do Bonfim,,,
829667928,residential,False,True,10.309,"LINESTRING (-41.4129981 -14.9796125, -41.4130194 -14.9797029)",Rua Quinze de Novembro,,,
748857914,residential,False,True,50.745000000000005,"LINESTRING (-41.4129981 -14.9796125, -41.4128454 -14.9796436, -41.4126809 -14.9796589, -41.4125303 -14.9796707)",Rua José Ferreira Rocha,,,
829667928,residential,False,False,45.968,"LINESTRING (-41.4129981 -14.9796125, -41.41299 -14.9795241, -41.4129813 -14.9794717, -41.4129538 -14.9793875, -41.4128874 -14.9792158)",Rua Quinze de Novembro,,,
242848074,residential,False,False,89.2,"LINESTRING (-41.4127426 -14.9789236, -41.4122842 -14.9782547)",Rua Quinze de Novembro,,,
829667928,residential,False,True,36.022,"LINESTRING (-41.4127426 -14.9789236, -41.4128874 -14.9792158)",Rua Quinze de Novembro,,,
829667929,residential,False,True,197.20299999999997,"LINESTRING (-41.4127426 -14.9789236, -41.4126997 -14.9778445, -41.4126755 -14.9771513)",Avenida Joaquim Goncalves,,,
265625073,secondary,False,False,76.446,"LINESTRING (-41.4113799 -14.9762171, -41.4111943 -14.9755534)",,,,
250878503,residential,False,False,48.77400000000001,"LINESTRING (-41.4113799 -14.9762171, -41.4110863 -14.9763125, -41.4110581 -14.9763222, -41.4110405 -14.9763321, -41.4110226 -14.9763426, -41.4109746 -14.9763958)",Travessa Clemente Maciel,,,
894337881,residential,False,True,14.326,"LINESTRING (-41.4113799 -14.9762171, -41.4113949 -14.9762717, -41.4114171 -14.9763408)",,,,
894337882,secondary,False,False,69.007,"LINESTRING (-41.4113799 -14.9762171, -41.4116852 -14.9761432, -41.4120044 -14.9760717)",Praça Ademario Pinheiro,,,
250878500,residential,False,False,9.016,"LINESTRING (-41.4128707 -14.9751293, -41.4127869 -14.9751248)",Rua Rui Barbosa,,,
829636802,tertiary,True,False,14.2,"LINESTRING (-41.4128707 -14.9751293, -41.4128495 -14.9751909, -41.4128218 -14.9752477)",Avenida Joaquim Goncalves,,,
338664536,secondary,False,False,88.766,"LINESTRING (-41.4096324 -14.9754777, -41.4104037 -14.9751912)",Praça dos Ferraz,,,
338664536,secondary,False,True,32.073,"LINESTRING (-41.4096324 -14.9754777, -41.4093731 -14.9756207)",Praça dos Ferraz,,,
265625077,residential,False,False,85.99799999999999,"LINESTRING (-41.4096324 -14.9754777, -41.4096902 -14.9756025, -41.4097184 -14.9756271, -41.4097546 -14.9756472, -41.4097989 -14.9756608, -41.4103283 -14.9757191)",,,,
265625088,residential,False,False,91.029,"LINESTRING (-41.4096324 -14.9754777, -41.4095266 -14.9751329, -41.4093885 -14.9746937)",Travessa dos Ferraz,,,
894337882,secondary,False,False,20.259,"LINESTRING (-41.4120044 -14.9760717, -41.41206 -14.9762458)",Praça Ademario Pinheiro,,,
"[250878494, 250878495]",residential,False,False,113.78899999999999,"LINESTRING (-41.4120044 -14.9760717, -41.4121565 -14.9759283, -41.4122615 -14.9758328, -41.41253 -14.975598, -41.4126018 -14.9755377, -41.4126507 -14.9755021, -41.4127017 -14.9754697, -41.4128115 -14.9754162)",Rua Duque de Caxias,,,
894337882,secondary,False,True,69.007,"LINESTRING (-41.4120044 -14.9760717, -41.4116852 -14.9761432, -41.4113799 -14.9762171)",Praça Ademario Pinheiro,,,
265625108,residential,False,False,27.373,"LINESTRING (-41.4121318 -14.9766309, -41.412385 -14.9766031)",Travessa Adelmario Pinheiro,,,
250878491,residential,False,False,64.785,"LINESTRING (-41.4121318 -14.9766309, -41.4118842 -14.9766825, -41.4115528 -14.9767907)",Praça Ademario Pinheiro,,,
250878491,residential,False,True,43.626999999999995,"LINESTRING (-41.4121318 -14.9766309, -41.4121217 -14.976501, -41.412097 -14.9763935, -41.41206 -14.9762458)",Praça Ademario Pinheiro,,,
894337883,residential,False,True,51.191,"LINESTRING (-41.4115528 -14.9767907, -41.4116795 -14.9772345)",Rua Clemente Maciel,,,
250878491,residential,False,True,64.785,"LINESTRING (-41.4115528 -14.9767907, -41.4118842 -14.9766825, -41.4121318 -14.9766309)",Praça Ademario Pinheiro,,,
894337883,residential,False,False,52.111000000000004,"LINESTRING (-41.4115528 -14.9767907, -41.4114748 -14.976543, -41.4114171 -14.9763408)",Rua Clemente Maciel,,,
894337882,secondary,False,True,20.259,"LINESTRING (-41.41206 -14.9762458, -41.4120044 -14.9760717)",Praça Ademario Pinheiro,,,
250878491,residential,False,False,43.626999999999995,"LINESTRING (-41.41206 -14.9762458, -41.412097 -14.9763935, -41.4121217 -14.976501, -41.4121318 -14.9766309)",Praça Ademario Pinheiro,,,
