osmid,oneway,name,highway,reversed,length,geometry,bridge,ref
485913361,False,Praça Antônio C. Silva,tertiary,False,40.232,"LINESTRING (-42.291205 -16.1719576, -42.291114 -16.1723087)",,
485913363,False,Praça Antônio C. Silva,residential,True,40.501,"LINESTRING (-42.291205 -16.1719576, -42.2914235 -16.1722553)",,
233667638,False,Rua Barão do Rio Branco,residential,False,93.755,"LINESTRING (-42.291205 -16.1719576, -42.2912606 -16.1718049, -42.2913416 -16.1716098, -42.2915245 -16.1711724)",,
"[485913381, 485913374]",False,"['Rua Olegário Maciel', 'Rua Epaminondas Almeida']",tertiary,True,147.592,"LINESTRING (-42.291205 -16.1719576, -42.2909863 -16.1716498, -42.2906996 -16.1712121, -42.2906625 -16.171132, -42.2906537 -16.1710663, -42.2906645 -16.1710057, -42.2906946 -16.170931, -42.2907557 -16.1708016)",,
233667651,False,Rua Avelino Almeida,residential,False,80.086,"LINESTRING (-42.2938704 -16.1693132, -42.2937864 -16.1685975)",,
233667651,False,Rua Avelino Almeida,residential,True,109.276,"LINESTRING (-42.2938704 -16.1693132, -42.293941 -16.1702936)",,
485369767,False,Rua Virgílio Grão Mogol,residential,False,50.106,"LINESTRING (-42.2938704 -16.1693132, -42.2943367 -16.169363)",,
485369767,False,Rua Virgílio Grão Mogol,residential,True,93.897,"LINESTRING (-42.2938704 -16.1693132, -42.2930009 -16.169188)",,
233667572,False,Rua Frei Gerônimo,tertiary,False,38.583,"LINESTRING (-42.2911969 -16.1739592, -42.2913759 -16.1742606)",,
298415826,False,Rua Vereador Lincoln Gonçalves das Neves,residential,False,34.504,"LINESTRING (-42.2911969 -16.1739592, -42.2911978 -16.1742695)",,
831073692,False,Rua Vereador Lincoln Gonçalves das Neves,tertiary,True,36.223,"LINESTRING (-42.2911969 -16.1739592, -42.2911553 -16.1736359)",,
233667651,False,Rua Avelino Almeida,residential,False,109.276,"LINESTRING (-42.293941 -16.1702936, -42.2938704 -16.1693132)",,
233667651,False,Rua Avelino Almeida,residential,True,15.541,"LINESTRING (-42.293941 -16.1702936, -42.2939562 -16.1704326)",,
485913384,False,Rua Rui Barbosa,residential,True,117.558,"LINESTRING (-42.293941 -16.1702936, -42.2936833 -16.1702265, -42.2930644 -16.1700751, -42.2928783 -16.1700188)",,
233667645,False,Travessa Coronel Antônio Bernardino,residential,False,57.793,"LINESTRING (-42.2883632 -16.1699624, -42.288052 -16.1703876)",,
485913382,False,Rua Coronel Antônio Bernardino,tertiary,False,104.101,"LINESTRING (-42.2883632 -16.1699624, -42.2892644 -16.1703192)",,
485913382,False,Rua Coronel Antônio Bernardino,tertiary,True,11.075,"LINESTRING (-42.2883632 -16.1699624, -42.2882686 -16.1699216)",,
485913380,True,Praça Coronel Moysés Ladeia,tertiary,False,27.04,"LINESTRING (-42.290478 -16.1695427, -42.2903931 -16.1697718)",,
485913379,False,Praça Santo Antônio,residential,True,84.828,"LINESTRING (-42.290478 -16.1695427, -42.2908185 -16.169687, -42.291211 -16.1698362)",,
233667647,False,Rua Clemente José Sarmento,residential,False,93.304,"LINESTRING (-42.2928783 -16.1700188, -42.2930009 -16.169188)",,
233667647,False,Rua Clemente José Sarmento,residential,True,86.056,"LINESTRING (-42.2928783 -16.1700188, -42.2925836 -16.1707391)",,
485913384,False,Rua Rui Barbosa,residential,True,84.884,"LINESTRING (-42.2928783 -16.1700188, -42.292137 -16.1697434)",,
485913384,False,Rua Rui Barbosa,residential,False,117.558,"LINESTRING (-42.2928783 -16.1700188, -42.2930644 -16.1700751, -42.2936833 -16.1702265, -42.293941 -16.1702936)",,
233667651,False,Rua Avelino Almeida,residential,False,98.925,"LINESTRING (-42.2939991 -16.1713213, -42.2939562 -16.1704326)",,
233667651,False,Rua Avelino Almeida,residential,True,88.356,"LINESTRING (-42.2939991 -16.1713213, -42.293627 -16.172031)",,
233667662,False,Rua Padre Salustiano,residential,False,164.448,"LINESTRING (-42.2939991 -16.1713213, -42.2925836 -16.1707391)",,
233667671,False,Rua José Martins dos Anjos,residential,True,79.938,"LINESTRING (-42.2939991 -16.1713213, -42.2947468 -16.1712878)",,
233667637,False,Praça Doutor Morais,residential,False,29.375,"LINESTRING (-42.2891795 -16.1725578, -42.2894125 -16.1726982)",,
"[485913342, 233667622]",False,Travessa A,residential,"[False, True]",148.166,"LINESTRING (-42.2891795 -16.1725578, -42.2890572 -16.172798, -42.2889981 -16.1729404, -42.2888567 -16.1733397, -42.2887913 -16.1735055, -42.2887759 -16.173538, -42.2887678 -16.1735551, -42.2887588 -16.1735673, -42.288741 -16.1735802, -42.2887195 -16.173586, -42.2886883 -16.173587, -42.2886505 -16.1735786, -42.2886136 -16.173557, -42.2885841 -16.1735425, -42.2885261 -16.1735206)",,
233667637,False,Praça Doutor Morais,residential,True,66.453,"LINESTRING (-42.2891795 -16.1725578, -42.2891048 -16.1724974, -42.2890082 -16.1724239, -42.2889854 -16.1723945, -42.288973 -16.1723604, -42.2889827 -16.1723298, -42.2890113 -16.1722889, -42.2891701 -16.1721148)",,
233674481,False,Rua Raul Soares,tertiary,False,29.941,"LINESTRING (-42.290773 -16.1689731, -42.2910201 -16.1688459)",,
485913376,False,Praça Procópio Cardoso de Araújo,tertiary,False,69.472,"LINESTRING (-42.290773 -16.1689731, -42.2902125 -16.1692902)",,
485913377,True,Praça Procópio Cardoso de Araújo,tertiary,False,59.13,"LINESTRING (-42.290773 -16.1689731, -42.2905247 -16.1694484)",,
233667630,False,Rua Basílio Santiago,residential,True,51.427,"LINESTRING (-42.2914235 -16.1722553, -42.2918788 -16.1724059)",,
485913362,False,Praça Antônio C. Silva,residential,False,33.582,"LINESTRING (-42.2914235 -16.1722553, -42.291114 -16.1723087)",,
485913363,False,Praça Antônio C. Silva,residential,False,40.501,"LINESTRING (-42.2914235 -16.1722553, -42.291205 -16.1719576)",,
233667574,False,Rua Felismino Henrique,residential,True,112.615,"LINESTRING (-42.2879072 -16.1703091, -42.2870667 -16.1709207)",,
233667677,False,Rua São Gonçalo,residential,False,17.758,"LINESTRING (-42.2879072 -16.1703091, -42.288052 -16.1703876)",,
"[233667580, 233667677]",False,"['Rua São Gonçalo', 'Rua Vereador João Soares']",residential,True,181.392,"LINESTRING (-42.2879072 -16.1703091, -42.2876188 -16.1701009, -42.2875497 -16.1700545, -42.2874961 -16.17003, -42.2874498 -16.170021, -42.2873995 -16.170023, -42.2873425 -16.1700436, -42.2872815 -16.1700771, -42.2872111 -16.1701314, -42.2865261 -16.1706543)",,
831073691,False,Rua L,residential,False,86.787,"LINESTRING (-42.2928236 -16.1736076, -42.2933976 -16.1741601)",,
831073691,False,Rua L,residential,True,75.048,"LINESTRING (-42.2928236 -16.1736076, -42.2923255 -16.1731315)",,
233667674,False,Rua Miguel de Almeida,residential,False,35.413,"LINESTRING (-42.2918288 -16.1696277, -42.2921575 -16.1695857)",,
233667674,False,Rua Miguel de Almeida,residential,True,36.686,"LINESTRING (-42.2918288 -16.1696277, -42.291491 -16.1696876)",,
485913384,False,Rua Rui Barbosa,residential,False,35.34,"LINESTRING (-42.2918288 -16.1696277, -42.292137 -16.1697434)",,
233667599,False,Rua Doutor João Porfírio,residential,False,106.249,"LINESTRING (-42.291491 -16.1696876, -42.2910201 -16.1688459)",,
233667674,False,Rua Miguel de Almeida,residential,False,36.686,"LINESTRING (-42.291491 -16.1696876, -42.2918288 -16.1696277)",,
233667674,False,Rua Miguel de Almeida,residential,True,34.615,"LINESTRING (-42.291491 -16.1696876, -42.2913471 -16.1697389, -42.2912834 -16.1697737, -42.291211 -16.1698362)",,
368008638,False,Rua Timóteo,residential,True,78.701,"LINESTRING (-42.2880882 -16.1668034, -42.2882603 -16.1661152)",,
485947013,False,Rua Araçuaí,secondary,False,146.722,"LINESTRING (-42.2880882 -16.1668034, -42.2888955 -16.1670784, -42.289381 -16.1672498)",,
485947013,False,Rua Araçuaí,secondary,True,65.775,"LINESTRING (-42.2880882 -16.1668034, -42.2879635 -16.1667732, -42.2878066 -16.1667474, -42.2875947 -16.1667513, -42.287482 -16.1667783)",,
233667658,False,Rua Bahia,residential,True,44.879,"LINESTRING (-42.2907463 -16.1737286, -42.2911553 -16.1736359)",,
233667579,False,Rua Alarico Madeira,residential,True,130.43200000000002,"LINESTRING (-42.2907463 -16.1737286, -42.2906336 -16.1732508, -42.2905116 -16.1727188, -42.2904754 -16.1725849)",,
"[233667658, 233667583]",False,"['Rua Bahia', 'Rua João Pacífico de Oliveira Santos']",residential,"[False, True]",181.387,"LINESTRING (-42.2907463 -16.1737286, -42.2893133 -16.1740635, -42.2892626 -16.1740708, -42.2892281 -16.1740738, -42.2891973 -16.1740648, -42.2891762 -16.1740455, -42.2891675 -16.1740268, -42.289145 -16.1739785)",,
233667661,False,Rua Santos Coelho de Oliveira,residential,True,62.043,"LINESTRING (-42.2947468 -16.1712878, -42.2947859 -16.1718445)",,
233667671,False,Rua José Martins dos Anjos,residential,False,79.938,"LINESTRING (-42.2947468 -16.1712878, -42.2939991 -16.1713213)",,
233667671,False,Rua José Martins dos Anjos,residential,True,96.102,"LINESTRING (-42.2947468 -16.1712878, -42.2956453 -16.1712402)",,
233667638,False,Rua Barão do Rio Branco,residential,True,55.064,"LINESTRING (-42.2921678 -16.1690906, -42.2921575 -16.1695857)",,
485369767,False,Rua Virgílio Grão Mogol,residential,False,66.212,"LINESTRING (-42.2921678 -16.1690906, -42.292784 -16.1691563)",,
233667584,False,Rua Noé Corrêa,residential,False,101.598,"LINESTRING (-42.2943448 -16.1727069, -42.295188 -16.17313)",,
233667584,False,Rua Noé Corrêa,residential,True,100.164,"LINESTRING (-42.2943448 -16.1727069, -42.293525 -16.1722693)",,
233667661,False,Rua Santos Coelho de Oliveira,residential,False,107.477,"LINESTRING (-42.2943448 -16.1727069, -42.29472 -16.1720536, -42.2947676 -16.1719537, -42.2947859 -16.1718445)",,
233667571,False,Rua Acari,residential,False,59.069,"LINESTRING (-42.2906455 -16.1742982, -42.2911978 -16.1742695)",,
233667571,False,Rua Acari,residential,True,62.014,"LINESTRING (-42.2906455 -16.1742982, -42.2900663 -16.1743381)",,
233667619,True,Rua Professor Juventino Nunes,residential,False,70.342,"LINESTRING (-42.292784 -16.1691563, -42.292821 -16.1685247)",,
485369767,False,Rua Virgílio Grão Mogol,residential,False,23.431,"LINESTRING (-42.292784 -16.1691563, -42.2930009 -16.169188)",,
485369767,False,Rua Virgílio Grão Mogol,residential,True,66.212,"LINESTRING (-42.292784 -16.1691563, -42.2921678 -16.1690906)",,
233672339,True,Rua Clemente Medrado,secondary,False,121.851,"LINESTRING (-42.292713 -16.168143, -42.2935092 -16.1673581)",,
233667610,True,Avenida Frederico Leão Bittencourt,residential,False,58.215,"LINESTRING (-42.2875276 -16.1715784, -42.2879651 -16.1712661)",,
233667623,False,Rua N,residential,False,21.021,"LINESTRING (-42.2875276 -16.1715784, -42.2876331 -16.171738)",,
233667623,False,Rua N,residential,True,88.155,"LINESTRING (-42.2875276 -16.1715784, -42.2870667 -16.1709207)",,
233667586,True,Avenida João Pena Sobrinho,secondary,False,28.207,"LINESTRING (-42.2936088 -16.1678694, -42.2938016 -16.1678618, -42.2938723 -16.1678541)",,
233667672,True,Rua Avelino Almeida,secondary,False,24.663,"LINESTRING (-42.2936088 -16.1678694, -42.2936256 -16.1679478, -42.2937031 -16.1679514, -42.2937731 -16.1679527)",,
233667630,False,Rua Basílio Santiago,residential,False,6.242,"LINESTRING (-42.2925717 -16.1726847, -42.2925178 -16.172663)",,
233667630,False,Rua Basílio Santiago,residential,True,70.343,"LINESTRING (-42.2925717 -16.1726847, -42.2931777 -16.1729326)",,
857059884,False,Rua Cônego Gerônimo,residential,False,109.842,"LINESTRING (-42.2925717 -16.1726847, -42.292939 -16.171762)",,
683243259,False,Rua Raul Soares,tertiary,True,4.311,"LINESTRING (-42.2922148 -16.1684541, -42.2922524 -16.16844)",,
683245391,True,Rua Raul Soares,tertiary,False,84.655,"LINESTRING (-42.2922148 -16.1684541, -42.2921614 -16.1685145, -42.2916075 -16.1686698, -42.2914745 -16.1686758)",,
233667619,True,Rua Professor Juventino Nunes,residential,False,43.982,"LINESTRING (-42.292821 -16.1685247, -42.292713 -16.168143)",,
298415832,True,Rua Frei Rogato,secondary,False,53.543,"LINESTRING (-42.292821 -16.1685247, -42.2924719 -16.1684915, -42.292431 -16.1684857, -42.2923995 -16.1684644, -42.2923626 -16.1684065)",,
