osmid,ref,highway,oneway,reversed,length,name,geometry,lanes
208344390,BA-431,tertiary,False,False,7.261,,"LINESTRING (-41.666092 -11.3508861, -41.6660917 -11.3509514)",
707562945,,residential,False,True,22.475,,"LINESTRING (-41.666092 -11.3508861, -41.6661238 -11.3506864)",
832096568,,tertiary,True,False,60.377,Avenida José Alves de Andrade,"LINESTRING (-41.666092 -11.3508861, -41.6666331 -11.3510018)",
217212162,,residential,False,False,9.503,Rua Manoel Quirino,"LINESTRING (-41.6582855 -11.349372, -41.6582689 -11.3494559)",
217704068,,residential,False,False,162.527,Rua das Palmeiras,"LINESTRING (-41.6582855 -11.349372, -41.658478 -11.3479226)",
832096568,,tertiary,True,False,52.591,Avenida José Alves de Andrade,"LINESTRING (-41.6582855 -11.349372, -41.6587587 -11.3494639)",
255981662,,residential,True,False,11.952,Rua Hildete Carneiro,"LINESTRING (-41.6589498 -11.3478822, -41.6590592 -11.3478892)",
219613534,,residential,False,True,124.75200000000001,Rua Silva,"LINESTRING (-41.6589498 -11.3478822, -41.6590133 -11.3471879, -41.6590349 -11.3467636)",
217704068,,residential,False,True,9.268,Rua das Palmeiras,"LINESTRING (-41.6584894 -11.34784, -41.658478 -11.3479226)",
255981662,,residential,True,False,50.412,Rua Hildete Carneiro,"LINESTRING (-41.6584894 -11.34784, -41.6589498 -11.3478822)",
217704070,,residential,False,True,171.506,Rua Alirio Balduíno,"LINESTRING (-41.6593078 -11.3479982, -41.6591336 -11.3495311)",
255981657,,residential,True,False,27.43,Rua Hildete Carneiro,"LINESTRING (-41.6593078 -11.3479982, -41.6590577 -11.3479713)",
217704071,,residential,False,False,176.6,,"LINESTRING (-41.659542 -11.3496133, -41.6598887 -11.3480619)",
217704071,,residential,False,True,10.756,,"LINESTRING (-41.659542 -11.3496133, -41.6595219 -11.349708)",
832096568,,tertiary,True,False,27.931,Avenida José Alves de Andrade,"LINESTRING (-41.659542 -11.3496133, -41.6597928 -11.3496646)",
217704076,,residential,False,True,65.554,Rua Liobino Souza,"LINESTRING (-41.6621589 -11.3494713, -41.6627551 -11.3495479)",
217704778,,residential,False,False,73.546,Rua Antônio Nunes,"LINESTRING (-41.6621589 -11.3494713, -41.6621545 -11.3501327)",
217704778,,residential,False,True,116.763,Rua Antônio Nunes,"LINESTRING (-41.6621589 -11.3494713, -41.6621786 -11.3484214)",
217704080,,residential,True,False,91.417,Praça João Dourado,"LINESTRING (-41.662191 -11.3482239, -41.6630263 -11.3482959)",
217704778,,residential,False,False,22.003,Rua Antônio Nunes,"LINESTRING (-41.662191 -11.3482239, -41.6621786 -11.3484214)",
217704075,,residential,False,True,76.424,Praça São José,"LINESTRING (-41.6627551 -11.3495479, -41.6626876 -11.350232)",
217704076,,residential,False,False,65.554,Rua Liobino Souza,"LINESTRING (-41.6627551 -11.3495479, -41.6621589 -11.3494713)",
217704076,,residential,False,True,14.324,Rua Liobino Souza,"LINESTRING (-41.6627551 -11.3495479, -41.6628851 -11.3495666)",
217704078,,residential,False,True,100.555,Rua Doutor Mario Dourado,"LINESTRING (-41.6633548 -11.3486423, -41.6631925 -11.3495325)",
217704079,,residential,True,False,36.148,Praça João Dourado,"LINESTRING (-41.6633548 -11.3486423, -41.6630276 -11.3485897)",
217704079,,residential,True,False,15.163,Praça João Dourado,"LINESTRING (-41.6634934 -11.3486537, -41.6633548 -11.3486423)",
832209571,,residential,False,True,11.089,,"LINESTRING (-41.6597724 -11.3479438, -41.6597673 -11.3480434)",
217704080,,residential,True,False,11.053,Praça João Dourado,"LINESTRING (-41.6597724 -11.3479438, -41.6597744 -11.3479112, -41.6597747 -11.3478813, -41.6597764 -11.3478445)",
217704080,,residential,True,False,41.275000000000006,Praça João Dourado,"LINESTRING (-41.6597764 -11.3478445, -41.6598525 -11.3478527, -41.6601522 -11.3478895)",
219613537,,residential,False,True,207.589,Rua Durval Costa,"LINESTRING (-41.6597764 -11.3478445, -41.6597781 -11.3477837, -41.6598618 -11.3459795)",
217705262,,residential,False,False,32.105,Avenida Joaquim Augusto Dourado,"LINESTRING (-41.6630263 -11.3482959, -41.6629961 -11.3485831)",
"[217704080, 217704081]",,residential,True,False,79.623,"['Rua Adolfo da Silva Dourado', 'Praça João Dourado']","LINESTRING (-41.6630263 -11.3482959, -41.6634965 -11.3482944, -41.6635027 -11.348296, -41.6635066 -11.348298, -41.6635092 -11.3483009, -41.6635117 -11.3483067, -41.6635129 -11.3483198, -41.6635124 -11.3483423, -41.6634975 -11.3485404)",
217705262,,residential,False,True,139.807,Avenida Joaquim Augusto Dourado,"LINESTRING (-41.6630263 -11.3482959, -41.6630739 -11.3473858, -41.6630889 -11.3470401)",
217704075,,residential,False,False,76.424,Praça São José,"LINESTRING (-41.6626876 -11.350232, -41.6627551 -11.3495479)",
217704075,,residential,False,True,10.021,Praça São José,"LINESTRING (-41.6626876 -11.350232, -41.662676 -11.3503214)",
832096568,,tertiary,True,False,39.052,Avenida José Alves de Andrade,"LINESTRING (-41.6626876 -11.350232, -41.6630396 -11.3502971)",
217704072,,residential,False,False,180.325,Rua São Francisco,"LINESTRING (-41.6601066 -11.3497251, -41.6604527 -11.3481393)",
217704072,,residential,False,True,10.462,Rua São Francisco,"LINESTRING (-41.6601066 -11.3497251, -41.6600865 -11.3498171)",
832096568,,tertiary,True,False,149.209,Avenida José Alves de Andrade,"LINESTRING (-41.6601066 -11.3497251, -41.6609088 -11.3498927, -41.6614451 -11.3500051)",
217704778,,residential,False,False,10.019,Rua Antônio Nunes,"LINESTRING (-41.6621545 -11.3501327, -41.6621538 -11.3502228)",
217704778,,residential,False,True,73.546,Rua Antônio Nunes,"LINESTRING (-41.6621545 -11.3501327, -41.6621589 -11.3494713)",
832096568,,tertiary,True,False,59.158,Avenida José Alves de Andrade,"LINESTRING (-41.6621545 -11.3501327, -41.6626876 -11.350232)",
217704080,,residential,True,False,38.698,Praça João Dourado,"LINESTRING (-41.6604764 -11.3479365, -41.6608268 -11.3479921)",
217704072,,residential,False,True,22.698,Rua São Francisco,"LINESTRING (-41.6604764 -11.3479365, -41.6604615 -11.3480663, -41.6604527 -11.3481393)",
217704076,,residential,False,False,31.828,Rua Liobino Souza,"LINESTRING (-41.6631746 -11.3496036, -41.6628851 -11.3495666)",
217704078,,residential,False,False,8.143,Rua Doutor Mario Dourado,"LINESTRING (-41.6631746 -11.3496036, -41.6631925 -11.3495325)",
217704078,,residential,False,True,26.145,Rua Doutor Mario Dourado,"LINESTRING (-41.6631746 -11.3496036, -41.6631315 -11.3498349)",
217704072,,residential,False,True,180.325,Rua São Francisco,"LINESTRING (-41.6604527 -11.3481393, -41.6601066 -11.3497251)",
217704079,,residential,True,False,62.087,Praça João Dourado,"LINESTRING (-41.6604527 -11.3481393, -41.6598887 -11.3480619)",
217704072,,residential,False,False,22.698,Rua São Francisco,"LINESTRING (-41.6604527 -11.3481393, -41.6604615 -11.3480663, -41.6604764 -11.3479365)",
217704070,,residential,False,False,171.506,Rua Alirio Balduíno,"LINESTRING (-41.6591336 -11.3495311, -41.6593078 -11.3479982)",
217704070,,residential,False,True,11.351,Rua Alirio Balduíno,"LINESTRING (-41.6591336 -11.3495311, -41.6590887 -11.3496232)",
832096568,,tertiary,True,False,45.453,Avenida José Alves de Andrade,"LINESTRING (-41.6591336 -11.3495311, -41.659542 -11.3496133)",
217704076,,residential,False,False,14.324,Rua Liobino Souza,"LINESTRING (-41.6628851 -11.3495666, -41.6627551 -11.3495479)",
217704076,,residential,False,True,31.828,Rua Liobino Souza,"LINESTRING (-41.6628851 -11.3495666, -41.6631746 -11.3496036)",
217704077,,residential,False,False,109.732,Rua Alano Viana,"LINESTRING (-41.6628851 -11.3495666, -41.6630276 -11.3485897)",
219612441,,residential,False,True,8.764,Rua Pedro Pereira,"LINESTRING (-41.6614451 -11.3500051, -41.6614379 -11.3500836)",
832096568,,tertiary,True,False,78.63,Avenida José Alves de Andrade,"LINESTRING (-41.6614451 -11.3500051, -41.6621545 -11.3501327)",
217704073,,residential,False,False,185.807,Rua Gonçalves Dias,"LINESTRING (-41.6614451 -11.3500051, -41.6615041 -11.3496225, -41.6616341 -11.3489217, -41.6617408 -11.3483596)",
217704079,,residential,True,False,48.222,Praça João Dourado,"LINESTRING (-41.6621786 -11.3484214, -41.6617408 -11.3483596)",
217704778,,residential,False,False,116.763,Rua Antônio Nunes,"LINESTRING (-41.6621786 -11.3484214, -41.6621589 -11.3494713)",
217704778,,residential,False,True,22.003,Rua Antônio Nunes,"LINESTRING (-41.6621786 -11.3484214, -41.662191 -11.3482239)",
217704073,,residential,False,True,185.80700000000002,Rua Gonçalves Dias,"LINESTRING (-41.6617408 -11.3483596, -41.6616341 -11.3489217, -41.6615041 -11.3496225, -41.6614451 -11.3500051)",
217704079,,residential,True,False,142.552,Praça João Dourado,"LINESTRING (-41.6617408 -11.3483596, -41.6614909 -11.3483145, -41.6604527 -11.3481393)",
219612446,,residential,False,True,10.715,Rua Joana Angelica,"LINESTRING (-41.6630396 -11.3502971, -41.6630548 -11.3503923)",
832096568,,tertiary,True,False,42.753,Avenida José Alves de Andrade,"LINESTRING (-41.6630396 -11.3502971, -41.6634245 -11.3503707)",
217704078,,residential,False,False,52.371,Rua Doutor Mario Dourado,"LINESTRING (-41.6630396 -11.3502971, -41.6630678 -11.3501761, -41.6631315 -11.3498349)",
217704077,,residential,False,True,109.732,Rua Alano Viana,"LINESTRING (-41.6630276 -11.3485897, -41.6628851 -11.3495666)",
217704079,,residential,True,False,3.512,Praça João Dourado,"LINESTRING (-41.6630276 -11.3485897, -41.6629961 -11.3485831)",
217705260,,residential,True,False,124.844,Avenida Joaquim Augusto Dourado,"LINESTRING (-41.6631489 -11.3452637, -41.6632006 -11.3441421)",
219613536,,residential,False,False,86.682,Rua Antonio Antas Diniz,"LINESTRING (-41.6631489 -11.3452637, -41.6623623 -11.3453773)",
219613536,,residential,False,True,11.649,Rua Antonio Antas Diniz,"LINESTRING (-41.6631489 -11.3452637, -41.6632555 -11.3452709)",
217705262,,residential,False,False,141.586,Avenida Joaquim Augusto Dourado,"LINESTRING (-41.663183 -11.3456709, -41.6630983 -11.3469415)",
