osmid,oneway,name,highway,reversed,length,lanes,geometry,junction
237388620,False,Rua Joao Viveira da Farias,residential,True,9.99,,"LINESTRING (-43.7796174 -22.8590265, -43.7796342 -22.859115)",
812670937,False,Estrada dos Teixeiras,secondary,True,37.066,2,"LINESTRING (-43.7796174 -22.8590265, -43.7798201 -22.8587504)",
812670939,False,Estrada dos Teixeiras,secondary,False,53.272000000000006,2,"LINESTRING (-43.7796174 -22.8590265, -43.7794769 -22.8591472, -43.7793127 -22.859277, -43.7792191 -22.8593328)",
288859917,False,Rua Mario Figueiredo Cicarino,residential,True,69.599,,"LINESTRING (-43.7784548 -22.8597879, -43.7790509 -22.860088)",
288859917,False,Rua Mario Figueiredo Cicarino,residential,False,95.248,,"LINESTRING (-43.7784548 -22.8597879, -43.7783186 -22.8597741, -43.7781951 -22.8597408, -43.7781483 -22.8597212, -43.7780866 -22.85968, -43.7780078 -22.8595878, -43.7779162 -22.8594524, -43.7777949 -22.8592661)",
812670939,False,Estrada dos Teixeiras,secondary,False,183.01500000000001,2,"LINESTRING (-43.7784548 -22.8597879, -43.778113 -22.8600296, -43.7778756 -22.8602335, -43.7778139 -22.8603052, -43.7777817 -22.8603682, -43.7777643 -22.8604312, -43.7777589 -22.8605103, -43.7777671 -22.8608432, -43.7777997 -22.8611532)",
812670939,False,Estrada dos Teixeiras,secondary,True,93.25200000000001,2,"LINESTRING (-43.7784548 -22.8597879, -43.7785663 -22.8597157, -43.7788546 -22.8595452, -43.7792191 -22.8593328)",
960195548,True,,secondary_link,False,14.244,1,"LINESTRING (-43.7778284 -22.8614929, -43.7778199 -22.861546, -43.7778149 -22.8615642, -43.7778075 -22.8615799, -43.7777934 -22.8615946, -43.7777745 -22.861602)",
960195549,True,Rua General Bocaiuva,secondary,False,50.569,1,"LINESTRING (-43.7778284 -22.8614929, -43.7778581 -22.861792, -43.7778651 -22.8619463)",
734950795,False,Rua General Bocaiuva,secondary,True,33.86,2,"LINESTRING (-43.7778651 -22.8619463, -43.7779248 -22.8622458)",
956949311,True,Rua General Bocaiuva,secondary,False,39.544,1,"LINESTRING (-43.7778651 -22.8619463, -43.7778093 -22.8617974, -43.7777875 -22.8616933, -43.7777745 -22.861602)",
734950795,False,Rua General Bocaiuva,secondary,False,45.587,2,"LINESTRING (-43.7779056 -22.8631089, -43.7779534 -22.8627013)",
866250453,True,Rua Coronel Freitas,secondary,False,12.883,1,"LINESTRING (-43.7779056 -22.8631089, -43.7779494 -22.8632175)",
942330589,True,Rua General Bocaiuva,secondary,False,19.126,2,"LINESTRING (-43.7778391 -22.8633792, -43.7778806 -22.8632115)",
866177952,True,,secondary_link,False,18.877,1,"LINESTRING (-43.7778391 -22.8633792, -43.7778638 -22.863354, -43.7778952 -22.8633363, -43.7779308 -22.8633275, -43.7779677 -22.8633284, -43.7780027 -22.8633389)",
31264295,False,Estrada dos Teixeiras,secondary,False,18.405,2,"LINESTRING (-43.7799124 -22.8586084, -43.7798201 -22.8587504)",
152714196,False,Rua Tenente Jose Gabriel,residential,False,78.573,,"LINESTRING (-43.7787316 -22.8586932, -43.7780902 -22.8590805)",
152709179,False,Rua Walter Francisco Pereira Lobo,residential,True,86.90899999999999,,"LINESTRING (-43.7787316 -22.8586932, -43.7790573 -22.8591229, -43.7792191 -22.8593328)",
152714196,False,Rua Tenente Jose Gabriel,residential,False,36.625,,"LINESTRING (-43.7780902 -22.8590805, -43.7777949 -22.8592661)",
152714196,False,Rua Tenente Jose Gabriel,residential,True,78.573,,"LINESTRING (-43.7780902 -22.8590805, -43.7787316 -22.8586932)",
152714196,False,Rua Tenente Jose Gabriel,residential,False,75.691,,"LINESTRING (-43.7773982 -22.8594957, -43.7767829 -22.8598724)",
152714196,False,Rua Tenente Jose Gabriel,residential,True,47.999,,"LINESTRING (-43.7773982 -22.8594957, -43.7777949 -22.8592661)",
237388620,False,Rua Joao Viveira da Farias,residential,True,58.054,,"LINESTRING (-43.7793339 -22.8596357, -43.7790509 -22.860088)",
237388620,False,Rua Joao Viveira da Farias,residential,False,65.571,,"LINESTRING (-43.7793339 -22.8596357, -43.7796084 -22.8591636, -43.7796342 -22.859115)",
152714196,False,Rua Tenente Jose Gabriel,residential,True,75.691,,"LINESTRING (-43.7767829 -22.8598724, -43.7773982 -22.8594957)",
812670932,False,Rua Olavo Vieira de Faria,secondary,True,15.904,2,"LINESTRING (-43.7767829 -22.8598724, -43.7768648 -22.8599939)",
812670932,False,Rua Olavo Vieira de Faria,secondary,False,63.967,2,"LINESTRING (-43.7767829 -22.8598724, -43.7766993 -22.8597564, -43.776608 -22.8596148, -43.7764568 -22.859382)",
237388620,False,Rua Joao Viveira da Farias,residential,False,58.054,,"LINESTRING (-43.7790509 -22.860088, -43.7793339 -22.8596357)",
237388620,False,Rua Joao Viveira da Farias,residential,True,38.711,,"LINESTRING (-43.7790509 -22.860088, -43.7788794 -22.8603982)",
288859917,False,Rua Mario Figueiredo Cicarino,residential,False,69.599,,"LINESTRING (-43.7790509 -22.860088, -43.7784548 -22.8597879)",
237388620,False,Rua Joao Viveira da Farias,residential,False,163.88700000000003,,"LINESTRING (-43.7795466 -22.8616262, -43.7788962 -22.8608821, -43.7788137 -22.8607357, -43.778793 -22.8606198, -43.7788322 -22.8604957, -43.7788794 -22.8603982)",
237388620,False,Rua Joao Viveira da Farias,residential,True,37.903,,"LINESTRING (-43.7795466 -22.8616262, -43.7796485 -22.8617522, -43.7797183 -22.8618239, -43.779788 -22.8618832)",
237388620,False,Rua Joao Viveira da Farias,residential,False,37.903,,"LINESTRING (-43.779788 -22.8618832, -43.7797183 -22.8618239, -43.7796485 -22.8617522, -43.7795466 -22.8616262)",
812981990,False,Rua Coronel Costa Pereira,tertiary,True,119.131,2,"LINESTRING (-43.7729007 -22.8611505, -43.774063 -22.8611787)",
812982001,False,Rua Coronel Costa Pereira,tertiary,False,88.52,2,"LINESTRING (-43.7729007 -22.8611505, -43.7720633 -22.8613463)",
152726773,False,Rua Benito Juarez,residential,False,139.076,,"LINESTRING (-43.7729007 -22.8611505, -43.7730752 -22.8616789, -43.7731774 -22.8619731, -43.7732966 -22.8623468)",
152726798,False,Rua Coronel Jonas Costa Pereira,residential,True,116.342,,"LINESTRING (-43.7729007 -22.8611505, -43.7728282 -22.8610963, -43.7727559 -22.8610629, -43.7723429 -22.8609295, -43.7723035 -22.8609119, -43.7722907 -22.8608933, -43.7722875 -22.8608589, -43.7722906 -22.8607964, -43.772288 -22.8604734)",
152726762,False,Rua Francisco Natal,residential,True,99.024,,"LINESTRING (-43.774063 -22.8611787, -43.7739204 -22.8602979)",
633173641,False,Rua Coronel Costa Pereira,tertiary,True,32.497,2,"LINESTRING (-43.774063 -22.8611787, -43.7743781 -22.861212)",
812981990,False,Rua Coronel Costa Pereira,tertiary,False,119.131,2,"LINESTRING (-43.774063 -22.8611787, -43.7729007 -22.8611505)",
812982001,False,Rua Coronel Costa Pereira,tertiary,True,88.52,2,"LINESTRING (-43.7720633 -22.8613463, -43.7729007 -22.8611505)",
633418108,False,,residential,False,114.87299999999999,,"LINESTRING (-43.7720633 -22.8613463, -43.7720049 -22.861164, -43.77197 -22.8610874, -43.7719379 -22.8610454, -43.7718842 -22.8610126, -43.7717514 -22.8609515, -43.7716341 -22.8608971, -43.771551 -22.8608328, -43.7714839 -22.8607562, -43.7714276 -22.8606586, -43.7713914 -22.8605832)",
867882643,False,Rua Prefeito Jose de Moraes Dias,tertiary,False,158.67899999999997,2,"LINESTRING (-43.7720633 -22.8613463, -43.7718594 -22.8614062, -43.771681 -22.861489, -43.7714839 -22.8615928, -43.7709997 -22.8618894, -43.7707278 -22.8620559)",
152726752,False,Rua Didimo Jose Batista,residential,False,82.23,,"LINESTRING (-43.775698 -22.8613807, -43.7756937 -22.8606412)",
152726752,False,Rua Didimo Jose Batista,residential,True,81.59,,"LINESTRING (-43.775698 -22.8613807, -43.7757342 -22.8621137)",
633173641,False,Rua Coronel Costa Pereira,tertiary,False,136.532,2,"LINESTRING (-43.775698 -22.8613807, -43.7743781 -22.861212)",
633173641,False,Rua Coronel Costa Pereira,tertiary,True,90.064,2,"LINESTRING (-43.775698 -22.8613807, -43.7765708 -22.8614768)",
387029230,False,Rua Isabel de Lima,residential,True,80.252,,"LINESTRING (-43.7765708 -22.8614768, -43.7766534 -22.8607591)",
633173641,False,Rua Coronel Costa Pereira,tertiary,False,90.064,2,"LINESTRING (-43.7765708 -22.8614768, -43.775698 -22.8613807)",
633173641,False,Rua Coronel Costa Pereira,tertiary,True,58.887,2,"LINESTRING (-43.7765708 -22.8614768, -43.77714 -22.8615501)",
152717473,False,Avenida Baria,residential,True,96.471,,"LINESTRING (-43.7707278 -22.8620559, -43.7710622 -22.862369, -43.7713951 -22.8626679)",
867882643,False,Rua Prefeito Jose de Moraes Dias,tertiary,True,158.67899999999997,2,"LINESTRING (-43.7707278 -22.8620559, -43.7709997 -22.8618894, -43.7714839 -22.8615928, -43.771681 -22.861489, -43.7718594 -22.8614062, -43.7720633 -22.8613463)",
152717473,False,Avenida Baria,residential,False,96.471,,"LINESTRING (-43.7713951 -22.8626679, -43.7710622 -22.862369, -43.7707278 -22.8620559)",
