osmid,oneway,lanes,name,highway,width,reversed,length,geometry,maxspeed
367359929,False,2,Rua Coronel Procópio Gomes de Oliveira,secondary,12.8,False,35.672,"LINESTRING (-49.0749573 -26.4891075, -49.074939 -26.4891288, -49.0747388 -26.4893618)",
367359929,False,2,Rua Coronel Procópio Gomes de Oliveira,secondary,12.8,True,20.808,"LINESTRING (-49.0749573 -26.4891075, -49.074977 -26.4890845, -49.0750848 -26.4889592)",
114748129,True,2,Rua Expedicionário Cabo Harry Hadlich,tertiary,7,False,45.707,"LINESTRING (-49.0800408 -26.4899335, -49.079582 -26.489952)",
114748538,False,1,Servidão 283,living_street,3,False,43.331,"LINESTRING (-49.0800408 -26.4899335, -49.0800601 -26.4903228)",
114748373,False,2,Rua Donaldo Gehring,residential,7,True,190.92,"LINESTRING (-49.0781454 -26.4932909, -49.0780605 -26.4915756)",
453275907,True,2,Rua Marina Frutuoso,tertiary,10,False,70.439,"LINESTRING (-49.0781454 -26.4932909, -49.0774376 -26.4932923)",60
114748538,False,1,Servidão 283,living_street,3,True,43.331,"LINESTRING (-49.0800601 -26.4903228, -49.0800408 -26.4899335)",
114748411,False,2,Rua Guilherme Weege,residential,9,False,56.059,"LINESTRING (-49.0775597 -26.4886035, -49.0769971 -26.4886283)",
114748411,False,2,Rua Guilherme Weege,residential,9,True,126.175,"LINESTRING (-49.0775597 -26.4886035, -49.0786842 -26.4885531, -49.0787247 -26.4885514, -49.078826 -26.4885484)",
"[114749185, 289469476]",False,2,Rua João Picolli,residential,10,False,207.38600000000002,"LINESTRING (-49.0775597 -26.4886035, -49.0775833 -26.4892861, -49.0776029 -26.4893282, -49.0776602 -26.4893418, -49.0787201 -26.4892971, -49.0787818 -26.4892944, -49.0788694 -26.4892905)",
114747918,False,2,Rua Paulo Schiochet,residential,8,True,176.504,"LINESTRING (-49.0755072 -26.4932956, -49.0753777 -26.4917125)",
453275904,True,2,Rua Marina Frutuoso,tertiary,10,False,57.681,"LINESTRING (-49.0755072 -26.4932956, -49.0749276 -26.4932967)",60
114747532,False,2,Rua Emil Burow,residential,7,False,58.528,"LINESTRING (-49.0809712 -26.4938179, -49.0803834 -26.4938351)",
951194311,False,2,Rua Emil Burow,residential,7,True,114.74,"LINESTRING (-49.0809712 -26.4938179, -49.0821237 -26.4937886)",
951194312,False,3,Rua Angelo Schiochet,primary,13,False,65.477,"LINESTRING (-49.0809712 -26.4938179, -49.0809545 -26.4933235, -49.0809538 -26.4932899, -49.0809522 -26.4932293)",60
114747093,False,2,Rua Ida Bona Rocha,residential,7,False,198.468,"LINESTRING (-49.0800443 -26.4914599, -49.0801402 -26.4932427)",
443838265,True,3,Rua Barão do Rio Branco,tertiary,10,False,85.114,"LINESTRING (-49.0800443 -26.4914599, -49.0805532 -26.4914332, -49.0807455 -26.4914247, -49.0807953 -26.4914222, -49.0808982 -26.4914171)",
114749298,False,2,Rua Guilherme Dancker,residential,10,False,186.894,"LINESTRING (-49.0774194 -26.4916116, -49.0774376 -26.4932923)",
114748225,True,2,Rua Barão do Rio Branco,tertiary,10,False,63.927,"LINESTRING (-49.0774194 -26.4916116, -49.0775018 -26.491607, -49.0779957 -26.4915792, -49.0780605 -26.4915756)",
114748280,True,3,Rua Reinoldo Rau,primary,13,False,82.62,"LINESTRING (-49.0808433 -26.4892237, -49.0808161 -26.488565, -49.0808199 -26.4884812)",
289469476,False,2,Rua João Picolli,residential,10,True,196.59,"LINESTRING (-49.0808433 -26.4892237, -49.0807723 -26.4892264, -49.0790494 -26.4892809, -49.078994 -26.489284, -49.0788694 -26.4892905)",
114747618,False,2,Rua Severino Schiochet,residential,7,True,18.566,"LINESTRING (-49.0789387 -26.4940442, -49.0789281 -26.4938775)",
114747559,False,2,Rua Governador Jorge Lacerda,residential,10,False,191.08800000000002,"LINESTRING (-49.0808818 -26.490796, -49.0807983 -26.4907994, -49.0807375 -26.4908019, -49.0791237 -26.4908683, -49.079067 -26.4908709, -49.0789638 -26.4908761)",
