osmid,lanes,name,highway,oneway,reversed,length,geometry,tunnel,junction,maxspeed,ref
631181012,4,Rua Araçá,secondary,False,False,87.668,"LINESTRING (-51.1814861 -29.92408, -51.1822009 -29.9240314, -51.182393 -29.9240183)",,,,
631181012,4,Rua Araçá,secondary,False,True,105.125,"LINESTRING (-51.1814861 -29.92408, -51.180508 -29.9241465, -51.1803986 -29.9241539)",,,,
929764205,,Rua Alberto Torres,residential,False,False,8.945,"LINESTRING (-51.1840328 -29.9228504, -51.1841256 -29.9228519)",,,,
41809557,,Rua Alberto Torres,residential,False,True,161.436,"LINESTRING (-51.1840328 -29.9228504, -51.1839626 -29.9228521, -51.1834265 -29.9228907, -51.1832782 -29.9229014, -51.1831734 -29.9229083, -51.1823638 -29.9229731)",,,,
"[527705866, 929764199]",2,Rua Doutor Barcelos,secondary,True,False,54.288000000000004,"LINESTRING (-51.1840328 -29.9228504, -51.1840609 -29.9227362, -51.1841518 -29.9223732)",,,,
929764206,2,Rua Araçá,secondary,False,False,9.024,"LINESTRING (-51.1837693 -29.9239244, -51.1838627 -29.9239186)",,,,
"[929764203, 929764204, 928461309]",2,Rua Doutor Barcelos,secondary,True,False,122.09400000000001,"LINESTRING (-51.1837693 -29.9239244, -51.18381 -29.9237593, -51.1838893 -29.923435, -51.1840145 -29.9229234, -51.1840328 -29.9228504)",,,,
"[631181012, 928461310]",4,Rua Araçá,secondary,False,True,133.046,"LINESTRING (-51.1837693 -29.9239244, -51.1836837 -29.9239306, -51.1832442 -29.9239605, -51.1828323 -29.9239885, -51.182393 -29.9240183)",,,,
52048224,,Rua Silva Paes,residential,False,True,218.856,"LINESTRING (-51.1826086 -29.9259776, -51.1824736 -29.9247008, -51.1824016 -29.9240958, -51.182393 -29.9240183)",,,,
"[929764207, 929764209, 929764210, 527986239]","['2', '3']",Rua Doutor Barcelos,secondary,True,False,263.471,"LINESTRING (-51.1826086 -29.9259776, -51.1827341 -29.9259061, -51.1828529 -29.9258228, -51.1828898 -29.925794, -51.1829984 -29.9257095, -51.183128 -29.9255866, -51.1832309 -29.925459, -51.183325 -29.9253304, -51.1834039 -29.9251961, -51.1834659 -29.9250514, -51.1834994 -29.9249663, -51.1835382 -29.9248279, -51.1836129 -29.924517, -51.1836854 -29.9242448, -51.1837489 -29.9239983, -51.1837693 -29.9239244)",,,,
