osmid,name,highway,oneway,reversed,length,ref,maxspeed,geometry,junction,tunnel
291702306,Rua do Contorno,residential,False,True,15.45,,,"LINESTRING (-40.1926996 -10.2544612, -40.192773 -10.2545799)",,
708564555,BR-407,trunk,False,False,47.752,BR-407,80,"LINESTRING (-40.1926996 -10.2544612, -40.1924791 -10.2548318)",,
708564555,BR-407,trunk,False,True,7.653,BR-407,80,"LINESTRING (-40.1926996 -10.2544612, -40.1927344 -10.2544015)",,
291702288,Rua Custodio Barbosa,residential,False,False,71.46199999999999,,,"LINESTRING (-40.1945978 -10.2576002, -40.1944721 -10.2571578, -40.1944641 -10.2571182, -40.1944641 -10.2570769, -40.1944703 -10.2570383, -40.1944853 -10.2569775)",,
681934499,Praça Alfredo Viana,residential,False,True,171.555,,,"LINESTRING (-40.1945978 -10.2576002, -40.19474 -10.2580305, -40.1947972 -10.2582123, -40.1949305 -10.2586663, -40.1949518 -10.2587339, -40.1949719 -10.2587849, -40.1951191 -10.2590499)",,
816068732,Avenida Clementino Cunha,tertiary,False,True,30.481,,,"LINESTRING (-40.1945978 -10.2576002, -40.1945188 -10.2576096, -40.1944477 -10.2576129, -40.1943672 -10.2576168, -40.19432 -10.2576183)",,
291355561,Avenida Maria de Lurdes,residential,False,False,54.543,,,"LINESTRING (-40.1980439 -10.2616731, -40.198524 -10.2618051)",,
291355561,Avenida Maria de Lurdes,residential,False,True,203.61,,,"LINESTRING (-40.1980439 -10.2616731, -40.1963472 -10.2609211)",,
246798959,Avenida Marceluno Crisostomo Silva,residential,False,True,35.526,,,"LINESTRING (-40.1966581 -10.2558516, -40.1967717 -10.2555523)",,
954442474,Rua Moises Gomes Nascimento,residential,False,True,61.298,,,"LINESTRING (-40.1966581 -10.2558516, -40.1961299 -10.2556679)",,
954442475,Rua B populares,residential,False,False,36.526,,,"LINESTRING (-40.1966581 -10.2558516, -40.1969703 -10.2559679)",,
246798959,Avenida Marceluno Crisostomo Silva,residential,False,False,70.392,,,"LINESTRING (-40.1966581 -10.2558516, -40.1964643 -10.2563381, -40.1964272 -10.2564424)",,
246798970,Rua Constantino Coelho,residential,False,True,7.31,,,"LINESTRING (-40.1976298 -10.2559659, -40.1976471 -10.2559024)",,
815418753,Rua da Quadra,residential,False,False,51.288,,,"LINESTRING (-40.1976298 -10.2559659, -40.1980769 -10.2561044)",,
246798970,Rua Constantino Coelho,residential,False,False,93.93,,,"LINESTRING (-40.1976298 -10.2559659, -40.1975504 -10.2562018, -40.1974545 -10.2564618, -40.1973861 -10.256632, -40.1973308 -10.2567573)",,
246798959,Avenida Marceluno Crisostomo Silva,residential,False,False,35.526,,,"LINESTRING (-40.1967717 -10.2555523, -40.1966581 -10.2558516)",,
246798959,Avenida Marceluno Crisostomo Silva,residential,False,True,35.403,,,"LINESTRING (-40.1967717 -10.2555523, -40.1968914 -10.2552565)",,
246798975,Caminho 1,residential,False,True,60.032,,,"LINESTRING (-40.1967717 -10.2555523, -40.1962562 -10.2553675)",,
246798975,Caminho 1,residential,False,False,103.172,,,"LINESTRING (-40.1967717 -10.2555523, -40.1973215 -10.2557464, -40.1975107 -10.2558153, -40.1976612 -10.2558595)",,
954431534,Praça Custodio Barbosa,residential,False,False,80.429,,,"LINESTRING (-40.1954618 -10.2596898, -40.1951191 -10.2590499)",,
291355561,Avenida Maria de Lurdes,residential,False,True,62.709,,,"LINESTRING (-40.1954618 -10.2596898, -40.195875 -10.2594614, -40.1959219 -10.25944, -40.1959679 -10.2594284)",,
"[681934498, 954431534]",Praça Custodio Barbosa,residential,False,True,140.40200000000002,,,"LINESTRING (-40.1954618 -10.2596898, -40.1956052 -10.2599301, -40.1956052 -10.2599673, -40.1955932 -10.2600012, -40.1955677 -10.2600354, -40.195025 -10.260569, -40.1949422 -10.2606481)",,
291355554,Rua Alenxandrina Duarte,residential,False,False,62.133,,,"LINESTRING (-40.1969055 -10.2601738, -40.1973803 -10.2598673)",,
291355571,Rua Alexandrina Duarte,residential,False,True,54.791,,,"LINESTRING (-40.1969055 -10.2601738, -40.1967054 -10.2597221)",,
291355554,Rua Alenxandrina Duarte,residential,False,True,103.31400000000001,,,"LINESTRING (-40.1969055 -10.2601738, -40.1968684 -10.2602047, -40.1968238 -10.2602565, -40.1963472 -10.2609211)",,
246798955,Avenida Juacema,residential,False,True,53.881,,,"LINESTRING (-40.1908784 -10.2598085, -40.1906024 -10.2602098)",,
246798976,Avenida Pilar,residential,False,False,99.992,,,"LINESTRING (-40.1908784 -10.2598085, -40.1901025 -10.2593334)",,
246798976,Avenida Pilar,residential,False,True,42.68,,,"LINESTRING (-40.1908784 -10.2598085, -40.1912037 -10.2600203)",,
246798963,Rua das Flores,residential,False,True,49.323,,,"LINESTRING (-40.19355 -10.2600099, -40.1931188 -10.2598806)",,
246798963,Rua das Flores,residential,False,False,181.05900000000003,,,"LINESTRING (-40.19355 -10.2600099, -40.1933084 -10.2606121, -40.1932974 -10.2606207, -40.1932799 -10.260624, -40.1930174 -10.2605594, -40.1929936 -10.26056, -40.1929758 -10.260566, -40.1929591 -10.2605788, -40.1926032 -10.261091)",,
"[815437641, 814556731]",Rua de São Vicente,residential,False,True,201.76399999999998,,,"LINESTRING (-40.19355 -10.2600099, -40.1937704 -10.260104, -40.1938258 -10.2601325, -40.193841 -10.2601445, -40.1938467 -10.260156, -40.1938474 -10.2601706, -40.1938419 -10.260192, -40.1936886 -10.2605145, -40.1933701 -10.2610727, -40.1931603 -10.2614745)",,
