osmid,oneway,ref,name,highway,reversed,length,maxspeed,geometry,lanes,tunnel
52430711,True,BR-116,Rua Uruguai,trunk,False,64.633,,"LINESTRING (-53.3807666 -32.5664747, -53.3804584 -32.5669947)",,
74093635,True,,Avenida Odilo Gonçalves,tertiary,False,6.864,,"LINESTRING (-53.3807666 -32.5664747, -53.3807034 -32.5664435)",,
155432836,True,,Rua General Osório,residential,False,10.262,,"LINESTRING (-53.3775721 -32.5638836, -53.377625 -32.5638028)",,
155432848,True,,Rua Barbosa Neto,residential,False,85.771,,"LINESTRING (-53.3775721 -32.5638836, -53.3767721 -32.5635089)",,
155432848,True,,Rua Barbosa Neto,residential,False,9.633,,"LINESTRING (-53.3813007 -32.5656191, -53.3812118 -32.5655756)",,
448580086,True,BR-116,Rua Uruguai,trunk,False,96.128,,"LINESTRING (-53.3813007 -32.5656191, -53.3808209 -32.5663832)",,
917676869,True,,Rua Júlio de Castilhos,residential,False,9.147,40,"LINESTRING (-53.3796815 -32.5659558, -53.3796186 -32.5660187)",,
74093635,True,,Avenida Odilo Gonçalves,tertiary,False,6.0760000000000005,,"LINESTRING (-53.3796815 -32.5659558, -53.3796575 -32.5659439, -53.3796252 -32.5659287)",,
74093632,True,,Rua Júlio de Castilhos,tertiary,False,73.454,,"LINESTRING (-53.3812228 -32.5634821, -53.3808585 -32.564067)",,
528186356,True,,Rua Mena Barreto,residential,False,8.13,,"LINESTRING (-53.3812228 -32.5634821, -53.3811475 -32.5634458)",,
74093634,True,,Rua 15 de Novembro,residential,False,10.047,,"LINESTRING (-53.3802221 -32.5630088, -53.3802737 -32.5629296)",,
528186356,True,,Rua Mena Barreto,residential,False,63.03,,"LINESTRING (-53.3802221 -32.5630088, -53.379628 -32.5627431)",,
155432854,True,,Rua 27 de Janeiro,tertiary,False,10.684,,"LINESTRING (-53.3795281 -32.5626951, -53.3795817 -32.5626103)",,
528186356,True,,Rua Mena Barreto,residential,False,85.27,,"LINESTRING (-53.3795281 -32.5626951, -53.3787335 -32.5623215)",,
155432875,True,,Rua Júlio de Castilhos,residential,False,120.791,40,"LINESTRING (-53.3793353 -32.5664692, -53.378721 -32.5674242)",,
547532046,True,,Rua Andrade Neves,tertiary,False,105.918,,"LINESTRING (-53.3793353 -32.5664692, -53.3783422 -32.5660144)",,
448578525,False,,Rua General Osório,tertiary,True,48.38,,"LINESTRING (-53.3767211 -32.5652292, -53.3764577 -32.5656034)",,
547532045,False,,Rua General Osório,residential,False,54.829,,"LINESTRING (-53.3767211 -32.5652292, -53.3770108 -32.5648008)",,
547532046,True,,Rua Andrade Neves,tertiary,False,102.023,,"LINESTRING (-53.3767211 -32.5652292, -53.3757663 -32.5647884)",,
547532046,True,,Rua Andrade Neves,tertiary,False,83.711,,"LINESTRING (-53.3783422 -32.5660144, -53.3775595 -32.5656516)",,
547532055,True,,Rua 15 de Novembro,tertiary,False,56.921,40,"LINESTRING (-53.3783422 -32.5660144, -53.3786175 -32.5655581)",,
74093635,True,,Avenida Odilo Gonçalves,tertiary,False,64.925,,"LINESTRING (-53.3786346 -32.56546, -53.378023 -32.5651857)",,
917707234,True,,Rua 15 de Novembro,tertiary,False,12.051,,"LINESTRING (-53.3786346 -32.56546, -53.3786929 -32.5653634)",,
74093634,True,,Rua 15 de Novembro,residential,False,11.716,,"LINESTRING (-53.379171 -32.5646366, -53.3792302 -32.5645438)",,
155432848,True,,Rua Barbosa Neto,residential,False,64.383,,"LINESTRING (-53.379171 -32.5646366, -53.3785719 -32.5643532)",,
139000896,False,,Rua General Câmara,residential,False,184.331,,"LINESTRING (-53.3714305 -32.5679757, -53.3722056 -32.5664521)",,
448573132,False,,Avenida 20 de Setembro,residential,False,97.433,,"LINESTRING (-53.3714305 -32.5679757, -53.372447 -32.5681599)",,
139000899,False,,Rua dos Andradas,residential,False,162.85,,"LINESTRING (-53.372447 -32.5681599, -53.3731377 -32.566816)",,
448573132,False,,Avenida 20 de Setembro,residential,True,97.433,,"LINESTRING (-53.372447 -32.5681599, -53.3714305 -32.5679757)",,
943872169,False,,Avenida 20 de Setembro,residential,False,95.751,40,"LINESTRING (-53.372447 -32.5681599, -53.3734421 -32.5683554)",,
139000896,False,,Rua General Câmara,residential,False,64.505,,"LINESTRING (-53.3736795 -32.5638141, -53.3740042 -32.5633026)",,
139000896,False,,Rua General Câmara,residential,True,89.381,,"LINESTRING (-53.3736795 -32.5638141, -53.3732691 -32.5645397)",,
547532049,False,,Rua Andrade Neves,tertiary,False,93.219,,"LINESTRING (-53.3736795 -32.5638141, -53.3728159 -32.5633981)",,
