osmid,oneway,name,highway,reversed,length,lanes,ref,geometry
256428426,True,Avenida dos Cajueiros,residential,False,8.843,,,"LINESTRING (-39.3721687 -17.8947021, -39.3722515 -17.8947129)"
262118108,True,Avenida Oceânica,tertiary,False,6.264,,,"LINESTRING (-39.3721687 -17.8947021, -39.3721768 -17.8946463)"
181474535,False,Rua Meridional,residential,False,5.861,,,"LINESTRING (-39.3731974 -17.8947963, -39.3732114 -17.8948473)"
256428435,False,Rua Marechal Castelo Branco,residential,False,11.985,,,"LINESTRING (-39.3731974 -17.8947963, -39.3730861 -17.8947763)"
256428435,False,Rua Marechal Castelo Branco,residential,True,26.129,,,"LINESTRING (-39.3731974 -17.8947963, -39.3734442 -17.8947886)"
181474522,False,Rua dos Abrolhos,residential,False,7.991,,,"LINESTRING (-39.3721132 -17.8952562, -39.3721884 -17.8952628)"
775199986,True,Avenida Oceânica,primary,False,54.699,2,BA-698,"LINESTRING (-39.3721132 -17.8952562, -39.3721506 -17.894882, -39.3721622 -17.8947665)"
187916612,False,Avenida Sérgio Cunha,residential,False,53.748,,,"LINESTRING (-39.3694143 -17.8909002, -39.3699119 -17.8909972)"
187916584,False,Rua José de Alencar,residential,False,106.775,,,"LINESTRING (-39.3694143 -17.8909002, -39.3692265 -17.8915077, -39.3691187 -17.8918182)"
187916612,False,Avenida Sérgio Cunha,residential,False,5.079,,,"LINESTRING (-39.3710885 -17.8912864, -39.3711357 -17.8912947)"
191737708,False,Rua Eleosippo Cunha,residential,True,47.387,,,"LINESTRING (-39.3710885 -17.8912864, -39.3709937 -17.8917029)"
187916612,False,Avenida Sérgio Cunha,residential,True,79.486,,,"LINESTRING (-39.3710885 -17.8912864, -39.370971 -17.8912656, -39.3703625 -17.8911044)"
262116023,False,Rua Pedro Álvares Cabral,residential,False,8.844,,,"LINESTRING (-39.3725463 -17.8914975, -39.3726291 -17.8915083)"
262116023,False,Rua Pedro Álvares Cabral,residential,True,74.539,,,"LINESTRING (-39.3725463 -17.8914975, -39.3718483 -17.8914073)"
262118108,True,Avenida Oceânica,tertiary,False,54.013,,,"LINESTRING (-39.3725463 -17.8914975, -39.3726104 -17.8910156)"
187916583,True,Avenida Oceânica,tertiary,False,48.001,,,"LINESTRING (-39.3726291 -17.8915083, -39.3725759 -17.891937)"
262116023,False,Rua Pedro Álvares Cabral,residential,False,79.723,,,"LINESTRING (-39.3726291 -17.8915083, -39.3733767 -17.8915971)"
262116023,False,Rua Pedro Álvares Cabral,residential,True,8.844,,,"LINESTRING (-39.3726291 -17.8915083, -39.3725463 -17.8914975)"
191737700,False,Rua Tiradentes,residential,True,53.763,,,"LINESTRING (-39.3738778 -17.8916612, -39.3739051 -17.892144)"
262116023,False,Rua Pedro Álvares Cabral,residential,True,53.502,,,"LINESTRING (-39.3738778 -17.8916612, -39.3733767 -17.8915971)"
191737700,False,Rua Tiradentes,residential,False,57.59700000000001,,,"LINESTRING (-39.3738778 -17.8916612, -39.3738652 -17.8914574, -39.3738719 -17.8913702, -39.3738801 -17.8912991, -39.3739022 -17.8911957, -39.3739159 -17.8911481)"
256428433,False,Rua das Flores,residential,True,9.146,,,"LINESTRING (-39.372226 -17.8942092, -39.3723123 -17.8942137)"
