osmid,name,highway,oneway,reversed,length,geometry,lanes,ref,maxspeed,junction,bridge
314670235,Rua Irma Rosa Kretzer,residential,False,True,218.973,"LINESTRING (-49.3293455 -27.6955743, -49.3291933 -27.6956968, -49.3290646 -27.6958522, -49.3289828 -27.6959834, -49.3289241 -27.6961492, -49.3289345 -27.6962779, -49.3290237 -27.6964055, -49.3293589 -27.6964625, -49.3296942 -27.6965337, -49.330126 -27.6965717)",,,,,
471665880,Rodovia Ulysses Guimarães,trunk,False,True,72.328,"LINESTRING (-49.3293455 -27.6955743, -49.3295236 -27.6956796, -49.3297166 -27.6957573, -49.3300091 -27.695844)",2,BR-282,60,,
366232033,Rodovia Ulysses Guimarães,trunk,False,True,61.812,"LINESTRING (-49.3317863 -27.6959744, -49.3324137 -27.6959947)",2,BR-282,60,,
471665880,Rodovia Ulysses Guimarães,trunk,False,False,28.098,"LINESTRING (-49.3317863 -27.6959744, -49.331501 -27.6959807)",2,BR-282,60,,
471665881,,trunk_link,True,False,68.919,"LINESTRING (-49.3317863 -27.6959744, -49.3319967 -27.695743, -49.332042 -27.6956225, -49.3320274 -27.6954272)",,,,,
70501465,,primary,False,True,43.301,"LINESTRING (-49.332764 -27.6964862, -49.3324603 -27.696402, -49.3323478 -27.6963612)",,,,,
70501467,,primary_link,True,False,30.293,"LINESTRING (-49.332764 -27.6964862, -49.3328659 -27.6965029, -49.3329249 -27.6965052, -49.333 -27.6965005, -49.3330613 -27.6964711)",,,,jughandle,
366232051,,primary,False,True,32.757,"LINESTRING (-49.332764 -27.6964862, -49.332886 -27.6965385, -49.3329624 -27.6965914, -49.3330374 -27.6966502)",,,,,
366232033,Rodovia Ulysses Guimarães,trunk,False,False,61.812,"LINESTRING (-49.3324137 -27.6959947, -49.3317863 -27.6959744)",2,BR-282,60,,
70501464,,trunk_link,True,False,56.33,"LINESTRING (-49.3324137 -27.6959947, -49.3322861 -27.6960302, -49.3322289 -27.696113, -49.3322208 -27.6962098, -49.3322636 -27.6962991, -49.3323478 -27.6963612)",,,,,
70501465,,primary,False,False,43.301,"LINESTRING (-49.3323478 -27.6963612, -49.3324603 -27.696402, -49.332764 -27.6964862)",,,,,
70501466,,trunk_link,True,False,71.596,"LINESTRING (-49.3323478 -27.6963612, -49.3322316 -27.6963271, -49.3321498 -27.6962962, -49.3320961 -27.6962606, -49.3319835 -27.6961383, -49.3318856 -27.6960528, -49.3317863 -27.6959744)",,,,,
366232058,,primary,True,False,21.863,"LINESTRING (-49.3331853 -27.6963375, -49.3332117 -27.6963842, -49.3332186 -27.6964494, -49.3332076 -27.6965277)",,,,,
366232059,,primary,False,False,86.14200000000001,"LINESTRING (-49.3331853 -27.6963375, -49.333224 -27.6961864, -49.3332391 -27.6960321, -49.3332303 -27.6958773, -49.3331978 -27.6957251, -49.3331369 -27.6955798)",,,,,
366232056,,residential,True,False,116.44,"LINESTRING (-49.3331369 -27.6955798, -49.3332428 -27.6956526, -49.3334332 -27.6958545, -49.3336183 -27.6961395, -49.3338306 -27.6964188)",,,,,
366232059,,primary,False,True,86.142,"LINESTRING (-49.3331369 -27.6955798, -49.3331978 -27.6957251, -49.3332303 -27.6958773, -49.3332391 -27.6960321, -49.333224 -27.6961864, -49.3331853 -27.6963375)",,,,,
824313132,,primary,True,False,72.59,"LINESTRING (-49.3331369 -27.6955798, -49.3330382 -27.6954851, -49.3329153 -27.6954129, -49.3327773 -27.6953668, -49.3326311 -27.695349, -49.3324824 -27.6953596)",,,,,
824313132,,primary,True,False,16.796,"LINESTRING (-49.3324824 -27.6953596, -49.3323202 -27.6954064)",,,,,
366232042,,trunk_link,True,False,88.423,"LINESTRING (-49.3323202 -27.6954064, -49.3322114 -27.6954583, -49.3321281 -27.6955648, -49.332106 -27.6956929, -49.3321495 -27.6958166, -49.3322499 -27.6959109, -49.3324137 -27.6959947)",,,,,
366232052,,primary,True,False,21.756,"LINESTRING (-49.3323202 -27.6954064, -49.3322524 -27.6953809, -49.3321965 -27.6953384, -49.3321575 -27.6952831)",,,,,
314670250,Rua da Serraria,residential,False,True,327.25,"LINESTRING (-49.3326634 -27.6944577, -49.3320653 -27.6940448, -49.3319898 -27.693941, -49.331873 -27.6938707, -49.3316469 -27.6938121, -49.3314055 -27.6937931, -49.3308932 -27.6937812, -49.3307617 -27.6937575, -49.3305391 -27.6937218, -49.3300134 -27.693596, -49.3296325 -27.6935247)",,,,,
"[591250992, 366232041, 351245398]",Rodovia Madre Paulina,primary,False,False,65.08500000000001,"LINESTRING (-49.3326634 -27.6944577, -49.3325359 -27.6945917, -49.3323116 -27.6947805, -49.3321863 -27.6948593)",2,SC-350,,,yes
591250992,Rodovia Madre Paulina,primary,False,True,164.645,"LINESTRING (-49.3326634 -27.6944577, -49.333102 -27.6942966, -49.3334198 -27.6941576, -49.3337765 -27.6940472, -49.3341856 -27.6938513)",2,SC-350,,,
366232046,,trunk_link,True,False,20.514,"LINESTRING (-49.3320274 -27.6954272, -49.3321575 -27.6952831)",,,,,
366232061,,trunk_link,True,False,48.757999999999996,"LINESTRING (-49.3320274 -27.6954272, -49.3320036 -27.6952885, -49.332028 -27.6951499, -49.3320976 -27.6950045)",,,,,
314670250,Rua da Serraria,residential,False,True,30.987,"LINESTRING (-49.3291175 -27.6934867, -49.3288037 -27.6934653)",,,,,
733178194,,residential,False,False,74.452,"LINESTRING (-49.3291175 -27.6934867, -49.3292633 -27.6928297)",,,,,
314670250,Rua da Serraria,residential,False,False,50.882,"LINESTRING (-49.3291175 -27.6934867, -49.3294501 -27.6935105, -49.3296325 -27.6935247)",,,,,
349272752,,primary,True,False,26.268,"LINESTRING (-49.3321863 -27.6948593, -49.3323523 -27.6949752, -49.3323963 -27.695005)",,,,jughandle,
"[591250992, 366232041, 351245398]",Rodovia Madre Paulina,primary,False,True,65.085,"LINESTRING (-49.3321863 -27.6948593, -49.3323116 -27.6947805, -49.3325359 -27.6945917, -49.3326634 -27.6944577)",2,SC-350,,,yes
314670235,Rua Irma Rosa Kretzer,residential,False,False,75.816,"LINESTRING (-49.3304586 -27.6969517, -49.3305552 -27.6967237, -49.3305096 -27.696643, -49.3303755 -27.696605, -49.330126 -27.6965717)",,,,,
314670235,Rua Irma Rosa Kretzer,residential,False,True,179.15800000000002,"LINESTRING (-49.3304586 -27.6969517, -49.3301844 -27.6971204, -49.3299785 -27.6972747, -49.329772 -27.6974362, -49.3296433 -27.6975074, -49.3296137 -27.6975882, -49.3296245 -27.6976737, -49.329721 -27.6977663, -49.329882 -27.6979278, -49.3299919 -27.6979729, -49.3300805 -27.69798)",,,,,
314670243,Rua das Flores,residential,False,True,58.752,"LINESTRING (-49.3304586 -27.6969517, -49.3306433 -27.6971478, -49.3308119 -27.6973764)",,,,,
314670236,Rua Ari Pedro da Silva,residential,False,True,93.402,"LINESTRING (-49.3310721 -27.6969522, -49.3316092 -27.6976446)",,,,,
314670238,Rua das Margaridas,residential,False,True,98.438,"LINESTRING (-49.3308119 -27.6973764, -49.3300805 -27.69798)",,,,,
314670243,Rua das Flores,residential,False,True,76.124,"LINESTRING (-49.3308119 -27.6973764, -49.3313244 -27.697889)",,,,,
314670243,Rua das Flores,residential,False,False,58.752,"LINESTRING (-49.3308119 -27.6973764, -49.3306433 -27.6971478, -49.3304586 -27.6969517)",,,,,
314670233,Rua São João,residential,False,True,215.385,"LINESTRING (-49.3335834 -27.6973459, -49.3336532 -27.697695, -49.3337175 -27.6979919, -49.3337443 -27.6981273, -49.3337148 -27.6982484, -49.3335915 -27.6984526, -49.3334547 -27.6986284, -49.3330684 -27.6990891)",,,,,
349272750,Rua do Comércio,tertiary,False,False,69.033,"LINESTRING (-49.3335834 -27.6973459, -49.3334721 -27.6971535, -49.3332544 -27.6967977)",,,,,
