osmid,oneway,name,highway,reversed,length,maxspeed,bridge,geometry
331626443,False,Rua Coronel Frutuoso,tertiary,False,88.155,,,"LINESTRING (-49.3401463 -24.1117581, -49.3399628 -24.112533)"
222967512,False,Rua São Pedro,secondary,False,99.422,40,,"LINESTRING (-49.339464 -24.11463, -49.3385042 -24.1144511)"
234684077,True,Rua Coronel Frutuoso,residential,False,119.356,,,"LINESTRING (-49.339464 -24.11463, -49.3392147 -24.115679)"
331626443,False,Rua Coronel Frutuoso,tertiary,True,75.117,,,"LINESTRING (-49.339464 -24.11463, -49.3396287 -24.1139714)"
462075749,False,Rua Coronel Frutuoso,residential,True,86.643,,,"LINESTRING (-49.3387862 -24.1174823, -49.3389671 -24.1167208)"
462076804,False,Rua Campos Salles,residential,False,99.138,,,"LINESTRING (-49.3387862 -24.1174823, -49.3397295 -24.1177139)"
462076804,False,Rua Campos Salles,residential,True,97.193,,,"LINESTRING (-49.3387862 -24.1174823, -49.3378593 -24.1172625)"
"[487501565, 462075749, 487501566]",False,Rua Coronel Frutuoso,residential,False,72.251,,yes,"LINESTRING (-49.3387862 -24.1174823, -49.33867 -24.1178876, -49.3386455 -24.117982, -49.3386131 -24.1181125)"
118450398,False,Rua Campos Salles,residential,True,89.283,,,"LINESTRING (-49.3305492 -24.1154377, -49.3313983 -24.1156477)"
121848151,False,Rua 28 de Agosto,residential,False,68.798,,,"LINESTRING (-49.3305492 -24.1154377, -49.3304213 -24.1160453)"
121848151,False,Rua 28 de Agosto,residential,True,55.618,,,"LINESTRING (-49.3305492 -24.1154377, -49.3306526 -24.1149465)"
462075747,False,Rua Major Queiroz,residential,False,38.286,,,"LINESTRING (-49.3397295 -24.1177139, -49.3396501 -24.1180505)"
462075747,False,Rua Major Queiroz,residential,True,90.894,,,"LINESTRING (-49.3397295 -24.1177139, -49.3399181 -24.1169148)"
462076804,False,Rua Campos Salles,residential,True,99.138,,,"LINESTRING (-49.3397295 -24.1177139, -49.3387862 -24.1174823)"
118450398,False,Rua Campos Salles,residential,False,63.196,,,"LINESTRING (-49.3330357 -24.1160617, -49.3324338 -24.1159161)"
118450398,False,Rua Campos Salles,residential,True,102.769,,,"LINESTRING (-49.3330357 -24.1160617, -49.3340133 -24.1163026)"
234671186,False,Rua Rui Barbosa,residential,True,66.721,,,"LINESTRING (-49.3330357 -24.1160617, -49.3331939 -24.1154793)"
"[889437432, 234671186]",False,Rua Rui Barbosa,residential,"[False, True]",288.161,,,"LINESTRING (-49.3330357 -24.1160617, -49.3327747 -24.1170128, -49.3326098 -24.1170238, -49.3313693 -24.117156, -49.331022 -24.1172012)"
118476290,False,Rua XV de Novembro,residential,True,98.729,,,"LINESTRING (-49.3401618 -24.1158817, -49.3398021 -24.1158047, -49.3392147 -24.115679)"
