osmid,name,highway,oneway,reversed,length,ref,geometry,junction,bridge
376577608,Rua Francisco Napoleão Ximenes,residential,False,False,62.338,,"LINESTRING (-40.6567082 -3.5520905, -40.6561465 -3.5520911)",,
376577614,Rua Tabelião Angelim,residential,False,True,89.049,,"LINESTRING (-40.6567082 -3.5520905, -40.6567277 -3.5512899)",,
376577608,Rua Francisco Napoleão Ximenes,residential,False,False,5.051,,"LINESTRING (-40.6561465 -3.5520911, -40.656101 -3.55209)",,
376577608,Rua Francisco Napoleão Ximenes,residential,False,True,62.338,,"LINESTRING (-40.6561465 -3.5520911, -40.6567082 -3.5520905)",,
376577667,Avenida Francisco Bernadone,residential,True,False,25.032,,"LINESTRING (-40.6561465 -3.5520911, -40.6561493 -3.5523162)",,
492125286,Rodovia Raimundo Cunha Brito,primary,False,True,22.945,CE-364,"LINESTRING (-40.655067 -3.5497266, -40.6549062 -3.5498563)",,
1027672105,Rua Alferes José Manoel,residential,False,False,55.407,,"LINESTRING (-40.655067 -3.5497266, -40.6555662 -3.5497333)",,
492125286,Rodovia Raimundo Cunha Brito,primary,False,False,141.211,CE-364,"LINESTRING (-40.655067 -3.5497266, -40.6555241 -3.5494109, -40.6559379 -3.5491273, -40.6561168 -3.5490091)",,
376577610,Rua Alferes José Manoel,residential,False,False,62.239,,"LINESTRING (-40.6561115 -3.5497084, -40.6566721 -3.5496933)",,
446881403,,residential,False,False,77.761,,"LINESTRING (-40.6561115 -3.5497084, -40.6561168 -3.5490091)",,
1027672105,Rua Alferes José Manoel,residential,False,True,60.582,,"LINESTRING (-40.6561115 -3.5497084, -40.6555662 -3.5497333)",,
1027672106,Rua Antonio Galdino,residential,False,True,70.209,,"LINESTRING (-40.6561115 -3.5497084, -40.6561113 -3.5503398)",,
376577610,Rua Alferes José Manoel,residential,False,True,62.239,,"LINESTRING (-40.6566721 -3.5496933, -40.6561115 -3.5497084)",,
376577614,Rua Tabelião Angelim,residential,False,False,76.314,,"LINESTRING (-40.6566721 -3.5496933, -40.6567034 -3.5503789)",,
376577614,Rua Tabelião Angelim,residential,False,True,87.46000000000001,,"LINESTRING (-40.6566721 -3.5496933, -40.6566929 -3.5489932, -40.6566956 -3.5489417, -40.6566983 -3.5489297, -40.6567023 -3.548921, -40.656709 -3.5489102)",,
376577614,Rua Tabelião Angelim,residential,False,False,27.818,,"LINESTRING (-40.6567217 -3.5510398, -40.6567277 -3.5512899)",,
376577614,Rua Tabelião Angelim,residential,False,True,73.517,,"LINESTRING (-40.6567217 -3.5510398, -40.6567034 -3.5503789)",,
376577622,Avenida Antônio Cristino de Menezes,primary,False,True,53.346,CE-240,"LINESTRING (-40.6567217 -3.5510398, -40.6572019 -3.5510184)",,
376577622,Avenida Antônio Cristino de Menezes,primary,False,False,65.649,CE-240,"LINESTRING (-40.6567217 -3.5510398, -40.6563824 -3.5510492, -40.6561303 -3.5510492)",,
376577614,Rua Tabelião Angelim,residential,False,False,89.049,,"LINESTRING (-40.6567277 -3.5512899, -40.6567082 -3.5520905)",,
376577614,Rua Tabelião Angelim,residential,False,True,27.818,,"LINESTRING (-40.6567277 -3.5512899, -40.6567217 -3.5510398)",,
376577615,Rua Joaquim Machado,residential,False,True,54.849,,"LINESTRING (-40.6567277 -3.5512899, -40.6572215 -3.5513101)",,
376577615,Rua Joaquim Machado,residential,False,False,65.59899999999999,,"LINESTRING (-40.6567277 -3.5512899, -40.6563422 -3.5512744, -40.6561372 -3.551264)",,
376577661,Avenida Dom José,residential,True,False,6.861,,"LINESTRING (-40.6550602 -3.5512032, -40.6550602 -3.5512649)",,
376577616,,primary,True,False,11.024000000000001,CE-240,"LINESTRING (-40.6550602 -3.5512032, -40.6550445 -3.5512224, -40.6550238 -3.5512361, -40.6549999 -3.5512429, -40.6549751 -3.5512423)",roundabout,
376577617,Avenida Antônio Cristino de Menezes,primary,True,False,30.821,CE-240,"LINESTRING (-40.6549251 -3.5512123, -40.6546475 -3.5512045)",,
376577616,,primary,True,False,11.479,CE-240,"LINESTRING (-40.6549251 -3.5512123, -40.6549125 -3.5511897, -40.6549076 -3.5511644, -40.6549108 -3.5511388, -40.6549219 -3.5511155)",roundabout,
376577616,,primary,True,False,6.384,CE-240,"LINESTRING (-40.6549219 -3.5511155, -40.6549345 -3.5511011, -40.6549501 -3.55109, -40.6549679 -3.5510828)",roundabout,
376577616,,primary,True,False,6.4239999999999995,CE-240,"LINESTRING (-40.6549679 -3.5510828, -40.654987 -3.5510799, -40.6550062 -3.5510816, -40.6550245 -3.5510877)",roundabout,
376577619,Avenida Dom José,residential,False,False,12.824000000000002,,"LINESTRING (-40.6549679 -3.5510828, -40.6549555 -3.5510238, -40.6549453 -3.5509697)",,
446881387,,primary,True,False,9.793,CE-240,"LINESTRING (-40.6550245 -3.5510877, -40.6551124 -3.55108)",,
376577616,,primary,True,False,9.376,CE-240,"LINESTRING (-40.6550245 -3.5510877, -40.6550475 -3.5511039, -40.6550637 -3.5511269, -40.6550712 -3.551154)",roundabout,
376577687,,primary_link,False,True,10.357,,"LINESTRING (-40.6546475 -3.5512045, -40.6546448 -3.5511114)",,
376577617,Avenida Antônio Cristino de Menezes,primary,True,False,118.51400000000001,CE-240,"LINESTRING (-40.6546475 -3.5512045, -40.6540959 -3.5512132, -40.6535802 -3.551236)",,
492125286,Rodovia Raimundo Cunha Brito,primary,False,False,15.594000000000001,CE-364,"LINESTRING (-40.652981 -3.551254, -40.6530262 -3.5512143, -40.6530899 -3.5511655)",,
492125286,Rodovia Raimundo Cunha Brito,primary,False,True,61.031,CE-364,"LINESTRING (-40.652981 -3.551254, -40.6528066 -3.5513969, -40.652549 -3.5515935)",,
