osmid,ref,highway,oneway,reversed,length,name,geometry,bridge,maxspeed,access
254445974,RJ-160,primary,False,False,38.585,,"LINESTRING (-42.3651416 -22.0250234, -42.3649276 -22.0253081)",,,
282753189,,residential,False,True,6.346,,"LINESTRING (-42.3651416 -22.0250234, -42.3651369 -22.0249665)",,,
254445944,RJ-160,primary,True,False,15.072,Rua Moacir Laporte Leitão,"LINESTRING (-42.3633108 -22.0262563, -42.3632194 -22.0263621)",,,
254445974,RJ-160,primary,False,True,97.142,,"LINESTRING (-42.3633108 -22.0262563, -42.3635816 -22.0261908, -42.3637961 -22.0260968, -42.3641532 -22.0258827)",,,
282753160,,residential,False,True,199.988,Rua Francisco Pimentel da Silva,"LINESTRING (-42.3633108 -22.0262563, -42.3629795 -22.0250367, -42.3629379 -22.0248402, -42.3629218 -22.0246712, -42.3629366 -22.0245008)",,,
1002830110,,residential,True,False,238.85399999999998,Rua Padre André Boaventura,"LINESTRING (-42.3633108 -22.0262563, -42.3634483 -22.0261776, -42.3636419 -22.0260997, -42.3643745 -22.0256667, -42.36464 -22.0254665, -42.364909 -22.0251876, -42.3650576 -22.0250433, -42.3651369 -22.0249665)",,,
400334803,RJ-160,primary,True,False,7.242,Avenida Raul Veiga,"LINESTRING (-42.3620947 -22.02734, -42.3621464 -22.0273841)",,,
407248225,,primary,True,False,25.574,Avenida Raul Veiga,"LINESTRING (-42.3620947 -22.02734, -42.3619132 -22.0271832)",,,
400334803,RJ-160,primary,True,False,44.639,Avenida Raul Veiga,"LINESTRING (-42.3621464 -22.0273841, -42.3624248 -22.0276916)",,,
254445974,RJ-160,primary,False,False,97.14200000000001,,"LINESTRING (-42.3641532 -22.0258827, -42.3637961 -22.0260968, -42.3635816 -22.0261908, -42.3633108 -22.0262563)",,,
254445974,RJ-160,primary,False,True,102.638,,"LINESTRING (-42.3641532 -22.0258827, -42.3646966 -22.0255281, -42.3649276 -22.0253081)",,,
272141352,,residential,False,True,177.198,Rua Inês Lopes Siqueira,"LINESTRING (-42.3641532 -22.0258827, -42.3640417 -22.0260984, -42.3639357 -22.0262625, -42.3638673 -22.0263707, -42.3638257 -22.0265111, -42.3637976 -22.0267051, -42.3637734 -22.0269736, -42.363815 -22.0273988)",,,
254445944,RJ-160,primary,True,False,63.227,Rua Moacir Laporte Leitão,"LINESTRING (-42.3629389 -22.0266048, -42.3624954 -22.0269976)",,,
272141345,,residential,False,True,37.923,Rua Doutor Carlos Valle,"LINESTRING (-42.3629389 -22.0266048, -42.3631538 -22.026812, -42.3631978 -22.0268468)",,,
272141367,,residential,False,False,41.215,Rua Rosária Mazzo Moreira,"LINESTRING (-42.3593334 -22.026682, -42.3592409 -22.0270426)",,,
254445944,RJ-160,primary,True,False,56.174,Rua Moacir Laporte Leitão,"LINESTRING (-42.3624954 -22.0269976, -42.3620947 -22.02734)",,,
