osmid,oneway,name,highway,reversed,length,ref,maxspeed,access,geometry,lanes,bridge
390348633,False,Rua Rossini Lougon Moulin,residential,False,92.207,,30,yes,"LINESTRING (-41.3911328 -20.7903599, -41.3902721 -20.7905603)",,
301244299,False,Rua Gertrudes Valin Fontoura,residential,True,49.147,,30,yes,"LINESTRING (-41.3899662 -20.7906182, -41.3900391 -20.7910549)",,
390348633,False,Rua Rossini Lougon Moulin,residential,True,32.445,,30,yes,"LINESTRING (-41.3899662 -20.7906182, -41.3902721 -20.7905603)",,
"[834577144, 390348679]",False,Rua Rossini Lougon Moulin,residential,"[False, True]",140.803,,30,yes,"LINESTRING (-41.3899662 -20.7906182, -41.3892943 -20.7907481, -41.3886395 -20.7908733)",,
390348597,False,Rua Professor Raymundo José da Silva,residential,True,53.009,,,,"LINESTRING (-41.3931373 -20.7860237, -41.3929134 -20.7855954)",,
390348597,False,Rua Professor Raymundo José da Silva,residential,False,125.62200000000001,,,,"LINESTRING (-41.3931373 -20.7860237, -41.393264 -20.7862677, -41.3932859 -20.7863308, -41.3932915 -20.7864432, -41.3932864 -20.7865888, -41.3931992 -20.7871165)",,
390348689,False,Rua Vitor de Oliveira Costermane,residential,False,35.035,,,,"LINESTRING (-41.3931373 -20.7860237, -41.3930404 -20.7860532, -41.3929475 -20.7860801, -41.3928122 -20.7861048)",,
390348680,False,Rua Primo Constantino Filho,residential,True,203.469,,,,"LINESTRING (-41.393364 -20.7855608, -41.3937274 -20.7861469, -41.3937479 -20.7862156, -41.3937515 -20.7863269, -41.3937512 -20.7865267, -41.3937667 -20.7871971, -41.3938152 -20.7872855)",,
390348596,False,Rua Bolivar de Almeida,residential,False,42.279,,30,yes,"LINESTRING (-41.3912686 -20.7907183, -41.3911328 -20.7903599)",,
390348669,False,Rua Eva Lanes Moreira,residential,False,32.056,,,,"LINESTRING (-41.3904828 -20.792246, -41.3904526 -20.7919591)",,
319649101,False,Rua Ladeira da Igualdade,residential,True,13.896,,,,"LINESTRING (-41.3913828 -20.7871583, -41.3914969 -20.7870932)",,
436408784,False,Rua Ladeira da Igualdade,residential,True,67.2,,,,"LINESTRING (-41.3913828 -20.7871583, -41.3913527 -20.787241, -41.3913272 -20.7874091, -41.3913292 -20.7877563)",,
301244584,False,Rua Odenir Cândido Ferreira,residential,False,31.435,,,,"LINESTRING (-41.3925562 -20.7870471, -41.3926716 -20.7867858)",,
436410071,False,Rua João Monteiro dos Santos,residential,True,106.351,,,,"LINESTRING (-41.3925562 -20.7870471, -41.3931438 -20.7874009, -41.3934356 -20.7875328)",,
"[834167195, 319649101]",False,Rua Ladeira da Igualdade,residential,"[False, True]",115.26800000000001,,,,"LINESTRING (-41.3925562 -20.7870471, -41.3923484 -20.7870008, -41.3920668 -20.7869406, -41.3919313 -20.7869369, -41.3918134 -20.7869519, -41.3916392 -20.7870157, -41.3914969 -20.7870932)",,
301244316,True,Rua Nicanor Santos,residential,False,115.057,,,,"LINESTRING (-41.3907971 -20.7896178, -41.3903752 -20.7886612)",,
436484587,False,Rua Espírito Santo,residential,False,149.109,,,,"LINESTRING (-41.3907971 -20.7896178, -41.389481 -20.790151)",,
436484586,False,Rua Saturnino Lougon Moulin,residential,False,34.756,,,,"LINESTRING (-41.389481 -20.790151, -41.3895676 -20.7904529)",,
436484586,False,Rua Saturnino Lougon Moulin,residential,True,111.324,,,,"LINESTRING (-41.389481 -20.790151, -41.3891512 -20.7891985)",,
436484587,False,Rua Espírito Santo,residential,True,149.109,,,,"LINESTRING (-41.389481 -20.790151, -41.3907971 -20.7896178)",,
484342775,False,Rua Nossa Senhora Aparecida,residential,False,133.9,,30,,"LINESTRING (-41.3960609 -20.791003, -41.39517 -20.7901333)",,
436405151,False,Rua Capitão Benício Macedo,residential,True,118.69200000000001,,,,"LINESTRING (-41.3960609 -20.791003, -41.3955627 -20.7914585, -41.3954714 -20.7915771, -41.3953805 -20.7918332)",,
390348599,False,Rua Francisco Norberto Gomes,residential,True,59.521,,,yes,"LINESTRING (-41.3945516 -20.7894843, -41.3945449 -20.7896138, -41.3945228 -20.7900189)",,
484344048,False,Rua Prefeito Searom Moraes,residential,False,69.993,,,,"LINESTRING (-41.3945516 -20.7894843, -41.3944365 -20.789373, -41.394312 -20.7892486, -41.3942189 -20.789171, -41.394137 -20.7891235, -41.3940417 -20.7890837)",,
878221884,False,Rua Nossa Senhora Aparecida,residential,True,96.655,,,,"LINESTRING (-41.3945516 -20.7894843, -41.3947434 -20.7896833, -41.3949735 -20.7899192, -41.39517 -20.7901333)",2,
1111533722,False,Rua Nossa Senhora Aparecida,residential,False,50.352,,,,"LINESTRING (-41.3945516 -20.7894843, -41.3945341 -20.7892276, -41.3945486 -20.7890997, -41.394562 -20.7890339)",2,
390348599,False,Rua Francisco Norberto Gomes,residential,False,59.521,,,yes,"LINESTRING (-41.3945228 -20.7900189, -41.3945449 -20.7896138, -41.3945516 -20.7894843)",,
694779173,True,Avenida Doutor José Farah,tertiary,False,28.414,,40,,"LINESTRING (-41.3952796 -20.7887704, -41.3953424 -20.7888855, -41.3953548 -20.7889036, -41.3953678 -20.7889291, -41.3954061 -20.7889968)",2,
"[748655248, 748655249, 484343573]",False,Rua Augustinho Breda,residential,True,210.14499999999998,,20,yes,"LINESTRING (-41.3952796 -20.7887704, -41.395407 -20.7887879, -41.3955646 -20.7888093, -41.3956977 -20.7888237, -41.3957649 -20.7888241, -41.3958675 -20.788815, -41.3959839 -20.7887941, -41.3961186 -20.7887694, -41.3962379 -20.7887331, -41.3963533 -20.7886892, -41.3964613 -20.7886309, -41.3965983 -20.7885426, -41.3966942 -20.7884382, -41.3968206 -20.7882734, -41.3969209 -20.7880409)",1,yes
749560235,False,,residential,True,8.47,,20,yes,"LINESTRING (-41.3937259 -20.788402, -41.3937531 -20.7883302)",2,
390348603,False,Rua Perpedigno Lougon Moulin,residential,True,59.446,,,,"LINESTRING (-41.3937259 -20.788402, -41.3936494 -20.7886184, -41.3935439 -20.7889088)",,
656860118,True,Avenida Doutor José Farah,tertiary,False,43.545,,,,"LINESTRING (-41.3937259 -20.788402, -41.393559 -20.7883489, -41.3933311 -20.7882712)",,
390348671,False,Rua José Ferreira,residential,True,47.893,,,,"LINESTRING (-41.3940417 -20.7890837, -41.393887 -20.7894894)",2,
484344048,False,Rua Prefeito Searom Moraes,residential,False,55.283,,,,"LINESTRING (-41.3940417 -20.7890837, -41.3935439 -20.7889088)",,
"[1008233153, 390348671]",False,Rua José Ferreira,residential,False,60.398,,,,"LINESTRING (-41.3940417 -20.7890837, -41.3941557 -20.7888156, -41.3942512 -20.7885771)","['1', '2']",
484344048,False,Rua Prefeito Searom Moraes,residential,True,69.993,,,,"LINESTRING (-41.3940417 -20.7890837, -41.394137 -20.7891235, -41.3942189 -20.789171, -41.394312 -20.7892486, -41.3944365 -20.789373, -41.3945516 -20.7894843)",,
484342148,True,Praça Prefeito Antônio Alves Duarte,tertiary,False,29.129,,,yes,"LINESTRING (-41.3916356 -20.7881695, -41.391373 -20.7882609)",,
484344048,False,Rua Prefeito Searom Moraes,residential,True,216.0,,,,"LINESTRING (-41.3916356 -20.7881695, -41.3916494 -20.7882025, -41.3917061 -20.7882253, -41.3917703 -20.7882475, -41.392027 -20.7883357, -41.3923809 -20.7884792, -41.3935439 -20.7889088)",,
656860118,True,Avenida Doutor José Farah,tertiary,False,11.127,,,,"LINESTRING (-41.3942512 -20.7885771, -41.3941503 -20.7885437)",,
"[1008233153, 390348671]",False,Rua José Ferreira,residential,True,60.398,,,,"LINESTRING (-41.3942512 -20.7885771, -41.3941557 -20.7888156, -41.3940417 -20.7890837)","['1', '2']",
301244263,False,Rua Padre Daniel Comboni,residential,True,119.611,,,,"LINESTRING (-41.39517 -20.7901333, -41.3960575 -20.7894487)",,
484342775,False,Rua Nossa Senhora Aparecida,residential,True,133.9,,30,,"LINESTRING (-41.39517 -20.7901333, -41.3960609 -20.791003)",,
878221883,True,Rua Padre Daniel Comboni,residential,False,162.369,,,,"LINESTRING (-41.39517 -20.7901333, -41.3939589 -20.7910554)",,
878221884,False,Rua Nossa Senhora Aparecida,residential,False,96.655,,,,"LINESTRING (-41.39517 -20.7901333, -41.3949735 -20.7899192, -41.3947434 -20.7896833, -41.3945516 -20.7894843)",2,
506270276,False,,residential,False,69.02,,,,"LINESTRING (-41.3886395 -20.7908733, -41.3886771 -20.7909781, -41.3887288 -20.7911483, -41.3887757 -20.7912913, -41.3888099 -20.7913107, -41.3888589 -20.791312, -41.3889632 -20.7912879)",,
"[390348627, 506270276]",False,,residential,"[False, True]",14.228000000000002,,,,"LINESTRING (-41.3886395 -20.7908733, -41.3886195 -20.7908387, -41.3885739 -20.790761)",,
"[834577144, 390348679]",False,Rua Rossini Lougon Moulin,residential,"[False, True]",140.803,,30,yes,"LINESTRING (-41.3886395 -20.7908733, -41.3892943 -20.7907481, -41.3899662 -20.7906182)",,
506270278,False,,residential,True,57.425,,,,"LINESTRING (-41.3888431 -20.7903542, -41.3886928 -20.7899934, -41.388673 -20.7899459, -41.3887488 -20.7899127)",,
"[506270268, 506270277]",False,,residential,"[False, True]",38.525,,,,"LINESTRING (-41.3889395 -20.7901162, -41.3889164 -20.7900607, -41.3888583 -20.7899237, -41.3888361 -20.7898775, -41.3887869 -20.7898977, -41.3887488 -20.7899127)",,
506270276,False,,residential,True,69.02000000000001,,,,"LINESTRING (-41.3889632 -20.7912879, -41.3888589 -20.791312, -41.3888099 -20.7913107, -41.3887757 -20.7912913, -41.3887288 -20.7911483, -41.3886771 -20.7909781, -41.3886395 -20.7908733)",,
749769399,False,,residential,True,9.821,,,yes,"LINESTRING (-41.3885932 -20.7894411, -41.3885541 -20.7893607)",2,
390348656,True,Avenida Governador Carlos Lindenberg,tertiary,False,103.068,,,,"LINESTRING (-41.3885932 -20.7894411, -41.3883601 -20.7895397, -41.3882204 -20.7895992, -41.387693 -20.7898295)",,
506270278,False,,residential,False,22.755,,,,"LINESTRING (-41.3885932 -20.7894411, -41.3886356 -20.7895115, -41.3886618 -20.7895906, -41.3886801 -20.7896279)",,
659560745,True,Praça Prefeito Antônio Alves Duarte,tertiary,False,28.515,,,yes,"LINESTRING (-41.391352 -20.7881776, -41.3916057 -20.7880801)",,
682966872,False,,tertiary,False,9.516,,,,"LINESTRING (-41.391352 -20.7881776, -41.391373 -20.7882609)",,
966471902,False,Praça Prefeito Antônio Alves Duarte,residential,False,5.589,,,,"LINESTRING (-41.391352 -20.7881776, -41.3913493 -20.7881274)",,
436408784,False,Rua Ladeira da Igualdade,residential,False,41.317,,,,"LINESTRING (-41.3913493 -20.7881274, -41.3913292 -20.7877563)",,
966471902,False,Praça Prefeito Antônio Alves Duarte,residential,True,5.589,,,,"LINESTRING (-41.3913493 -20.7881274, -41.391352 -20.7881776)",,
656860119,True,Praça Prefeito Antônio Alves Duarte,residential,False,86.14699999999999,,,yes,"LINESTRING (-41.3913493 -20.7881274, -41.3913936 -20.7880563, -41.3914581 -20.7880118, -41.391527 -20.7879761, -41.3916511 -20.7879472, -41.3917721 -20.7879332, -41.3918527 -20.7879263, -41.3919323 -20.7879217, -41.3920028 -20.7879244, -41.3920453 -20.7879305, -41.392091 -20.7879634)",,
749560641,True,Praça Prefeito Antônio Alves Duarte,residential,False,8.026,,,yes,"LINESTRING (-41.392091 -20.7879634, -41.3920999 -20.7880351)",,
"[659560745, 706733946]",True,"['Praça Prefeito Antônio Alves Duarte', 'Avenida Doutor José Farah']",tertiary,False,134.221,,,yes,"LINESTRING (-41.392091 -20.7879634, -41.3922227 -20.7879658, -41.3923341 -20.7879788, -41.3924639 -20.7879961, -41.3925607 -20.7880126, -41.3926614 -20.7880335, -41.3928286 -20.7880737, -41.3933484 -20.7882167)",,
682966869,False,,residential,False,10.852,,,,"LINESTRING (-41.389122 -20.7891048, -41.3891512 -20.7891985)",,
749767470,True,Avenida Governador Carlos Lindenberg,tertiary,False,53.112,,,,"LINESTRING (-41.389122 -20.7891048, -41.3895867 -20.7889063)",,
682966867,False,,residential,False,10.098,,,,"LINESTRING (-41.3876548 -20.789746, -41.387693 -20.7898295)",,
749767470,True,Avenida Governador Carlos Lindenberg,tertiary,False,102.83800000000001,,,,"LINESTRING (-41.3876548 -20.789746, -41.3882948 -20.78947, -41.3885541 -20.7893607)",,
436484586,False,Rua Saturnino Lougon Moulin,residential,True,34.756,,,,"LINESTRING (-41.3895676 -20.7904529, -41.389481 -20.790151)",,
390348607,False,Rua Suíço Gaspar,residential,False,27.739,,,,"LINESTRING (-41.3878211 -20.7887517, -41.3876703 -20.7885459)",,
694780996,True,Avenida Doutor José Farah,tertiary,False,46.298,,,,"LINESTRING (-41.3937531 -20.7883302, -41.3941815 -20.788444)",,
749560235,False,,residential,False,8.47,,20,yes,"LINESTRING (-41.3937531 -20.7883302, -41.3937259 -20.788402)",2,
390348696,False,Rua Deoclécio de Almeida Ramos,residential,False,91.81500000000001,,,,"LINESTRING (-41.3937531 -20.7883302, -41.3937759 -20.7882659, -41.3937987 -20.7882309, -41.3938309 -20.7882017, -41.393876 -20.7881763, -41.3939282 -20.7881563, -41.3942644 -20.788037, -41.3945008 -20.7879517)",,
301244416,False,Rua Manoel Fortunato Ribeiro,residential,True,22.638,,,,"LINESTRING (-41.3918985 -20.789176, -41.3921101 -20.7892241)",,
696453240,False,Rua Euclides Cremaschi,residential,True,5.335,,,,"LINESTRING (-41.3926312 -20.7903089, -41.3926283 -20.790261)",,
"[696461298, 834635090]",False,Rua Domingos Giry de Castro,residential,"[False, True]",186.787,,,,"LINESTRING (-41.3932034 -20.791129, -41.3932025 -20.7912519, -41.3932056 -20.7914248, -41.3932947 -20.7921186, -41.3932899 -20.7922138, -41.3932765 -20.7922671, -41.3932449 -20.7923078, -41.3932085 -20.7923538, -41.3931796 -20.7924056, -41.3931221 -20.7924863, -41.3930751 -20.7925217, -41.3929933 -20.7925362, -41.392933 -20.7925393, -41.3928464 -20.792549)",,
696461298,False,Rua Domingos Giry de Castro,residential,True,87.632,,,,"LINESTRING (-41.3932034 -20.791129, -41.3932246 -20.7910545, -41.3932565 -20.7910248, -41.3932954 -20.7910114, -41.393376 -20.7910173, -41.393533 -20.7910321, -41.3936743 -20.7910676, -41.3937838 -20.7910843, -41.3938576 -20.7910773, -41.3939589 -20.7910554)",,
701682874,False,Rua Vinte e Cinco de Agosto,residential,False,74.636,,,,"LINESTRING (-41.3932034 -20.791129, -41.3929769 -20.7911339, -41.3929536 -20.7911401, -41.3929347 -20.791155, -41.3929299 -20.7911843, -41.3929266 -20.7915683)",,
701682874,False,Rua Vinte e Cinco de Agosto,residential,True,74.636,,,,"LINESTRING (-41.3929266 -20.7915683, -41.3929299 -20.7911843, -41.3929347 -20.791155, -41.3929536 -20.7911401, -41.3929769 -20.7911339, -41.3932034 -20.791129)",,
656860118,True,Avenida Doutor José Farah,tertiary,False,83.631,,,,"LINESTRING (-41.3954061 -20.7889968, -41.3953299 -20.7889571, -41.3952681 -20.7889297, -41.3951537 -20.7888903, -41.3946925 -20.7887341, -41.3946585 -20.7887219)",,
711305802,False,Avenida Doutor José Farah,tertiary,True,84.33,,,,"LINESTRING (-41.3954061 -20.7889968, -41.3958929 -20.7893395, -41.3960575 -20.7894487)",,
834635091,False,,residential,False,6.321,,,,"LINESTRING (-41.3933311 -20.7882712, -41.3933484 -20.7882167)",,
"[834934994, 484342148, 656860118]",True,"['Praça Prefeito Antônio Alves Duarte', 'Avenida Doutor José Farah']",tertiary,False,131.599,,40,yes,"LINESTRING (-41.3933311 -20.7882712, -41.3928829 -20.7881399, -41.3926603 -20.7880814, -41.392519 -20.7880557, -41.3923573 -20.7880361, -41.3922358 -20.7880275, -41.3920999 -20.7880351)",2,
694780996,True,Avenida Doutor José Farah,tertiary,False,43.923,,,,"LINESTRING (-41.3933484 -20.7882167, -41.3937531 -20.7883302)",,
834635091,False,,residential,True,6.321,,,,"LINESTRING (-41.3933484 -20.7882167, -41.3933311 -20.7882712)",,
319649102,False,Rua Jarceu Notonozor Bragança,residential,False,49.819,,,,"LINESTRING (-41.3933484 -20.7882167, -41.3933888 -20.7880916, -41.3934119 -20.7879968, -41.3934346 -20.7877777)",,
301244263,False,Rua Padre Daniel Comboni,residential,False,119.611,,,,"LINESTRING (-41.3960575 -20.7894487, -41.39517 -20.7901333)",,
706733957,False,Avenida Doutor José Farah,tertiary,True,8.694,,40,,"LINESTRING (-41.3960575 -20.7894487, -41.3961252 -20.7894946)",2,
711305802,False,Avenida Doutor José Farah,tertiary,False,84.33,,,,"LINESTRING (-41.3960575 -20.7894487, -41.3958929 -20.7893395, -41.3954061 -20.7889968)",,
390348594,False,Rodovia Federal Engenheiro Fabiano Vivacqua,trunk,False,63.507,BR-482;ES-482,,,"LINESTRING (-41.3874893 -20.7909667, -41.3880877 -20.7908517)",,
745317304,False,Rua Elvira de Oliveira Ferreira,living_street,False,54.307,,,yes,"LINESTRING (-41.3874893 -20.7909667, -41.3873469 -20.7904968)",1,
745317304,False,Rua Elvira de Oliveira Ferreira,living_street,True,54.307,,,yes,"LINESTRING (-41.3873469 -20.7904968, -41.3874893 -20.7909667)",1,
656860118,True,Avenida Doutor José Farah,tertiary,False,12.26,,,,"LINESTRING (-41.3943621 -20.7886146, -41.3942512 -20.7885771)",,
749559574,False,,residential,True,12.898,,,yes,"LINESTRING (-41.3943621 -20.7886146, -41.3943981 -20.7885036)",,
694780996,True,Avenida Doutor José Farah,tertiary,False,62.55500000000001,,,,"LINESTRING (-41.3947117 -20.7885879, -41.3949064 -20.788652, -41.3952089 -20.7887357, -41.3952796 -20.7887704)",,
749560727,True,Praça Prefeito Antônio Alves Duarte,residential,False,10.415,,,yes,"LINESTRING (-41.3916057 -20.7880801, -41.3916356 -20.7881695)",,
659560745,True,Praça Prefeito Antônio Alves Duarte,tertiary,False,52.251999999999995,,,yes,"LINESTRING (-41.3916057 -20.7880801, -41.3918306 -20.7880102, -41.3919176 -20.7879894, -41.3920016 -20.7879727, -41.392091 -20.7879634)",,
484342148,True,Praça Prefeito Antônio Alves Duarte,tertiary,False,50.583,,,yes,"LINESTRING (-41.3920999 -20.7880351, -41.392028 -20.7880496, -41.391909 -20.7880802, -41.3917999 -20.7881151, -41.3916356 -20.7881695)",,
390348633,False,Rua Rossini Lougon Moulin,residential,False,32.445,,30,yes,"LINESTRING (-41.3902721 -20.7905603, -41.3899662 -20.7906182)",,
390348633,False,Rua Rossini Lougon Moulin,residential,True,92.207,,30,yes,"LINESTRING (-41.3902721 -20.7905603, -41.3911328 -20.7903599)",,
390348655,False,,residential,False,12.893,,,,"LINESTRING (-41.3902721 -20.7905603, -41.3902658 -20.7904445)",,
749769399,False,,residential,False,9.821,,,yes,"LINESTRING (-41.3885541 -20.7893607, -41.3885932 -20.7894411)",2,
749767470,True,Avenida Governador Carlos Lindenberg,tertiary,False,44.089,,,,"LINESTRING (-41.3885541 -20.7893607, -41.388593 -20.789343, -41.3889343 -20.789185)",,
749767470,True,Avenida Governador Carlos Lindenberg,tertiary,False,61.869,,,,"LINESTRING (-41.3895867 -20.7889063, -41.390127 -20.788673)",,
749769694,False,,tertiary_link,False,10.488,,,yes,"LINESTRING (-41.3895867 -20.7889063, -41.3896233 -20.7889942)",2,
749767470,True,Avenida Governador Carlos Lindenberg,tertiary,False,24.735,,,,"LINESTRING (-41.390127 -20.788673, -41.3903425 -20.7885787)",,
749769695,False,,tertiary_link,False,9.898,,,yes,"LINESTRING (-41.390127 -20.788673, -41.3901638 -20.7887551)",,
390348656,True,Avenida Governador Carlos Lindenberg,tertiary,False,62.161,,,,"LINESTRING (-41.3901638 -20.7887551, -41.3896233 -20.7889942)",,
749769695,False,,tertiary_link,True,9.898,,,yes,"LINESTRING (-41.3901638 -20.7887551, -41.390127 -20.788673)",,
301244231,False,Rua Geraldo Pedro de Paula,residential,False,126.537,,,yes,"LINESTRING (-41.3938246 -20.7851815, -41.393351 -20.7841332)",,
"[749846425, 834954231, 301244484, 301244231]",False,"['Rua Geraldo Pedro de Paula', 'Rua Carlos Fosse']",residential,True,259.201,,,yes,"LINESTRING (-41.3938246 -20.7851815, -41.3938986 -20.7853454, -41.3941346 -20.7857991, -41.3945689 -20.7866001, -41.3945804 -20.7866361, -41.3945851 -20.7866642, -41.3945851 -20.7867168, -41.3945784 -20.7867669, -41.3945666 -20.7868183, -41.3945483 -20.7868818, -41.3944949 -20.7870208, -41.3943833 -20.7873185)",1,yes
749847880,False,,residential,False,153.918,,,,"LINESTRING (-41.3938246 -20.7851815, -41.3940741 -20.785069, -41.3935986 -20.7840353)",2,
749847880,False,,residential,True,30.964,,,,"LINESTRING (-41.393477 -20.7837811, -41.3935986 -20.7840353)",2,
749847880,False,,residential,False,30.964,,,,"LINESTRING (-41.3935986 -20.7840353, -41.393477 -20.7837811)",2,
749847881,False,,residential,False,27.948,,,yes,"LINESTRING (-41.3935986 -20.7840353, -41.393351 -20.7841332)",,
749847880,False,,residential,True,153.918,,,,"LINESTRING (-41.3935986 -20.7840353, -41.3940741 -20.785069, -41.3938246 -20.7851815)",2,
301244231,False,Rua Geraldo Pedro de Paula,residential,True,126.537,,,yes,"LINESTRING (-41.393351 -20.7841332, -41.3938246 -20.7851815)",,
749847881,False,,residential,True,27.948,,,yes,"LINESTRING (-41.393351 -20.7841332, -41.3935986 -20.7840353)",,
1111533722,False,Rua Nossa Senhora Aparecida,residential,True,50.352000000000004,,,,"LINESTRING (-41.394562 -20.7890339, -41.3945486 -20.7890997, -41.3945341 -20.7892276, -41.3945516 -20.7894843)",2,
436408784,False,Rua Ladeira da Igualdade,residential,True,41.317,,,,"LINESTRING (-41.3913292 -20.7877563, -41.3913493 -20.7881274)",,
436408784,False,Rua Ladeira da Igualdade,residential,False,67.2,,,,"LINESTRING (-41.3913292 -20.7877563, -41.3913272 -20.7874091, -41.3913527 -20.787241, -41.3913828 -20.7871583)",,
834167194,False,,living_street,False,6.821,,,yes,"LINESTRING (-41.3913292 -20.7877563, -41.3912952 -20.7877532, -41.3912639 -20.7877503)",,
766257530,False,,living_street,False,79.30199999999999,,,yes,"LINESTRING (-41.3912639 -20.7877503, -41.3912152 -20.7877343, -41.391187 -20.7876866, -41.3911308 -20.7875083, -41.3911307 -20.7874597, -41.3911615 -20.7874421, -41.3911937 -20.7874472, -41.3912139 -20.7874873, -41.3912313 -20.7876087, -41.3912639 -20.7877503)",,
766257530,False,,living_street,True,79.302,,,yes,"LINESTRING (-41.3912639 -20.7877503, -41.3912313 -20.7876087, -41.3912139 -20.7874873, -41.3911937 -20.7874472, -41.3911615 -20.7874421, -41.3911307 -20.7874597, -41.3911308 -20.7875083, -41.391187 -20.7876866, -41.3912152 -20.7877343, -41.3912639 -20.7877503)",,
834167194,False,,living_street,True,6.821,,,yes,"LINESTRING (-41.3912639 -20.7877503, -41.3912952 -20.7877532, -41.3913292 -20.7877563)",,
319649102,False,Rua Jarceu Notonozor Bragança,residential,False,11.687,,,,"LINESTRING (-41.3934356 -20.7875328, -41.3934359 -20.7874277)",,
319649102,False,Rua Jarceu Notonozor Bragança,residential,True,27.238,,,,"LINESTRING (-41.3934356 -20.7875328, -41.3934376 -20.7876804, -41.3934346 -20.7877777)",,
436410071,False,Rua João Monteiro dos Santos,residential,False,106.351,,,,"LINESTRING (-41.3934356 -20.7875328, -41.3931438 -20.7874009, -41.3925562 -20.7870471)",,
301244299,False,Rua Gertrudes Valin Fontoura,residential,False,49.147,,30,yes,"LINESTRING (-41.3900391 -20.7910549, -41.3899662 -20.7906182)",,
"[390348600, 390348602]",False,"['Rua Bolívar Lougon Moulin', 'Rua Antonio Hernesto Ferreira']",residential,False,41.348,,30,yes,"LINESTRING (-41.3900391 -20.7910549, -41.3898473 -20.7910926, -41.3898661 -20.7912804)",2,
"[390348602, 390348669]",False,"['Rua Eva Lanes Moreira', 'Rua Antonio Hernesto Ferreira']",residential,True,135.89100000000002,,30,yes,"LINESTRING (-41.3900391 -20.7910549, -41.3903062 -20.7910023, -41.3903858 -20.7914292, -41.3904526 -20.7919591)",2,
"[506270268, 506270277]",False,,residential,"[False, True]",38.525,,,,"LINESTRING (-41.3887488 -20.7899127, -41.3887869 -20.7898977, -41.3888361 -20.7898775, -41.3888583 -20.7899237, -41.3889164 -20.7900607, -41.3889395 -20.7901162)",,
506270278,False,,residential,False,57.425,,,,"LINESTRING (-41.3887488 -20.7899127, -41.388673 -20.7899459, -41.3886928 -20.7899934, -41.3888431 -20.7903542)",,
506270278,False,,residential,True,33.146,,,,"LINESTRING (-41.3887488 -20.7899127, -41.3886809 -20.7897678, -41.3886801 -20.7896279)",,
390348595,False,Rodovia Federal Engenheiro Fabiano Vivacqua,trunk,False,179.40800000000002,BR-482;ES-482,,,"LINESTRING (-41.3885739 -20.790761, -41.3885956 -20.790758, -41.38959 -20.7905547, -41.3902658 -20.7904445)",,
390348595,False,Rodovia Federal Engenheiro Fabiano Vivacqua,trunk,True,32.431,BR-482;ES-482,,,"LINESTRING (-41.3885739 -20.790761, -41.3885391 -20.7907685, -41.3885002 -20.7907749, -41.3882679 -20.7908177)",,
"[390348627, 506270276]",False,,residential,"[False, True]",14.228000000000002,,,,"LINESTRING (-41.3885739 -20.790761, -41.3886195 -20.7908387, -41.3886395 -20.7908733)",,
"[834635090, 696461298]",False,Rua Domingos Giry de Castro,residential,"[False, True]",186.78699999999998,,,,"LINESTRING (-41.3928464 -20.792549, -41.392933 -20.7925393, -41.3929933 -20.7925362, -41.3930751 -20.7925217, -41.3931221 -20.7924863, -41.3931796 -20.7924056, -41.3932085 -20.7923538, -41.3932449 -20.7923078, -41.3932765 -20.7922671, -41.3932899 -20.7922138, -41.3932947 -20.7921186, -41.3932056 -20.7914248, -41.3932025 -20.7912519, -41.3932034 -20.791129)",,
749767470,True,Avenida Governador Carlos Lindenberg,tertiary,False,14.873,,,,"LINESTRING (-41.3889912 -20.789159, -41.389122 -20.7891048)",,
390348684,False,Rua Pastor Floriano Leonardo da Silva,residential,False,6.286,,30,yes,"LINESTRING (-41.3885473 -20.7885613, -41.388494 -20.788588)",2,
862121814,True,Avenida Lourival Lougon Moulin,residential,False,80.911,,,,"LINESTRING (-41.3885473 -20.7885613, -41.3889912 -20.789159)",,
390348684,False,Rua Pastor Floriano Leonardo da Silva,residential,True,104.269,,30,yes,"LINESTRING (-41.3885473 -20.7885613, -41.3889037 -20.788402, -41.3889361 -20.7883807, -41.3889171 -20.7883401, -41.3887355 -20.7881362, -41.3886759 -20.7880657, -41.3886056 -20.7879514)",2,
301244367,True,Avenida Louviral Lougon Moulin,residential,False,41.325,,,,"LINESTRING (-41.3883183 -20.7883349, -41.388101 -20.7880237)",2,
885866574,False,,residential,False,6.316,,,,"LINESTRING (-41.3883183 -20.7883349, -41.3883711 -20.7883068)",,
862121814,True,Avenida Lourival Lougon Moulin,residential,False,33.71,,,,"LINESTRING (-41.3883711 -20.7883068, -41.3885473 -20.7885613)",,
885866574,False,,residential,True,6.316,,,,"LINESTRING (-41.3883711 -20.7883068, -41.3883183 -20.7883349)",,
862121814,True,Avenida Lourival Lougon Moulin,residential,False,39.489,,,,"LINESTRING (-41.3881653 -20.7880083, -41.3883711 -20.7883068)",,
885866575,False,,residential,True,6.9,,,,"LINESTRING (-41.3881653 -20.7880083, -41.388101 -20.7880237)",,
301244367,True,Avenida Louviral Lougon Moulin,residential,False,47.179,,,,"LINESTRING (-41.3878621 -20.7876806, -41.3876197 -20.7873219)",2,
885866576,False,,residential,False,6.693,,,,"LINESTRING (-41.3878621 -20.7876806, -41.3879165 -20.7876484)",,
862121814,True,Avenida Lourival Lougon Moulin,residential,False,47.65,,,,"LINESTRING (-41.3879165 -20.7876484, -41.3881653 -20.7880083)",,
