osmid,name,highway,oneway,reversed,length,bridge,geometry,junction
876547221,Rua Quintilho Bocaíuva,residential,False,False,63.265,,"LINESTRING (-49.4523428 -21.9993996, -49.4517423 -21.9992825)",
"[199067715, 876547220, 876547221]",Rua Quintilho Bocaíuva,residential,False,True,102.264,yes,"LINESTRING (-49.4523428 -21.9993996, -49.4525287 -21.9994431, -49.4528494 -21.999503, -49.4531884 -21.9995644, -49.4533134 -21.9995883)",
"[262311257, 262311258, 199053543]",Avenida Nelson de Carvalho Guereiro,residential,False,False,177.687,yes,"LINESTRING (-49.4532957 -21.9914586, -49.4535922 -21.9915631, -49.4538311 -21.9916473, -49.4549067 -21.9920262)",
199052666,Rua Barão do Rio Branco,tertiary,False,False,92.059,,"LINESTRING (-49.4549067 -21.9920262, -49.454661 -21.9926755, -49.4546126 -21.9928079)",
"[262311257, 262311258, 199053543]",Avenida Nelson de Carvalho Guereiro,residential,False,True,177.687,yes,"LINESTRING (-49.4549067 -21.9920262, -49.4538311 -21.9916473, -49.4535922 -21.9915631, -49.4532957 -21.9914586)",
"[262311311, 262311310, 199056735]",Rua Prefeito Jaime T. P. de Almeida,residential,False,False,56.932,yes,"LINESTRING (-49.4520619 -21.9918366, -49.4520625 -21.9920484, -49.452063 -21.9922375, -49.4520633 -21.9923486)",
262311311,Rua Prefeito Jaime T. P. de Almeida,residential,False,False,9.698,,"LINESTRING (-49.4520633 -21.9923486, -49.4520649 -21.9924358)",
199125894,Avenida Governador Orestes Quércia,secondary,True,False,97.00399999999999,,"LINESTRING (-49.4520633 -21.9923486, -49.452247 -21.9923521, -49.4525098 -21.9923671, -49.4527754 -21.9923937, -49.4529983 -21.9924318)",
"[199056735, 262311310, 262311311]",Rua Prefeito Jaime T. P. de Almeida,residential,False,True,56.932,yes,"LINESTRING (-49.4520633 -21.9923486, -49.452063 -21.9922375, -49.4520625 -21.9920484, -49.4520619 -21.9918366)",
199067735,Rua Prefeito Waldemar,residential,False,True,61.423,,"LINESTRING (-49.4513887 -21.9951575, -49.4519063 -21.995431)",
199101458,Rua Galeno Motta,residential,False,False,9.089,,"LINESTRING (-49.4513887 -21.9951575, -49.4514252 -21.9950831)",
199101458,Rua Galeno Motta,residential,False,True,58.515,,"LINESTRING (-49.4513887 -21.9951575, -49.4512385 -21.9953018, -49.4510936 -21.9954162, -49.4509542 -21.9954908)",
199067740,Rua Prefeito Cesar Falavinha,residential,False,False,197.359,,"LINESTRING (-49.4509542 -21.9954908, -49.4502914 -21.9938257)",
199101458,Rua Galeno Motta,residential,False,False,58.515,,"LINESTRING (-49.4509542 -21.9954908, -49.4510936 -21.9954162, -49.4512385 -21.9953018, -49.4513887 -21.9951575)",
199059515,Rua Doutor José Davi Negrisoli,residential,False,False,75.71,,"LINESTRING (-49.4515925 -21.9934166, -49.4508971 -21.9936353)",
199059515,Rua Doutor José Davi Negrisoli,residential,False,True,70.51,,"LINESTRING (-49.4515925 -21.9934166, -49.4522363 -21.9932027)",
199101458,Rua Galeno Motta,residential,False,True,187.188,,"LINESTRING (-49.4515925 -21.9934166, -49.4515228 -21.9948094, -49.4514691 -21.9949934, -49.4514252 -21.9950831)",
199059515,Rua Doutor José Davi Negrisoli,residential,False,False,66.923,,"LINESTRING (-49.4528853 -21.9932127, -49.4522363 -21.9932027)",
199067723,,tertiary,True,False,77.672,,"LINESTRING (-49.4528853 -21.9932127, -49.4529926 -21.9925213)",
199059515,Rua Doutor José Davi Negrisoli,residential,False,False,70.51,,"LINESTRING (-49.4522363 -21.9932027, -49.4515925 -21.9934166)",
199059515,Rua Doutor José Davi Negrisoli,residential,False,True,66.923,,"LINESTRING (-49.4522363 -21.9932027, -49.4528853 -21.9932127)",
199059517,Rua Prefeito Sergio A. Toledo Piza,residential,False,False,253.946,,"LINESTRING (-49.4522363 -21.9932027, -49.4521772 -21.9947596, -49.4521612 -21.9948939, -49.4521129 -21.995068, -49.4519841 -21.9953167, -49.4519063 -21.995431)",
199067753,Rua Prudente de Moraes,residential,False,True,6.218,,"LINESTRING (-49.4528541 -21.9933761, -49.4529107 -21.9933954)",
876459651,,tertiary,True,False,18.452,,"LINESTRING (-49.4528541 -21.9933761, -49.4528853 -21.9932127)",
199067709,,tertiary,True,False,32.184,,"LINESTRING (-49.4527951 -21.9971463, -49.4526681 -21.9974107)",
199067732,,tertiary,True,False,11.332,,"LINESTRING (-49.4527951 -21.9971463, -49.4527606 -21.9971578, -49.452724 -21.997157, -49.4526902 -21.9971439)",roundabout
199067735,Rua Prefeito Waldemar,residential,False,False,61.423,,"LINESTRING (-49.4519063 -21.995431, -49.4513887 -21.9951575)",
