osmid,name,highway,oneway,reversed,length,lanes,maxspeed,geometry,ref,bridge,access
276842403,Rua Prefeito Clodomiro Mata,tertiary,False,False,104.63,,,"LINESTRING (-44.4463599 -22.4718628, -44.4467173 -22.4727439)",,,
580158011,Rua do Rosário,tertiary,False,False,78.372,2,40,"LINESTRING (-44.4463599 -22.4718628, -44.445639 -22.472093)",,,
580158011,Rua do Rosário,tertiary,False,True,35.216,2,40,"LINESTRING (-44.4463599 -22.4718628, -44.4466824 -22.4717556)",,,
90813440,Rua do Rosário,tertiary,True,False,31.528,1,40,"LINESTRING (-44.4510419 -22.470317, -44.4507545 -22.4704163)",,,
191587626,Rua João Pessoa,residential,True,False,113.185,,,"LINESTRING (-44.4450371 -22.4642053, -44.4450053 -22.4642863, -44.4446533 -22.4651594)",,,
191587632,Rua Gulhot Rodrigues,secondary,True,False,72.057,,50,"LINESTRING (-44.4450371 -22.4642053, -44.4451127 -22.4642288, -44.4456207 -22.464387, -44.4457013 -22.4644131)",RJ-161,,
191567342,,secondary,True,False,34.331999999999994,,40,"LINESTRING (-44.4506912 -22.4640165, -44.4507774 -22.4639969, -44.4508184 -22.4639935, -44.4508609 -22.4640009, -44.4508975 -22.4640254, -44.4509527 -22.4641194)",RJ-161,,
"[515090224, 276842393, 276842394]","['Avenida Marechal Castelo Branco', 'Avenida Doutor Marcondes Godoy']",secondary,True,False,119.539,,50,"LINESTRING (-44.4440874 -22.4640961, -44.4440243 -22.4640569, -44.4439665 -22.4640307, -44.4439236 -22.4640177, -44.4438875 -22.4640138, -44.4438233 -22.464012, -44.4437145 -22.4640234, -44.4434237 -22.464082, -44.442968 -22.4641885)",RJ-161,yes,
277115686,Rua Isaac David Halpern,secondary,True,False,74.93299999999999,2,40,"LINESTRING (-44.4453932 -22.4667939, -44.4453664 -22.4667265, -44.4451133 -22.4661717)",RJ-161,,
378971380,Avenida Prefeito Botafogo,residential,False,False,185.637,,40,"LINESTRING (-44.4453932 -22.4667939, -44.4444622 -22.467151, -44.4443898 -22.467182, -44.4437769 -22.467529)",,,
"[191591338, 295384019, 191567348]","['Rua Miguel Couto Filho', 'Rua João Ferreira Pinto']",secondary,True,False,176.647,,40,"LINESTRING (-44.4509527 -22.4641194, -44.4509647 -22.4642096, -44.4511748 -22.4654676, -44.4512113 -22.4656899)",RJ-161,yes,
191587632,Rua Gulhot Rodrigues,secondary,True,False,70.964,,50,"LINESTRING (-44.4470701 -22.4648829, -44.4471134 -22.4648975, -44.4475825 -22.4650437, -44.4477216 -22.4650942)",RJ-161,,
277115686,Rua Isaac David Halpern,secondary,True,False,9.526,2,40,"LINESTRING (-44.4442999 -22.4643898, -44.4442557 -22.4643145)",RJ-161,,
295384016,Avenida Campos Elíseos,residential,False,False,199.664,,40,"LINESTRING (-44.4442999 -22.4643898, -44.4440156 -22.464528, -44.4439888 -22.4645534, -44.4439727 -22.4645794, -44.443962 -22.4646076, -44.4438601 -22.4652251, -44.4437548 -22.4659978)",,,
191587632,Rua Gulhot Rodrigues,secondary,True,False,73.16300000000001,,50,"LINESTRING (-44.4457013 -22.4644131, -44.4457829 -22.4644405, -44.4462851 -22.464614, -44.4463685 -22.4646428)",RJ-161,,
191567344,Avenida Prefeito Botafogo,secondary,True,False,26.821,,50,"LINESTRING (-44.4456317 -22.4666959, -44.4453932 -22.4667939)",RJ-161,,
720030141,Avenida Nova Resende,secondary,True,False,151.749,,50,"LINESTRING (-44.4486916 -22.4652651, -44.4498455 -22.4645459, -44.4499145 -22.4645001)",RJ-161,,
"[191587632, 191584117]","['Rua Gulhot Rodrigues', 'Avenida Nova Resende']",secondary,True,False,104.74199999999999,,50,"LINESTRING (-44.4477216 -22.4650942, -44.4483746 -22.4653019, -44.4484596 -22.4653195, -44.4485303 -22.4653165, -44.4485807 -22.4653043, -44.4486916 -22.4652651)",RJ-161,,
191587628,Rua Viente e Nove de Setembro,residential,True,False,194.298,,,"LINESTRING (-44.4450645 -22.466058, -44.4450961 -22.4659932, -44.445115 -22.4659382, -44.4456749 -22.4644932, -44.4457013 -22.4644131)",,,
277115686,Rua Isaac David Halpern,secondary,True,False,60.452,2,40,"LINESTRING (-44.4450645 -22.466058, -44.4449906 -22.4658906, -44.4448331 -22.4655582)",RJ-161,,
277115686,Rua Isaac David Halpern,secondary,True,False,92.995,2,40,"LINESTRING (-44.4446533 -22.4651594, -44.4445601 -22.464976, -44.4443583 -22.4645088, -44.4442999 -22.4643898)",RJ-161,,
191587632,Rua Gulhot Rodrigues,secondary,True,False,76.87899999999999,,50,"LINESTRING (-44.4463685 -22.4646428, -44.4464541 -22.4646721, -44.4467498 -22.4647733, -44.4469663 -22.4648474, -44.4470077 -22.4648616, -44.4470701 -22.4648829)",RJ-161,,
191587633,Rua Nicolau Taranto,residential,True,False,240.527,,,"LINESTRING (-44.4463685 -22.4646428, -44.4463446 -22.4647182, -44.4456317 -22.4666959)",,,
720030141,Avenida Nova Resende,secondary,True,False,96.237,,50,"LINESTRING (-44.4499145 -22.4645001, -44.4506912 -22.4640165)",RJ-161,,
191587632,Rua Gulhot Rodrigues,secondary,True,False,61.372,,50,"LINESTRING (-44.4444812 -22.4640035, -44.4449408 -22.4641703, -44.4450371 -22.4642053)",RJ-161,,
191567344,Avenida Prefeito Botafogo,secondary,True,False,25.0,,50,"LINESTRING (-44.4468444 -22.4662726, -44.4466174 -22.4663535)",RJ-161,,
191587629,,residential,True,False,20.57,1,40,"LINESTRING (-44.4468444 -22.4662726, -44.4469114 -22.466184, -44.4469629 -22.4661236)",,,
