osmid,oneway,lanes,ref,highway,junction,reversed,length,name,geometry,maxspeed
983090511,True,2,MGC-482;BR-482,trunk,circular,False,8.276,,"LINESTRING (-43.7859955 -20.6586103, -43.7860688 -20.6586392)",
201212955,True,2,MGC-482;BR-482,trunk,,False,5.676,Rua Cefisa Viana,"LINESTRING (-43.7847508 -20.6580037, -43.7847933 -20.6580357)",
964650221,True,1,MG-129,secondary,,False,6.086,Rua Barão do Suassuí,"LINESTRING (-43.7847508 -20.6580037, -43.7847981 -20.6579715)",
963706677,True,4,MGC-482;BR-482,trunk,circular,False,11.24,,"LINESTRING (-43.7861225 -20.6589786, -43.786094 -20.6589982, -43.7860354 -20.6590384)",
300888940,False,2,MGC-482;BR-482,trunk,,True,73.306,Rua Cefisa Viana,"LINESTRING (-43.7854381 -20.6583795, -43.784823 -20.658058)",
459895289,True,2,MGC-482;BR-482,trunk,,False,38.224,Rua Cefisa Viana,"LINESTRING (-43.7854381 -20.6583795, -43.7857665 -20.6585336)",
199579205,False,,,residential,,False,72.925,Rua Levi Leite,"LINESTRING (-43.7898742 -20.65574, -43.79049 -20.6554268)",
199579205,False,,,residential,,True,92.70200000000001,Rua Levi Leite,"LINESTRING (-43.7898742 -20.65574, -43.7893595 -20.6559563, -43.7892951 -20.655952, -43.7892441 -20.6559287, -43.7891181 -20.6557769)",
199654493,False,,,residential,,True,155.36599999999999,Rua Narcisa de Queiros,"LINESTRING (-43.7898742 -20.65574, -43.7899375 -20.6558961, -43.7900043 -20.6561364, -43.7902059 -20.6571001)",
264587234,False,2,MG-129,secondary,,False,72.328,Rua Barão do Suassuí,"LINESTRING (-43.7864573 -20.6569, -43.787025 -20.6565246)",
264587234,False,2,MG-129,secondary,,True,209.887,Rua Barão do Suassuí,"LINESTRING (-43.7864573 -20.6569, -43.78635 -20.656969, -43.7860223 -20.6571708, -43.7860098 -20.6571784, -43.7857056 -20.6573493, -43.7847981 -20.6579715)",
