osmid,oneway,ref,name,highway,maxspeed,reversed,length,geometry,lanes,width
157909036,False,CE-288,Rua Antônio Pio de Castro,primary,50,False,58.454,"LINESTRING (-38.9652595 -6.9436087, -38.9655045 -6.9435553, -38.9657788 -6.9435061)",,
292603927,False,CE-288,Rua Coronel Botelho Leite,primary,,False,49.502,"LINESTRING (-38.9700055 -6.9429336, -38.9699926 -6.9424886)",,
292603927,False,CE-288,Rua Coronel Botelho Leite,primary,,True,9.652,"LINESTRING (-38.9700055 -6.9429336, -38.9700062 -6.9430204)",,
507452326,True,CE-288,Avenida Antônio Ricardo,primary,,False,144.826,"LINESTRING (-38.9676938 -6.9430999, -38.9677137 -6.9430855, -38.9677274 -6.9430751, -38.967751 -6.9430665, -38.9678018 -6.9430619, -38.9689937 -6.942991)",,
507452327,False,,Rua Sebastião Alves Pereira,residential,,False,34.251999999999995,"LINESTRING (-38.9676938 -6.9430999, -38.9676706 -6.9430513, -38.9676036 -6.9428059)",,
1192764480,False,CE-288,Avenida Antônio Ricardo,primary,,True,58.451,"LINESTRING (-38.9676938 -6.9430999, -38.9676698 -6.9431044, -38.9676542 -6.9431081, -38.9672408 -6.9432531, -38.967221 -6.9432679, -38.967202 -6.9432853)",,
816962628,True,CE-153,Avenida João Joaquim dos Santos,tertiary,,False,86.073,"LINESTRING (-38.9659573 -6.9452535, -38.9659573 -6.9453831, -38.9659574 -6.9455127, -38.9659494 -6.9456198, -38.9659365 -6.9457401, -38.9659025 -6.9460246)",,
"[1217875976, 1217875979]",False,CE-153,"['Rua José dos Santos', 'Avenida João Joaquim dos Santos']",tertiary,,False,118.142,"LINESTRING (-38.9659573 -6.9452535, -38.9659558 -6.9450875, -38.9659488 -6.944959, -38.9659425 -6.9448306, -38.9659258 -6.9446321, -38.9659256 -6.9446297, -38.9659253 -6.944627, -38.9658713 -6.9441954)",,
129698737,False,CE-288,Rua Antônio Pio de Castro,primary,50,False,6.699,"LINESTRING (-38.9666598 -6.9434128, -38.9667196 -6.9434025)",,
129698737,False,CE-288,Rua Antônio Pio de Castro,primary,50,True,46.85,"LINESTRING (-38.9666598 -6.9434128, -38.9662384 -6.9434632)",,
292603920,True,,Avenida Santos Dumont,residential,,False,30.348,"LINESTRING (-38.9666598 -6.9434128, -38.9666411 -6.9433049, -38.9666095 -6.9431445)",,
292603927,False,CE-288,Rua Coronel Botelho Leite,primary,,True,49.502,"LINESTRING (-38.9699926 -6.9424886, -38.9700055 -6.9429336)",,
788798902,False,,Rua Coronel Botelho Leite,residential,,False,40.39,"LINESTRING (-38.9699926 -6.9424886, -38.9699768 -6.9421257)",,
1204967225,False,CE-288,,primary,,False,18.647,"LINESTRING (-38.9699926 -6.9424886, -38.9701569 -6.9424496)",,
827016732,False,,,residential,,True,70.353,"LINESTRING (-38.970541 -6.9424379, -38.9705401 -6.9430706)",,
157909121,False,CE-288,,primary,,False,42.893,"LINESTRING (-38.970541 -6.9424379, -38.9705906 -6.9424902, -38.9706523 -6.9425702, -38.9706939 -6.9426353, -38.9707195 -6.9426681, -38.9707421 -6.9426926, -38.9707532 -6.9427023, -38.9707659 -6.9427112, -38.9707927 -6.9427276)",,
"[157909121, 1204967225]",False,CE-288,,primary,,True,44.118,"LINESTRING (-38.970541 -6.9424379, -38.970528 -6.9424245, -38.9705141 -6.9424164, -38.9704918 -6.9424074, -38.9704674 -6.9424019, -38.9704426 -6.9424004, -38.9703991 -6.9424024, -38.9703602 -6.9424055, -38.970338 -6.9424076, -38.9703243 -6.9424099, -38.9701569 -6.9424496)",,
292603946,False,,Rua Doutor Guedes Martins,residential,,True,83.084,"LINESTRING (-38.9707927 -6.9427276, -38.9707654 -6.9419809)",,
157909121,False,CE-288,,primary,,True,42.893,"LINESTRING (-38.9707927 -6.9427276, -38.9707659 -6.9427112, -38.9707532 -6.9427023, -38.9707421 -6.9426926, -38.9707195 -6.9426681, -38.9706939 -6.9426353, -38.9706523 -6.9425702, -38.9705906 -6.9424902, -38.970541 -6.9424379)",,
882289829,False,CE-288,Rua Doutor Guedes Martins,primary,,False,37.705,"LINESTRING (-38.9707927 -6.9427276, -38.9708046 -6.9427547, -38.9708122 -6.9427756, -38.970816 -6.9427891, -38.9708184 -6.9428039, -38.9708197 -6.9428252, -38.9708246 -6.9430621)",,
1196127938,True,CE-288,Rua Coronel José Leite,primary,,False,88.11500000000001,"LINESTRING (-38.9707927 -6.9427276, -38.9708077 -6.9427359, -38.9708226 -6.9427419, -38.9708346 -6.9427449, -38.9708502 -6.9427463, -38.9708727 -6.9427456, -38.971586 -6.9427048)",,
157909036,False,CE-288,Rua Antônio Pio de Castro,primary,50,False,50.954,"LINESTRING (-38.9657788 -6.9435061, -38.9662384 -6.9434632)",,
816962627,False,CE-153,Rua José dos Santos,tertiary,,False,17.632,"LINESTRING (-38.9657788 -6.9435061, -38.9657955 -6.9436638)",,
157909036,False,CE-288,Rua Antônio Pio de Castro,primary,50,True,58.454,"LINESTRING (-38.9657788 -6.9435061, -38.9655045 -6.9435553, -38.9652595 -6.9436087)",,
1190673004,True,,Rua José dos Santos,residential,,False,50.233999999999995,"LINESTRING (-38.9657788 -6.9435061, -38.965766 -6.9433303, -38.9657633 -6.9432411, -38.965762 -6.9431679, -38.9657655 -6.9430549)",2,
292603960,False,,Rua Francisca Divane Tavares Luna,residential,,False,121.965,"LINESTRING (-38.9707805 -6.9469994, -38.9714116 -6.9468981, -38.9715833 -6.9468853, -38.9718765 -6.9468723)",,
1129798753,False,,Rua Francisco Teixeira de Macedo,residential,,True,8.424,"LINESTRING (-38.9707805 -6.9469994, -38.9707958 -6.9470324, -38.9708154 -6.9470667)",,
"[1194466142, 1194466143]",False,,Rua Francisco Teixeira de Macedo,"['unclassified', 'residential']",,False,146.37,"LINESTRING (-38.9707805 -6.9469994, -38.9707657 -6.9469656, -38.9707581 -6.9469472, -38.97073 -6.9468735, -38.9707072 -6.9468047, -38.970687 -6.9467371, -38.9706658 -6.9466614, -38.9706467 -6.9465832, -38.9706331 -6.9465113, -38.9706218 -6.9464346, -38.9706101 -6.9463264, -38.970597 -6.9461715, -38.970589 -6.9460614, -38.970588 -6.9460357, -38.9705885 -6.9459479, -38.9705975 -6.9458102, -38.9706024 -6.9457421, -38.9706029 -6.9457084)",,
"[553543327, 1193662887]",False,,Rua Doutor Guedes Martins,residential,,False,100.728,"LINESTRING (-38.9706029 -6.9457084, -38.9706093 -6.9456783, -38.9706125 -6.9456645, -38.9706162 -6.9456511, -38.970622 -6.9456323, -38.9706373 -6.9455852, -38.9706529 -6.9455399, -38.9706576 -6.945524, -38.970663 -6.9455017, -38.9706674 -6.9454754, -38.9706704 -6.9454438, -38.9706711 -6.9454048, -38.9706704 -6.9453671, -38.9706591 -6.9448118)",,
1194466142,False,,Rua Francisco Teixeira de Macedo,residential,,False,7.313000000000001,"LINESTRING (-38.9706029 -6.9457084, -38.970603 -6.9456869, -38.9706018 -6.945681, -38.9706001 -6.9456758, -38.9705967 -6.9456685, -38.9705928 -6.9456607, -38.9705894 -6.9456555, -38.9705835 -6.9456476)",,
"[1194466142, 1194466143]",False,,Rua Francisco Teixeira de Macedo,"['residential', 'unclassified']",,True,146.37,"LINESTRING (-38.9706029 -6.9457084, -38.9706024 -6.9457421, -38.9705975 -6.9458102, -38.9705885 -6.9459479, -38.970588 -6.9460357, -38.970589 -6.9460614, -38.970597 -6.9461715, -38.9706101 -6.9463264, -38.9706218 -6.9464346, -38.9706331 -6.9465113, -38.9706467 -6.9465832, -38.9706658 -6.9466614, -38.970687 -6.9467371, -38.9707072 -6.9468047, -38.97073 -6.9468735, -38.9707581 -6.9469472, -38.9707657 -6.9469656, -38.9707805 -6.9469994)",,
375603354,False,,Travessa Sargento Santana,residential,,True,22.608,"LINESTRING (-38.9706448 -6.9441114, -38.9708496 -6.9441084)",,
553543327,False,,Rua Doutor Guedes Martins,residential,,True,77.897,"LINESTRING (-38.9706448 -6.9441114, -38.9706591 -6.9448118)",,
507452309,False,,Rua Doutor Guedes Martins,residential,,False,68.194,"LINESTRING (-38.9706448 -6.9441114, -38.970644 -6.9440589, -38.9706414 -6.9440288, -38.9706362 -6.9440025, -38.9706266 -6.9439709, -38.9706154 -6.9439393, -38.9705921 -6.9438794, -38.9705749 -6.9438316, -38.9705609 -6.9437817, -38.9705558 -6.9437613, -38.9705506 -6.9437365, -38.9705479 -6.9437094, -38.9705451 -6.9435125)",,
"[507452329, 1190715180]",False,,Rua Coronel Xavier,residential,,True,99.964,"LINESTRING (-38.9652741 -6.9403687, -38.9656543 -6.9403056, -38.9656589 -6.9403093, -38.9656625 -6.9403126, -38.9656676 -6.9403188, -38.9656715 -6.9403257, -38.9656755 -6.9403336, -38.9656815 -6.9403595, -38.9657749 -6.9408042)",,
