osmid,oneway,lanes,name,highway,reversed,length,maxspeed,geometry,tunnel,bridge
756111922,True,2,Rua Oriano Mendes,tertiary,False,35.603,,"LINESTRING (-40.3463501 -3.6897101, -40.346082 -3.6895342)",,
130358938,True,1,Rua Domingos Olímpio,residential,False,46.235,30,"LINESTRING (-40.3489376 -3.6901077, -40.3486849 -3.6904383)",,
437199088,True,,Rua Doutor João do Monte,residential,False,31.615,,"LINESTRING (-40.3461272 -3.6838502, -40.3459336 -3.6836416)",,
288126734,True,2,Rua Doutor Figueiredo Rodrigues,residential,False,129.33100000000002,,"LINESTRING (-40.3461272 -3.6838502, -40.3456268 -3.6843625, -40.3453273 -3.6846958)",,
287947848,True,,Rua Coronel Frederico Gomes,residential,False,31.379,,"LINESTRING (-40.3491244 -3.6883581, -40.3493241 -3.6881583)",,
184766784,False,1,Rua Coronel Mont 'Alverne,residential,False,81.342,,"LINESTRING (-40.347409 -3.6866916, -40.3469178 -3.6872346)",,
184766784,False,1,Rua Coronel Mont 'Alverne,residential,True,97.885,,"LINESTRING (-40.347409 -3.6866916, -40.3480103 -3.6860475)",,
1245932015,True,1,Rua Maestro José Pedro,residential,False,105.034,,"LINESTRING (-40.347409 -3.6866916, -40.348094 -3.6873435)",,
130359060,True,,Rua Maestro José Pedro,residential,False,123.088,,"LINESTRING (-40.3459496 -3.6852639, -40.3467345 -3.6860461)",,
290781583,False,2,Rua Paulo Aragão,residential,False,116.572,,"LINESTRING (-40.3459496 -3.6852639, -40.3466309 -3.6844659)",,
290781583,False,2,Rua Paulo Aragão,residential,True,74.978,,"LINESTRING (-40.3459496 -3.6852639, -40.3454986 -3.685766)",,
1245932014,True,1,Rua Jornalista Deolindo Barreto,residential,False,83.462,,"LINESTRING (-40.3485282 -3.6877709, -40.3479968 -3.6883021)",,
1245932015,True,1,Rua Maestro José Pedro,residential,False,92.952,,"LINESTRING (-40.3485282 -3.6877709, -40.3491244 -3.6883581)",,
130359059,True,1,Rua Doutor João do Monte,residential,False,69.49,,"LINESTRING (-40.3490458 -3.6872411, -40.3486371 -3.6867676)",,
1245932014,True,1,Rua Jornalista Deolindo Barreto,residential,False,82.276,,"LINESTRING (-40.3490458 -3.6872411, -40.3485282 -3.6877709)",,
130359060,True,,Rua Maestro José Pedro,residential,False,93.589,,"LINESTRING (-40.3453273 -3.6846958, -40.3459496 -3.6852639)",,
288126734,True,2,Rua Doutor Figueiredo Rodrigues,residential,False,71.597,,"LINESTRING (-40.3453273 -3.6846958, -40.3452712 -3.6847583, -40.3451304 -3.684908, -40.3448875 -3.6851669)",,
130359060,True,,Rua Maestro José Pedro,residential,False,103.7,,"LINESTRING (-40.3467345 -3.6860461, -40.347409 -3.6866916)",,
130457783,True,,Rua Dona Maria Tomásia,residential,False,108.904,,"LINESTRING (-40.3467345 -3.6860461, -40.3472532 -3.6854754, -40.3473939 -3.6853207)",,
184766784,False,1,Rua Coronel Mont 'Alverne,residential,False,97.885,,"LINESTRING (-40.3480103 -3.6860475, -40.347409 -3.6866916)",,
1245932012,True,,Rua Doutor João do Monte,residential,False,105.876,,"LINESTRING (-40.3480103 -3.6860475, -40.3473939 -3.6853207)",,
1245932016,False,,Rua Coronel Mont 'Alverne,residential,True,58.068,,"LINESTRING (-40.3480103 -3.6860475, -40.3483632 -3.6856619)",,
130457783,True,,Rua Dona Maria Tomásia,residential,False,48.029,,"LINESTRING (-40.3473939 -3.6853207, -40.3476867 -3.6850026)",,
1245932012,True,,Rua Doutor João do Monte,residential,False,127.29,,"LINESTRING (-40.3473939 -3.6853207, -40.3466309 -3.6844659)",,
294616218,True,2,Rua Idelfonso de Holanda Cavalcante,primary,False,75.176,,"LINESTRING (-40.3435831 -3.6848651, -40.3437262 -3.6847257, -40.343749 -3.6847034, -40.3440779 -3.6844528, -40.3441031 -3.6844335)",,
1049199545,True,2,Avenida Doutor Guarany,tertiary,False,24.363,,"LINESTRING (-40.3435831 -3.6848651, -40.3436143 -3.6848958, -40.3436454 -3.6849264, -40.3437306 -3.6850271)",,
130359915,True,,Rua Padre Fialho,tertiary,False,55.881,,"LINESTRING (-40.3471173 -3.6891162, -40.3468127 -3.688716)",,
287980244,True,1,Rua Jornalista Deolindo Barreto,residential,False,98.863,,"LINESTRING (-40.3471173 -3.6891162, -40.3464147 -3.6896629)",,
130359911,True,2,Rua Menino Deus,tertiary,False,11.242,,"LINESTRING (-40.3476192 -3.6886658, -40.3476106 -3.688716, -40.3476182 -3.6887656)",,
447601196,True,2,Rua Idelfonso de Holanda Cavalcante,primary,False,21.258,,"LINESTRING (-40.3434564 -3.6850085, -40.3435831 -3.6848651)",,
294616216,True,2,Avenida Doutor Guarany,tertiary,False,154.92899999999997,,"LINESTRING (-40.3434564 -3.6850085, -40.3433001 -3.6848386, -40.342456 -3.6840372)",,
289000690,True,2,Rua Othon de Alencar,primary,False,18.649,40,"LINESTRING (-40.343023 -3.6855213, -40.3431323 -3.6853939)",,
438303440,False,2,,tertiary,True,8.976,,"LINESTRING (-40.343023 -3.6855213, -40.3429637 -3.6854664)",,
289000690,True,2,Rua Othon de Alencar,primary,False,68.221,40,"LINESTRING (-40.3426993 -3.6860429, -40.343023 -3.6855213)",,
1049199547,True,,Rua José Barbosa Lima,residential,False,12.421,,"LINESTRING (-40.3426993 -3.6860429, -40.342633 -3.6859529)",,
447461744,False,,Rua Monsenhor José Ferreira,residential,False,35.717,,"LINESTRING (-40.344006 -3.6882551, -40.3441042 -3.688561)",,
447518457,False,,Rua Dona Maria Tomásia,residential,True,28.933,,"LINESTRING (-40.344006 -3.6882551, -40.3442626 -3.6882089)",,
447518457,False,,Rua Dona Maria Tomásia,residential,False,68.69500000000001,,"LINESTRING (-40.344006 -3.6882551, -40.3435651 -3.6883264, -40.3433949 -3.6883539)",,
130716900,False,,Rua Dona Maria Tomásia,residential,False,36.635,,"LINESTRING (-40.3446529 -3.688173, -40.3443882 -3.6883699)",,
447518457,False,,Rua Dona Maria Tomásia,residential,False,43.493,,"LINESTRING (-40.3446529 -3.688173, -40.3442626 -3.6882089)",,
447518457,False,,Rua Dona Maria Tomásia,residential,True,38.609,,"LINESTRING (-40.3446529 -3.688173, -40.3448587 -3.6880525, -40.3449488 -3.6879907)",,
290781583,False,2,Rua Paulo Aragão,residential,False,37.897,,"LINESTRING (-40.3466309 -3.6844659, -40.3468605 -3.6842136)",,
290781583,False,2,Rua Paulo Aragão,residential,True,116.572,,"LINESTRING (-40.3466309 -3.6844659, -40.3459496 -3.6852639)",,
1245932012,True,,Rua Doutor João do Monte,residential,False,88.381,,"LINESTRING (-40.3466309 -3.6844659, -40.3461272 -3.6838502)",,
130459375,True,,Rua Doutor Monte,residential,False,87.935,,"LINESTRING (-40.348094 -3.6873435, -40.3486371 -3.6867676)",,
1245932015,True,1,Rua Maestro José Pedro,residential,False,67.676,,"LINESTRING (-40.348094 -3.6873435, -40.3485282 -3.6877709)",,
287947848,True,,Rua Coronel Frederico Gomes,residential,False,72.224,,"LINESTRING (-40.3481486 -3.6893664, -40.348599 -3.6888975)",,
130359911,True,2,Rua Menino Deus,tertiary,False,62.293,,"LINESTRING (-40.3481486 -3.6893664, -40.3483768 -3.6895915, -40.3484824 -3.6896934, -40.3485518 -3.6897561)",,
130359059,True,1,Rua Doutor João do Monte,residential,False,106.062,,"LINESTRING (-40.3486371 -3.6867676, -40.3480103 -3.6860475)",,
130459375,True,,Rua Doutor Monte,residential,False,69.617,,"LINESTRING (-40.3486371 -3.6867676, -40.3490544 -3.6863001)",,
130459384,False,2,Rua Tabelião Antônio Almeida,residential,False,104.927,,"LINESTRING (-40.3483632 -3.6856619, -40.3476867 -3.6850026)",,
130459384,False,2,Rua Tabelião Antônio Almeida,residential,True,104.493,,"LINESTRING (-40.3483632 -3.6856619, -40.3490544 -3.6863001)",,
1245932016,False,,Rua Coronel Mont 'Alverne,residential,False,58.068,,"LINESTRING (-40.3483632 -3.6856619, -40.3480103 -3.6860475)",,
