osmid,oneway,name,highway,reversed,length,geometry,width,bridge,maxspeed
152467585,True,Rua Aurora,secondary,False,44.565,"LINESTRING (-48.952937 -15.851472, -48.9533061 -15.8512861)",,,
332620708,False,Praça do Bonfim,secondary_link,False,33.815,"LINESTRING (-48.9533681 -15.8515843, -48.9533061 -15.8512861)",,,
42507630,True,Rua do Bonfim,secondary,False,47.959,"LINESTRING (-48.9533681 -15.8515843, -48.953202 -15.85156, -48.952937 -15.851472)",,,
42507609,False,Rua do Bonfim,secondary,True,46.369,"LINESTRING (-48.956668 -15.851499, -48.9570369 -15.851718)",,,
42507630,True,Rua do Bonfim,secondary,False,355.933,"LINESTRING (-48.956668 -15.851499, -48.956497 -15.851431, -48.956342 -15.851394, -48.956184 -15.851393, -48.9542176 -15.8515378, -48.953441 -15.851595, -48.9533681 -15.8515843)",,,
42507609,False,Rua do Bonfim,secondary,True,54.323,"LINESTRING (-48.9586024 -15.8522583, -48.9590958 -15.8521426)",,,
42507609,False,Rua do Bonfim,secondary,False,88.952,"LINESTRING (-48.9586024 -15.8522583, -48.958535 -15.852234, -48.957972 -15.852152, -48.9577818 -15.8521508)",,,
152465466,False,,residential,False,79.549,"LINESTRING (-48.9586024 -15.8522583, -48.9586923 -15.8527204, -48.9584424 -15.8527691)",,,
42507609,False,Rua do Bonfim,secondary,False,4.388,"LINESTRING (-48.9591352 -15.8521316, -48.9590958 -15.8521426)",,,
152465469,True,Avenida Joaquim Alves,secondary,False,53.351,"LINESTRING (-48.9591352 -15.8521316, -48.9592242 -15.8526037)",,,
330933596,False,Avenida Neco Mendonça,secondary,True,117.53,"LINESTRING (-48.9591352 -15.8521316, -48.960192 -15.8518423)",,,
889115613,True,Rua do Rosário,tertiary,False,11.59,"LINESTRING (-48.9591352 -15.8521316, -48.9590918 -15.8520361)",,,
42507628,True,Rua Rui Barbosa,secondary,False,19.308,"LINESTRING (-48.9570327 -15.8496564, -48.9569434 -15.8498073)",5,,
152467012,True,Largo do Rosário,tertiary,False,66.65,"LINESTRING (-48.9570327 -15.8496564, -48.9569508 -15.8496042, -48.9567199 -15.8491508)",,,
330933597,False,Rua dos Pireneus,tertiary,False,43.397,"LINESTRING (-48.9582437 -15.8495634, -48.958623 -15.8497019)",,,
330933597,False,Rua dos Pireneus,tertiary,True,64.275,"LINESTRING (-48.9582437 -15.8495634, -48.9576729 -15.8493828)",,,
887715866,False,,residential,False,107.237,"LINESTRING (-48.9582437 -15.8495634, -48.9580728 -15.8498326, -48.9580708 -15.8498474, -48.9580815 -15.8498732, -48.9585708 -15.8502553)",,,
225503075,False,Rua do Carmo,tertiary,True,46.752,"LINESTRING (-48.9594552 -15.8482774, -48.9597952 -15.8480132)",,,
"[305196601, 225503075, 305196603]",False,Rua do Carmo,tertiary,False,207.11800000000005,"LINESTRING (-48.9594552 -15.8482774, -48.9593819 -15.848452, -48.9593538 -15.848709, -48.9593485 -15.8487281, -48.9592429 -15.8493057, -48.9592748 -15.8493844, -48.959284 -15.849563, -48.9592153 -15.8496116, -48.9588703 -15.8497069, -48.9588568 -15.8497106, -48.9587511 -15.849739)",,yes,
405787909,False,,residential,False,69.508,"LINESTRING (-48.9594552 -15.8482774, -48.9595434 -15.8479019, -48.9597925 -15.8479174)",,,
152467011,True,Rua Aurora,tertiary,False,74.934,"LINESTRING (-48.9576729 -15.8493828, -48.9570327 -15.8496564)",,,
330933597,False,Rua dos Pireneus,tertiary,False,64.275,"LINESTRING (-48.9576729 -15.8493828, -48.9582437 -15.8495634)",,,
887732957,False,Rua do Frota,tertiary,False,96.989,"LINESTRING (-48.959878 -15.847953, -48.9605722 -15.8473919)",,,
225503075,False,Rua do Carmo,tertiary,False,11.103,"LINESTRING (-48.959878 -15.847953, -48.9598634 -15.8479631, -48.9597952 -15.8480132)",,,
225038176,True,Rua do Rosário,tertiary,False,88.964,"LINESTRING (-48.9590918 -15.8520361, -48.9585959 -15.8513938)",,,
152477311,False,Rua da Prata,residential,False,33.92,"LINESTRING (-48.9582305 -15.8538887, -48.9585422 -15.8538326)",,,
152477311,False,Rua da Prata,residential,True,140.37599999999998,"LINESTRING (-48.9582305 -15.8538887, -48.9580916 -15.8539242, -48.9578784 -15.8539667, -48.956939 -15.8541085)",,,
152456529,False,Rua Nova,residential,False,77.765,"LINESTRING (-48.9594476 -15.853666, -48.9601678 -15.8535705)",,,
152465472,True,Avenida Joaquim Alves,tertiary,False,40.954,"LINESTRING (-48.9594476 -15.853666, -48.9595275 -15.8540262)",,,
152477311,False,Rua da Prata,residential,True,5.272,"LINESTRING (-48.9594476 -15.853666, -48.9593989 -15.8536733)",,,
86966633,False,Rua Direita,secondary,False,104.719,"LINESTRING (-48.9592242 -15.8526037, -48.9602004 -15.8526748)",,,
86966633,False,Rua Direita,secondary,True,4.247,"LINESTRING (-48.9592242 -15.8526037, -48.9591845 -15.8526032)",,,
866316206,True,Avenida Joaquim Alves,tertiary,False,74.568,"LINESTRING (-48.9592242 -15.8526037, -48.9593624 -15.853261)",,,
86966633,False,Rua Direita,secondary,True,104.719,"LINESTRING (-48.9602004 -15.8526748, -48.9592242 -15.8526037)",,,
152456982,False,Beco Doutor Wilno de Pina,residential,True,100.55199999999999,"LINESTRING (-48.9602004 -15.8526748, -48.9601222 -15.8533559, -48.9601678 -15.8535705)",,,
405787891,False,Rua Três,residential,False,141.29,"LINESTRING (-48.9605986 -15.8461215, -48.9605722 -15.8473919)",,,
152464498,False,Rua São Judas Tadeu,residential,False,93.125,"LINESTRING (-48.9605986 -15.8461215, -48.9603522 -15.8462934, -48.9599906 -15.8463383, -48.9597892 -15.8463296)",,,
152462880,False,Travessa Matutina,residential,True,158.735,"LINESTRING (-48.956939 -15.8541085, -48.9568487 -15.8536914, -48.9568353 -15.853588, -48.9568239 -15.8533856, -48.9568165 -15.8531754, -48.9571004 -15.8527755)",,,
152477311,False,Rua da Prata,residential,False,140.37599999999998,"LINESTRING (-48.956939 -15.8541085, -48.9578784 -15.8539667, -48.9580916 -15.8539242, -48.9582305 -15.8538887)",,,
673360158,False,Rua da Prata,residential,True,64.035,"LINESTRING (-48.956939 -15.8541085, -48.9566044 -15.8541782, -48.9563742 -15.8542866)",,,
152456522,False,Rua do Campo,residential,False,27.223,"LINESTRING (-48.9606864 -15.8544185, -48.9605505 -15.8546255)",,,
152456522,False,Rua do Campo,residential,True,111.91300000000001,"LINESTRING (-48.9606864 -15.8544185, -48.9609604 -15.8536001, -48.9609471 -15.853454)",,,
152456529,False,Rua Nova,residential,True,84.359,"LINESTRING (-48.9609471 -15.853454, -48.9601678 -15.8535705)",,,
152456522,False,Rua do Campo,residential,False,111.91300000000001,"LINESTRING (-48.9609471 -15.853454, -48.9609604 -15.8536001, -48.9606864 -15.8544185)",,,
152456529,False,Rua Nova,residential,False,86.08699999999999,"LINESTRING (-48.9609471 -15.853454, -48.9610775 -15.8534396, -48.9617434 -15.8533422)",,,
152456529,False,Rua Nova,residential,True,21.452,"LINESTRING (-48.9619395 -15.8533018, -48.9617434 -15.8533422)",,,
332620605,False,,residential,True,14.532,"LINESTRING (-48.9619395 -15.8533018, -48.9619512 -15.853432)",,,
152456524,False,Rua Santa Cruz,residential,False,24.367,"LINESTRING (-48.9617434 -15.8533422, -48.9619512 -15.853432)",,,
152456529,False,Rua Nova,residential,False,21.452,"LINESTRING (-48.9617434 -15.8533422, -48.9619395 -15.8533018)",,,
152456529,False,Rua Nova,residential,True,86.08699999999999,"LINESTRING (-48.9617434 -15.8533422, -48.9610775 -15.8534396, -48.9609471 -15.853454)",,,
152456524,False,Rua Santa Cruz,residential,True,24.367,"LINESTRING (-48.9619512 -15.853432, -48.9617434 -15.8533422)",,,
332620605,False,,residential,False,14.532,"LINESTRING (-48.9619512 -15.853432, -48.9619395 -15.8533018)",,,
152456529,False,Rua Nova,residential,False,84.359,"LINESTRING (-48.9601678 -15.8535705, -48.9609471 -15.853454)",,,
152456529,False,Rua Nova,residential,True,77.765,"LINESTRING (-48.9601678 -15.8535705, -48.9594476 -15.853666)",,,
152456982,False,Beco Doutor Wilno de Pina,residential,False,100.55199999999999,"LINESTRING (-48.9601678 -15.8535705, -48.9601222 -15.8533559, -48.9602004 -15.8526748)",,,
152456522,False,Rua do Campo,residential,True,27.223,"LINESTRING (-48.9605505 -15.8546255, -48.9606864 -15.8544185)",,,
673360158,False,Rua da Prata,residential,False,58.484,"LINESTRING (-48.9558831 -15.8545178, -48.9563742 -15.8542866)",,,
405787891,False,Rua Três,residential,True,141.29,"LINESTRING (-48.9605722 -15.8473919, -48.9605986 -15.8461215)",,,
887732957,False,Rua do Frota,tertiary,True,96.989,"LINESTRING (-48.9605722 -15.8473919, -48.959878 -15.847953)",,,
152462875,False,Rua Matutina,residential,True,36.911,"LINESTRING (-48.9568277 -15.8525721, -48.9571004 -15.8527755)",,,
405787888,False,Rua 24 de Outubro,residential,True,113.319,"LINESTRING (-48.9568277 -15.8525721, -48.9576007 -15.8522929, -48.9577818 -15.8521508)",,,
42507609,False,Rua do Bonfim,secondary,False,46.369,"LINESTRING (-48.9570369 -15.851718, -48.956668 -15.851499)",,,
42507609,False,Rua do Bonfim,secondary,True,93.40599999999999,"LINESTRING (-48.9570369 -15.851718, -48.957609 -15.852015, -48.9577818 -15.8521508)",,,
814739724,True,Rua Matutina,residential,False,111.84,"LINESTRING (-48.9570369 -15.851718, -48.956686 -15.8520838, -48.9567306 -15.8522986, -48.9568277 -15.8525721)",,,
152462875,False,Rua Matutina,residential,False,36.911,"LINESTRING (-48.9571004 -15.8527755, -48.9568277 -15.8525721)",,,
152462875,False,Rua Matutina,residential,True,151.50799999999998,"LINESTRING (-48.9571004 -15.8527755, -48.957338 -15.8529208, -48.9574764 -15.8529664, -48.9577372 -15.8529329, -48.9584424 -15.8527691)",,,
152462880,False,Travessa Matutina,residential,False,158.735,"LINESTRING (-48.9571004 -15.8527755, -48.9568165 -15.8531754, -48.9568239 -15.8533856, -48.9568353 -15.853588, -48.9568487 -15.8536914, -48.956939 -15.8541085)",,,
152479426,True,Avenida Neco Mendonça,secondary,False,9.732,"LINESTRING (-48.960192 -15.8518423, -48.9602282 -15.851762)",,,
330933596,False,Avenida Neco Mendonça,secondary,False,117.53,"LINESTRING (-48.960192 -15.8518423, -48.9591352 -15.8521316)",,,
152477311,False,Rua da Prata,residential,False,93.334,"LINESTRING (-48.9585422 -15.8538326, -48.9593989 -15.8536733)",,,
152477311,False,Rua da Prata,residential,True,33.92,"LINESTRING (-48.9585422 -15.8538326, -48.9582305 -15.8538887)",,,
152465470,False,,residential,True,118.75899999999999,"LINESTRING (-48.9585422 -15.8538326, -48.9585221 -15.8536765, -48.958502 -15.8533707, -48.9584424 -15.8527691)",,,
152462875,False,Rua Matutina,residential,False,151.50799999999998,"LINESTRING (-48.9584424 -15.8527691, -48.9577372 -15.8529329, -48.9574764 -15.8529664, -48.957338 -15.8529208, -48.9571004 -15.8527755)",,,
152465466,False,,residential,True,79.549,"LINESTRING (-48.9584424 -15.8527691, -48.9586923 -15.8527204, -48.9586024 -15.8522583)",,,
152465470,False,,residential,False,118.75899999999999,"LINESTRING (-48.9584424 -15.8527691, -48.958502 -15.8533707, -48.9585221 -15.8536765, -48.9585422 -15.8538326)",,,
258630823,False,Rua Beira Rio,residential,True,15.114,"LINESTRING (-48.9602282 -15.851762, -48.9602257 -15.8518979)",,,
152479426,True,Avenida Neco Mendonça,secondary,False,145.86,"LINESTRING (-48.9602282 -15.851762, -48.9606119 -15.8516659, -48.9612716 -15.8515008, -48.9615467 -15.8514275)",,,
258630823,False,Rua Beira Rio,residential,False,198.332,"LINESTRING (-48.9602282 -15.851762, -48.9602456 -15.8515858, -48.9602525 -15.8513404, -48.9598825 -15.8511489, -48.9597363 -15.8511554, -48.9594039 -15.8511743, -48.9593118 -15.8511737, -48.9592292 -15.8511606, -48.9591867 -15.851146, -48.9591545 -15.8511267, -48.9591323 -15.8511063, -48.9591215 -15.8510859, -48.9591074 -15.8510583, -48.9590986 -15.8510343, -48.9590791 -15.8509897, -48.9590555 -15.8509028)",,,
51343134,True,Rua dos Pireneus,tertiary,False,13.091,"LINESTRING (-48.9567199 -15.8491508, -48.9568389 -15.8491783)",,,
152477306,False,Rua dos Pireneus,tertiary,False,69.449,"LINESTRING (-48.9567199 -15.8491508, -48.95608 -15.8492564)",,,
158532572,False,Rua 24 de Outubro,residential,False,121.90100000000001,"LINESTRING (-48.9585959 -15.8513938, -48.9583679 -15.8515747, -48.9582717 -15.851651, -48.9581835 -15.8517665, -48.9581016 -15.8518445, -48.9578552 -15.852044, -48.9577818 -15.8521508)",,,
"[225038176, 51342748]",True,"['Rua Beira Rio', 'Rua do Rosário']",tertiary,False,149.661,"LINESTRING (-48.9585959 -15.8513938, -48.9582198 -15.850927, -48.9584231 -15.8506193, -48.9585708 -15.8502553)",,,
42507609,False,Rua do Bonfim,secondary,False,93.40599999999999,"LINESTRING (-48.9577818 -15.8521508, -48.957609 -15.852015, -48.9570369 -15.851718)",,,
42507609,False,Rua do Bonfim,secondary,True,88.952,"LINESTRING (-48.9577818 -15.8521508, -48.957972 -15.852152, -48.958535 -15.852234, -48.9586024 -15.8522583)",,,
