osmid,oneway,name,highway,reversed,length,ref,geometry
241857283,False,Travessa Santo Antônio,residential,True,119.437,,"LINESTRING (-42.2526197 -8.3576721, -42.2520058 -8.3567862)"
833315437,False,Travessa Santo Antônio,residential,True,10.266,,"LINESTRING (-42.2526197 -8.3576721, -42.2526693 -8.3577503)"
196020931,True,Avenida Cândido Coelho,primary,False,107.403,PI-141,"LINESTRING (-42.2526693 -8.3577503, -42.2518566 -8.3582855)"
833315437,False,Travessa Santo Antônio,residential,False,10.266,,"LINESTRING (-42.2526693 -8.3577503, -42.2526197 -8.3576721)"
196020930,True,Avenida Cândido Coelho,primary,False,107.327,PI-141,"LINESTRING (-42.2518073 -8.3582065, -42.2526197 -8.3576721)"
667954138,False,,primary_link,True,10.324,,"LINESTRING (-42.2518073 -8.3582065, -42.2518566 -8.3582855)"
364002476,True,Travessa Quinze de Novembro,tertiary,False,122.965,,"LINESTRING (-42.2518073 -8.3582065, -42.2517067 -8.3581305, -42.2512279 -8.3574024, -42.2512057 -8.3572926)"
196020931,True,Avenida Cândido Coelho,primary,False,83.183,PI-141,"LINESTRING (-42.2518566 -8.3582855, -42.2512309 -8.3587055)"
667954138,False,,primary_link,False,10.324,,"LINESTRING (-42.2518566 -8.3582855, -42.2518073 -8.3582065)"
196020930,True,Avenida Cândido Coelho,primary,False,83.975,PI-141,"LINESTRING (-42.2511689 -8.3586205, -42.2518073 -8.3582065)"
364002473,False,Travessa Sete de Setembro,residential,False,126.051,,"LINESTRING (-42.2511689 -8.3586205, -42.2504608 -8.3577293)"
833315427,False,Travessa Sete de Setembro,residential,False,11.656,,"LINESTRING (-42.2511689 -8.3586205, -42.2512309 -8.3587055)"
196020931,True,Avenida Cândido Coelho,primary,False,93.459,PI-141,"LINESTRING (-42.2512309 -8.3587055, -42.2505235 -8.3591709)"
667954210,False,Travessa Sete de Setembro,residential,True,116.384,,"LINESTRING (-42.2512309 -8.3587055, -42.2518604 -8.3595467)"
833315427,False,Travessa Sete de Setembro,residential,True,11.656,,"LINESTRING (-42.2512309 -8.3587055, -42.2511689 -8.3586205)"
196020930,True,Avenida Cândido Coelho,primary,False,26.217,PI-141,"LINESTRING (-42.2487005 -8.3602506, -42.2489035 -8.3601271)"
833315407,False,Travessa José Martins Estrela,residential,False,73.564,,"LINESTRING (-42.2487005 -8.3602506, -42.248333 -8.3596979)"
196020931,True,Avenida Cândido Coelho,primary,False,97.534,PI-141,"LINESTRING (-42.2489632 -8.3602196, -42.2482424 -8.3607303)"
374899502,False,Travessa José Martins Estrela,residential,True,72.407,,"LINESTRING (-42.2489632 -8.3602196, -42.2493295 -8.3607606)"
833315412,False,Travessa José Martins Estrela,residential,False,12.204,,"LINESTRING (-42.2489632 -8.3602196, -42.2489035 -8.3601271)"
196020930,True,Avenida Cândido Coelho,primary,False,73.521,PI-141,"LINESTRING (-42.2481517 -8.3606279, -42.2487005 -8.3602506)"
833315399,False,Travessa Pedro Borges,residential,True,138.311,,"LINESTRING (-42.2481517 -8.3606279, -42.2474642 -8.3595865)"
833315403,False,Travessa Pedro Borges,residential,False,15.14,,"LINESTRING (-42.2481517 -8.3606279, -42.2482424 -8.3607303)"
196020931,True,Avenida Cândido Coelho,primary,False,80.268,PI-141,"LINESTRING (-42.2482424 -8.3607303, -42.2476325 -8.3611265)"
241857274,False,Travessa Pedro Borges,residential,False,50.616,,"LINESTRING (-42.2482424 -8.3607303, -42.2485391 -8.3610782)"
833315403,False,Travessa Pedro Borges,residential,True,15.14,,"LINESTRING (-42.2482424 -8.3607303, -42.2481517 -8.3606279)"
196020930,True,Avenida Cândido Coelho,primary,False,78.913,PI-141,"LINESTRING (-42.2475718 -8.3610456, -42.2481517 -8.3606279)"
833315397,False,Travessa Raimundo Porto,residential,False,11.203,,"LINESTRING (-42.2475718 -8.3610456, -42.2476325 -8.3611265)"
833315398,False,Travessa Raimundo Porto,residential,True,137.845,,"LINESTRING (-42.2475718 -8.3610456, -42.2469226 -8.3599853)"
196020931,True,Avenida Cândido Coelho,primary,False,104.303,PI-141,"LINESTRING (-42.2476325 -8.3611265, -42.2468441 -8.3616475)"
364038255,False,Travessa Raimundo Porto,residential,False,52.138,,"LINESTRING (-42.2476325 -8.3611265, -42.2478913 -8.3615193)"
833315397,False,Travessa Raimundo Porto,residential,True,11.203,,"LINESTRING (-42.2476325 -8.3611265, -42.2475718 -8.3610456)"
833315393,False,Travessa Ernesto Carvalho,residential,False,124.507,,"LINESTRING (-42.2467857 -8.3615564, -42.2461165 -8.3606534)"
833315395,False,Travessa Ernesto Carvalho,residential,True,11.995,,"LINESTRING (-42.2467857 -8.3615564, -42.2468441 -8.3616475)"
196020930,True,Avenida Cândido Coelho,primary,False,103.46600000000001,PI-141,"LINESTRING (-42.2467857 -8.3615564, -42.2469229 -8.3614673, -42.2473329 -8.3612008, -42.2475718 -8.3610456)"
241857293,False,Travessa Ernesto Carvalho,residential,True,88.118,,"LINESTRING (-42.2468441 -8.3616475, -42.2472847 -8.3623093)"
833315395,False,Travessa Ernesto Carvalho,residential,False,11.995,,"LINESTRING (-42.2468441 -8.3616475, -42.2467857 -8.3615564)"
196020931,True,Avenida Cândido Coelho,primary,False,60.107,PI-141,"LINESTRING (-42.2468441 -8.3616475, -42.2464884 -8.3618926, -42.2463769 -8.3619101)"
242366462,False,Travessa Antônio Porto,residential,True,94.654,,"LINESTRING (-42.2463769 -8.3619101, -42.2468523 -8.3626196)"
364038049,False,Travessa Antônio Porto,residential,True,126.019,,"LINESTRING (-42.2463769 -8.3619101, -42.2456644 -8.3610227)"
667954213,False,Avenida Cândido Coelho,primary,True,97.222,PI-141,"LINESTRING (-42.2463769 -8.3619101, -42.2456443 -8.3623991)"
196020930,True,Avenida Cândido Coelho,primary,False,61.646,PI-141,"LINESTRING (-42.2463769 -8.3619101, -42.24643 -8.3617875, -42.2467857 -8.3615564)"
667954219,False,Rua Mundico Laurentino,residential,False,186.549,,"LINESTRING (-42.2457989 -8.3602249, -42.2470965 -8.3591449)"
667954219,False,Rua Mundico Laurentino,residential,True,67.611,,"LINESTRING (-42.2457989 -8.3602249, -42.2453233 -8.36061)"
833315393,False,Travessa Ernesto Carvalho,residential,False,83.486,,"LINESTRING (-42.2457989 -8.3602249, -42.2453502 -8.3596194)"
833315393,False,Travessa Ernesto Carvalho,residential,True,59.085,,"LINESTRING (-42.2457989 -8.3602249, -42.2461165 -8.3606534)"
241857287,False,Travessa Quinze de Novembro,residential,False,61.68,,"LINESTRING (-42.2501311 -8.3558331, -42.2504575 -8.3562841)"
241857303,False,Rua Francisco Ferreira de Carvalho,residential,True,96.491,,"LINESTRING (-42.2501311 -8.3558331, -42.2494435 -8.3563718)"
241857266,False,Avenida Luís Carvalho,residential,False,61.885,,"LINESTRING (-42.246154 -8.3640604, -42.2466327 -8.3637681)"
241857286,False,Travessa José Batista,residential,True,88.133,,"LINESTRING (-42.246154 -8.3640604, -42.2456998 -8.3634075)"
241857283,False,Travessa Santo Antônio,residential,False,119.437,,"LINESTRING (-42.2520058 -8.3567862, -42.2526197 -8.3576721)"
833315378,False,Rua Francisco Damasceno,residential,False,104.493,,"LINESTRING (-42.2520058 -8.3567862, -42.2512057 -8.3572926)"
833315379,False,Rua Francisco Damasceno,residential,True,30.109,,"LINESTRING (-42.2520058 -8.3567862, -42.2522397 -8.3566456)"
241857269,False,Rua Francisco Damasceno,residential,False,125.762,,"LINESTRING (-42.2532167 -8.3560584, -42.2522397 -8.3566456)"
241857303,False,Rua Francisco Ferreira de Carvalho,residential,False,96.491,,"LINESTRING (-42.2494435 -8.3563718, -42.2501311 -8.3558331)"
241857303,False,Rua Francisco Ferreira de Carvalho,residential,True,72.84,,"LINESTRING (-42.2494435 -8.3563718, -42.2489157 -8.3567673)"
364002473,False,Travessa Sete de Setembro,residential,False,68.839,,"LINESTRING (-42.2494435 -8.3563718, -42.2490669 -8.3558774)"
364002473,False,Travessa Sete de Setembro,residential,True,66.486,,"LINESTRING (-42.2494435 -8.3563718, -42.2498103 -8.356847)"
833315322,False,Rua Sabino Paulo,residential,False,111.924,,"LINESTRING (-42.2462382 -8.3580994, -42.2470383 -8.3574777)"
833315399,False,Travessa Pedro Borges,residential,False,69.122,,"LINESTRING (-42.2462382 -8.3580994, -42.2466321 -8.3585837)"
833315399,False,Travessa Pedro Borges,residential,True,96.002,,"LINESTRING (-42.2462382 -8.3580994, -42.2456866 -8.3574304)"
"[667954221, 833315310]",False,"['Travessa Ernesto Carvalho', 'Rua Sabino Paulo']",residential,True,225.601,,"LINESTRING (-42.2462382 -8.3580994, -42.2448971 -8.3591502, -42.2450899 -8.3594272)"
241857292,False,Rua Rodrigo Carvalho,residential,True,103.446,,"LINESTRING (-42.2484267 -8.358027, -42.2491492 -8.3574316)"
667954134,True,,residential,False,80.665,,"LINESTRING (-42.2484267 -8.358027, -42.247885 -8.3585159)"
833315415,False,Travessa Adail Coelho,residential,True,76.037,,"LINESTRING (-42.2484267 -8.358027, -42.2479979 -8.3574907)"
683785387,False,Rua Rodrigo Carvalho,residential,True,91.16499999999999,,"LINESTRING (-42.2484267 -8.358027, -42.2483271 -8.3580482, -42.2477845 -8.3585266)"
833315416,False,Travessa Adail Coelho,residential,False,89.455,,"LINESTRING (-42.2484267 -8.358027, -42.2487438 -8.3584577, -42.2489054 -8.3586773)"
833315375,False,Rua Francisco Damasceno,residential,False,87.565,,"LINESTRING (-42.2489054 -8.3586773, -42.2482248 -8.3590856)"
833315417,False,Travessa Adail Coelho,residential,False,135.811,,"LINESTRING (-42.2489054 -8.3586773, -42.2496677 -8.359638)"
833315436,False,Rua Francisco Damasceno,residential,True,107.085,,"LINESTRING (-42.2489054 -8.3586773, -42.2497406 -8.3581827)"
683785389,False,,residential,True,113.734,,"LINESTRING (-42.2489054 -8.3586773, -42.2488248 -8.3586573, -42.2482979 -8.3585852, -42.247885 -8.3585159)"
833315416,False,Travessa Adail Coelho,residential,True,89.455,,"LINESTRING (-42.2489054 -8.3586773, -42.2487438 -8.3584577, -42.2484267 -8.358027)"
667954215,False,Rua João Santos,residential,False,74.274,,"LINESTRING (-42.2474642 -8.3595865, -42.2469226 -8.3599853)"
833315399,False,Travessa Pedro Borges,residential,False,138.311,,"LINESTRING (-42.2474642 -8.3595865, -42.2481517 -8.3606279)"
833315399,False,Travessa Pedro Borges,residential,True,63.62,,"LINESTRING (-42.2474642 -8.3595865, -42.2470965 -8.3591449)"
667954215,False,Rua João Santos,residential,True,70.84899999999999,,"LINESTRING (-42.2474642 -8.3595865, -42.2475104 -8.3595555, -42.2479702 -8.3592466, -42.247997 -8.3592286)"
241857293,False,Travessa Ernesto Carvalho,residential,False,118.72,,"LINESTRING (-42.2484522 -8.3639078, -42.2478153 -8.3630459)"
241857293,False,Travessa Ernesto Carvalho,residential,True,93.278,,"LINESTRING (-42.2484522 -8.3639078, -42.2489526 -8.364585)"
241857297,False,Rua Benedito Oliveira,residential,False,73.868,,"LINESTRING (-42.2484522 -8.3639078, -42.2490104 -8.3635386)"
241857297,False,Rua Benedito Oliveira,residential,True,67.53,,"LINESTRING (-42.2484522 -8.3639078, -42.2479094 -8.3641914)"
241857276,False,Rua Pedro Laurentino,residential,True,80.968,,"LINESTRING (-42.2489526 -8.364585, -42.2495856 -8.3642135)"
241857293,False,Travessa Ernesto Carvalho,residential,False,93.278,,"LINESTRING (-42.2489526 -8.364585, -42.2484522 -8.3639078)"
241857286,False,Travessa José Batista,residential,False,35.068,,"LINESTRING (-42.2452032 -8.3626936, -42.2453839 -8.3629534)"
667954213,False,Avenida Cândido Coelho,primary,False,58.542,PI-141,"LINESTRING (-42.2452032 -8.3626936, -42.2456443 -8.3623991)"
