osmid,oneway,highway,reversed,length,ref,geometry,name,lanes,maxspeed
74891633,False,residential,True,128.18,,"LINESTRING (-35.6339816 -6.7541433, -35.634063 -6.7540018, -35.634119 -6.7539125, -35.6341871 -6.7538193, -35.6342694 -6.7537245, -35.634353 -6.7536472, -35.6344557 -6.7535825, -35.6345408 -6.7535429, -35.6346259 -6.7535138, -35.6347366 -6.753478, -35.6348446 -6.7534467)",Rua João Pessoa,,
"[414220826, 403693068]",False,residential,True,107.813,,"LINESTRING (-35.6339816 -6.7541433, -35.6340915 -6.7542174, -35.6342636 -6.7541982, -35.634929 -6.7541175)","['Rua Solon de Lucena', 'Rua Coronel Antônio Pessoa']",,
414220827,True,residential,False,100.762,,"LINESTRING (-35.6339816 -6.7541433, -35.6338909 -6.7540891, -35.6336202 -6.7539168, -35.6332205 -6.7536438)",Rua Coronel Antônio Pessoa,,
74890184,True,residential,False,20.036,,"LINESTRING (-35.6339648 -6.7553005, -35.6341217 -6.75521)",Rua Álvaro de Carvalho,,
239593179,False,primary,True,42.557,PB-105,"LINESTRING (-35.6339648 -6.7553005, -35.6342143 -6.7555922)",,,
"[239593179, 384906261]",False,primary,False,74.09,PB-105,"LINESTRING (-35.6339648 -6.7553005, -35.6335934 -6.7548963, -35.6335106 -6.7548101)",,,
190723715,False,residential,True,132.042,,"LINESTRING (-35.6348446 -6.7534467, -35.6359958 -6.7531255)",Rua João Pessoa,,
383272453,False,residential,False,14.994,,"LINESTRING (-35.6348446 -6.7534467, -35.6348216 -6.7533138)",,2,40
74891633,False,residential,False,128.18000000000004,,"LINESTRING (-35.6348446 -6.7534467, -35.6347366 -6.753478, -35.6346259 -6.7535138, -35.6345408 -6.7535429, -35.6344557 -6.7535825, -35.634353 -6.7536472, -35.6342694 -6.7537245, -35.6341871 -6.7538193, -35.634119 -6.7539125, -35.634063 -6.7540018, -35.6339816 -6.7541433)",Rua João Pessoa,,
403693067,False,residential,True,75.176,,"LINESTRING (-35.6348446 -6.7534467, -35.6348634 -6.7536065, -35.6348755 -6.753721, -35.6348916 -6.7538302, -35.634929 -6.7541175)",Rua Benjamin Constant,,
74890196,False,residential,False,15.529,,"LINESTRING (-35.6333963 -6.7546921, -35.6332898 -6.7547833)",Praça Epitácio Pessoa,,
191019905,True,primary,False,18.206,PB-105,"LINESTRING (-35.6333963 -6.7546921, -35.6335106 -6.7548101)",,,
74890598,False,secondary,False,68.376,PB-103,"LINESTRING (-35.6328264 -6.7541181, -35.6332205 -6.7536438)",Rua Floriano Peixoto,,
191019905,True,primary,False,89.633,PB-105,"LINESTRING (-35.6328264 -6.7541181, -35.6332153 -6.7545094, -35.6333963 -6.7546921)",,,
1112009523,False,primary,False,96.908,PB-105,"LINESTRING (-35.6328264 -6.7541181, -35.6327666 -6.754058, -35.632666 -6.7539648, -35.6326231 -6.7539335, -35.6325875 -6.7539148, -35.6325477 -6.7539029, -35.6325084 -6.7538982, -35.6324698 -6.7539034, -35.6320545 -6.7540517)",,,
74890598,False,secondary,True,68.376,PB-103,"LINESTRING (-35.6332205 -6.7536438, -35.6328264 -6.7541181)",Rua Floriano Peixoto,,
"[207101763, 74890599]",False,secondary,False,243.94699999999997,PB-103,"LINESTRING (-35.6332205 -6.7536438, -35.6329523 -6.7534587, -35.6327886 -6.7533714, -35.6325848 -6.7532815, -35.6324252 -6.7532189, -35.6323756 -6.753197, -35.6323495 -6.753181, -35.632326 -6.7531603, -35.6322992 -6.7531217, -35.6322885 -6.7530964, -35.6322797 -6.7530645, -35.6322239 -6.752875, -35.6322049 -6.7528106, -35.6321552 -6.7526464, -35.6321208 -6.7525158, -35.631983 -6.7525411, -35.6316903 -6.7525877, -35.6316252 -6.7525991)","['Rua Barão do Rio Branco', 'Rua Coronel Antônio Pessoa']",,
"[207101763, 74890599]",False,secondary,True,243.947,PB-103,"LINESTRING (-35.6316252 -6.7525991, -35.6316903 -6.7525877, -35.631983 -6.7525411, -35.6321208 -6.7525158, -35.6321552 -6.7526464, -35.6322049 -6.7528106, -35.6322239 -6.752875, -35.6322797 -6.7530645, -35.6322885 -6.7530964, -35.6322992 -6.7531217, -35.632326 -6.7531603, -35.6323495 -6.753181, -35.6323756 -6.753197, -35.6324252 -6.7532189, -35.6325848 -6.7532815, -35.6327886 -6.7533714, -35.6329523 -6.7534587, -35.6332205 -6.7536438)","['Rua Barão do Rio Branco', 'Rua Coronel Antônio Pessoa']",,
"[967662192, 207101765]",False,"['residential', 'living_street']",True,77.081,,"LINESTRING (-35.6316252 -6.7525991, -35.6316213 -6.7527009, -35.6316206 -6.7527695, -35.6316206 -6.7528733, -35.6316192 -6.7530112, -35.6316119 -6.7530465, -35.6315944 -6.7530704, -35.6315734 -6.7530919, -35.6315142 -6.7531318, -35.6313992 -6.753139)",Praça da Bandeira,,
763490773,False,secondary,False,262.601,PB-103,"LINESTRING (-35.6316252 -6.7525991, -35.6315373 -6.7520336, -35.6314892 -6.751738, -35.6314623 -6.7516334, -35.6314208 -6.7515462, -35.6313705 -6.7514749, -35.6312726 -6.7513664, -35.6312243 -6.7513116, -35.6311886 -6.7512771, -35.6310841 -6.7511773, -35.6310128 -6.7511142, -35.6309748 -6.7510894, -35.630935 -6.7510743, -35.630836 -6.7510548, -35.6306992 -6.7510441, -35.63049 -6.7510348, -35.6303291 -6.7510361)",Rua Conego Cirstóvão,,
763490773,False,secondary,True,262.601,PB-103,"LINESTRING (-35.6303291 -6.7510361, -35.63049 -6.7510348, -35.6306992 -6.7510441, -35.630836 -6.7510548, -35.630935 -6.7510743, -35.6309748 -6.7510894, -35.6310128 -6.7511142, -35.6310841 -6.7511773, -35.6311886 -6.7512771, -35.6312243 -6.7513116, -35.6312726 -6.7513664, -35.6313705 -6.7514749, -35.6314208 -6.7515462, -35.6314623 -6.7516334, -35.6314892 -6.751738, -35.6315373 -6.7520336, -35.6316252 -6.7525991)",Rua Conego Cirstóvão,,
377683564,False,residential,True,57.328,,"LINESTRING (-35.6320545 -6.7540517, -35.6322432 -6.754532)",Rua Antônio Coutinho,,
1112009523,False,primary,False,24.24,PB-105,"LINESTRING (-35.6320545 -6.7540517, -35.6319083 -6.7540943, -35.6318425 -6.7541076)",,,
1112009523,False,primary,True,96.908,PB-105,"LINESTRING (-35.6320545 -6.7540517, -35.6324698 -6.7539034, -35.6325084 -6.7538982, -35.6325477 -6.7539029, -35.6325875 -6.7539148, -35.6326231 -6.7539335, -35.632666 -6.7539648, -35.6327666 -6.754058, -35.6328264 -6.7541181)",,,
74890171,False,residential,True,283.288,,"LINESTRING (-35.631638 -6.7575726, -35.6316273 -6.757498, -35.631642 -6.7573462, -35.6316648 -6.7572276, -35.6316943 -6.7571184, -35.6317353 -6.7570199, -35.6317855 -6.7569087, -35.6318848 -6.7567316, -35.6319357 -6.756655, -35.6319914 -6.7565884, -35.6320725 -6.7565032, -35.6321409 -6.7564525, -35.632214 -6.7564123, -35.6323294 -6.7563557, -35.6324078 -6.7563214, -35.6325024 -6.7562694, -35.6325875 -6.7562201, -35.6328879 -6.756033, -35.633014 -6.7559451, -35.6330945 -6.7558825, -35.6332178 -6.7557693)",Rua Alcides Bezerra,,
377683567,True,residential,False,47.094,,"LINESTRING (-35.6349583 -6.7543132, -35.6350066 -6.754734)",,,
403693070,False,residential,False,22.0,,"LINESTRING (-35.6349583 -6.7543132, -35.634929 -6.7541175)",,,
239593179,False,primary,False,120.221,PB-105,"LINESTRING (-35.6347668 -6.7564672, -35.6347668 -6.7564019, -35.6347628 -6.7563307, -35.6347507 -6.7562568, -35.6347346 -6.7561835, -35.6347152 -6.7561296, -35.634691 -6.7560776, -35.6346589 -6.756029, -35.634618 -6.7559784, -35.6345563 -6.7559105, -35.6344597 -6.7558119, -35.6342143 -6.7555922)",,,
796715576,False,residential,True,190.76,,"LINESTRING (-35.6347668 -6.7564672, -35.6348667 -6.7564192, -35.6349036 -6.7564033, -35.6349391 -6.7563906, -35.6349908 -6.7563793, -35.635031 -6.756376, -35.6350609 -6.7563773, -35.6350873 -6.7563826, -35.6351343 -6.7563999, -35.6352657 -6.7564512, -35.6353375 -6.7564792, -35.6354602 -6.7565145, -35.6355547 -6.7565298, -35.6356499 -6.7565471, -35.6357492 -6.7565571, -35.635833 -6.7565617, -35.6359443 -6.7565627, -35.6360094 -6.7565631, -35.6360674 -6.7565591, -35.6361488 -6.7565491, -35.6362273 -6.7565344, -35.6364386 -6.7564753)",,,
967662192,False,living_street,False,23.448,,"LINESTRING (-35.6311895 -6.7531494, -35.631254 -6.7531329, -35.6313229 -6.7531307, -35.6313677 -6.7531369, -35.6313992 -6.753139)",,,
207103322,False,living_street,False,43.026,,"LINESTRING (-35.6313992 -6.753139, -35.631482 -6.7535171)",,,
"[967662192, 207101765]",False,"['living_street', 'residential']",False,77.08100000000002,,"LINESTRING (-35.6313992 -6.753139, -35.6315142 -6.7531318, -35.6315734 -6.7530919, -35.6315944 -6.7530704, -35.6316119 -6.7530465, -35.6316192 -6.7530112, -35.6316206 -6.7528733, -35.6316206 -6.7527695, -35.6316213 -6.7527009, -35.6316252 -6.7525991)",Praça da Bandeira,,
967662192,False,living_street,True,23.448,,"LINESTRING (-35.6313992 -6.753139, -35.6313677 -6.7531369, -35.6313229 -6.7531307, -35.631254 -6.7531329, -35.6311895 -6.7531494)",,,
207103322,False,living_street,True,43.026,,"LINESTRING (-35.631482 -6.7535171, -35.6313992 -6.753139)",,,
276148821,False,residential,False,63.06,,"LINESTRING (-35.6375048 -6.7500569, -35.6376416 -6.7506075)",Rua Dionisio Maia,,
276148820,False,residential,False,124.819,,"LINESTRING (-35.6369036 -6.7501893, -35.6371733 -6.7512794)",Rua Henrique Lucena,,
276148819,False,residential,False,136.851,,"LINESTRING (-35.6364979 -6.7501947, -35.6368351 -6.751379)",Rua Augusto Bezerra,,
276148817,False,residential,False,57.5,,"LINESTRING (-35.6381395 -6.7504561, -35.6376416 -6.7506075)",Travessa Dionisio Maia I,,
276148816,False,residential,True,42.284,,"LINESTRING (-35.6336363 -6.7505766, -35.6338575 -6.750887)",Rua Professor Severino Campos,,
383272452,False,residential,False,154.884,,"LINESTRING (-35.6336363 -6.7505766, -35.6326338 -6.7515508)",Rua Belo Horizonte,2,40
276148817,False,residential,True,57.5,,"LINESTRING (-35.6376416 -6.7506075, -35.6381395 -6.7504561)",Travessa Dionisio Maia I,,
276148821,False,residential,True,63.06,,"LINESTRING (-35.6376416 -6.7506075, -35.6375048 -6.7500569)",Rua Dionisio Maia,,
276148821,False,residential,False,56.29,,"LINESTRING (-35.6376416 -6.7506075, -35.6376636 -6.7507644, -35.637677 -6.7508337, -35.63775 -6.7511013)",Rua Dionisio Maia,,
276148816,False,residential,False,42.284,,"LINESTRING (-35.6338575 -6.750887, -35.6336363 -6.7505766)",Rua Professor Severino Campos,,
276148816,False,residential,True,52.723,,"LINESTRING (-35.6338575 -6.750887, -35.6341472 -6.7512639)",Rua Professor Severino Campos,,
"[383272449, 403693063]",False,residential,"[False, True]",189.309,,"LINESTRING (-35.6338575 -6.750887, -35.6337134 -6.7510248, -35.6331929 -6.7515222, -35.6331344 -6.751583, -35.6331263 -6.7515988, -35.6331237 -6.7516123, -35.6331293 -6.7516294, -35.6331398 -6.7516389, -35.6331669 -6.7516581, -35.6331961 -6.7516736, -35.6332712 -6.7516922, -35.6333372 -6.7517007, -35.6334016 -6.7517127, -35.6334633 -6.7517233, -35.6335182 -6.7517413, -35.6335779 -6.7517666, -35.6336436 -6.7517979, -35.6337409 -6.7518472)",Rua Boa Vista,2,40
276148821,False,residential,False,59.763,,"LINESTRING (-35.63775 -6.7511013, -35.6379075 -6.7516155)",Rua Dionisio Maia,,
763495306,False,residential,False,66.69,,"LINESTRING (-35.63775 -6.7511013, -35.6371733 -6.7512794)",Rua José Alves da Rocha,,
276148821,False,residential,True,56.28999999999999,,"LINESTRING (-35.63775 -6.7511013, -35.637677 -6.7508337, -35.6376636 -6.7507644, -35.6376416 -6.7506075)",Rua Dionisio Maia,,
276148820,False,residential,False,58.763,,"LINESTRING (-35.6371733 -6.7512794, -35.6373146 -6.7517889)",Rua Henrique Lucena,,
276148820,False,residential,True,124.819,,"LINESTRING (-35.6371733 -6.7512794, -35.6369036 -6.7501893)",Rua Henrique Lucena,,
763495306,False,residential,False,38.953,,"LINESTRING (-35.6371733 -6.7512794, -35.6368351 -6.751379)",Rua José Alves da Rocha,,
763495306,False,residential,True,66.69,,"LINESTRING (-35.6371733 -6.7512794, -35.63775 -6.7511013)",Rua José Alves da Rocha,,
276148816,False,residential,False,52.723,,"LINESTRING (-35.6341472 -6.7512639, -35.6338575 -6.750887)",Rua Professor Severino Campos,,
383272448,False,residential,False,52.71,,"LINESTRING (-35.6341472 -6.7512639, -35.6337943 -6.7515831)",Rua Marcelino da Silva,2,40
276148816,False,residential,True,49.659000000000006,,"LINESTRING (-35.6341472 -6.7512639, -35.6342129 -6.7513304, -35.6342894 -6.7514104, -35.6343276 -6.751435, -35.6343725 -6.751457, -35.6344081 -6.751471, -35.6344483 -6.7514836, -35.634516 -6.7514956)",Rua Professor Severino Campos,,
276148819,False,residential,False,58.659,,"LINESTRING (-35.6368351 -6.751379, -35.6369801 -6.7518865)",Rua Augusto Bezerra,,
276148819,False,residential,True,136.851,,"LINESTRING (-35.6368351 -6.751379, -35.6364979 -6.7501947)",Rua Augusto Bezerra,,
763495306,False,residential,True,38.953,,"LINESTRING (-35.6368351 -6.751379, -35.6371733 -6.7512794)",Rua José Alves da Rocha,,
276148824,False,residential,False,95.981,,"LINESTRING (-35.6368351 -6.751379, -35.636468 -6.7514876, -35.6363996 -6.7515136, -35.6363171 -6.7515635, -35.6362742 -6.7516021, -35.6362206 -6.7516621, -35.6361126 -6.7518022)",Rua Virginio de Melo,,
276148816,False,residential,False,49.659,,"LINESTRING (-35.634516 -6.7514956, -35.6344483 -6.7514836, -35.6344081 -6.751471, -35.6343725 -6.751457, -35.6343276 -6.751435, -35.6342894 -6.7514104, -35.6342129 -6.7513304, -35.6341472 -6.7512639)",Rua Professor Severino Campos,,
"[276148816, 763492530]",False,residential,True,200.63,,"LINESTRING (-35.634516 -6.7514956, -35.6345811 -6.7515109, -35.6346226 -6.7515216, -35.6346501 -6.7515335, -35.6346671 -6.751542, -35.6346776 -6.7515502, -35.634686 -6.7515577, -35.6346934 -6.7515682, -35.6347046 -6.7515855, -35.6347125 -6.7516008, -35.634736 -6.7516514, -35.6347675 -6.75172, -35.6347923 -6.7517833, -35.6348178 -6.7518565, -35.6348929 -6.7520549, -35.6349733 -6.7522534, -35.6350498 -6.7523999, -35.635145 -6.752557, -35.6352335 -6.7526862, -35.6353086 -6.7527888, -35.6354481 -6.7529819)","['Rua José Rocha Sobrinho', 'Rua Professor Severino Campos']",,
"[444315204, 383272461]",False,residential,False,199.702,,"LINESTRING (-35.634516 -6.7514956, -35.634451 -6.7515735, -35.6343953 -6.7516494, -35.634341 -6.7517093, -35.6341861 -6.7518518, -35.6341204 -6.7519071, -35.6340542 -6.7519408, -35.6339353 -6.7519724, -35.6338696 -6.751989, -35.6337936 -6.7519923, -35.6337808 -6.7520518, -35.633746 -6.7521836, -35.6337161 -6.752332, -35.6336476 -6.7526993, -35.6336047 -6.7528578)",Travessa Targino Neves,2,40
276148822,False,residential,False,26.533,,"LINESTRING (-35.6381423 -6.7515648, -35.6379075 -6.7516155)",Rua Monsenhor José Ferreira Diniz,,
276148821,False,residential,True,59.763,,"LINESTRING (-35.6379075 -6.7516155, -35.63775 -6.7511013)",Rua Dionisio Maia,,
276148822,False,residential,False,68.251,,"LINESTRING (-35.6379075 -6.7516155, -35.6373146 -6.7517889)",Rua Monsenhor José Ferreira Diniz,,
276148822,False,residential,True,26.533,,"LINESTRING (-35.6379075 -6.7516155, -35.6381423 -6.7515648)",Rua Monsenhor José Ferreira Diniz,,
"[276148821, 276148823]",False,residential,"[False, True]",146.80400000000003,,"LINESTRING (-35.6379075 -6.7516155, -35.6380882 -6.752219, -35.6381035 -6.7523, -35.6380861 -6.7523453, -35.6380633 -6.7523746, -35.6380163 -6.7523986, -35.6375627 -6.7525335)","['Rua Dionisio Maia', 'Rua Pedro de Almeida']",,
276148820,False,residential,False,87.211,,"LINESTRING (-35.6373146 -6.7517889, -35.6375627 -6.7525335)",Rua Henrique Lucena,,
276148820,False,residential,True,58.763,,"LINESTRING (-35.6373146 -6.7517889, -35.6371733 -6.7512794)",Rua Henrique Lucena,,
276148822,False,residential,False,38.498,,"LINESTRING (-35.6373146 -6.7517889, -35.6369801 -6.7518865)",Rua Monsenhor José Ferreira Diniz,,
276148822,False,residential,True,68.251,,"LINESTRING (-35.6373146 -6.7517889, -35.6379075 -6.7516155)",Rua Monsenhor José Ferreira Diniz,,
276148819,False,residential,True,58.659,,"LINESTRING (-35.6369801 -6.7518865, -35.6368351 -6.751379)",Rua Augusto Bezerra,,
276148822,False,residential,False,90.255,,"LINESTRING (-35.6369801 -6.7518865, -35.6361951 -6.7521126)",Rua Monsenhor José Ferreira Diniz,,
276148822,False,residential,True,38.498,,"LINESTRING (-35.6369801 -6.7518865, -35.6373146 -6.7517889)",Rua Monsenhor José Ferreira Diniz,,
276148818,False,residential,True,35.697,,"LINESTRING (-35.6361126 -6.7518022, -35.6361951 -6.7521126)",Rua Monsenhor Pedro A B Dantas,,
276148824,False,residential,False,49.465,,"LINESTRING (-35.6361126 -6.7518022, -35.6359014 -6.7521945)",Rua Virginio de Melo,,
276148824,False,residential,True,95.981,,"LINESTRING (-35.6361126 -6.7518022, -35.6362206 -6.7516621, -35.6362742 -6.7516021, -35.6363171 -6.7515635, -35.6363996 -6.7515136, -35.636468 -6.7514876, -35.6368351 -6.751379)",Rua Virginio de Melo,,
276148818,False,residential,False,35.697,,"LINESTRING (-35.6361951 -6.7521126, -35.6361126 -6.7518022)",Rua Monsenhor Pedro A B Dantas,,
276148818,False,residential,True,86.555,,"LINESTRING (-35.6361951 -6.7521126, -35.6364031 -6.7528631)",Rua Monsenhor Pedro A B Dantas,,
276148822,False,residential,False,33.686,,"LINESTRING (-35.6361951 -6.7521126, -35.6359014 -6.7521945)",Rua Monsenhor José Ferreira Diniz,,
276148822,False,residential,True,90.255,,"LINESTRING (-35.6361951 -6.7521126, -35.6369801 -6.7518865)",Rua Monsenhor José Ferreira Diniz,,
276148822,False,residential,True,33.686,,"LINESTRING (-35.6359014 -6.7521945, -35.6361951 -6.7521126)",Rua Monsenhor José Ferreira Diniz,,
276148824,False,residential,True,49.465,,"LINESTRING (-35.6359014 -6.7521945, -35.6361126 -6.7518022)",Rua Virginio de Melo,,
763495179,False,residential,False,101.084,,"LINESTRING (-35.6359014 -6.7521945, -35.635723 -6.7524665, -35.6356224 -6.7526316, -35.6355608 -6.7527315, -35.6355125 -6.7528314, -35.6354481 -6.7529819)",Rua Virginio de Melo,,
276148820,False,residential,True,87.211,,"LINESTRING (-35.6375627 -6.7525335, -35.6373146 -6.7517889)",Rua Henrique Lucena,,
276148823,False,residential,True,41.323,,"LINESTRING (-35.6375627 -6.7525335, -35.6372032 -6.7526367)",Rua Pedro de Almeida,,
"[276148821, 276148823]",False,residential,"[False, True]",146.804,,"LINESTRING (-35.6375627 -6.7525335, -35.6380163 -6.7523986, -35.6380633 -6.7523746, -35.6380861 -6.7523453, -35.6381035 -6.7523, -35.6380882 -6.752219, -35.6379075 -6.7516155)","['Rua Dionisio Maia', 'Rua Pedro de Almeida']",,
276148818,False,residential,False,86.555,,"LINESTRING (-35.6364031 -6.7528631, -35.6361951 -6.7521126)",Rua Monsenhor Pedro A B Dantas,,
276148823,False,residential,False,91.867,,"LINESTRING (-35.6364031 -6.7528631, -35.6372032 -6.7526367)",Rua Pedro de Almeida,,
276148823,False,residential,True,11.94,,"LINESTRING (-35.6364031 -6.7528631, -35.6363002 -6.7528961)",Rua Pedro de Almeida,,
763495179,False,residential,False,17.161,,"LINESTRING (-35.6354481 -6.7529819, -35.635427 -6.7531348)",Rua Virginio de Melo,,
"[276148816, 763492530]",False,residential,False,200.63000000000008,,"LINESTRING (-35.6354481 -6.7529819, -35.6353086 -6.7527888, -35.6352335 -6.7526862, -35.635145 -6.752557, -35.6350498 -6.7523999, -35.6349733 -6.7522534, -35.6348929 -6.7520549, -35.6348178 -6.7518565, -35.6347923 -6.7517833, -35.6347675 -6.75172, -35.634736 -6.7516514, -35.6347125 -6.7516008, -35.6347046 -6.7515855, -35.6346934 -6.7515682, -35.634686 -6.7515577, -35.6346776 -6.7515502, -35.6346671 -6.751542, -35.6346501 -6.7515335, -35.6346226 -6.7515216, -35.6345811 -6.7515109, -35.634516 -6.7514956)","['Rua José Rocha Sobrinho', 'Rua Professor Severino Campos']",,
763495179,False,residential,True,101.084,,"LINESTRING (-35.6354481 -6.7529819, -35.6355125 -6.7528314, -35.6355608 -6.7527315, -35.6356224 -6.7526316, -35.635723 -6.7524665, -35.6359014 -6.7521945)",Rua Virginio de Melo,,
276148823,False,residential,False,60.718,,"LINESTRING (-35.635427 -6.7531348, -35.6359569 -6.752989)",Rua Pedro de Almeida,,
763495179,False,residential,True,17.161,,"LINESTRING (-35.635427 -6.7531348, -35.6354481 -6.7529819)",Rua Virginio de Melo,,
276148823,False,residential,True,69.751,,"LINESTRING (-35.635427 -6.7531348, -35.634921 -6.7532842, -35.6348216 -6.7533138)",Rua Pedro de Almeida,,
377683559,False,residential,True,176.179,,"LINESTRING (-35.633584 -6.7557588, -35.6335169 -6.7558361, -35.6334606 -6.7559133, -35.633423 -6.7559693, -35.6333908 -6.7560359, -35.6333747 -6.7561184, -35.6333828 -6.7563049, -35.6333732 -6.75728)",Rua Ascendino Neves,,
377683560,False,residential,False,150.806,,"LINESTRING (-35.633584 -6.7557588, -35.6337985 -6.7557429, -35.6338643 -6.7557494, -35.6339481 -6.7557713, -35.6340332 -6.755804, -35.6340882 -6.7558361, -35.6342974 -6.7559666, -35.6343678 -6.7560144, -35.6344684 -6.7560883, -35.6345462 -6.7561589, -35.6345911 -6.7562215, -35.6346052 -6.7562468, -35.6346112 -6.7562794, -35.6345975 -6.7564178)",Praça Adelson Lucena,,
377683560,False,residential,True,40.481,,"LINESTRING (-35.633584 -6.7557588, -35.6333318 -6.7557722, -35.6332178 -6.7557693)",Praça Adelson Lucena,,
74890171,False,residential,False,19.389,,"LINESTRING (-35.6333211 -6.7556283, -35.6332178 -6.7557693)",Rua Alcides Bezerra,,
